region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,BE,be,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,BG,bg,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,CZ,cz,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,DE,de,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,DK,dk_e,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,DK,dk_w,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,EE,ee,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,ES,es,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,FI,fi,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,FR,fr,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,FR,fr_co,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,GR,gr,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,HR,hr,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,HU,hu,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,IE,ie,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,IT,it_cn,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,IT,it_cs,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,IT,it_n,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,IT,it_s,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,IT,it_sar,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,IT,it_sic,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,LT,lt,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,LU,lu,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,LV,lv,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,NL,nl,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,PL,pl,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,PT,pt,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,RO,ro,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,SE,se_1,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,SE,se_2,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,SE,se_3,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,SE,se_4,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,SI,si,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
EU,SK,sk,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,AL,al,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,BA,ba,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,CH,ch,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,ME,me,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,MK,mk,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,NO,no_m,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,NO,no_n,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,NO,no_s,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,RS,rs,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,UK,ni,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
nonEU,UK,uk,frtRoadHeavy,transport,,oberFrtRoadHeavy,,desFac,7.096
