region_1,region_2,region_3,region_4,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,49AT,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.52
EU,AT,at,49AT,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,AT,at,50AT,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.52100756198894
EU,AT,at,50AT,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,AT,at,51AT,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.521903319256852
EU,AT,at,51AT,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,BE,be,28BE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.72
EU,BE,be,28BE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,BG,bg,66BG,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,BG,bg,66BG,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,CZ,cz,39CZ,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.55
EU,CZ,cz,39CZ,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,CZ,cz,40CZ,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.55
EU,CZ,cz,40CZ,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,DE,de,31DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.64
EU,DE,de,31DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,DE,de,32DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.64
EU,DE,de,32DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,DE,de,33DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.64
EU,DE,de,33DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,DE,de,34DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.64
EU,DE,de,34DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,0.9999999999999999
EU,DE,de,35DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.64
EU,DE,de,35DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,DE,de,36DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.64
EU,DE,de,36DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,0.9999999999999999
EU,DE,de,37DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.64
EU,DE,de,37DE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,DK,dk_e,72DK,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.45
EU,DK,dk_e,72DK,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,0.9999999999999999
EU,DK,dk_w,38DK,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.45
EU,DK,dk_w,38DK,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,EE,ee,73EE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.45
EU,EE,ee,73EE,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,01ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,01ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,02ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,02ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,03ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,03ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,04ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,04ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,05ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,05ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,06ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,06ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,07ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,07ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,08ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,08ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,09ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,09ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,10ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,10ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,ES,es,11ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.18
EU,ES,es,11ES,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FI,fi,74FI,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.45
EU,FI,fi,74FI,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FI,fi,75FI,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.45
EU,FI,fi,75FI,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,14FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
EU,FR,fr,14FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,15FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
EU,FR,fr,15FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,16FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.9150000000000005
EU,FR,fr,16FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,0.9999999999999999
EU,FR,fr,17FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
EU,FR,fr,17FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,18FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
EU,FR,fr,18FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,19FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
EU,FR,fr,19FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,0.9999999999999999
EU,FR,fr,20FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
EU,FR,fr,20FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,21FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
EU,FR,fr,21FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,0.9999999999999999
EU,FR,fr,22FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
EU,FR,fr,22FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,23FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
EU,FR,fr,23FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,24FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.9150000000000005
EU,FR,fr,24FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,25FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.9150000000000005
EU,FR,fr,25FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,26FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.9150000000000005
EU,FR,fr,26FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr,27FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
EU,FR,fr,27FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,1,desFac,1.0
EU,FR,fr_co,99FR,spaceHeat,heatpump,heatpumpAir,heatpumpAirSpace,,desFac,2.915
