region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,SE,se_1,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
EU,SE,se_2,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
EU,SE,se_2,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
EU,SE,se_3,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
EU,SE,se_3,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
EU,SE,se_4,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
EU,SE,se_4,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
EU,SI,si,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
EU,SI,si,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
EU,SK,sk,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
EU,SK,sk,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,AL,al,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,AL,al,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,BA,ba,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,BA,ba,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,CH,ch,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,CH,ch,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,ME,me,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,ME,me,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,MK,mk,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,MK,mk,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,NO,no_m,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,NO,no_m,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,NO,no_n,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,NO,no_n,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,NO,no_s,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,NO,no_s,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,RS,rs,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,RS,rs,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,UK,ni,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,UK,ni,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
nonEU,UK,uk,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,,desFac,0.886424124
nonEU,UK,uk,psngRoadPrvt,transport,bev,bevPsngRoadPrvt,1,desFac,0.886424124
