region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,BE,be,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,BG,bg,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,CZ,cz,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,DE,de,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,DK,dk_e,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,DK,dk_w,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,EE,ee,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,ES,es,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,FI,fi,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,FR,fr,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,FR,fr_co,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,GR,gr,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,HR,hr,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,HU,hu,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,IE,ie,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,IT,it_cn,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,IT,it_cs,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,IT,it_n,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,IT,it_s,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,IT,it_sar,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,IT,it_sic,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,LT,lt,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,LU,lu,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,LV,lv,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,NL,nl,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,PL,pl,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,PT,pt,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,RO,ro,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,SE,se_1,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,SE,se_2,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,SE,se_3,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,SE,se_4,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,SI,si,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
EU,SK,sk,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,AL,al,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,BA,ba,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,CH,ch,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,ME,me,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,MK,mk,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,NO,no_m,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,NO,no_n,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,NO,no_s,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,RS,rs,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,UK,ni,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
nonEU,UK,uk,psngRoadPrvt,transport,,cngPsngRoadPrvt,,desFac,1.747
