region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,AT,at,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,BE,be,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,BE,be,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,BG,bg,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,BG,bg,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,CZ,cz,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,CZ,cz,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,DE,de,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,DE,de,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,DK,dk_e,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,DK,dk_e,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,DK,dk_w,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,DK,dk_w,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,EE,ee,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,EE,ee,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,ES,es,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,ES,es,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,FI,fi,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,FI,fi,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,FR,fr,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,FR,fr,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,FR,fr_co,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,FR,fr_co,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,GR,gr,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,GR,gr,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,HR,hr,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,HR,hr,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,HU,hu,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,HU,hu,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,IE,ie,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,IE,ie,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,IT,it_cn,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,IT,it_cn,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,IT,it_cs,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,IT,it_cs,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,IT,it_n,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
EU,IT,it_n,psngRoadPub,transport,bev,bevPsngRoadPub,1,desFac,1.17
EU,IT,it_s,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,1.17
