region_1,region_2,region_3,region_4,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,ES,es,03ES,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,ES,es,04ES,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,ES,es,05ES,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,ES,es,06ES,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,ES,es,07ES,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,ES,es,08ES,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,ES,es,09ES,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,ES,es,10ES,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,ES,es,11ES,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,FI,fi,74FI,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,FI,fi,75FI,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,FR,fr,14FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,FR,fr,15FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,FR,fr,16FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,FR,fr,17FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,FR,fr,18FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,FR,fr,19FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,FR,fr,20FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,FR,fr,21FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,FR,fr,22FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,FR,fr,23FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,FR,fr,24FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,FR,fr,25FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,FR,fr,26FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,FR,fr,27FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,FR,fr_co,99FR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,GR,gr,68GR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,GR,gr,69GR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,HR,hr,62HR,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,HU,hu,58HU,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,IE,ie,96IE,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,IT,it_cn,53IT,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,IT,it_cs,54IT,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,IT,it_n,52IT,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,IT,it_s,55IT,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,IT,it_sar,98IT,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,IT,it_sic,56IT,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,LT,lt,77LT,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,LU,lu,29LU,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,LV,lv,78LV,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,NL,nl,30NL,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,PL,pl,41PL,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,PL,pl,42PL,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,PL,pl,43PL,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,PL,pl,44PL,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,PL,pl,45PL,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,PT,pt,12PT,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,PT,pt,13PT,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,RO,ro,59RO,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,RO,ro,60RO,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,RO,ro,61RO,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
EU,SE,se_1,86SE,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
EU,SE,se_2,87SE,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,SE,se_3,88SE,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,SE,se_4,89SE,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,SI,si,57SI,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
EU,SK,sk,46SK,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,AL,al,70AL,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,BA,ba,63BA,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,CH,ch,47CH,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,CH,ch,48CH,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,ME,me,64ME,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,MK,mk,67MK,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
nonEU,NO,no_m,83NO,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,NO,no_n,84NO,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
nonEU,NO,no_n,85NO,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,NO,no_s,79NO,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,NO,no_s,80NO,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,NO,no_s,81NO,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,NO,no_s,82NO,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,RS,rs,65RS,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
nonEU,UK,ni,95UK,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
nonEU,UK,uk,90UK,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,UK,uk,91UK,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9
nonEU,UK,uk,92UK,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
nonEU,UK,uk,93UK,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.8999999999999999
nonEU,UK,uk,94UK,spaceHeat,networkHeat,heatGrid,districtHeatSpace,,desFac,0.9000000000000001
