region_1,region_2,region_3,region_4,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,49AT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8752000000000001
EU,AT,at,50AT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8752
EU,AT,at,51AT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8752000000000001
EU,BE,be,28BE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8924999999999998
EU,BG,bg,66BG,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8840000000000001
EU,CZ,cz,39CZ,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.88
EU,CZ,cz,40CZ,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.88
EU,DE,de,31DE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8811999999999999
EU,DE,de,32DE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8812
EU,DE,de,33DE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8812
EU,DE,de,34DE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8812
EU,DE,de,35DE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8812
EU,DE,de,36DE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8812
EU,DE,de,37DE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8812000000000001
EU,DK,dk_e,72DK,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8861
EU,DK,dk_w,38DK,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8861
EU,EE,ee,73EE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.891
EU,ES,es,01ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8863
EU,ES,es,02ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8863
EU,ES,es,03ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8862999999999999
EU,ES,es,04ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8863
EU,ES,es,05ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8863
EU,ES,es,06ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8863
EU,ES,es,07ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8863
EU,ES,es,08ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8863
EU,ES,es,09ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8863
EU,ES,es,10ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8863
EU,ES,es,11ES,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8863
EU,FI,fi,74FI,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8848
EU,FI,fi,75FI,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8848
EU,FR,fr,14FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867
EU,FR,fr,15FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867
EU,FR,fr,16FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867
EU,FR,fr,17FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8866999999999999
EU,FR,fr,18FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867
EU,FR,fr,19FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867000000000002
EU,FR,fr,20FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8866999999999999
EU,FR,fr,21FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867
EU,FR,fr,22FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867
EU,FR,fr,23FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867000000000002
EU,FR,fr,24FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867
EU,FR,fr,25FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867
EU,FR,fr,26FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867000000000002
EU,FR,fr,27FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8866999999999999
EU,FR,fr_co,99FR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8867
EU,GR,gr,68GR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8856
EU,GR,gr,69GR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8856
EU,HR,hr,62HR,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8873
EU,HU,hu,58HU,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8841
EU,IE,ie,96IE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8788
EU,IT,it_cn,53IT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8900000000000001
EU,IT,it_cs,54IT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8899999999999999
EU,IT,it_n,52IT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.89
EU,IT,it_s,55IT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8899999999999999
EU,IT,it_sar,98IT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8900000000000001
EU,IT,it_sic,56IT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.89
EU,LT,lt,77LT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8784
EU,LU,lu,29LU,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8721999999999999
EU,LV,lv,78LV,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8894000000000001
EU,NL,nl,30NL,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8726000000000002
EU,PL,pl,41PL,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8809
EU,PL,pl,42PL,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8809
EU,PL,pl,43PL,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8809000000000001
EU,PL,pl,44PL,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8809
EU,PL,pl,45PL,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8809
EU,PT,pt,12PT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8868
EU,PT,pt,13PT,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8868
EU,RO,ro,59RO,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8793999999999998
EU,RO,ro,60RO,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8794
EU,RO,ro,61RO,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8794
EU,SE,se_1,86SE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
EU,SE,se_2,87SE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
EU,SE,se_3,88SE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
EU,SE,se_4,89SE,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
EU,SI,si,57SI,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8842
EU,SK,sk,46SK,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8812
nonEU,AL,al,70AL,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8794000000000001
nonEU,BA,ba,63BA,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.87935
nonEU,CH,ch,47CH,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8812
nonEU,CH,ch,48CH,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8811999999999999
nonEU,ME,me,64ME,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8794000000000001
nonEU,MK,mk,67MK,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8794
nonEU,NO,no_m,83NO,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
nonEU,NO,no_n,84NO,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
nonEU,NO,no_n,85NO,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
nonEU,NO,no_s,79NO,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
nonEU,NO,no_s,80NO,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
nonEU,NO,no_s,81NO,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
nonEU,NO,no_s,82NO,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8884
nonEU,RS,rs,65RS,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8794
nonEU,UK,ni,95UK,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8738999999999999
nonEU,UK,uk,90UK,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8739
nonEU,UK,uk,91UK,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8738999999999999
nonEU,UK,uk,92UK,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8739
nonEU,UK,uk,93UK,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8739
nonEU,UK,uk,94UK,spaceHeat,miscSpaceHeat,,bioBoilerSpace,,desFac,0.8739000000000001
