region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,psngRail,transport,,ePsngRail,,desFac,18.512
EU,BE,be,psngRail,transport,,ePsngRail,,desFac,18.512
EU,BG,bg,psngRail,transport,,ePsngRail,,desFac,18.512
EU,CZ,cz,psngRail,transport,,ePsngRail,,desFac,18.512
EU,DE,de,psngRail,transport,,ePsngRail,,desFac,18.512
EU,DK,dk_e,psngRail,transport,,ePsngRail,,desFac,18.512
EU,DK,dk_w,psngRail,transport,,ePsngRail,,desFac,18.512
EU,EE,ee,psngRail,transport,,ePsngRail,,desFac,18.512
EU,ES,es,psngRail,transport,,ePsngRail,,desFac,18.512
EU,FI,fi,psngRail,transport,,ePsngRail,,desFac,18.512
EU,FR,fr,psngRail,transport,,ePsngRail,,desFac,18.512
EU,FR,fr_co,psngRail,transport,,ePsngRail,,desFac,18.512
EU,GR,gr,psngRail,transport,,ePsngRail,,desFac,18.512
EU,HR,hr,psngRail,transport,,ePsngRail,,desFac,18.512
EU,HU,hu,psngRail,transport,,ePsngRail,,desFac,18.512
EU,IE,ie,psngRail,transport,,ePsngRail,,desFac,18.512
EU,IT,it_cn,psngRail,transport,,ePsngRail,,desFac,18.512
EU,IT,it_cs,psngRail,transport,,ePsngRail,,desFac,18.512
EU,IT,it_n,psngRail,transport,,ePsngRail,,desFac,18.512
EU,IT,it_s,psngRail,transport,,ePsngRail,,desFac,18.512
EU,IT,it_sar,psngRail,transport,,ePsngRail,,desFac,18.512
EU,IT,it_sic,psngRail,transport,,ePsngRail,,desFac,18.512
EU,LT,lt,psngRail,transport,,ePsngRail,,desFac,18.512
EU,LU,lu,psngRail,transport,,ePsngRail,,desFac,18.512
EU,LV,lv,psngRail,transport,,ePsngRail,,desFac,18.512
EU,NL,nl,psngRail,transport,,ePsngRail,,desFac,18.512
EU,PL,pl,psngRail,transport,,ePsngRail,,desFac,18.512
EU,PT,pt,psngRail,transport,,ePsngRail,,desFac,18.512
EU,RO,ro,psngRail,transport,,ePsngRail,,desFac,18.512
EU,SE,se_1,psngRail,transport,,ePsngRail,,desFac,18.512
EU,SE,se_2,psngRail,transport,,ePsngRail,,desFac,18.512
EU,SE,se_3,psngRail,transport,,ePsngRail,,desFac,18.512
EU,SE,se_4,psngRail,transport,,ePsngRail,,desFac,18.512
EU,SI,si,psngRail,transport,,ePsngRail,,desFac,18.512
EU,SK,sk,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,AL,al,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,BA,ba,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,CH,ch,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,ME,me,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,MK,mk,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,NO,no_m,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,NO,no_n,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,NO,no_s,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,RS,rs,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,UK,ni,psngRail,transport,,ePsngRail,,desFac,18.512
nonEU,UK,uk,psngRail,transport,,ePsngRail,,desFac,18.512
