region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,BE,be,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,BG,bg,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,CZ,cz,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,DE,de,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,DK,dk_e,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,DK,dk_w,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,EE,ee,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,ES,es,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,FI,fi,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,FR,fr,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,FR,fr_co,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,GR,gr,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,HR,hr,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,HU,hu,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,IE,ie,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,IT,it_cn,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,IT,it_cs,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,IT,it_n,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,IT,it_s,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,IT,it_sar,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,IT,it_sic,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,LT,lt,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,LU,lu,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,LV,lv,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,NL,nl,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,PL,pl,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,PT,pt,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,RO,ro,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,SE,se_1,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,SE,se_2,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,SE,se_3,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,SE,se_4,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,SI,si,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
EU,SK,sk,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,AL,al,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,BA,ba,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,CH,ch,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,ME,me,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,MK,mk,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,NO,no_m,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,NO,no_n,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,NO,no_s,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,RS,rs,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,UK,ni,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
nonEU,UK,uk,psngRoadPub,transport,,dieselPsngRoadPub,,desFac,4.077
