region_1,region_2,region_3,region_4,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,49AT,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0006
EU,AT,at,50AT,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0006
EU,AT,at,51AT,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0006
EU,BE,be,28BE,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0137
EU,BG,bg,66BG,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0024
EU,CZ,cz,39CZ,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0014
EU,CZ,cz,40CZ,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0014
EU,DE,de,31DE,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0032
EU,DE,de,32DE,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0032
EU,DE,de,33DE,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0032
EU,DE,de,34DE,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0032
EU,DE,de,35DE,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0032
EU,DE,de,36DE,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0032
EU,DE,de,37DE,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0032
EU,DK,dk_e,72DK,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0072
EU,DK,dk_w,38DK,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0072
EU,EE,ee,73EE,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0121
EU,ES,es,01ES,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0051
EU,ES,es,02ES,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0051
EU,ES,es,03ES,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0051
EU,ES,es,04ES,spaceHeat,miscSpaceHeat,,gasBoilerSpace,,desFac,1.0051
