region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,AT,at,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,BE,be,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,BE,be,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,BG,bg,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,BG,bg,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,CZ,cz,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,CZ,cz,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,DE,de,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,DE,de,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,DK,dk_e,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,DK,dk_e,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,DK,dk_w,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,DK,dk_w,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,EE,ee,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,EE,ee,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,ES,es,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,ES,es,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,FI,fi,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,FI,fi,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,FR,fr,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,FR,fr,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,FR,fr_co,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,FR,fr_co,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,GR,gr,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,GR,gr,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,HR,hr,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,HR,hr,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,HU,hu,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,HU,hu,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,IE,ie,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,IE,ie,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,IT,it_cn,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,IT,it_cn,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,IT,it_cs,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,IT,it_cs,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,IT,it_n,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,IT,it_n,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,IT,it_s,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,IT,it_s,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,IT,it_sar,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,IT,it_sar,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,IT,it_sic,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,IT,it_sic,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,LT,lt,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,LT,lt,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,LU,lu,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,LU,lu,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,LV,lv,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,LV,lv,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,NL,nl,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,NL,nl,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,PL,pl,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,PL,pl,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,PT,pt,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,PT,pt,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,RO,ro,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,RO,ro,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,SE,se_1,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,SE,se_1,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,SE,se_2,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
EU,SE,se_2,frtRoadLight,transport,bev,bevFrtRoadLight,1,desFac,0.082224401
EU,SE,se_3,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.082224401
