timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,FR,s2002,wind,avaConv,0.197926128220229
h0002,FR,s2002,wind,avaConv,0.206753736465619
h0003,FR,s2002,wind,avaConv,0.215558993108799
h0004,FR,s2002,wind,avaConv,0.225845110683456
h0005,FR,s2002,wind,avaConv,0.240784414975884
h0006,FR,s2002,wind,avaConv,0.253457420757573
h0007,FR,s2002,wind,avaConv,0.270567191280252
h0008,FR,s2002,wind,avaConv,0.289136772925276
h0009,FR,s2002,wind,avaConv,0.327003119913904
h0010,FR,s2002,wind,avaConv,0.400869487122324
h0011,FR,s2002,wind,avaConv,0.428359353248366
h0012,FR,s2002,wind,avaConv,0.431509368880506
h0013,FR,s2002,wind,avaConv,0.449163635982165
h0014,FR,s2002,wind,avaConv,0.451939281331736
h0015,FR,s2002,wind,avaConv,0.422071487397216
h0016,FR,s2002,wind,avaConv,0.299632614166238
h0017,FR,s2002,wind,avaConv,0.281083165163147
h0018,FR,s2002,wind,avaConv,0.341725388977897
h0019,FR,s2002,wind,avaConv,0.381563716554948
h0020,FR,s2002,wind,avaConv,0.409029537848229
h0021,FR,s2002,wind,avaConv,0.427105439168964
h0022,FR,s2002,wind,avaConv,0.424912916526892
h0023,FR,s2002,wind,avaConv,0.410532565075481
h0024,FR,s2002,wind,avaConv,0.400445246272754
h0025,FR,s2002,wind,avaConv,0.403518293223991
h0026,FR,s2002,wind,avaConv,0.392729818752996
h0027,FR,s2002,wind,avaConv,0.394519766226964
h0028,FR,s2002,wind,avaConv,0.394882328377117
h0029,FR,s2002,wind,avaConv,0.420645114337481
h0030,FR,s2002,wind,avaConv,0.43119017641268
h0031,FR,s2002,wind,avaConv,0.443083499184642
h0032,FR,s2002,wind,avaConv,0.450462816664114
h0033,FR,s2002,wind,avaConv,0.480625931339794
h0034,FR,s2002,wind,avaConv,0.548160638717742
h0035,FR,s2002,wind,avaConv,0.51659450312081
h0036,FR,s2002,wind,avaConv,0.546165144199848
h0037,FR,s2002,wind,avaConv,0.551093156354811
h0038,FR,s2002,wind,avaConv,0.538185064925474
h0039,FR,s2002,wind,avaConv,0.485121258795913
h0040,FR,s2002,wind,avaConv,0.39718089278216
h0041,FR,s2002,wind,avaConv,0.447399049382739
h0042,FR,s2002,wind,avaConv,0.592729020501397
h0043,FR,s2002,wind,avaConv,0.616876523813454
h0044,FR,s2002,wind,avaConv,0.612965044915078
h0045,FR,s2002,wind,avaConv,0.602323955118302
h0046,FR,s2002,wind,avaConv,0.594640295199766
h0047,FR,s2002,wind,avaConv,0.58907366413276
h0048,FR,s2002,wind,avaConv,0.581697993076992
h0049,FR,s2002,wind,avaConv,0.588100329938225
h0050,FR,s2002,wind,avaConv,0.611358522887736
h0051,FR,s2002,wind,avaConv,0.641174535479145
h0052,FR,s2002,wind,avaConv,0.661910934888215
h0053,FR,s2002,wind,avaConv,0.667210349810916
h0054,FR,s2002,wind,avaConv,0.678762815686267
h0055,FR,s2002,wind,avaConv,0.673181200759371
h0056,FR,s2002,wind,avaConv,0.658416675866168
h0057,FR,s2002,wind,avaConv,0.666961858578976
h0058,FR,s2002,wind,avaConv,0.749450315050395
h0059,FR,s2002,wind,avaConv,0.731939912390347
h0060,FR,s2002,wind,avaConv,0.810941646406648
h0061,FR,s2002,wind,avaConv,0.847731800260406
h0062,FR,s2002,wind,avaConv,0.837734230653867
h0063,FR,s2002,wind,avaConv,0.774779797446466
h0064,FR,s2002,wind,avaConv,0.581017079593685
h0065,FR,s2002,wind,avaConv,0.476375554376575
h0066,FR,s2002,wind,avaConv,0.577522077352136
h0067,FR,s2002,wind,avaConv,0.609016088703213
h0068,FR,s2002,wind,avaConv,0.598699047854685
