timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,LU,s2001,wind,avaConv,0.963837782586205
h0002,LU,s2001,wind,avaConv,0.968120142682295
h0003,LU,s2001,wind,avaConv,0.982814144231275
h0004,LU,s2001,wind,avaConv,0.974040111025431
h0005,LU,s2001,wind,avaConv,0.935136677387829
h0006,LU,s2001,wind,avaConv,0.941018603222238
h0007,LU,s2001,wind,avaConv,0.911986440110798
h0008,LU,s2001,wind,avaConv,0.91474602987033
h0009,LU,s2001,wind,avaConv,0.888008223648231
h0010,LU,s2001,wind,avaConv,0.880940189015704
h0011,LU,s2001,wind,avaConv,0.917218800213227
h0012,LU,s2001,wind,avaConv,0.941884585943279
h0013,LU,s2001,wind,avaConv,0.946386717182758
h0014,LU,s2001,wind,avaConv,0.930972194620979
h0015,LU,s2001,wind,avaConv,0.902937979310276
h0016,LU,s2001,wind,avaConv,0.89926631355299
h0017,LU,s2001,wind,avaConv,0.842380598269995
h0018,LU,s2001,wind,avaConv,0.773224361981551
h0019,LU,s2001,wind,avaConv,0.754013391682935
h0020,LU,s2001,wind,avaConv,0.677527202694047
h0021,LU,s2001,wind,avaConv,0.552741840800927
h0022,LU,s2001,wind,avaConv,0.572673807000581
h0023,LU,s2001,wind,avaConv,0.598448828174755
h0024,LU,s2001,wind,avaConv,0.664886003638053
h0025,LU,s2001,wind,avaConv,0.645749144171147
h0026,LU,s2001,wind,avaConv,0.746588963904859
h0027,LU,s2001,wind,avaConv,0.697762995275806
h0028,LU,s2001,wind,avaConv,0.856340976731394
h0029,LU,s2001,wind,avaConv,0.877662524848378
h0030,LU,s2001,wind,avaConv,0.897551830715942
h0031,LU,s2001,wind,avaConv,0.856732612659546
h0032,LU,s2001,wind,avaConv,0.906600686241406
h0033,LU,s2001,wind,avaConv,0.701853052670067
h0034,LU,s2001,wind,avaConv,0.863582651006128
h0035,LU,s2001,wind,avaConv,0.680890542176332
h0036,LU,s2001,wind,avaConv,0.756995121008279
h0037,LU,s2001,wind,avaConv,0.918897687392155
h0038,LU,s2001,wind,avaConv,0.964146188453084
h0039,LU,s2001,wind,avaConv,0.959462368439751
h0040,LU,s2001,wind,avaConv,0.985474917980489
h0041,LU,s2001,wind,avaConv,0.978706488708838
h0042,LU,s2001,wind,avaConv,0.99253734889677
h0043,LU,s2001,wind,avaConv,0.999625904458851
h0044,LU,s2001,wind,avaConv,0.998577759252826
h0045,LU,s2001,wind,avaConv,0.999385967608843
h0046,LU,s2001,wind,avaConv,0.999878469576308
h0047,LU,s2001,wind,avaConv,0.999878469576308
h0048,LU,s2001,wind,avaConv,0.999928982596492
h0049,LU,s2001,wind,avaConv,0.999976338558083
h0050,LU,s2001,wind,avaConv,0.999572234380074
h0051,LU,s2001,wind,avaConv,0.997088019645475
h0052,LU,s2001,wind,avaConv,0.980652975860119
h0053,LU,s2001,wind,avaConv,0.948925508797624
h0054,LU,s2001,wind,avaConv,0.939501396616159
h0055,LU,s2001,wind,avaConv,0.93277740298445
h0056,LU,s2001,wind,avaConv,0.937143227861565
h0057,LU,s2001,wind,avaConv,0.927862091005498
h0058,LU,s2001,wind,avaConv,0.863839911232021
h0059,LU,s2001,wind,avaConv,0.869842121471471
h0060,LU,s2001,wind,avaConv,0.832184543996917
h0061,LU,s2001,wind,avaConv,0.809334937914762
h0062,LU,s2001,wind,avaConv,0.737298985081568
h0063,LU,s2001,wind,avaConv,0.539474002771552
h0064,LU,s2001,wind,avaConv,0.402720685740297
h0065,LU,s2001,wind,avaConv,0.335724907268166
h0066,LU,s2001,wind,avaConv,0.295667803752275
h0067,LU,s2001,wind,avaConv,0.345974159061558
h0068,LU,s2001,wind,avaConv,0.491708692611234
h0069,LU,s2001,wind,avaConv,0.656878190323606
h0070,LU,s2001,wind,avaConv,0.839972352891424
h0071,LU,s2001,wind,avaConv,0.83690861897868
h0072,LU,s2001,wind,avaConv,0.883027639899647
h0073,LU,s2001,wind,avaConv,0.897447845255468
h0074,LU,s2001,wind,avaConv,0.915896346019432
h0075,LU,s2001,wind,avaConv,0.934620024129414
h0076,LU,s2001,wind,avaConv,0.915810947197203
h0077,LU,s2001,wind,avaConv,0.924190505592886
h0078,LU,s2001,wind,avaConv,0.927091610418403
h0079,LU,s2001,wind,avaConv,0.954518051002617
h0080,LU,s2001,wind,avaConv,0.972259842732969
h0081,LU,s2001,wind,avaConv,0.987178943065817
h0082,LU,s2001,wind,avaConv,0.998973970776082
h0083,LU,s2001,wind,avaConv,0.994884388981232
h0084,LU,s2001,wind,avaConv,0.998799148325713
h0085,LU,s2001,wind,avaConv,0.993728903669108
h0086,LU,s2001,wind,avaConv,0.998816117581806
h0087,LU,s2001,wind,avaConv,1.00000001653888
h0088,LU,s2001,wind,avaConv,1.00000001653888
h0089,LU,s2001,wind,avaConv,1.00000001653888
h0090,LU,s2001,wind,avaConv,1.00000001653888
h0091,LU,s2001,wind,avaConv,1.00000001653888
h0092,LU,s2001,wind,avaConv,0.999524878418483
h0093,LU,s2001,wind,avaConv,0.994511066250385
h0094,LU,s2001,wind,avaConv,0.981998595734427
h0095,LU,s2001,wind,avaConv,0.99803829591291
h0096,LU,s2001,wind,avaConv,0.989904909813389
h0097,LU,s2001,wind,avaConv,0.983928587669224
h0098,LU,s2001,wind,avaConv,0.974636559015222
h0099,LU,s2001,wind,avaConv,0.973900726480312
h0100,LU,s2001,wind,avaConv,0.995768366946544
h0101,LU,s2001,wind,avaConv,0.99959117676471
h0102,LU,s2001,wind,avaConv,1.00000001653888
h0103,LU,s2001,wind,avaConv,1.00000001653888
h0104,LU,s2001,wind,avaConv,1.00000001653888
h0105,LU,s2001,wind,avaConv,1.00000001653888
h0106,LU,s2001,wind,avaConv,1.00000001653888
h0107,LU,s2001,wind,avaConv,1.00000001653888
h0108,LU,s2001,wind,avaConv,1.00000001653888
h0109,LU,s2001,wind,avaConv,1.00000001653888
h0110,LU,s2001,wind,avaConv,1.00000001653888
h0111,LU,s2001,wind,avaConv,1.00000001653888
h0112,LU,s2001,wind,avaConv,1.00000001653888
h0113,LU,s2001,wind,avaConv,1.00000001653888
h0114,LU,s2001,wind,avaConv,1.00000001653888
h0115,LU,s2001,wind,avaConv,1.00000001653888
h0116,LU,s2001,wind,avaConv,1.00000001653888
h0117,LU,s2001,wind,avaConv,0.966267971512085
h0118,LU,s2001,wind,avaConv,0.96495471182483
h0119,LU,s2001,wind,avaConv,1.00000001653888
h0120,LU,s2001,wind,avaConv,1.00000001653888
h0121,LU,s2001,wind,avaConv,1.00000001653888
h0122,LU,s2001,wind,avaConv,1.00000001653888
h0123,LU,s2001,wind,avaConv,1.00000001653888
h0124,LU,s2001,wind,avaConv,1.00000001653888
h0125,LU,s2001,wind,avaConv,1.00000001653888
h0126,LU,s2001,wind,avaConv,1.00000001653888
h0127,LU,s2001,wind,avaConv,0.981437506235341
h0128,LU,s2001,wind,avaConv,0.884229177442113
h0129,LU,s2001,wind,avaConv,0.840138293304545
h0130,LU,s2001,wind,avaConv,0.918093188369114
h0131,LU,s2001,wind,avaConv,0.949934467375513
h0132,LU,s2001,wind,avaConv,0.934379218379695
h0133,LU,s2001,wind,avaConv,0.730427952502537
h0134,LU,s2001,wind,avaConv,0.515513900442153
h0135,LU,s2001,wind,avaConv,0.351926801985431
h0136,LU,s2001,wind,avaConv,0.325289784840171
h0137,LU,s2001,wind,avaConv,0.193564565073034
h0138,LU,s2001,wind,avaConv,0.129355566349225
h0139,LU,s2001,wind,avaConv,0.0872361890069895
h0140,LU,s2001,wind,avaConv,0.0422475143431212
h0141,LU,s2001,wind,avaConv,0.0150315709745945
h0142,LU,s2001,wind,avaConv,0.00151696927869647
h0143,LU,s2001,wind,avaConv,0.0091747436670579
h0144,LU,s2001,wind,avaConv,0.0197958961404566
h0145,LU,s2001,wind,avaConv,0.0270041048191658
h0146,LU,s2001,wind,avaConv,0.0495651155659963
h0147,LU,s2001,wind,avaConv,0.108354422086295
h0148,LU,s2001,wind,avaConv,0.185650437673743
h0149,LU,s2001,wind,avaConv,0.200250911624136
h0150,LU,s2001,wind,avaConv,0.198351306175419
h0151,LU,s2001,wind,avaConv,0.21713015424082
h0152,LU,s2001,wind,avaConv,0.240706160871345
h0153,LU,s2001,wind,avaConv,0.263294637992836
h0154,LU,s2001,wind,avaConv,0.336919619934219
h0155,LU,s2001,wind,avaConv,0.408412281241642
h0156,LU,s2001,wind,avaConv,0.476913781737114
h0157,LU,s2001,wind,avaConv,0.429560899775923
h0158,LU,s2001,wind,avaConv,0.375906597271502
h0159,LU,s2001,wind,avaConv,0.252460225714205
