timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,FR,s2011,electricity,dem,65.1617986705476
h0002,FR,s2011,electricity,dem,63.6723865826355
h0003,FR,s2011,electricity,dem,60.9161118573608
h0004,FR,s2011,electricity,dem,59.930447022196
h0005,FR,s2011,electricity,dem,61.7994744947234
h0006,FR,s2011,electricity,dem,66.0685239452729
h0007,FR,s2011,electricity,dem,70.5270294397784
h0008,FR,s2011,electricity,dem,72.5322492199982
h0009,FR,s2011,electricity,dem,73.6823591101081
h0010,FR,s2011,electricity,dem,73.9092547145036
h0011,FR,s2011,electricity,dem,73.9877437254927
h0012,FR,s2011,electricity,dem,74.0506008683498
h0013,FR,s2011,electricity,dem,72.3211832859322
h0014,FR,s2011,electricity,dem,70.2452766925256
h0015,FR,s2011,electricity,dem,68.258436033185
h0016,FR,s2011,electricity,dem,67.6979525167015
h0017,FR,s2011,electricity,dem,70.0457657035147
h0018,FR,s2011,electricity,dem,74.3164305386795
h0019,FR,s2011,electricity,dem,75.2268975716465
h0020,FR,s2011,electricity,dem,71.9242547145037
h0021,FR,s2011,electricity,dem,68.5880679013168
h0022,FR,s2011,electricity,dem,68.9788096595586
h0023,FR,s2011,electricity,dem,70.0753865826356
h0024,FR,s2011,electricity,dem,67.3935843848334
h0025,FR,s2011,electricity,dem,64.5583929779476
h0026,FR,s2011,electricity,dem,63.0689808900355
h0027,FR,s2011,electricity,dem,60.3127061647608
h0028,FR,s2011,electricity,dem,59.327041329596
h0029,FR,s2011,electricity,dem,61.1960688021234
h0030,FR,s2011,electricity,dem,65.4651182526729
h0031,FR,s2011,electricity,dem,69.9236237471784
h0032,FR,s2011,electricity,dem,71.9288435273982
h0033,FR,s2011,electricity,dem,73.0789534175081
h0034,FR,s2011,electricity,dem,73.3058490219036
h0035,FR,s2011,electricity,dem,73.3843380328927
h0036,FR,s2011,electricity,dem,73.4471951757498
h0037,FR,s2011,electricity,dem,71.7177775933322
h0038,FR,s2011,electricity,dem,69.6418709999256
h0039,FR,s2011,electricity,dem,67.655030340585
