timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,NL,s1985,electricity,dem,11.3378298005901
h0002,NL,s1985,electricity,dem,11.0153737566341
h0003,NL,s1985,electricity,dem,10.8887597456451
h0004,NL,s1985,electricity,dem,10.9308861192714
h0005,NL,s1985,electricity,dem,11.3300784269637
h0006,NL,s1985,electricity,dem,12.5020784269637
h0007,NL,s1985,electricity,dem,14.307961668722
h0008,NL,s1985,electricity,dem,15.5717940863044
h0009,NL,s1985,electricity,dem,16.1675440863044
h0010,NL,s1985,electricity,dem,16.3524932621286
h0011,NL,s1985,electricity,dem,16.358869635755
h0012,NL,s1985,electricity,dem,16.2007102950956
h0013,NL,s1985,electricity,dem,16.1584644159747
h0014,NL,s1985,electricity,dem,16.0721388665242
h0015,NL,s1985,electricity,dem,16.0650949104802
h0016,NL,s1985,electricity,dem,16.3922034269637
h0017,NL,s1985,electricity,dem,17.1639740313593
h0018,NL,s1985,electricity,dem,16.8905605698209
h0019,NL,s1985,electricity,dem,16.3687515038868
h0020,NL,s1985,electricity,dem,15.5927803500407
h0021,NL,s1985,electricity,dem,14.6514767786121
h0022,NL,s1985,electricity,dem,13.6366155148758
h0023,NL,s1985,electricity,dem,12.7124273280626
h0024,NL,s1985,electricity,dem,11.9001855698209
h0025,NL,s1985,electricity,dem,11.7458223506901
h0026,NL,s1985,electricity,dem,11.4233663067341
h0027,NL,s1985,electricity,dem,11.2967522957451
h0028,NL,s1985,electricity,dem,11.3388786693714
h0029,NL,s1985,electricity,dem,11.7380709770637
h0030,NL,s1985,electricity,dem,12.9100709770637
h0031,NL,s1985,electricity,dem,14.715954218822
h0032,NL,s1985,electricity,dem,15.9797866364044
h0033,NL,s1985,electricity,dem,16.5755366364044
h0034,NL,s1985,electricity,dem,16.7604858122286
h0035,NL,s1985,electricity,dem,16.7668621858549
h0036,NL,s1985,electricity,dem,16.6087028451956
h0037,NL,s1985,electricity,dem,16.5664569660747
h0038,NL,s1985,electricity,dem,16.4801314166242
h0039,NL,s1985,electricity,dem,16.4730874605802
h0040,NL,s1985,electricity,dem,16.8001959770637
h0041,NL,s1985,electricity,dem,17.5719665814594
h0042,NL,s1985,electricity,dem,17.2985531199209
h0043,NL,s1985,electricity,dem,16.7767440539868
h0044,NL,s1985,electricity,dem,16.0007729001407
h0045,NL,s1985,electricity,dem,15.0594693287121
h0046,NL,s1985,electricity,dem,14.0446080649758
h0047,NL,s1985,electricity,dem,13.1204198781626
h0048,NL,s1985,electricity,dem,12.3081781199209
h0049,NL,s1985,electricity,dem,11.7307469066901
h0050,NL,s1985,electricity,dem,11.4082908627341
h0051,NL,s1985,electricity,dem,11.2816768517451
h0052,NL,s1985,electricity,dem,11.3238032253714
h0053,NL,s1985,electricity,dem,11.7229955330637
h0054,NL,s1985,electricity,dem,12.8949955330637
h0055,NL,s1985,electricity,dem,14.700878774822
h0056,NL,s1985,electricity,dem,15.9647111924044
h0057,NL,s1985,electricity,dem,16.5604611924044
h0058,NL,s1985,electricity,dem,16.7454103682286
h0059,NL,s1985,electricity,dem,16.751786741855
h0060,NL,s1985,electricity,dem,16.5936274011956
h0061,NL,s1985,electricity,dem,16.5513815220747
h0062,NL,s1985,electricity,dem,16.4650559726242
h0063,NL,s1985,electricity,dem,16.4580120165802
h0064,NL,s1985,electricity,dem,16.7851205330637
h0065,NL,s1985,electricity,dem,17.5568911374593
h0066,NL,s1985,electricity,dem,17.2834776759209
h0067,NL,s1985,electricity,dem,16.7616686099868
h0068,NL,s1985,electricity,dem,15.9856974561407
h0069,NL,s1985,electricity,dem,15.0443938847121
h0070,NL,s1985,electricity,dem,14.0295326209758
h0071,NL,s1985,electricity,dem,13.1053444341626
h0072,NL,s1985,electricity,dem,12.2931026759209
h0073,NL,s1985,electricity,dem,12.0864639123901
