timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,LU,s1998,electricity,dem,0.480773205594535
h0002,LU,s1998,electricity,dem,0.460606996803326
h0003,LU,s1998,electricity,dem,0.451855623176953
h0004,LU,s1998,electricity,dem,0.44918804075937
h0005,LU,s1998,electricity,dem,0.458655073726403
h0006,LU,s1998,electricity,dem,0.465855623176952
h0007,LU,s1998,electricity,dem,0.498885842957172
h0008,LU,s1998,electricity,dem,0.539975128671458
h0009,LU,s1998,electricity,dem,0.565986117682447
h0010,LU,s1998,electricity,dem,0.579554799001128
h0011,LU,s1998,electricity,dem,0.59140782097915
h0012,LU,s1998,electricity,dem,0.594788315484645
h0013,LU,s1998,electricity,dem,0.584764963836293
h0014,LU,s1998,electricity,dem,0.572291062737392
h0015,LU,s1998,electricity,dem,0.560612491308821
h0016,LU,s1998,electricity,dem,0.556682546253876
h0017,LU,s1998,electricity,dem,0.570346007792337
h0018,LU,s1998,electricity,dem,0.595986117682447
h0019,LU,s1998,electricity,dem,0.599628974825304
h0020,LU,s1998,electricity,dem,0.575339139660469
h0021,LU,s1998,electricity,dem,0.537193535264865
h0022,LU,s1998,electricity,dem,0.531494359440689
h0023,LU,s1998,electricity,dem,0.531194908891238
h0024,LU,s1998,electricity,dem,0.507700403396733
h0025,LU,s1998,electricity,dem,0.478609747538535
h0026,LU,s1998,electricity,dem,0.458443538747326
h0027,LU,s1998,electricity,dem,0.449692165120953
h0028,LU,s1998,electricity,dem,0.44702458270337
h0029,LU,s1998,electricity,dem,0.456491615670403
h0030,LU,s1998,electricity,dem,0.463692165120952
h0031,LU,s1998,electricity,dem,0.496722384901172
h0032,LU,s1998,electricity,dem,0.537811670615458
h0033,LU,s1998,electricity,dem,0.563822659626447
h0034,LU,s1998,electricity,dem,0.577391340945128
h0035,LU,s1998,electricity,dem,0.58924436292315
h0036,LU,s1998,electricity,dem,0.592624857428645
h0037,LU,s1998,electricity,dem,0.582601505780293
h0038,LU,s1998,electricity,dem,0.570127604681392
