timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,DE,s2011,solar,avaConv,0.0
h0002,DE,s2011,solar,avaConv,0.0
h0003,DE,s2011,solar,avaConv,0.0
h0004,DE,s2011,solar,avaConv,0.0
h0005,DE,s2011,solar,avaConv,0.0
h0006,DE,s2011,solar,avaConv,0.0
h0007,DE,s2011,solar,avaConv,0.0
h0008,DE,s2011,solar,avaConv,0.00448830418732695
h0009,DE,s2011,solar,avaConv,0.0381551579088735
h0010,DE,s2011,solar,avaConv,0.0816804639687932
h0011,DE,s2011,solar,avaConv,0.114399896499123
h0012,DE,s2011,solar,avaConv,0.123720172554167
h0013,DE,s2011,solar,avaConv,0.106702709401181
h0014,DE,s2011,solar,avaConv,0.0707695677964244
h0015,DE,s2011,solar,avaConv,0.0253287083230783
h0016,DE,s2011,solar,avaConv,0.000788365079970579
h0017,DE,s2011,solar,avaConv,0.0
h0018,DE,s2011,solar,avaConv,0.0
h0019,DE,s2011,solar,avaConv,0.0
h0020,DE,s2011,solar,avaConv,0.0
h0021,DE,s2011,solar,avaConv,0.0
h0022,DE,s2011,solar,avaConv,0.0
h0023,DE,s2011,solar,avaConv,0.0
h0024,DE,s2011,solar,avaConv,0.0
h0025,DE,s2011,solar,avaConv,0.0
h0026,DE,s2011,solar,avaConv,0.0
h0027,DE,s2011,solar,avaConv,0.0
h0028,DE,s2011,solar,avaConv,0.0
h0029,DE,s2011,solar,avaConv,0.0
h0030,DE,s2011,solar,avaConv,0.0
h0031,DE,s2011,solar,avaConv,0.0
h0032,DE,s2011,solar,avaConv,0.00464682614074959
h0033,DE,s2011,solar,avaConv,0.0459396711090436
h0034,DE,s2011,solar,avaConv,0.0991827729706795
h0035,DE,s2011,solar,avaConv,0.143227717415963
h0036,DE,s2011,solar,avaConv,0.161364684826368
h0037,DE,s2011,solar,avaConv,0.144265900124609
h0038,DE,s2011,solar,avaConv,0.0962242588708986
h0039,DE,s2011,solar,avaConv,0.0355401597050179
