region_4,category,timestep_4,value,scenario_1,parameter,technology_3
70AL,1,d092,0.2090543581198162,scr2008,avaConv,onshore_a
70AL,1,d093,0.15527224909794163,scr2008,avaConv,onshore_a
70AL,1,d094,0.38171033337968857,scr2008,avaConv,onshore_a
70AL,1,d095,0.5061372211716415,scr2008,avaConv,onshore_a
70AL,1,d096,0.47630436618497335,scr2008,avaConv,onshore_a
70AL,1,d097,0.5822862596811329,scr2008,avaConv,onshore_a
70AL,1,d098,0.6753486265334636,scr2008,avaConv,onshore_a
70AL,1,d099,0.7590845812730671,scr2008,avaConv,onshore_a
70AL,1,d100,0.6406543135723131,scr2008,avaConv,onshore_a
70AL,1,d101,0.6711000568148304,scr2008,avaConv,onshore_a
70AL,1,d102,0.7936844816828088,scr2008,avaConv,onshore_a
70AL,1,d103,0.6238588811208565,scr2008,avaConv,onshore_a
70AL,1,d104,0.4181802975139259,scr2008,avaConv,onshore_a
70AL,1,d105,0.31094602927176324,scr2008,avaConv,onshore_a
70AL,1,d106,0.6760677981174319,scr2008,avaConv,onshore_a
70AL,1,d107,0.6714002798824337,scr2008,avaConv,onshore_a
70AL,1,d108,0.7155508163928272,scr2008,avaConv,onshore_a
70AL,1,d109,0.7239681576293793,scr2008,avaConv,onshore_a
70AL,1,d110,0.766182818689958,scr2008,avaConv,onshore_a
70AL,1,d111,0.43734308457010745,scr2008,avaConv,onshore_a
70AL,1,d112,0.6006592085560485,scr2008,avaConv,onshore_a
70AL,1,d113,0.6727679358272254,scr2008,avaConv,onshore_a
70AL,1,d114,0.6177999181767533,scr2008,avaConv,onshore_a
70AL,1,d115,0.4669200080177703,scr2008,avaConv,onshore_a
70AL,1,d116,0.6054734933695178,scr2008,avaConv,onshore_a
70AL,1,d117,0.6424494214127052,scr2008,avaConv,onshore_a
70AL,1,d118,0.6852217608704028,scr2008,avaConv,onshore_a
70AL,1,d119,0.41386764719838004,scr2008,avaConv,onshore_a
70AL,1,d120,0.5675830524994439,scr2008,avaConv,onshore_a
70AL,1,d121,0.5107376888741177,scr2008,avaConv,onshore_a
70AL,1,d122,0.35236863708730853,scr2008,avaConv,onshore_a
70AL,1,d123,0.4206377623786827,scr2008,avaConv,onshore_a
70AL,1,d124,0.7108990097949244,scr2008,avaConv,onshore_a
70AL,1,d125,0.6837947939331859,scr2008,avaConv,onshore_a
70AL,1,d126,0.4383344494092993,scr2008,avaConv,onshore_a
70AL,1,d127,0.30056547778099457,scr2008,avaConv,onshore_a
70AL,1,d128,0.6124546721655402,scr2008,avaConv,onshore_a
70AL,1,d129,0.42814595526167193,scr2008,avaConv,onshore_a
70AL,1,d130,0.33583836764711583,scr2008,avaConv,onshore_a
70AL,1,d131,0.5463892070343033,scr2008,avaConv,onshore_a
70AL,1,d132,0.36467677368932333,scr2008,avaConv,onshore_a
70AL,1,d133,0.2217696647506205,scr2008,avaConv,onshore_a
70AL,1,d134,0.40548718477596085,scr2008,avaConv,onshore_a
70AL,1,d135,0.2047445444627718,scr2008,avaConv,onshore_a
70AL,1,d136,0.2370794443027714,scr2008,avaConv,onshore_a
70AL,1,d137,0.29207653047009274,scr2008,avaConv,onshore_a
70AL,1,d138,0.17829561738128447,scr2008,avaConv,onshore_a
70AL,1,d139,0.5442248067545259,scr2008,avaConv,onshore_a
70AL,1,d140,0.603670058003279,scr2008,avaConv,onshore_a
70AL,1,d141,0.804535202067991,scr2008,avaConv,onshore_a
70AL,1,d142,0.5230959076743418,scr2008,avaConv,onshore_a
