timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
none,Balt < EE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.21886240870857163,inter_all_total32_ext8_noFossil
none,Balt < LT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.23863717063177617,inter_all_total32_ext8_noFossil
none,Balt < LV,none,none,battery < lithiumBattery,none,none,costOprStSize,0.23595739060692789,inter_all_total32_ext8_noFossil
none,Benelux < BE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.31065762209288816,inter_all_total32_ext8_noFossil
none,Benelux < LU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.25439303032123606,inter_all_total32_ext8_noFossil
none,Benelux < NL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.27207456623028387,inter_all_total32_ext8_noFossil
none,CH_ < CH,none,none,battery < lithiumBattery,none,none,costOprStSize,0.346493850692379,inter_all_total32_ext8_noFossil
none,DE_ < DE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.24988947123383756,inter_all_total32_ext8_noFossil
none,East < AT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.350531333503481,inter_all_total32_ext8_noFossil
none,East < CZ,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3331765641778482,inter_all_total32_ext8_noFossil
none,East < HR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3937015352975631,inter_all_total32_ext8_noFossil
none,East < HU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.46269873483686874,inter_all_total32_ext8_noFossil
none,East < PL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.27357982779830536,inter_all_total32_ext8_noFossil
none,East < SI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.40448849063389225,inter_all_total32_ext8_noFossil
none,East < SK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.38753627703627724,inter_all_total32_ext8_noFossil
none,FR_ < FR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4234701792698189,inter_all_total32_ext8_noFossil
none,IT_ < IT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5289896251005152,inter_all_total32_ext8_noFossil
none,Iberia < ES,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6023048336285406,inter_all_total32_ext8_noFossil
none,Iberia < PT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4848887025547363,inter_all_total32_ext8_noFossil
none,Scan < DK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.23550537136456684,inter_all_total32_ext8_noFossil
none,Scan < FI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.1512881753843357,inter_all_total32_ext8_noFossil
none,Scan < NO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.145187887599478,inter_all_total32_ext8_noFossil
none,Scan < SE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.14631387562798204,inter_all_total32_ext8_noFossil
none,SouthEast < AL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3282319453336697,inter_all_total32_ext8_noFossil
none,SouthEast < BA,none,none,battery < lithiumBattery,none,none,costOprStSize,0.33558782478187404,inter_all_total32_ext8_noFossil
none,SouthEast < BG,none,none,battery < lithiumBattery,none,none,costOprStSize,0.36857831445461636,inter_all_total32_ext8_noFossil
none,SouthEast < GR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.35259075054877104,inter_all_total32_ext8_noFossil
none,SouthEast < ME,none,none,battery < lithiumBattery,none,none,costOprStSize,0.33426840013101194,inter_all_total32_ext8_noFossil
none,SouthEast < MK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3370079173745074,inter_all_total32_ext8_noFossil
none,SouthEast < RO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3452017502088608,inter_all_total32_ext8_noFossil
none,SouthEast < RS,none,none,battery < lithiumBattery,none,none,costOprStSize,0.337184253392459,inter_all_total32_ext8_noFossil
none,UkPlus < IE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.35949997898160757,inter_all_total32_ext8_noFossil
none,UkPlus < UK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.29560444894714644,inter_all_total32_ext8_noFossil
none,Balt < EE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.040721653506830394,inter_all_total32_ext8_noFossil
none,Balt < LT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.04019295117286417,inter_all_total32_ext8_noFossil
none,Balt < LV,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.0407046694741811,inter_all_total32_ext8_noFossil
none,Benelux < BE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.04011010147868044,inter_all_total32_ext8_noFossil
none,Benelux < LU,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.04054176342421414,inter_all_total32_ext8_noFossil
none,Benelux < NL,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.04004751882757074,inter_all_total32_ext8_noFossil
none,CH_ < CH,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.040118043784425954,inter_all_total32_ext8_noFossil
none,DE_ < DE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.040059217721189117,inter_all_total32_ext8_noFossil
none,East < AT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.04012533096256622,inter_all_total32_ext8_noFossil
none,East < CZ,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.040133170489644994,inter_all_total32_ext8_noFossil
none,East < HR,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.040182258469203924,inter_all_total32_ext8_noFossil
