scenario,timestep_3,parameter,value,comment
scr2010,ini01,scrProb,0.02857142857142857,extremeHigh
scr1995,ini01,scrProb,0.02857142857142857,extremeHigh
scr2004,ini01,scrProb,0.5142857142857142,clustering
scr2002,ini01,scrProb,0.42857142857142855,clustering
scr1983,ini01,scrProb,0.0,none
scr1989,ini01,scrProb,0.0,none
scr2001,ini01,scrProb,0.0,none
scr2016,ini01,scrProb,0.0,none
scr2016,ini02,scrProb,0.02857142857142857,extremeLow
scr1983,ini02,scrProb,0.02857142857142857,extremeLow
scr2001,ini02,scrProb,0.4857142857142857,clustering
scr1989,ini02,scrProb,0.45714285714285713,clustering
scr1995,ini02,scrProb,0.0,none
scr2002,ini02,scrProb,0.0,none
scr2004,ini02,scrProb,0.0,none
scr2010,ini02,scrProb,0.0,none
