region_2,timestep_5,value,parameter,carrier_1
AL,hh0037,NaN,dem,processHeat_medium
AL,hh0038,NaN,dem,processHeat_medium
AL,hh0039,NaN,dem,processHeat_medium
AL,hh0040,NaN,dem,processHeat_medium
AL,hh0041,NaN,dem,processHeat_medium
AL,hh0042,NaN,dem,processHeat_medium
AL,hh0043,NaN,dem,processHeat_medium
AL,hh0044,NaN,dem,processHeat_medium
AL,hh0045,NaN,dem,processHeat_medium
AL,hh0046,NaN,dem,processHeat_medium
AL,hh0047,NaN,dem,processHeat_medium
AL,hh0048,NaN,dem,processHeat_medium
AT,hh0037,1.5134851398543776,dem,processHeat_medium
AT,hh0038,1.4950659247758389,dem,processHeat_medium
AT,hh0039,1.4651053246707577,dem,processHeat_medium
AT,hh0040,1.4948331658701135,dem,processHeat_medium
AT,hh0041,1.5013975640364121,dem,processHeat_medium
AT,hh0042,1.5123224017693957,dem,processHeat_medium
AT,hh0043,1.5033551895858601,dem,processHeat_medium
AT,hh0044,1.4930517721575742,dem,processHeat_medium
AT,hh0045,1.486737422870982,dem,processHeat_medium
AT,hh0046,1.4869735490967098,dem,processHeat_medium
AT,hh0047,1.4793289138128696,dem,processHeat_medium
AT,hh0048,1.4499674556836397,dem,processHeat_medium
BA,hh0037,0.18084846696467594,dem,processHeat_medium
BA,hh0038,0.17896870259676234,dem,processHeat_medium
BA,hh0039,0.17316184049957428,dem,processHeat_medium
BA,hh0040,0.1786155957935307,dem,processHeat_medium
BA,hh0041,0.18023004241649687,dem,processHeat_medium
BA,hh0042,0.17920376905578905,dem,processHeat_medium
BA,hh0043,0.17821566552345303,dem,processHeat_medium
BA,hh0044,0.1774976828137369,dem,processHeat_medium
BA,hh0045,0.17550589393795235,dem,processHeat_medium
BA,hh0046,0.17656491876994096,dem,processHeat_medium
BA,hh0047,0.1757689627961554,dem,processHeat_medium
BA,hh0048,0.17196886216788698,dem,processHeat_medium
BE,hh0037,1.4498281514964413,dem,processHeat_medium
BE,hh0038,1.4402925683001342,dem,processHeat_medium
BE,hh0039,1.4137613091900842,dem,processHeat_medium
BE,hh0040,1.4419190425950252,dem,processHeat_medium
BE,hh0041,1.4422022399078083,dem,processHeat_medium
BE,hh0042,1.4374059500665946,dem,processHeat_medium
BE,hh0043,1.4467940056991229,dem,processHeat_medium
BE,hh0044,1.4368915452880742,dem,processHeat_medium
BE,hh0045,1.408445579138693,dem,processHeat_medium
BE,hh0046,1.4293445203613846,dem,processHeat_medium
BE,hh0047,1.4250809156687292,dem,processHeat_medium
BE,hh0048,1.404842872421645,dem,processHeat_medium
BG,hh0037,0.40600278909255394,dem,processHeat_medium
BG,hh0038,0.40054392270872086,dem,processHeat_medium
BG,hh0039,0.39714087396282594,dem,processHeat_medium
BG,hh0040,0.4068108546275653,dem,processHeat_medium
BG,hh0041,0.40535146049751347,dem,processHeat_medium
BG,hh0042,0.40918938328059085,dem,processHeat_medium
BG,hh0043,0.4086120389417829,dem,processHeat_medium
BG,hh0044,0.40256197954204254,dem,processHeat_medium
BG,hh0045,0.39816230201063263,dem,processHeat_medium
BG,hh0046,0.40010900786842285,dem,processHeat_medium
BG,hh0047,0.39930805609128583,dem,processHeat_medium
BG,hh0048,0.39010733489590166,dem,processHeat_medium
CH,hh0037,1.2360178076678494,dem,processHeat_medium
CH,hh0038,1.2231704649616404,dem,processHeat_medium
CH,hh0039,1.1834831782562105,dem,processHeat_medium
CH,hh0040,1.2207571390190424,dem,processHeat_medium
CH,hh0041,1.2317911544523668,dem,processHeat_medium
CH,hh0042,1.2247770383210081,dem,processHeat_medium
CH,hh0043,1.2180237957745703,dem,processHeat_medium
CH,hh0044,1.213116707372592,dem,processHeat_medium
CH,hh0045,1.1995037276183211,dem,processHeat_medium
CH,hh0046,1.20674168530104,dem,processHeat_medium
CH,hh0047,1.2013016847627114,dem,processHeat_medium
CH,hh0048,1.1753297087416286,dem,processHeat_medium
CZ,hh0037,2.086731988411119,dem,processHeat_medium
CZ,hh0038,2.0695539347840257,dem,processHeat_medium
CZ,hh0039,2.0320739004171076,dem,processHeat_medium
CZ,hh0040,2.053713585650696,dem,processHeat_medium
CZ,hh0041,2.0562842439907594,dem,processHeat_medium
CZ,hh0042,2.071057305944772,dem,processHeat_medium
CZ,hh0043,2.0802318975675185,dem,processHeat_medium
CZ,hh0044,2.070056928013062,dem,processHeat_medium
CZ,hh0045,2.047378250741612,dem,processHeat_medium
CZ,hh0046,2.062505118184284,dem,processHeat_medium
CZ,hh0047,2.0485086058009303,dem,processHeat_medium
CZ,hh0048,2.015463513863852,dem,processHeat_medium
DE,hh0037,9.135696398489783,dem,processHeat_medium
DE,hh0038,9.054946716976149,dem,processHeat_medium
DE,hh0039,8.868019097690404,dem,processHeat_medium
DE,hh0040,9.035740075098024,dem,processHeat_medium
DE,hh0041,9.051178113396308,dem,processHeat_medium
DE,hh0042,9.07121019086368,dem,processHeat_medium
DE,hh0043,9.101249200876548,dem,processHeat_medium
DE,hh0044,9.04192234227037,dem,processHeat_medium
DE,hh0045,8.910108772329963,dem,processHeat_medium
DE,hh0046,8.998461965262013,dem,processHeat_medium
DE,hh0047,8.951786235853028,dem,processHeat_medium
DE,hh0048,8.788069863213597,dem,processHeat_medium
DK,hh0037,0.640613342153074,dem,processHeat_medium
DK,hh0038,0.6310277575857981,dem,processHeat_medium
DK,hh0039,0.6276204370956293,dem,processHeat_medium
DK,hh0040,0.6440550901509141,dem,processHeat_medium
DK,hh0041,0.6409313247445425,dem,processHeat_medium
DK,hh0042,0.6482902378095332,dem,processHeat_medium
DK,hh0043,0.6463595319189608,dem,processHeat_medium
DK,hh0044,0.6352833480666504,dem,processHeat_medium
DK,hh0045,0.629112314160011,dem,processHeat_medium
DK,hh0046,0.6311520610954631,dem,processHeat_medium
DK,hh0047,0.6304359244568332,dem,processHeat_medium
DK,hh0048,0.614976196898624,dem,processHeat_medium
EE,hh0037,0.11084775650164147,dem,processHeat_medium
EE,hh0038,0.10912873065660733,dem,processHeat_medium
EE,hh0039,0.10837895000213393,dem,processHeat_medium
EE,hh0040,0.1113967342382125,dem,processHeat_medium
EE,hh0041,0.11096878067945681,dem,processHeat_medium
EE,hh0042,0.1122011237539482,dem,processHeat_medium
EE,hh0043,0.11168565472343062,dem,processHeat_medium
EE,hh0044,0.1097891442313994,dem,processHeat_medium
EE,hh0045,0.10885033204976935,dem,processHeat_medium
EE,hh0046,0.109070650311196,dem,processHeat_medium
EE,hh0047,0.10894473504527014,dem,processHeat_medium
EE,hh0048,0.10617701810315339,dem,processHeat_medium
ES,hh0037,4.579057013814236,dem,processHeat_medium
ES,hh0038,4.529485970280803,dem,processHeat_medium
ES,hh0039,4.445508679584236,dem,processHeat_medium
ES,hh0040,4.559596202063403,dem,processHeat_medium
ES,hh0041,4.560532227122167,dem,processHeat_medium
ES,hh0042,4.568241904193201,dem,processHeat_medium
ES,hh0043,4.575001332701504,dem,processHeat_medium
ES,hh0044,4.527582161679675,dem,processHeat_medium
ES,hh0045,4.4540850842458894,dem,processHeat_medium
ES,hh0046,4.500121467111967,dem,processHeat_medium
ES,hh0047,4.485546243387944,dem,processHeat_medium
ES,hh0048,4.391762090559496,dem,processHeat_medium
FI,hh0037,1.9424594640485702,dem,processHeat_medium
FI,hh0038,1.9161468921733658,dem,processHeat_medium
FI,hh0039,1.8369510625097358,dem,processHeat_medium
FI,hh0040,1.9080624116679865,dem,processHeat_medium
FI,hh0041,1.941564198753842,dem,processHeat_medium
FI,hh0042,1.9293856596468644,dem,processHeat_medium
FI,hh0043,1.8918468388691223,dem,processHeat_medium
FI,hh0044,1.891071413803384,dem,processHeat_medium
FI,hh0045,1.8961215486678598,dem,processHeat_medium
FI,hh0046,1.883160605921147,dem,processHeat_medium
FI,hh0047,1.8732916601672884,dem,processHeat_medium
FI,hh0048,1.8246701524255104,dem,processHeat_medium
FR,hh0037,5.135043077103546,dem,processHeat_medium
FR,hh0038,5.0829530967603205,dem,processHeat_medium
FR,hh0039,5.006147359639726,dem,processHeat_medium
FR,hh0040,5.124279981988366,dem,processHeat_medium
FR,hh0041,5.117533146560163,dem,processHeat_medium
FR,hh0042,5.128729724950972,dem,processHeat_medium
FR,hh0043,5.142561443855811,dem,processHeat_medium
FR,hh0044,5.086614002924762,dem,processHeat_medium
FR,hh0045,5.002046085412076,dem,processHeat_medium
FR,hh0046,5.056457107715687,dem,processHeat_medium
FR,hh0047,5.043352567765396,dem,processHeat_medium
FR,hh0048,4.946280821081018,dem,processHeat_medium
GR,hh0037,0.6144085165315119,dem,processHeat_medium
GR,hh0038,0.6050384104546538,dem,processHeat_medium
GR,hh0039,0.6019963144947269,dem,processHeat_medium
GR,hh0040,0.6179609711853118,dem,processHeat_medium
GR,hh0041,0.6149144050525592,dem,processHeat_medium
GR,hh0042,0.6221986880998429,dem,processHeat_medium
GR,hh0043,0.6200687008447403,dem,processHeat_medium
GR,hh0044,0.6092531947035695,dem,processHeat_medium
GR,hh0045,0.6036020639799062,dem,processHeat_medium
GR,hh0046,0.6052672932087262,dem,processHeat_medium
GR,hh0047,0.6046438660812328,dem,processHeat_medium
GR,hh0048,0.589624287144261,dem,processHeat_medium
HR,hh0037,0.4597096974066517,dem,processHeat_medium
HR,hh0038,0.45493141024007855,dem,processHeat_medium
HR,hh0039,0.4401705949430834,dem,processHeat_medium
HR,hh0040,0.4540338266199342,dem,processHeat_medium
HR,hh0041,0.458137686503278,dem,processHeat_medium
HR,hh0042,0.4555289399427238,dem,processHeat_medium
HR,hh0043,0.4530172195866271,dem,processHeat_medium
HR,hh0044,0.4511921357486699,dem,processHeat_medium
HR,hh0045,0.44612908668500495,dem,processHeat_medium
HR,hh0046,0.4488210861979951,dem,processHeat_medium
HR,hh0047,0.4467977973863526,dem,processHeat_medium
HR,hh0048,0.43713809089672395,dem,processHeat_medium
HU,hh0037,0.42601951897072743,dem,processHeat_medium
HU,hh0038,0.42019651095732946,dem,processHeat_medium
HU,hh0039,0.4171285614637631,dem,processHeat_medium
HU,hh0040,0.4263139344661913,dem,processHeat_medium
HU,hh0041,0.4246677555256345,dem,processHeat_medium
HU,hh0042,0.42991488679008927,dem,processHeat_medium
HU,hh0043,0.42907824145243445,dem,processHeat_medium
HU,hh0044,0.42268848272699155,dem,processHeat_medium
HU,hh0045,0.4190126099475938,dem,processHeat_medium
HU,hh0046,0.4202973401635902,dem,processHeat_medium
HU,hh0047,0.41922256795800394,dem,processHeat_medium
HU,hh0048,0.4098935231267684,dem,processHeat_medium
IE,hh0037,0.15580172973297465,dem,processHeat_medium
IE,hh0038,0.15332498138755407,dem,processHeat_medium
IE,hh0039,0.1528573785537958,dem,processHeat_medium
IE,hh0040,0.156905593341771,dem,processHeat_medium
IE,hh0041,0.156025257254391,dem,processHeat_medium
IE,hh0042,0.15812711773730084,dem,processHeat_medium
IE,hh0043,0.15745564653226932,dem,processHeat_medium
IE,hh0044,0.1545597727798698,dem,processHeat_medium
IE,hh0045,0.15332379364992582,dem,processHeat_medium
IE,hh0046,0.15354635610367107,dem,processHeat_medium
IE,hh0047,0.15342948156112018,dem,processHeat_medium
IE,hh0048,0.14954142905562895,dem,processHeat_medium
IT,hh0037,4.85447691587251,dem,processHeat_medium
IT,hh0038,4.800572670086694,dem,processHeat_medium
IT,hh0039,4.6714508129698515,dem,processHeat_medium
IT,hh0040,4.80935430253885,dem,processHeat_medium
IT,hh0041,4.837318277397571,dem,processHeat_medium
IT,hh0042,4.828243142505016,dem,processHeat_medium
IT,hh0043,4.809133110842595,dem,processHeat_medium
IT,hh0044,4.7768491155256925,dem,processHeat_medium
IT,hh0045,4.7209102387787425,dem,processHeat_medium
IT,hh0046,4.7505430031724245,dem,processHeat_medium
IT,hh0047,4.731072448552368,dem,processHeat_medium
IT,hh0048,4.626442898235837,dem,processHeat_medium
LT,hh0037,0.09589168718360952,dem,processHeat_medium
LT,hh0038,0.09443718077267249,dem,processHeat_medium
LT,hh0039,0.09380858738481379,dem,processHeat_medium
LT,hh0040,0.09638484912412082,dem,processHeat_medium
LT,hh0041,0.09596889791595231,dem,processHeat_medium
LT,hh0042,0.09700057272172558,dem,processHeat_medium
LT,hh0043,0.09666920643576304,dem,processHeat_medium
LT,hh0044,0.09501802355313771,dem,processHeat_medium
LT,hh0045,0.09407350046586771,dem,processHeat_medium
LT,hh0046,0.09438656355271746,dem,processHeat_medium
LT,hh0047,0.09428021386295882,dem,processHeat_medium
LT,hh0048,0.09192802831884705,dem,processHeat_medium
LU,hh0037,0.1339388480171291,dem,processHeat_medium
LU,hh0038,0.1335204923530785,dem,processHeat_medium
LU,hh0039,0.13200943054825748,dem,processHeat_medium
LU,hh0040,0.13146903228373144,dem,processHeat_medium
LU,hh0041,0.13154280651765388,dem,processHeat_medium
LU,hh0042,0.1328657682796264,dem,processHeat_medium
LU,hh0043,0.13371351641787033,dem,processHeat_medium
LU,hh0044,0.1338063362996686,dem,processHeat_medium
LU,hh0045,0.1332152427064768,dem,processHeat_medium
LU,hh0046,0.13374013445334276,dem,processHeat_medium
LU,hh0047,0.1326730156813725,dem,processHeat_medium
LU,hh0048,0.1313056470096261,dem,processHeat_medium
LV,hh0037,0.13462142333427102,dem,processHeat_medium
LV,hh0038,0.1326171272907249,dem,processHeat_medium
LV,hh0039,0.1319772653676744,dem,processHeat_medium
LV,hh0040,0.13522752745074956,dem,processHeat_medium
LV,hh0041,0.13455906844426588,dem,processHeat_medium
LV,hh0042,0.13629780849135792,dem,processHeat_medium
LV,hh0043,0.135865047242565,dem,processHeat_medium
LV,hh0044,0.13356568150083623,dem,processHeat_medium
LV,hh0045,0.13243689844190554,dem,processHeat_medium
LV,hh0046,0.13273996581359668,dem,processHeat_medium
LV,hh0047,0.13253997292527198,dem,processHeat_medium
LV,hh0048,0.1293575527610803,dem,processHeat_medium
ME,hh0037,NaN,dem,processHeat_medium
ME,hh0038,NaN,dem,processHeat_medium
ME,hh0039,NaN,dem,processHeat_medium
ME,hh0040,NaN,dem,processHeat_medium
ME,hh0041,NaN,dem,processHeat_medium
ME,hh0042,NaN,dem,processHeat_medium
ME,hh0043,NaN,dem,processHeat_medium
ME,hh0044,NaN,dem,processHeat_medium
ME,hh0045,NaN,dem,processHeat_medium
ME,hh0046,NaN,dem,processHeat_medium
ME,hh0047,NaN,dem,processHeat_medium
ME,hh0048,NaN,dem,processHeat_medium
MK,hh0037,NaN,dem,processHeat_medium
MK,hh0038,NaN,dem,processHeat_medium
MK,hh0039,NaN,dem,processHeat_medium
MK,hh0040,NaN,dem,processHeat_medium
MK,hh0041,NaN,dem,processHeat_medium
MK,hh0042,NaN,dem,processHeat_medium
MK,hh0043,NaN,dem,processHeat_medium
MK,hh0044,NaN,dem,processHeat_medium
MK,hh0045,NaN,dem,processHeat_medium
MK,hh0046,NaN,dem,processHeat_medium
MK,hh0047,NaN,dem,processHeat_medium
MK,hh0048,NaN,dem,processHeat_medium
NL,hh0037,1.31702713689896,dem,processHeat_medium
NL,hh0038,1.3086718318784705,dem,processHeat_medium
NL,hh0039,1.2861178102514743,dem,processHeat_medium
NL,hh0040,1.310706235372376,dem,processHeat_medium
NL,hh0041,1.3102547750072582,dem,processHeat_medium
NL,hh0042,1.3061193507160063,dem,processHeat_medium
NL,hh0043,1.3153131995245568,dem,processHeat_medium
NL,hh0044,1.3060867112208205,dem,processHeat_medium
NL,hh0045,1.280183089554835,dem,processHeat_medium
NL,hh0046,1.299283184772654,dem,processHeat_medium
NL,hh0047,1.2956725286715587,dem,processHeat_medium
NL,hh0048,1.2781802268000737,dem,processHeat_medium
NO,hh0037,1.9591172021036982,dem,processHeat_medium
NO,hh0038,1.938753862723388,dem,processHeat_medium
NO,hh0039,1.875848582872095,dem,processHeat_medium
NO,hh0040,1.9349286845272218,dem,processHeat_medium
NO,hh0041,1.9524178576675695,dem,processHeat_medium
NO,hh0042,1.94130031916211,dem,processHeat_medium
NO,hh0043,1.9305962714042835,dem,processHeat_medium
NO,hh0044,1.9228184212452106,dem,processHeat_medium
NO,hh0045,1.9012415291945217,dem,processHeat_medium
NO,hh0046,1.9127138618068784,dem,processHeat_medium
NO,hh0047,1.9040913334210927,dem,processHeat_medium
NO,hh0048,1.862925142545464,dem,processHeat_medium
PL,hh0037,3.1045130337305933,dem,processHeat_medium
PL,hh0038,3.065151179488225,dem,processHeat_medium
PL,hh0039,3.028353362568512,dem,processHeat_medium
PL,hh0040,3.101263577761834,dem,processHeat_medium
PL,hh0041,3.0959163380432786,dem,processHeat_medium
PL,hh0042,3.1195579726097082,dem,processHeat_medium
PL,hh0043,3.114496233492237,dem,processHeat_medium
PL,hh0044,3.074523689115263,dem,processHeat_medium
PL,hh0045,3.041617816569832,dem,processHeat_medium
PL,hh0046,3.0568331228255254,dem,processHeat_medium
PL,hh0047,3.0487513472747514,dem,processHeat_medium
PL,hh0048,2.981812471447631,dem,processHeat_medium
PT,hh0037,0.9928103783786485,dem,processHeat_medium
PT,hh0038,0.9779058597371145,dem,processHeat_medium
PT,hh0039,0.9616034478165228,dem,processHeat_medium
PT,hh0040,0.9915243692196218,dem,processHeat_medium
PT,hh0041,0.9932593703670931,dem,processHeat_medium
PT,hh0042,0.9995054926675402,dem,processHeat_medium
PT,hh0043,0.9913493078515866,dem,processHeat_medium
PT,hh0044,0.9786419813685608,dem,processHeat_medium
PT,hh0045,0.9724341113912832,dem,processHeat_medium
PT,hh0046,0.9727276206457536,dem,processHeat_medium
PT,hh0047,0.970476103789162,dem,processHeat_medium
PT,hh0048,0.9457783376357047,dem,processHeat_medium
RO,hh0037,1.1009664725344308,dem,processHeat_medium
RO,hh0038,1.0904700525139177,dem,processHeat_medium
RO,hh0039,1.0764840760662828,dem,processHeat_medium
RO,hh0040,1.096476340311944,dem,processHeat_medium
RO,hh0041,1.0941650611610785,dem,processHeat_medium
RO,hh0042,1.0996797959957525,dem,processHeat_medium
RO,hh0043,1.103959769196105,dem,processHeat_medium
RO,hh0044,1.0926939304402497,dem,processHeat_medium
RO,hh0045,1.0766286768890303,dem,processHeat_medium
RO,hh0046,1.086981440076869,dem,processHeat_medium
RO,hh0047,1.0833034344357237,dem,processHeat_medium
RO,hh0048,1.0642861830223738,dem,processHeat_medium
RS,hh0037,0.7473736903434656,dem,processHeat_medium
RS,hh0038,0.7396053832276266,dem,processHeat_medium
RS,hh0039,0.7156079668952771,dem,processHeat_medium
RS,hh0040,0.7381461353888881,dem,processHeat_medium
RS,hh0041,0.7448179913944841,dem,processHeat_medium
RS,hh0042,0.7405768179869483,dem,processHeat_medium
RS,hh0043,0.7364933850681155,dem,processHeat_medium
RS,hh0044,0.7335262524384234,dem,processHeat_medium
RS,hh0045,0.7252949932662887,dem,processHeat_medium
RS,hh0046,0.729671515280188,dem,processHeat_medium
RS,hh0047,0.7263821506353452,dem,processHeat_medium
RS,hh0048,0.7106778691554609,dem,processHeat_medium
SE,hh0037,2.3425240060235937,dem,processHeat_medium
SE,hh0038,2.3101131824877745,dem,processHeat_medium
SE,hh0039,2.2180498308185976,dem,processHeat_medium
SE,hh0040,2.302518727079065,dem,processHeat_medium
SE,hh0041,2.3414102897513964,dem,processHeat_medium
SE,hh0042,2.329108336590478,dem,processHeat_medium
SE,hh0043,2.284042030133229,dem,processHeat_medium
SE,hh0044,2.281608126531295,dem,processHeat_medium
SE,hh0045,2.2881033484242694,dem,processHeat_medium
SE,hh0046,2.2720186312726884,dem,processHeat_medium
SE,hh0047,2.2603871047484656,dem,processHeat_medium
SE,hh0048,2.201845108600327,dem,processHeat_medium
SI,hh0037,0.1830349099978135,dem,processHeat_medium
SI,hh0038,0.1809951751746579,dem,processHeat_medium
SI,hh0039,0.17661899908569192,dem,processHeat_medium
SI,hh0040,0.18094355719807273,dem,processHeat_medium
SI,hh0041,0.18208813781112854,dem,processHeat_medium
SI,hh0042,0.18231471105727376,dem,processHeat_medium
SI,hh0043,0.18120454261200272,dem,processHeat_medium
SI,hh0044,0.18021773376326938,dem,processHeat_medium
SI,hh0045,0.1790648621152477,dem,processHeat_medium
SI,hh0046,0.17942649530680146,dem,processHeat_medium
SI,hh0047,0.1786220934575254,dem,processHeat_medium
SI,hh0048,0.17507283271753404,dem,processHeat_medium
SK,hh0037,0.5453766627386786,dem,processHeat_medium
SK,hh0038,0.5409603998002158,dem,processHeat_medium
SK,hh0039,0.5325791982273057,dem,processHeat_medium
SK,hh0040,0.5352896358629726,dem,processHeat_medium
SK,hh0041,0.5366610869243333,dem,processHeat_medium
SK,hh0042,0.5432644318053557,dem,processHeat_medium
SK,hh0043,0.5431677040671425,dem,processHeat_medium
SK,hh0044,0.54180920850357,dem,processHeat_medium
SK,hh0045,0.5409500622479699,dem,processHeat_medium
SK,hh0046,0.5408469642484377,dem,processHeat_medium
SK,hh0047,0.5365719814551169,dem,processHeat_medium
SK,hh0048,0.5278076866998946,dem,processHeat_medium
UK,hh0037,1.3648097290199654,dem,processHeat_medium
UK,hh0038,1.3482029074631436,dem,processHeat_medium
UK,hh0039,1.331747761579761,dem,processHeat_medium
UK,hh0040,1.361298498783555,dem,processHeat_medium
UK,hh0041,1.3591601693047224,dem,processHeat_medium
UK,hh0042,1.3700289629404014,dem,processHeat_medium
UK,hh0043,1.368685756160212,dem,processHeat_medium
UK,hh0044,1.3521271187418709,dem,processHeat_medium
UK,hh0045,1.3379868492354223,dem,processHeat_medium
UK,hh0046,1.3447579294827532,dem,processHeat_medium
UK,hh0047,1.3406373466220738,dem,processHeat_medium
UK,hh0048,1.3128407866745606,dem,processHeat_medium
