region_4,category,timestep_4,value,scenario_1,parameter,technology_3
70AL,1,d001,0.33774370564223416,scr2005,avaConv,onshore_a
70AL,1,d002,0.20312197104259005,scr2005,avaConv,onshore_a
70AL,1,d003,0.6075327105720496,scr2005,avaConv,onshore_a
70AL,1,d004,0.6354626296699664,scr2005,avaConv,onshore_a
70AL,1,d005,0.3792853964898886,scr2005,avaConv,onshore_a
70AL,1,d006,0.38526653377670367,scr2005,avaConv,onshore_a
70AL,1,d007,0.7070022527737412,scr2005,avaConv,onshore_a
70AL,1,d008,0.29601196754643216,scr2005,avaConv,onshore_a
70AL,1,d009,0.27046055109841177,scr2005,avaConv,onshore_a
70AL,1,d010,0.3050644584325522,scr2005,avaConv,onshore_a
70AL,1,d011,0.0686152295224089,scr2005,avaConv,onshore_a
70AL,1,d012,0.16726258893830687,scr2005,avaConv,onshore_a
70AL,1,d013,0.12374804083534302,scr2005,avaConv,onshore_a
70AL,1,d014,0.6643427374145137,scr2005,avaConv,onshore_a
70AL,1,d015,0.8687415300536727,scr2005,avaConv,onshore_a
70AL,1,d016,0.8878247403943491,scr2005,avaConv,onshore_a
70AL,1,d017,0.8346193547363083,scr2005,avaConv,onshore_a
70AL,1,d018,0.3399298640123149,scr2005,avaConv,onshore_a
70AL,1,d019,0.8473492256801918,scr2005,avaConv,onshore_a
70AL,1,d020,0.717282110945002,scr2005,avaConv,onshore_a
70AL,1,d021,0.6284341487742777,scr2005,avaConv,onshore_a
70AL,1,d022,0.4775288331589331,scr2005,avaConv,onshore_a
70AL,1,d023,0.3275707285009581,scr2005,avaConv,onshore_a
70AL,1,d024,0.8000922264620045,scr2005,avaConv,onshore_a
70AL,1,d025,0.7058037286237091,scr2005,avaConv,onshore_a
70AL,1,d026,0.8458464849786,scr2005,avaConv,onshore_a
70AL,1,d027,0.7080058616821323,scr2005,avaConv,onshore_a
70AL,1,d028,0.696328482184233,scr2005,avaConv,onshore_a
70AL,1,d029,0.5910119883065883,scr2005,avaConv,onshore_a
70AL,1,d030,0.8740240933530796,scr2005,avaConv,onshore_a
70AL,1,d031,0.7092203623566893,scr2005,avaConv,onshore_a
70AL,1,d032,0.24497325991196434,scr2005,avaConv,onshore_a
70AL,1,d033,0.8053971082716156,scr2005,avaConv,onshore_a
70AL,1,d034,0.8857094685621927,scr2005,avaConv,onshore_a
70AL,1,d035,0.8196763693448608,scr2005,avaConv,onshore_a
70AL,1,d036,0.7796848972806905,scr2005,avaConv,onshore_a
70AL,1,d037,0.6962925312603523,scr2005,avaConv,onshore_a
70AL,1,d038,0.7186406081863763,scr2005,avaConv,onshore_a
70AL,1,d039,0.6924633072496784,scr2005,avaConv,onshore_a
70AL,1,d040,0.7985463005707651,scr2005,avaConv,onshore_a
70AL,1,d041,0.6949384056538406,scr2005,avaConv,onshore_a
70AL,1,d042,0.23612848636569755,scr2005,avaConv,onshore_a
70AL,1,d043,0.3311785846097996,scr2005,avaConv,onshore_a
70AL,1,d044,0.900369096978916,scr2005,avaConv,onshore_a
70AL,1,d045,0.8972436834041866,scr2005,avaConv,onshore_a
70AL,1,d046,0.7720334228810384,scr2005,avaConv,onshore_a
70AL,1,d047,0.6167461171798596,scr2005,avaConv,onshore_a
70AL,1,d048,0.3837370060208665,scr2005,avaConv,onshore_a
70AL,1,d049,0.36294255007155857,scr2005,avaConv,onshore_a
70AL,1,d050,0.22528511254752126,scr2005,avaConv,onshore_a
70AL,1,d051,0.6914595812610782,scr2005,avaConv,onshore_a
70AL,1,d052,0.8741609056432622,scr2005,avaConv,onshore_a
70AL,1,d053,0.9264097291473663,scr2005,avaConv,onshore_a
70AL,1,d054,0.7384112463470967,scr2005,avaConv,onshore_a
70AL,1,d055,0.6756038006879448,scr2005,avaConv,onshore_a
70AL,1,d056,0.7847367328829604,scr2005,avaConv,onshore_a
70AL,1,d057,0.6455384813851301,scr2005,avaConv,onshore_a
70AL,1,d058,0.7581588629599907,scr2005,avaConv,onshore_a
70AL,1,d059,0.575953265721058,scr2005,avaConv,onshore_a
70AL,1,d060,0.7880703504752569,scr2005,avaConv,onshore_a
70AL,1,d061,0.6320894547019615,scr2005,avaConv,onshore_a
70AL,1,d062,0.2956646801664106,scr2005,avaConv,onshore_a
70AL,1,d063,0.8973714388164735,scr2005,avaConv,onshore_a
70AL,1,d064,0.8550154137073904,scr2005,avaConv,onshore_a
70AL,1,d065,0.7598744753974875,scr2005,avaConv,onshore_a
70AL,1,d066,0.7508778903571478,scr2005,avaConv,onshore_a
70AL,1,d067,0.5535799355876969,scr2005,avaConv,onshore_a
70AL,1,d068,0.41338000035646033,scr2005,avaConv,onshore_a
70AL,1,d069,0.48253313509403445,scr2005,avaConv,onshore_a
70AL,1,d070,0.564413838156006,scr2005,avaConv,onshore_a
70AL,1,d071,0.7745843273211104,scr2005,avaConv,onshore_a
70AL,1,d072,0.8616695675085504,scr2005,avaConv,onshore_a
70AL,1,d073,0.45641451039872255,scr2005,avaConv,onshore_a
70AL,1,d074,0.29240738575708064,scr2005,avaConv,onshore_a
70AL,1,d075,0.4717415117242218,scr2005,avaConv,onshore_a
70AL,1,d076,0.27967571368643734,scr2005,avaConv,onshore_a
70AL,1,d077,0.41716249297240376,scr2005,avaConv,onshore_a
70AL,1,d078,0.3914850464156951,scr2005,avaConv,onshore_a
70AL,1,d079,0.4509023766544517,scr2005,avaConv,onshore_a
70AL,1,d080,0.362867927578933,scr2005,avaConv,onshore_a
70AL,1,d081,0.28317941631529236,scr2005,avaConv,onshore_a
70AL,1,d082,0.26906113487386524,scr2005,avaConv,onshore_a
70AL,1,d083,0.26010022083975887,scr2005,avaConv,onshore_a
70AL,1,d084,0.3190245886233741,scr2005,avaConv,onshore_a
70AL,1,d085,0.5391660478731184,scr2005,avaConv,onshore_a
70AL,1,d086,0.8129880206599314,scr2005,avaConv,onshore_a
70AL,1,d087,0.7191290629537073,scr2005,avaConv,onshore_a
70AL,1,d088,0.22558277788189895,scr2005,avaConv,onshore_a
70AL,1,d089,0.16991089321024577,scr2005,avaConv,onshore_a
70AL,1,d090,0.7342825873685557,scr2005,avaConv,onshore_a
70AL,1,d091,0.8197218665991377,scr2005,avaConv,onshore_a
49AT,1,d001,0.40347723709277233,scr2005,avaConv,onshore_a
49AT,1,d002,0.6936926114056431,scr2005,avaConv,onshore_a
49AT,1,d003,0.7631611590980005,scr2005,avaConv,onshore_a
49AT,1,d004,0.6955520765842316,scr2005,avaConv,onshore_a
49AT,1,d005,0.4077109051663678,scr2005,avaConv,onshore_a
49AT,1,d006,0.702501300845397,scr2005,avaConv,onshore_a
49AT,1,d007,0.35850648199803575,scr2005,avaConv,onshore_a
