timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
none,Balt < EE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.33124417623744157,noInter_all_total32_ext8_reference
none,Balt < LT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.34617128870302044,noInter_all_total32_ext8_reference
none,Balt < LV,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3372421384502051,noInter_all_total32_ext8_reference
none,Benelux < BE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5839004835848286,noInter_all_total32_ext8_reference
none,Benelux < LU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4708568437783247,noInter_all_total32_ext8_reference
none,Benelux < NL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5237947420830182,noInter_all_total32_ext8_reference
none,CH_ < CH,none,none,battery < lithiumBattery,none,none,costOprStSize,0.7861517540341771,noInter_all_total32_ext8_reference
none,DE_ < DE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.49080825734852224,noInter_all_total32_ext8_reference
none,East < AT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.643945467067652,noInter_all_total32_ext8_reference
none,East < CZ,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6943508934664581,noInter_all_total32_ext8_reference
none,East < HR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.7311232638666813,noInter_all_total32_ext8_reference
none,East < HU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.9240247256075378,noInter_all_total32_ext8_reference
none,East < PL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5417978691553262,noInter_all_total32_ext8_reference
none,East < SI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.727174676818374,noInter_all_total32_ext8_reference
none,East < SK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.7501682100498931,noInter_all_total32_ext8_reference
none,FR_ < FR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.8212194833091774,noInter_all_total32_ext8_reference
none,IT_ < IT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.9376289333164626,noInter_all_total32_ext8_reference
none,Iberia < ES,none,none,battery < lithiumBattery,none,none,costOprStSize,1.0806185858428514,noInter_all_total32_ext8_reference
none,Iberia < PT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.9865897593030545,noInter_all_total32_ext8_reference
none,Scan < DK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4702884984982692,noInter_all_total32_ext8_reference
none,Scan < FI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.22268206405467958,noInter_all_total32_ext8_reference
none,Scan < NO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.20953855683182765,noInter_all_total32_ext8_reference
none,Scan < SE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.2148264463838955,noInter_all_total32_ext8_reference
none,SouthEast < AL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5865144951909926,noInter_all_total32_ext8_reference
none,SouthEast < BA,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6364288380016819,noInter_all_total32_ext8_reference
none,SouthEast < BG,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6963246705435924,noInter_all_total32_ext8_reference
none,SouthEast < GR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.663750185337539,noInter_all_total32_ext8_reference
none,SouthEast < ME,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6156226344843795,noInter_all_total32_ext8_reference
none,SouthEast < MK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6283880900779306,noInter_all_total32_ext8_reference
none,SouthEast < RO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.634798574044294,noInter_all_total32_ext8_reference
none,SouthEast < RS,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6413489549255833,noInter_all_total32_ext8_reference
none,UkPlus < IE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.7767386809439832,noInter_all_total32_ext8_reference
none,UkPlus < UK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6264591802877624,noInter_all_total32_ext8_reference
none,Balt < EE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05748084195388417,noInter_all_total32_ext8_reference
none,Balt < LT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05554973270080883,noInter_all_total32_ext8_reference
none,Balt < LV,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.057297914140622956,noInter_all_total32_ext8_reference
none,Benelux < BE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05547210413932472,noInter_all_total32_ext8_reference
none,Benelux < LU,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05697296586670808,noInter_all_total32_ext8_reference
none,Benelux < NL,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05537318379681584,noInter_all_total32_ext8_reference
none,CH_ < CH,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05544810687083087,noInter_all_total32_ext8_reference
none,DE_ < DE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.055372550574764694,noInter_all_total32_ext8_reference
none,East < AT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05544638148807673,noInter_all_total32_ext8_reference
none,East < CZ,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05544836145718142,noInter_all_total32_ext8_reference
none,East < HR,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.055513779284954386,noInter_all_total32_ext8_reference
none,East < HU,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05550336829122205,noInter_all_total32_ext8_reference
none,East < PL,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05544403268375443,noInter_all_total32_ext8_reference
none,East < SI,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.057032743151234,noInter_all_total32_ext8_reference
none,East < SK,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.055464379654746376,noInter_all_total32_ext8_reference
none,FR_ < FR,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.055423256952939,noInter_all_total32_ext8_reference
none,IT_ < IT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05538572725199164,noInter_all_total32_ext8_reference
none,Iberia < ES,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.05534216445087461,noInter_all_total32_ext8_reference
