region_4,technology_3,parameter,value
01ES,heatpumpGroundSpace,desFac,3.936639412127808
02ES,heatpumpGroundSpace,desFac,3.51
03ES,heatpumpGroundSpace,desFac,3.22
04ES,heatpumpGroundSpace,desFac,3.308735452138235
05ES,heatpumpGroundSpace,desFac,3.19
06ES,heatpumpGroundSpace,desFac,3.53
07ES,heatpumpGroundSpace,desFac,3.22
08ES,heatpumpGroundSpace,desFac,3.34
09ES,heatpumpGroundSpace,desFac,3.75
10ES,heatpumpGroundSpace,desFac,3.481019936937662
11ES,heatpumpGroundSpace,desFac,3.897271734476989
12PT,heatpumpGroundSpace,desFac,3.9624359121669768
13PT,heatpumpGroundSpace,desFac,4.388984902884139
14FR,heatpumpGroundSpace,desFac,2.7
15FR,heatpumpGroundSpace,desFac,2.730702453459976
16FR,heatpumpGroundSpace,desFac,3.34
17FR,heatpumpGroundSpace,desFac,2.84
18FR,heatpumpGroundSpace,desFac,2.56
19FR,heatpumpGroundSpace,desFac,2.557506926915336
20FR,heatpumpGroundSpace,desFac,2.59
21FR,heatpumpGroundSpace,desFac,3.18
22FR,heatpumpGroundSpace,desFac,2.9
23FR,heatpumpGroundSpace,desFac,2.51
24FR,heatpumpGroundSpace,desFac,2.5601131146624194
25FR,heatpumpGroundSpace,desFac,2.518145235305308
26FR,heatpumpGroundSpace,desFac,2.773292273096386
27FR,heatpumpGroundSpace,desFac,2.7306609583791026
28BE,heatpumpGroundSpace,desFac,2.66
29LU,heatpumpGroundSpace,desFac,2.5588721007014623
30NL,heatpumpGroundSpace,desFac,2.7000012098687076
31DE,heatpumpGroundSpace,desFac,2.24
32DE,heatpumpGroundSpace,desFac,2.264523342679884
33DE,heatpumpGroundSpace,desFac,2.4341806914208357
34DE,heatpumpGroundSpace,desFac,2.4168005057409427
35DE,heatpumpGroundSpace,desFac,2.462412288633496
36DE,heatpumpGroundSpace,desFac,2.51
37DE,heatpumpGroundSpace,desFac,2.580644168912736
38DK,heatpumpGroundSpace,desFac,2.54
39CZ,heatpumpGroundSpace,desFac,2.3504615086336567
40CZ,heatpumpGroundSpace,desFac,2.5386855205053567
41PL,heatpumpGroundSpace,desFac,2.2703055391338043
42PL,heatpumpGroundSpace,desFac,2.1634794487233155
43PL,heatpumpGroundSpace,desFac,2.2282642544800564
44PL,heatpumpGroundSpace,desFac,2.3229955372883526
45PL,heatpumpGroundSpace,desFac,2.386607275447142
46SK,heatpumpGroundSpace,desFac,2.603054975990952
47CH,heatpumpGroundSpace,desFac,2.76
48CH,heatpumpGroundSpace,desFac,2.67
49AT,heatpumpGroundSpace,desFac,2.59
50AT,heatpumpGroundSpace,desFac,2.69
51AT,heatpumpGroundSpace,desFac,2.7970881281401487
52IT,heatpumpGroundSpace,desFac,2.87
53IT,heatpumpGroundSpace,desFac,3.35
54IT,heatpumpGroundSpace,desFac,3.76
55IT,heatpumpGroundSpace,desFac,4.0
56IT,heatpumpGroundSpace,desFac,4.48
57SI,heatpumpGroundSpace,desFac,2.62
58HU,heatpumpGroundSpace,desFac,2.7616404019050607
59RO,heatpumpGroundSpace,desFac,2.426345528958321
60RO,heatpumpGroundSpace,desFac,2.3775330244413597
61RO,heatpumpGroundSpace,desFac,2.392017438326631
62HR,heatpumpGroundSpace,desFac,2.946965709926115
63BA,heatpumpGroundSpace,desFac,2.7493146285822165
64ME,heatpumpGroundSpace,desFac,2.829120004160832
65RS,heatpumpGroundSpace,desFac,2.69950813233163
66BG,heatpumpGroundSpace,desFac,2.449307227306477
67MK,heatpumpGroundSpace,desFac,2.58
68GR,heatpumpGroundSpace,desFac,3.270270908666156
69GR,heatpumpGroundSpace,desFac,4.0
70AL,heatpumpGroundSpace,desFac,3.2
72DK,heatpumpGroundSpace,desFac,2.7088306994519455
73EE,heatpumpGroundSpace,desFac,2.24
74FI,heatpumpGroundSpace,desFac,1.9056035939610096
75FI,heatpumpGroundSpace,desFac,2.0343009002440757
77LT,heatpumpGroundSpace,desFac,1.9938161168884663
78LV,heatpumpGroundSpace,desFac,2.063043946485593
79NO,heatpumpGroundSpace,desFac,3.279567190227359
80NO,heatpumpGroundSpace,desFac,2.69
81NO,heatpumpGroundSpace,desFac,2.922066261638482
82NO,heatpumpGroundSpace,desFac,2.405928080846788
83NO,heatpumpGroundSpace,desFac,2.751312641318541
84NO,heatpumpGroundSpace,desFac,2.58
85NO,heatpumpGroundSpace,desFac,2.3
86SE,heatpumpGroundSpace,desFac,2.11
87SE,heatpumpGroundSpace,desFac,2.1677973513603144
88SE,heatpumpGroundSpace,desFac,2.5428518030605254
89SE,heatpumpGroundSpace,desFac,2.6509440662625736
90UK,heatpumpGroundSpace,desFac,3.252739948099199
91UK,heatpumpGroundSpace,desFac,3.25
92UK,heatpumpGroundSpace,desFac,3.01
93UK,heatpumpGroundSpace,desFac,3.06
94UK,heatpumpGroundSpace,desFac,3.01
95UK,heatpumpGroundSpace,desFac,3.53
96IE,heatpumpGroundSpace,desFac,3.4
98IT,heatpumpGroundSpace,desFac,4.14
99FR,heatpumpGroundSpace,desFac,4.0716712507964035
