region_4,technology_3,timestep_2,parameter,value
37DE,ottoPsngRoadPrvt,2030,capaConvResi,4.57226
38DK,ottoPsngRoadPrvt,2030,capaConvResi,1.23156
39CZ,ottoPsngRoadPrvt,2030,capaConvResi,0.70065
40CZ,ottoPsngRoadPrvt,2030,capaConvResi,0.44183
41PL,ottoPsngRoadPrvt,2030,capaConvResi,0.65542
42PL,ottoPsngRoadPrvt,2030,capaConvResi,0.47126
43PL,ottoPsngRoadPrvt,2030,capaConvResi,0.65609
44PL,ottoPsngRoadPrvt,2030,capaConvResi,0.60671
45PL,ottoPsngRoadPrvt,2030,capaConvResi,0.4703
46SK,ottoPsngRoadPrvt,2030,capaConvResi,0.38541
47CH,ottoPsngRoadPrvt,2030,capaConvResi,1.99105
48CH,ottoPsngRoadPrvt,2030,capaConvResi,0.30469
49AT,ottoPsngRoadPrvt,2030,capaConvResi,0.35961
50AT,ottoPsngRoadPrvt,2030,capaConvResi,0.42522
51AT,ottoPsngRoadPrvt,2030,capaConvResi,0.85252
52IT,ottoPsngRoadPrvt,2030,capaConvResi,4.62907
53IT,ottoPsngRoadPrvt,2030,capaConvResi,1.25998
54IT,ottoPsngRoadPrvt,2030,capaConvResi,3.23598
55IT,ottoPsngRoadPrvt,2030,capaConvResi,1.91844
56IT,ottoPsngRoadPrvt,2030,capaConvResi,0.94006
57SI,ottoPsngRoadPrvt,2030,capaConvResi,0.36308
58HU,ottoPsngRoadPrvt,2030,capaConvResi,0.73506
59RO,ottoPsngRoadPrvt,2030,capaConvResi,0.14398
60RO,ottoPsngRoadPrvt,2030,capaConvResi,0.25493
61RO,ottoPsngRoadPrvt,2030,capaConvResi,0.15358
62HR,ottoPsngRoadPrvt,2030,capaConvResi,0.25871
63BA,ottoPsngRoadPrvt,2030,capaConvResi,0.07794
64ME,ottoPsngRoadPrvt,2030,capaConvResi,0.02798
65RS,ottoPsngRoadPrvt,2030,capaConvResi,0.19563
66BG,ottoPsngRoadPrvt,2030,capaConvResi,0.37947
67MK,ottoPsngRoadPrvt,2030,capaConvResi,0.02048
68GR,ottoPsngRoadPrvt,2030,capaConvResi,0.49447
69GR,ottoPsngRoadPrvt,2030,capaConvResi,1.21655
70AL,ottoPsngRoadPrvt,2030,capaConvResi,0.05838
72DK,ottoPsngRoadPrvt,2030,capaConvResi,1.21282
73EE,ottoPsngRoadPrvt,2030,capaConvResi,0.17107
74FI,ottoPsngRoadPrvt,2030,capaConvResi,0.18882
75FI,ottoPsngRoadPrvt,2030,capaConvResi,1.13794
77LT,ottoPsngRoadPrvt,2030,capaConvResi,0.07574
78LV,ottoPsngRoadPrvt,2030,capaConvResi,0.08407
79NO,ottoPsngRoadPrvt,2030,capaConvResi,0.10911
80NO,ottoPsngRoadPrvt,2030,capaConvResi,0.067
81NO,ottoPsngRoadPrvt,2030,capaConvResi,0.09978
82NO,ottoPsngRoadPrvt,2030,capaConvResi,0.56489
83NO,ottoPsngRoadPrvt,2030,capaConvResi,0.14027
84NO,ottoPsngRoadPrvt,2030,capaConvResi,0.09794
85NO,ottoPsngRoadPrvt,2030,capaConvResi,0.01261
86SE,ottoPsngRoadPrvt,2030,capaConvResi,0.08297
87SE,ottoPsngRoadPrvt,2030,capaConvResi,0.30197
88SE,ottoPsngRoadPrvt,2030,capaConvResi,2.01698
89SE,ottoPsngRoadPrvt,2030,capaConvResi,0.41635
90UK,ottoPsngRoadPrvt,2030,capaConvResi,4.47784
91UK,ottoPsngRoadPrvt,2030,capaConvResi,2.02348
92UK,ottoPsngRoadPrvt,2030,capaConvResi,7.02789
93UK,ottoPsngRoadPrvt,2030,capaConvResi,2.18665
94UK,ottoPsngRoadPrvt,2030,capaConvResi,1.30122
95UK,ottoPsngRoadPrvt,2030,capaConvResi,0.75799
96IE,ottoPsngRoadPrvt,2030,capaConvResi,0.68347
98IT,ottoPsngRoadPrvt,2030,capaConvResi,0.41818
99FR,ottoPsngRoadPrvt,2030,capaConvResi,0.06802
01ES,ottoPsngRoadPub,2030,capaConvResi,0.00081
02ES,ottoPsngRoadPub,2030,capaConvResi,0.00068
03ES,ottoPsngRoadPub,2030,capaConvResi,0.00051
04ES,ottoPsngRoadPub,2030,capaConvResi,0.00078
05ES,ottoPsngRoadPub,2030,capaConvResi,0.00032
06ES,ottoPsngRoadPub,2030,capaConvResi,0.00185
07ES,ottoPsngRoadPub,2030,capaConvResi,0.00198
08ES,ottoPsngRoadPub,2030,capaConvResi,0.00064
09ES,ottoPsngRoadPub,2030,capaConvResi,0.00136
10ES,ottoPsngRoadPub,2030,capaConvResi,0.00079
11ES,ottoPsngRoadPub,2030,capaConvResi,0.0023
12PT,ottoPsngRoadPub,2030,capaConvResi,0.00008
13PT,ottoPsngRoadPub,2030,capaConvResi,0.00008
14FR,ottoPsngRoadPub,2030,capaConvResi,0.0001
15FR,ottoPsngRoadPub,2030,capaConvResi,0.00006
16FR,ottoPsngRoadPub,2030,capaConvResi,0.0001
17FR,ottoPsngRoadPub,2030,capaConvResi,0.00008
18FR,ottoPsngRoadPub,2030,capaConvResi,0.00006
19FR,ottoPsngRoadPub,2030,capaConvResi,0.00007
20FR,ottoPsngRoadPub,2030,capaConvResi,0.00006
21FR,ottoPsngRoadPub,2030,capaConvResi,0.00009
22FR,ottoPsngRoadPub,2030,capaConvResi,0.00004
23FR,ottoPsngRoadPub,2030,capaConvResi,0.00017
24FR,ottoPsngRoadPub,2030,capaConvResi,0.00004
25FR,ottoPsngRoadPub,2030,capaConvResi,0.00009
26FR,ottoPsngRoadPub,2030,capaConvResi,0.00013
27FR,ottoPsngRoadPub,2030,capaConvResi,0.00002
28BE,ottoPsngRoadPub,2030,capaConvResi,0.00436
29LU,ottoPsngRoadPub,2030,capaConvResi,0.00004
30NL,ottoPsngRoadPub,2030,capaConvResi,0.28256
31DE,ottoPsngRoadPub,2030,capaConvResi,0.00058
32DE,ottoPsngRoadPub,2030,capaConvResi,0.00029
33DE,ottoPsngRoadPub,2030,capaConvResi,0.00078
34DE,ottoPsngRoadPub,2030,capaConvResi,0.00035
35DE,ottoPsngRoadPub,2030,capaConvResi,0.00054
36DE,ottoPsngRoadPub,2030,capaConvResi,0.00052
37DE,ottoPsngRoadPub,2030,capaConvResi,0.00062
38DK,ottoPsngRoadPub,2030,capaConvResi,0.00617
39CZ,ottoPsngRoadPub,2030,capaConvResi,0.02788
40CZ,ottoPsngRoadPub,2030,capaConvResi,0.01808
41PL,ottoPsngRoadPub,2030,capaConvResi,0.00961
42PL,ottoPsngRoadPub,2030,capaConvResi,0.00596
43PL,ottoPsngRoadPub,2030,capaConvResi,0.009
44PL,ottoPsngRoadPub,2030,capaConvResi,0.00932
45PL,ottoPsngRoadPub,2030,capaConvResi,0.0063
46SK,ottoPsngRoadPub,2030,capaConvResi,0.00018
47CH,ottoPsngRoadPub,2030,capaConvResi,0.00527
48CH,ottoPsngRoadPub,2030,capaConvResi,0.0007
49AT,ottoPsngRoadPub,2030,capaConvResi,0.00147
50AT,ottoPsngRoadPub,2030,capaConvResi,0.00216
51AT,ottoPsngRoadPub,2030,capaConvResi,0.00242
52IT,ottoPsngRoadPub,2030,capaConvResi,0.02139
53IT,ottoPsngRoadPub,2030,capaConvResi,0.00498
54IT,ottoPsngRoadPub,2030,capaConvResi,0.00964
55IT,ottoPsngRoadPub,2030,capaConvResi,0.00503
56IT,ottoPsngRoadPub,2030,capaConvResi,0.00392
57SI,ottoPsngRoadPub,2030,capaConvResi,0.00011
58HU,ottoPsngRoadPub,2030,capaConvResi,0.00191
59RO,ottoPsngRoadPub,2030,capaConvResi,0.00033
60RO,ottoPsngRoadPub,2030,capaConvResi,0.00052
61RO,ottoPsngRoadPub,2030,capaConvResi,0.00029
62HR,ottoPsngRoadPub,2030,capaConvResi,0.00045
63BA,ottoPsngRoadPub,2030,capaConvResi,0.00029
64ME,ottoPsngRoadPub,2030,capaConvResi,0.00001
65RS,ottoPsngRoadPub,2030,capaConvResi,0.00072
67MK,ottoPsngRoadPub,2030,capaConvResi,0.0016
68GR,ottoPsngRoadPub,2030,capaConvResi,0.00287
69GR,ottoPsngRoadPub,2030,capaConvResi,0.00793
70AL,ottoPsngRoadPub,2030,capaConvResi,0.00022
72DK,ottoPsngRoadPub,2030,capaConvResi,0.00467
73EE,ottoPsngRoadPub,2030,capaConvResi,0.00328
74FI,ottoPsngRoadPub,2030,capaConvResi,0.00007
75FI,ottoPsngRoadPub,2030,capaConvResi,0.00045
77LT,ottoPsngRoadPub,2030,capaConvResi,0.00086
78LV,ottoPsngRoadPub,2030,capaConvResi,0.00039
79NO,ottoPsngRoadPub,2030,capaConvResi,0.00046
80NO,ottoPsngRoadPub,2030,capaConvResi,0.00048
81NO,ottoPsngRoadPub,2030,capaConvResi,0.00038
82NO,ottoPsngRoadPub,2030,capaConvResi,0.00124
83NO,ottoPsngRoadPub,2030,capaConvResi,0.00036
84NO,ottoPsngRoadPub,2030,capaConvResi,0.00032
85NO,ottoPsngRoadPub,2030,capaConvResi,0.00005
86SE,ottoPsngRoadPub,2030,capaConvResi,0.00006
87SE,ottoPsngRoadPub,2030,capaConvResi,0.00019
88SE,ottoPsngRoadPub,2030,capaConvResi,0.0012
89SE,ottoPsngRoadPub,2030,capaConvResi,0.00036
90UK,ottoPsngRoadPub,2030,capaConvResi,0.01029
91UK,ottoPsngRoadPub,2030,capaConvResi,0.00349
92UK,ottoPsngRoadPub,2030,capaConvResi,0.01375
93UK,ottoPsngRoadPub,2030,capaConvResi,0.00379
94UK,ottoPsngRoadPub,2030,capaConvResi,0.00193
95UK,ottoPsngRoadPub,2030,capaConvResi,0.00121
96IE,ottoPsngRoadPub,2030,capaConvResi,0.00024
98IT,ottoPsngRoadPub,2030,capaConvResi,0.00125
99FR,ottoPsngRoadPub,2030,capaConvResi,0.00001
01ES,bevFrtRoadHeavy,2030,capaConvResi,0.00016
02ES,bevFrtRoadHeavy,2030,capaConvResi,0.00015
03ES,bevFrtRoadHeavy,2030,capaConvResi,0.00011
04ES,bevFrtRoadHeavy,2030,capaConvResi,0.00026
05ES,bevFrtRoadHeavy,2030,capaConvResi,0.0001
06ES,bevFrtRoadHeavy,2030,capaConvResi,0.00057
07ES,bevFrtRoadHeavy,2030,capaConvResi,0.00057
08ES,bevFrtRoadHeavy,2030,capaConvResi,0.00011
09ES,bevFrtRoadHeavy,2030,capaConvResi,0.00026
10ES,bevFrtRoadHeavy,2030,capaConvResi,0.00015
11ES,bevFrtRoadHeavy,2030,capaConvResi,0.00047
14FR,bevFrtRoadHeavy,2030,capaConvResi,0.00002
15FR,bevFrtRoadHeavy,2030,capaConvResi,0.00001
16FR,bevFrtRoadHeavy,2030,capaConvResi,0.00002
17FR,bevFrtRoadHeavy,2030,capaConvResi,0.00001
18FR,bevFrtRoadHeavy,2030,capaConvResi,0.00001
19FR,bevFrtRoadHeavy,2030,capaConvResi,0.00001
20FR,bevFrtRoadHeavy,2030,capaConvResi,0.00001
21FR,bevFrtRoadHeavy,2030,capaConvResi,0.00001
22FR,bevFrtRoadHeavy,2030,capaConvResi,0.00001
23FR,bevFrtRoadHeavy,2030,capaConvResi,0.00005
24FR,bevFrtRoadHeavy,2030,capaConvResi,0.00001
25FR,bevFrtRoadHeavy,2030,capaConvResi,0.00001
26FR,bevFrtRoadHeavy,2030,capaConvResi,0.00002
27FR,bevFrtRoadHeavy,2030,capaConvResi,0.00001
28BE,bevFrtRoadHeavy,2030,capaConvResi,0.00033
31DE,bevFrtRoadHeavy,2030,capaConvResi,0.0005
32DE,bevFrtRoadHeavy,2030,capaConvResi,0.00025
33DE,bevFrtRoadHeavy,2030,capaConvResi,0.00067
34DE,bevFrtRoadHeavy,2030,capaConvResi,0.00023
35DE,bevFrtRoadHeavy,2030,capaConvResi,0.00045
36DE,bevFrtRoadHeavy,2030,capaConvResi,0.00045
37DE,bevFrtRoadHeavy,2030,capaConvResi,0.00056
41PL,bevFrtRoadHeavy,2030,capaConvResi,0.00223
42PL,bevFrtRoadHeavy,2030,capaConvResi,0.00084
43PL,bevFrtRoadHeavy,2030,capaConvResi,0.00157
44PL,bevFrtRoadHeavy,2030,capaConvResi,0.00171
45PL,bevFrtRoadHeavy,2030,capaConvResi,0.00104
49AT,bevFrtRoadHeavy,2030,capaConvResi,0.00023
50AT,bevFrtRoadHeavy,2030,capaConvResi,0.00027
51AT,bevFrtRoadHeavy,2030,capaConvResi,0.00038
52IT,bevFrtRoadHeavy,2030,capaConvResi,1.11802
53IT,bevFrtRoadHeavy,2030,capaConvResi,0.20857
54IT,bevFrtRoadHeavy,2030,capaConvResi,0.39087
55IT,bevFrtRoadHeavy,2030,capaConvResi,0.14963
56IT,bevFrtRoadHeavy,2030,capaConvResi,0.10485
58HU,bevFrtRoadHeavy,2030,capaConvResi,0.00042
68GR,bevFrtRoadHeavy,2030,capaConvResi,0.04753
69GR,bevFrtRoadHeavy,2030,capaConvResi,0.12825
79NO,bevFrtRoadHeavy,2030,capaConvResi,0.00004
80NO,bevFrtRoadHeavy,2030,capaConvResi,0.00008
81NO,bevFrtRoadHeavy,2030,capaConvResi,0.00016
82NO,bevFrtRoadHeavy,2030,capaConvResi,0.00031
83NO,bevFrtRoadHeavy,2030,capaConvResi,0.00008
84NO,bevFrtRoadHeavy,2030,capaConvResi,0.00007
85NO,bevFrtRoadHeavy,2030,capaConvResi,0.00001
90UK,bevFrtRoadHeavy,2030,capaConvResi,0.02511
91UK,bevFrtRoadHeavy,2030,capaConvResi,0.00337
92UK,bevFrtRoadHeavy,2030,capaConvResi,0.0154
93UK,bevFrtRoadHeavy,2030,capaConvResi,0.00418
94UK,bevFrtRoadHeavy,2030,capaConvResi,0.00272
95UK,bevFrtRoadHeavy,2030,capaConvResi,0.0006
98IT,bevFrtRoadHeavy,2030,capaConvResi,0.05358
01ES,bevFrtRoadLight,2035,capaConvResi,0.00049
02ES,bevFrtRoadLight,2035,capaConvResi,0.00045
03ES,bevFrtRoadLight,2035,capaConvResi,0.00033
04ES,bevFrtRoadLight,2035,capaConvResi,0.00078
05ES,bevFrtRoadLight,2035,capaConvResi,0.00028
06ES,bevFrtRoadLight,2035,capaConvResi,0.00174
07ES,bevFrtRoadLight,2035,capaConvResi,0.00174
08ES,bevFrtRoadLight,2035,capaConvResi,0.00034
09ES,bevFrtRoadLight,2035,capaConvResi,0.00079
10ES,bevFrtRoadLight,2035,capaConvResi,0.00045
11ES,bevFrtRoadLight,2035,capaConvResi,0.00144
12PT,bevFrtRoadLight,2035,capaConvResi,0.00019
13PT,bevFrtRoadLight,2035,capaConvResi,0.00026
14FR,bevFrtRoadLight,2035,capaConvResi,0.00523
15FR,bevFrtRoadLight,2035,capaConvResi,0.00249
16FR,bevFrtRoadLight,2035,capaConvResi,0.0052
17FR,bevFrtRoadLight,2035,capaConvResi,0.00376
18FR,bevFrtRoadLight,2035,capaConvResi,0.00305
19FR,bevFrtRoadLight,2035,capaConvResi,0.00395
20FR,bevFrtRoadLight,2035,capaConvResi,0.00314
21FR,bevFrtRoadLight,2035,capaConvResi,0.00453
22FR,bevFrtRoadLight,2035,capaConvResi,0.00164
23FR,bevFrtRoadLight,2035,capaConvResi,0.02081
24FR,bevFrtRoadLight,2035,capaConvResi,0.00162
25FR,bevFrtRoadLight,2035,capaConvResi,0.00427
26FR,bevFrtRoadLight,2035,capaConvResi,0.00609
27FR,bevFrtRoadLight,2035,capaConvResi,0.00078
29LU,bevFrtRoadLight,2035,capaConvResi,0.0013
31DE,bevFrtRoadLight,2035,capaConvResi,0.01803
32DE,bevFrtRoadLight,2035,capaConvResi,0.00885
33DE,bevFrtRoadLight,2035,capaConvResi,0.02404
34DE,bevFrtRoadLight,2035,capaConvResi,0.00827
35DE,bevFrtRoadLight,2035,capaConvResi,0.01606
36DE,bevFrtRoadLight,2035,capaConvResi,0.01629
37DE,bevFrtRoadLight,2035,capaConvResi,0.02001
39CZ,bevFrtRoadLight,2035,capaConvResi,0.00888
40CZ,bevFrtRoadLight,2035,capaConvResi,0.0054
41PL,bevFrtRoadLight,2035,capaConvResi,0.00089
42PL,bevFrtRoadLight,2035,capaConvResi,0.00034
43PL,bevFrtRoadLight,2035,capaConvResi,0.00063
44PL,bevFrtRoadLight,2035,capaConvResi,0.00068
45PL,bevFrtRoadLight,2035,capaConvResi,0.00042
46SK,bevFrtRoadLight,2035,capaConvResi,0.01436
47CH,bevFrtRoadLight,2035,capaConvResi,0.00194
48CH,bevFrtRoadLight,2035,capaConvResi,0.00021
49AT,bevFrtRoadLight,2035,capaConvResi,0.00233
50AT,bevFrtRoadLight,2035,capaConvResi,0.00282
51AT,bevFrtRoadLight,2035,capaConvResi,0.00394
52IT,bevFrtRoadLight,2035,capaConvResi,1.9232
53IT,bevFrtRoadLight,2035,capaConvResi,0.35878
54IT,bevFrtRoadLight,2035,capaConvResi,0.67237
55IT,bevFrtRoadLight,2035,capaConvResi,0.25739
56IT,bevFrtRoadLight,2035,capaConvResi,0.18036
57SI,bevFrtRoadLight,2035,capaConvResi,0.00339
58HU,bevFrtRoadLight,2035,capaConvResi,0.00187
59RO,bevFrtRoadLight,2035,capaConvResi,0.00003
60RO,bevFrtRoadLight,2035,capaConvResi,0.00006
61RO,bevFrtRoadLight,2035,capaConvResi,0.00003
62HR,bevFrtRoadLight,2035,capaConvResi,0.00032
63BA,bevFrtRoadLight,2035,capaConvResi,0.00001
64ME,bevFrtRoadLight,2035,capaConvResi,0.00001
65RS,bevFrtRoadLight,2035,capaConvResi,0.00003
66BG,bevFrtRoadLight,2035,capaConvResi,0.00002
67MK,bevFrtRoadLight,2035,capaConvResi,0.00001
68GR,bevFrtRoadLight,2035,capaConvResi,0.01354
69GR,bevFrtRoadLight,2035,capaConvResi,0.03652
70AL,bevFrtRoadLight,2035,capaConvResi,0.00001
73EE,bevFrtRoadLight,2035,capaConvResi,0.00003
74FI,bevFrtRoadLight,2035,capaConvResi,0.00008
75FI,bevFrtRoadLight,2035,capaConvResi,0.00059
77LT,bevFrtRoadLight,2035,capaConvResi,0.00041
78LV,bevFrtRoadLight,2035,capaConvResi,0.00006
79NO,bevFrtRoadLight,2035,capaConvResi,0.00072
80NO,bevFrtRoadLight,2035,capaConvResi,0.00167
81NO,bevFrtRoadLight,2035,capaConvResi,0.00341
82NO,bevFrtRoadLight,2035,capaConvResi,0.00644
83NO,bevFrtRoadLight,2035,capaConvResi,0.00171
84NO,bevFrtRoadLight,2035,capaConvResi,0.00143
85NO,bevFrtRoadLight,2035,capaConvResi,0.00021
86SE,bevFrtRoadLight,2035,capaConvResi,0.00016
87SE,bevFrtRoadLight,2035,capaConvResi,0.00051
88SE,bevFrtRoadLight,2035,capaConvResi,0.00472
89SE,bevFrtRoadLight,2035,capaConvResi,0.0011
90UK,bevFrtRoadLight,2035,capaConvResi,0.01504
91UK,bevFrtRoadLight,2035,capaConvResi,0.00202
92UK,bevFrtRoadLight,2035,capaConvResi,0.00923
93UK,bevFrtRoadLight,2035,capaConvResi,0.00251
94UK,bevFrtRoadLight,2035,capaConvResi,0.00163
95UK,bevFrtRoadLight,2035,capaConvResi,0.00036
98IT,bevFrtRoadLight,2035,capaConvResi,0.09217
99FR,bevFrtRoadLight,2035,capaConvResi,0.00028
01ES,bevPsngRoadPub,2035,capaConvResi,0.00063
02ES,bevPsngRoadPub,2035,capaConvResi,0.00053
03ES,bevPsngRoadPub,2035,capaConvResi,0.0004
04ES,bevPsngRoadPub,2035,capaConvResi,0.0006
05ES,bevPsngRoadPub,2035,capaConvResi,0.00025
06ES,bevPsngRoadPub,2035,capaConvResi,0.00143
07ES,bevPsngRoadPub,2035,capaConvResi,0.00153
08ES,bevPsngRoadPub,2035,capaConvResi,0.00049
09ES,bevPsngRoadPub,2035,capaConvResi,0.00105
10ES,bevPsngRoadPub,2035,capaConvResi,0.00061
11ES,bevPsngRoadPub,2035,capaConvResi,0.00178
12PT,bevPsngRoadPub,2035,capaConvResi,0.0003
13PT,bevPsngRoadPub,2035,capaConvResi,0.0003
14FR,bevPsngRoadPub,2035,capaConvResi,0.00215
15FR,bevPsngRoadPub,2035,capaConvResi,0.00114
16FR,bevPsngRoadPub,2035,capaConvResi,0.00209
17FR,bevPsngRoadPub,2035,capaConvResi,0.00157
18FR,bevPsngRoadPub,2035,capaConvResi,0.0013
19FR,bevPsngRoadPub,2035,capaConvResi,0.00146
20FR,bevPsngRoadPub,2035,capaConvResi,0.00118
21FR,bevPsngRoadPub,2035,capaConvResi,0.00186
22FR,bevPsngRoadPub,2035,capaConvResi,0.0007
23FR,bevPsngRoadPub,2035,capaConvResi,0.00361
24FR,bevPsngRoadPub,2035,capaConvResi,0.00066
25FR,bevPsngRoadPub,2035,capaConvResi,0.00192
26FR,bevPsngRoadPub,2035,capaConvResi,0.00267
27FR,bevPsngRoadPub,2035,capaConvResi,0.00031
28BE,bevPsngRoadPub,2035,capaConvResi,0.00129
29LU,bevPsngRoadPub,2035,capaConvResi,0.00219
31DE,bevPsngRoadPub,2035,capaConvResi,0.00248
32DE,bevPsngRoadPub,2035,capaConvResi,0.00121
33DE,bevPsngRoadPub,2035,capaConvResi,0.00334
34DE,bevPsngRoadPub,2035,capaConvResi,0.00148
35DE,bevPsngRoadPub,2035,capaConvResi,0.00228
36DE,bevPsngRoadPub,2035,capaConvResi,0.00219
37DE,bevPsngRoadPub,2035,capaConvResi,0.00264
38DK,bevPsngRoadPub,2035,capaConvResi,0.00023
41PL,bevPsngRoadPub,2035,capaConvResi,0.00176
42PL,bevPsngRoadPub,2035,capaConvResi,0.00109
43PL,bevPsngRoadPub,2035,capaConvResi,0.00165
44PL,bevPsngRoadPub,2035,capaConvResi,0.00171
45PL,bevPsngRoadPub,2035,capaConvResi,0.00115
46SK,bevPsngRoadPub,2035,capaConvResi,0.00067
47CH,bevPsngRoadPub,2035,capaConvResi,0.00467
48CH,bevPsngRoadPub,2035,capaConvResi,0.00062
49AT,bevPsngRoadPub,2035,capaConvResi,0.00517
50AT,bevPsngRoadPub,2035,capaConvResi,0.00762
51AT,bevPsngRoadPub,2035,capaConvResi,0.00854
52IT,bevPsngRoadPub,2035,capaConvResi,0.02758
53IT,bevPsngRoadPub,2035,capaConvResi,0.00642
54IT,bevPsngRoadPub,2035,capaConvResi,0.01244
55IT,bevPsngRoadPub,2035,capaConvResi,0.00648
56IT,bevPsngRoadPub,2035,capaConvResi,0.00505
57SI,bevPsngRoadPub,2035,capaConvResi,0.0004
58HU,bevPsngRoadPub,2035,capaConvResi,0.00105
59RO,bevPsngRoadPub,2035,capaConvResi,0.00006
60RO,bevPsngRoadPub,2035,capaConvResi,0.00009
61RO,bevPsngRoadPub,2035,capaConvResi,0.00005
62HR,bevPsngRoadPub,2035,capaConvResi,0.00012
63BA,bevPsngRoadPub,2035,capaConvResi,0.00005
64ME,bevPsngRoadPub,2035,capaConvResi,0.00001
65RS,bevPsngRoadPub,2035,capaConvResi,0.00012
66BG,bevPsngRoadPub,2035,capaConvResi,0.33166
68GR,bevPsngRoadPub,2035,capaConvResi,0.0037
69GR,bevPsngRoadPub,2035,capaConvResi,0.01023
70AL,bevPsngRoadPub,2035,capaConvResi,0.00004
72DK,bevPsngRoadPub,2035,capaConvResi,0.00018
73EE,bevPsngRoadPub,2035,capaConvResi,0.00003
74FI,bevPsngRoadPub,2035,capaConvResi,0.00008
75FI,bevPsngRoadPub,2035,capaConvResi,0.00047
77LT,bevPsngRoadPub,2035,capaConvResi,0.00974
78LV,bevPsngRoadPub,2035,capaConvResi,0.00744
79NO,bevPsngRoadPub,2035,capaConvResi,0.00015
80NO,bevPsngRoadPub,2035,capaConvResi,0.00016
81NO,bevPsngRoadPub,2035,capaConvResi,0.00013
82NO,bevPsngRoadPub,2035,capaConvResi,0.00041
83NO,bevPsngRoadPub,2035,capaConvResi,0.00012
84NO,bevPsngRoadPub,2035,capaConvResi,0.00011
85NO,bevPsngRoadPub,2035,capaConvResi,0.00002
86SE,bevPsngRoadPub,2035,capaConvResi,0.00027
87SE,bevPsngRoadPub,2035,capaConvResi,0.00092
88SE,bevPsngRoadPub,2035,capaConvResi,0.00594
89SE,bevPsngRoadPub,2035,capaConvResi,0.00177
90UK,bevPsngRoadPub,2035,capaConvResi,0.00235
91UK,bevPsngRoadPub,2035,capaConvResi,0.0008
92UK,bevPsngRoadPub,2035,capaConvResi,0.00314
93UK,bevPsngRoadPub,2035,capaConvResi,0.00087
94UK,bevPsngRoadPub,2035,capaConvResi,0.00044
95UK,bevPsngRoadPub,2035,capaConvResi,0.00028
98IT,bevPsngRoadPub,2035,capaConvResi,0.00161
99FR,bevPsngRoadPub,2035,capaConvResi,0.00014
01ES,dieselFrtRail,2035,capaConvResi,0.00046
02ES,dieselFrtRail,2035,capaConvResi,0.00043
03ES,dieselFrtRail,2035,capaConvResi,0.00032
04ES,dieselFrtRail,2035,capaConvResi,0.00074
05ES,dieselFrtRail,2035,capaConvResi,0.00027
06ES,dieselFrtRail,2035,capaConvResi,0.00166
07ES,dieselFrtRail,2035,capaConvResi,0.00166
08ES,dieselFrtRail,2035,capaConvResi,0.00032
09ES,dieselFrtRail,2035,capaConvResi,0.00075
10ES,dieselFrtRail,2035,capaConvResi,0.00043
11ES,dieselFrtRail,2035,capaConvResi,0.00137
12PT,dieselFrtRail,2035,capaConvResi,0.00161
13PT,dieselFrtRail,2035,capaConvResi,0.00216
14FR,dieselFrtRail,2035,capaConvResi,0.00166
15FR,dieselFrtRail,2035,capaConvResi,0.00079
16FR,dieselFrtRail,2035,capaConvResi,0.00165
17FR,dieselFrtRail,2035,capaConvResi,0.00119
18FR,dieselFrtRail,2035,capaConvResi,0.00097
19FR,dieselFrtRail,2035,capaConvResi,0.00125
20FR,dieselFrtRail,2035,capaConvResi,0.001
21FR,dieselFrtRail,2035,capaConvResi,0.00144
22FR,dieselFrtRail,2035,capaConvResi,0.00052
23FR,dieselFrtRail,2035,capaConvResi,0.00659
24FR,dieselFrtRail,2035,capaConvResi,0.00052
25FR,dieselFrtRail,2035,capaConvResi,0.00135
26FR,dieselFrtRail,2035,capaConvResi,0.00193
27FR,dieselFrtRail,2035,capaConvResi,0.00025
28BE,dieselFrtRail,2035,capaConvResi,0.00387
29LU,dieselFrtRail,2035,capaConvResi,0.00057
30NL,dieselFrtRail,2035,capaConvResi,0.00934
31DE,dieselFrtRail,2035,capaConvResi,0.01476
32DE,dieselFrtRail,2035,capaConvResi,0.00725
33DE,dieselFrtRail,2035,capaConvResi,0.01968
34DE,dieselFrtRail,2035,capaConvResi,0.00677
35DE,dieselFrtRail,2035,capaConvResi,0.01314
36DE,dieselFrtRail,2035,capaConvResi,0.01333
37DE,dieselFrtRail,2035,capaConvResi,0.01638
38DK,dieselFrtRail,2035,capaConvResi,0.00046
39CZ,dieselFrtRail,2035,capaConvResi,0.02073
40CZ,dieselFrtRail,2035,capaConvResi,0.01261
41PL,dieselFrtRail,2035,capaConvResi,0.0498
42PL,dieselFrtRail,2035,capaConvResi,0.0188
43PL,dieselFrtRail,2035,capaConvResi,0.03513
44PL,dieselFrtRail,2035,capaConvResi,0.0381
45PL,dieselFrtRail,2035,capaConvResi,0.02321
46SK,dieselFrtRail,2035,capaConvResi,0.02657
47CH,dieselFrtRail,2035,capaConvResi,0.0062
48CH,dieselFrtRail,2035,capaConvResi,0.00065
49AT,dieselFrtRail,2035,capaConvResi,0.00346
50AT,dieselFrtRail,2035,capaConvResi,0.0042
51AT,dieselFrtRail,2035,capaConvResi,0.00587
52IT,dieselFrtRail,2035,capaConvResi,0.01156
53IT,dieselFrtRail,2035,capaConvResi,0.00216
54IT,dieselFrtRail,2035,capaConvResi,0.00404
55IT,dieselFrtRail,2035,capaConvResi,0.00155
56IT,dieselFrtRail,2035,capaConvResi,0.00109
