region_2,technology_3,parameter,value
DK,dieselFrtRoadLightStock,effConv,0.239381614
DK,ottoFrtRoadLightStock,effConv,0.186301343
EE,dieselFrtRailStock,effConv,15.2912
EE,dieselPsngRailStock,effConv,5.5024
EE,dieselPsngRoadPubStock,effConv,4.719904683
EE,ottoPsngRoadPubStock,effConv,3.800698326
EE,dieselPsngRoadPrvtStock,effConv,2.375581165
EE,ottoPsngRoadPrvtStock,effConv,2.116258465
EE,dieselFrtRoadHeavyStock,effConv,5.78613775
EE,ottoFrtRoadHeavyStock,effConv,4.839146818
EE,dieselFrtRoadLightStock,effConv,0.266268844
EE,ottoFrtRoadLightStock,effConv,0.207226622
ES,dieselFrtRailStock,effConv,15.2912
ES,dieselPsngRailStock,effConv,5.5024
ES,dieselPsngRoadPubStock,effConv,4.8924
ES,ottoPsngRoadPubStock,effConv,3.9396
ES,dieselPsngRoadPrvtStock,effConv,2.4624
ES,ottoPsngRoadPrvtStock,effConv,2.1936
ES,dieselFrtRoadHeavyStock,effConv,5.9976
ES,ottoFrtRoadHeavyStock,effConv,5.016
ES,dieselFrtRoadLightStock,effConv,0.276
ES,ottoFrtRoadLightStock,effConv,0.2148
FI,dieselFrtRailStock,effConv,15.2912
FI,dieselPsngRailStock,effConv,5.5024
FI,dieselPsngRoadPubStock,effConv,3.548762593
FI,ottoPsngRoadPubStock,effConv,2.857637379
FI,dieselPsngRoadPrvtStock,effConv,1.786132166
FI,ottoPsngRoadPrvtStock,effConv,1.591154776
FI,dieselFrtRoadHeavyStock,effConv,4.350433025
FI,ottoFrtRoadHeavyStock,effConv,3.638417376
FI,dieselFrtRoadLightStock,effConv,0.200199999
FI,ottoFrtRoadLightStock,effConv,0.155807825
FR,dieselFrtRailStock,effConv,15.2912
FR,dieselPsngRailStock,effConv,5.5024
FR,dieselPsngRoadPubStock,effConv,3.982045629
FR,ottoPsngRoadPubStock,effConv,3.206538092
FR,dieselPsngRoadPrvtStock,effConv,2.004208396
FR,ottoPsngRoadPrvtStock,effConv,1.785425413
FR,dieselFrtRoadHeavyStock,effConv,4.881595304
FR,ottoFrtRoadHeavyStock,effConv,4.082646733
FR,dieselFrtRoadLightStock,effConv,0.224643241
FR,ottoFrtRoadLightStock,effConv,0.174831044
GR,dieselFrtRailStock,effConv,15.2912
GR,dieselPsngRailStock,effConv,5.5024
GR,dieselPsngRoadPubStock,effConv,3.319506612
GR,ottoPsngRoadPubStock,effConv,2.673029239
GR,dieselPsngRoadPrvtStock,effConv,1.67074505
GR,ottoPsngRoadPrvtStock,effConv,1.488363524
GR,dieselFrtRoadHeavyStock,effConv,4.069387796
GR,ottoFrtRoadHeavyStock,effConv,3.403369546
GR,dieselFrtRoadLightStock,effConv,0.187266745
GR,ottoFrtRoadLightStock,effConv,0.14574238
HR,dieselFrtRailStock,effConv,16.06358367
HR,dieselPsngRailStock,effConv,5.780335279
HR,dieselPsngRoadPubStock,effConv,4.8924
HR,ottoPsngRoadPubStock,effConv,3.9396
HR,dieselPsngRoadPrvtStock,effConv,2.4624
HR,ottoPsngRoadPrvtStock,effConv,2.1936
HR,dieselFrtRoadHeavyStock,effConv,5.9976
HR,ottoFrtRoadHeavyStock,effConv,5.016
HR,dieselFrtRoadLightStock,effConv,0.276
HR,ottoFrtRoadLightStock,effConv,0.2148
HU,dieselFrtRailStock,effConv,15.2912
HU,dieselPsngRailStock,effConv,5.5024
HU,dieselPsngRoadPubStock,effConv,4.819197184
HU,ottoPsngRoadPubStock,effConv,3.880653509
HU,dieselPsngRoadPrvtStock,effConv,2.425556199
HU,ottoPsngRoadPrvtStock,effConv,2.160778134
HU,dieselFrtRoadHeavyStock,effConv,5.907860566
HU,ottoFrtRoadHeavyStock,effConv,4.940947812
HU,dieselFrtRoadLightStock,effConv,0.271870334
HU,ottoFrtRoadLightStock,effConv,0.211586043
IE,dieselFrtRailStock,effConv,22.9368
IE,dieselPsngRailStock,effConv,8.2536
IE,dieselPsngRoadPubStock,effConv,4.8924
IE,ottoPsngRoadPubStock,effConv,3.9396
IE,dieselPsngRoadPrvtStock,effConv,2.4624
IE,ottoPsngRoadPrvtStock,effConv,2.1936
IE,dieselFrtRoadHeavyStock,effConv,5.9976
IE,ottoFrtRoadHeavyStock,effConv,5.016
IE,dieselFrtRoadLightStock,effConv,0.276
IE,ottoFrtRoadLightStock,effConv,0.2148
IT,dieselFrtRailStock,effConv,15.2912
IT,dieselPsngRailStock,effConv,5.5024
IT,dieselPsngRoadPubStock,effConv,3.2616
IT,ottoPsngRoadPubStock,effConv,2.6264
IT,dieselPsngRoadPrvtStock,effConv,1.6416
IT,ottoPsngRoadPrvtStock,effConv,1.4624
IT,dieselFrtRoadHeavyStock,effConv,3.9984
IT,ottoFrtRoadHeavyStock,effConv,3.344
IT,dieselFrtRoadLightStock,effConv,0.184
IT,ottoFrtRoadLightStock,effConv,0.1432
LT,dieselFrtRailStock,effConv,15.2912
LT,dieselPsngRailStock,effConv,5.5024
LT,dieselPsngRoadPubStock,effConv,3.2616
LT,ottoPsngRoadPubStock,effConv,2.6264
LT,dieselPsngRoadPrvtStock,effConv,1.6416
LT,ottoPsngRoadPrvtStock,effConv,1.4624
LT,dieselFrtRoadHeavyStock,effConv,3.9984
LT,ottoFrtRoadHeavyStock,effConv,3.344
LT,dieselFrtRoadLightStock,effConv,0.184
LT,ottoFrtRoadLightStock,effConv,0.1432
LV,dieselFrtRailStock,effConv,15.2912
LV,dieselPsngRailStock,effConv,5.5024
LV,dieselPsngRoadPubStock,effConv,3.956628486
LV,ottoPsngRoadPubStock,effConv,3.186070963
LV,dieselPsngRoadPrvtStock,effConv,1.991415662
LV,ottoPsngRoadPrvtStock,effConv,1.774029157
LV,dieselFrtRoadHeavyStock,effConv,4.850436392
LV,ottoFrtRoadHeavyStock,effConv,4.056587459
LV,dieselFrtRoadLightStock,effConv,0.223209358
LV,ottoFrtRoadLightStock,effConv,0.173715109
ME,dieselFrtRailStock,effConv,15.2912
ME,dieselPsngRailStock,effConv,5.5024
ME,dieselPsngRoadPubStock,effConv,4.8924
ME,ottoPsngRoadPubStock,effConv,3.9396
ME,dieselPsngRoadPrvtStock,effConv,2.4624
ME,ottoPsngRoadPrvtStock,effConv,2.1936
ME,dieselFrtRoadHeavyStock,effConv,5.9976
ME,ottoFrtRoadHeavyStock,effConv,5.016
ME,dieselFrtRoadLightStock,effConv,0.276
ME,ottoFrtRoadLightStock,effConv,0.2148
MK,dieselFrtRailStock,effConv,15.2912
MK,dieselPsngRailStock,effConv,5.5024
MK,dieselPsngRoadPubStock,effConv,4.8924
MK,ottoPsngRoadPubStock,effConv,3.9396
MK,dieselPsngRoadPrvtStock,effConv,2.4624
MK,ottoPsngRoadPrvtStock,effConv,2.1936
MK,dieselFrtRoadHeavyStock,effConv,5.9976
MK,ottoFrtRoadHeavyStock,effConv,5.016
MK,dieselFrtRoadLightStock,effConv,0.276
MK,ottoFrtRoadLightStock,effConv,0.2148
NL,dieselFrtRailStock,effConv,15.2912
NL,dieselPsngRailStock,effConv,5.5024
NL,dieselPsngRoadPubStock,effConv,3.461110844
NL,ottoPsngRoadPubStock,effConv,2.787055899
NL,dieselPsngRoadPrvtStock,effConv,1.742016054
NL,ottoPsngRoadPrvtStock,effConv,1.551854457
NL,dieselFrtRoadHeavyStock,effConv,4.242980622
NL,ottoFrtRoadHeavyStock,effConv,3.548551221
NL,dieselFrtRoadLightStock,effConv,0.195255211
NL,ottoFrtRoadLightStock,effConv,0.15195949
PL,dieselFrtRailStock,effConv,15.2912
PL,dieselPsngRailStock,effConv,5.5024
PL,dieselPsngRoadPubStock,effConv,4.201572635
PL,ottoPsngRoadPubStock,effConv,3.383311985
PL,dieselPsngRoadPrvtStock,effConv,2.11469881
PL,ottoPsngRoadPrvtStock,effConv,1.883854495
PL,dieselFrtRoadHeavyStock,effConv,5.150713768
PL,ottoFrtRoadHeavyStock,effConv,4.307719798
PL,dieselFrtRoadLightStock,effConv,0.237027644
PL,ottoFrtRoadLightStock,effConv,0.184469341
PT,dieselFrtRailStock,effConv,15.2912
PT,dieselPsngRailStock,effConv,5.5024
PT,dieselPsngRoadPubStock,effConv,4.700605277
PT,ottoPsngRoadPubStock,effConv,3.7851575
PT,dieselPsngRoadPrvtStock,effConv,2.365867557
PT,ottoPsngRoadPrvtStock,effConv,2.107605211
PT,dieselFrtRoadHeavyStock,effConv,5.762478581
PT,ottoFrtRoadHeavyStock,effConv,4.819359838
PT,dieselFrtRoadLightStock,effConv,0.265180087
PT,ottoFrtRoadLightStock,effConv,0.206379285
RO,dieselFrtRailStock,effConv,16.25096565
RO,dieselPsngRailStock,effConv,5.847762988
RO,dieselPsngRoadPubStock,effConv,4.443289339
RO,ottoPsngRoadPubStock,effConv,3.577954109
RO,dieselPsngRoadPrvtStock,effConv,2.236357548
RO,ottoPsngRoadPrvtStock,effConv,1.992232748
RO,dieselFrtRoadHeavyStock,effConv,5.447034613
RO,ottoFrtRoadHeavyStock,effConv,4.555543154
RO,dieselFrtRoadLightStock,effConv,0.250663858
RO,ottoFrtRoadLightStock,effConv,0.195081872
RS,dieselFrtRailStock,effConv,15.2912
RS,dieselPsngRailStock,effConv,5.5024
RS,dieselPsngRoadPubStock,effConv,4.8924
RS,ottoPsngRoadPubStock,effConv,3.9396
RS,dieselPsngRoadPrvtStock,effConv,2.4624
RS,ottoPsngRoadPrvtStock,effConv,2.1936
RS,dieselFrtRoadHeavyStock,effConv,5.9976
RS,ottoFrtRoadHeavyStock,effConv,5.016
RS,dieselFrtRoadLightStock,effConv,0.276
RS,ottoFrtRoadLightStock,effConv,0.2148
SE,dieselFrtRailStock,effConv,15.2912
SE,dieselPsngRailStock,effConv,5.5024
SE,dieselPsngRoadPubStock,effConv,3.687352022
SE,ottoPsngRoadPubStock,effConv,2.969236372
SE,dieselPsngRoadPrvtStock,effConv,1.855885786
SE,ottoPsngRoadPrvtStock,effConv,1.653293965
SE,dieselFrtRoadHeavyStock,effConv,4.520329999
SE,ottoFrtRoadHeavyStock,effConv,3.780508082
SE,dieselFrtRoadLightStock,effConv,0.208018387
SE,ottoFrtRoadLightStock,effConv,0.161892571
SI,dieselFrtRailStock,effConv,15.2912
SI,dieselPsngRailStock,effConv,5.5024
SI,dieselPsngRoadPubStock,effConv,4.102735713
SI,ottoPsngRoadPubStock,effConv,3.303723656
SI,dieselPsngRoadPrvtStock,effConv,2.064953074
SI,ottoPsngRoadPrvtStock,effConv,1.839539093
SI,dieselFrtRoadHeavyStock,effConv,5.029549447
SI,ottoFrtRoadHeavyStock,effConv,4.206385892
SI,dieselFrtRoadLightStock,effConv,0.231451855
SI,ottoFrtRoadLightStock,effConv,0.180129922
SK,dieselFrtRailStock,effConv,15.2912
SK,dieselPsngRailStock,effConv,5.5024
SK,dieselPsngRoadPubStock,effConv,3.859817323
SK,ottoPsngRoadPubStock,effConv,3.108113876
SK,dieselPsngRoadPrvtStock,effConv,1.942689514
SK,ottoPsngRoadPrvtStock,effConv,1.730622042
SK,dieselFrtRoadHeavyStock,effConv,4.731755453
SK,ottoFrtRoadHeavyStock,effConv,3.957330491
SK,dieselFrtRoadLightStock,effConv,0.21774785
SK,ottoFrtRoadLightStock,effConv,0.169464631
LU,dieselFrtRailStock,effConv,22.9368
LU,dieselPsngRailStock,effConv,8.2536
LU,dieselPsngRoadPubStock,effConv,4.8924
LU,ottoPsngRoadPubStock,effConv,3.9396
LU,dieselPsngRoadPrvtStock,effConv,2.4624
LU,ottoPsngRoadPrvtStock,effConv,2.1936
LU,dieselFrtRoadHeavyStock,effConv,5.9976
LU,ottoFrtRoadHeavyStock,effConv,5.016
LU,dieselFrtRoadLightStock,effConv,0.276
LU,ottoFrtRoadLightStock,effConv,0.2148
UK,dieselFrtRailStock,effConv,16.11349831
UK,dieselPsngRailStock,effConv,5.798296609
UK,dieselPsngRoadPubStock,effConv,4.286681552
UK,ottoPsngRoadPubStock,effConv,3.451845851
UK,dieselPsngRoadPrvtStock,effConv,2.157535086
UK,ottoPsngRoadPrvtStock,effConv,1.922014687
UK,dieselFrtRoadHeavyStock,effConv,5.255048908
UK,ottoFrtRoadHeavyStock,effConv,4.394978878
UK,dieselFrtRoadLightStock,effConv,0.241828981
UK,ottoFrtRoadLightStock,effConv,0.188206033
CH,dieselFrtRailStock,effConv,16.11349831
CH,dieselPsngRailStock,effConv,5.798296609
CH,dieselPsngRoadPubStock,effConv,4.286681552
CH,ottoPsngRoadPubStock,effConv,3.451845851
CH,dieselPsngRoadPrvtStock,effConv,2.157535086
CH,ottoPsngRoadPrvtStock,effConv,1.922014687
CH,dieselFrtRoadHeavyStock,effConv,5.255048908
CH,ottoFrtRoadHeavyStock,effConv,4.394978878
CH,dieselFrtRoadLightStock,effConv,0.241828981
CH,ottoFrtRoadLightStock,effConv,0.188206033
NO,dieselFrtRailStock,effConv,16.11349831
NO,dieselPsngRailStock,effConv,5.798296609
NO,dieselPsngRoadPubStock,effConv,4.286681552
NO,ottoPsngRoadPubStock,effConv,3.451845851
NO,dieselPsngRoadPrvtStock,effConv,2.157535086
NO,ottoPsngRoadPrvtStock,effConv,1.922014687
NO,dieselFrtRoadHeavyStock,effConv,5.255048908
NO,ottoFrtRoadHeavyStock,effConv,4.394978878
NO,dieselFrtRoadLightStock,effConv,0.241828981
NO,ottoFrtRoadLightStock,effConv,0.188206033
