region_4,category,timestep_6,value,scenario_1,parameter,technology_3
70AL,1,h0073,0.29799148731269104,scr1982,avaConv,onshore_a
70AL,1,h0074,0.400917778221036,scr1982,avaConv,onshore_a
70AL,1,h0075,0.2493967742341644,scr1982,avaConv,onshore_a
70AL,1,h0076,0.3137327005188852,scr1982,avaConv,onshore_a
70AL,1,h0077,0.0745245360854895,scr1982,avaConv,onshore_a
70AL,1,h0078,0.22985324795222584,scr1982,avaConv,onshore_a
70AL,1,h0079,0.3658846003124044,scr1982,avaConv,onshore_a
70AL,1,h0080,0.37972943112265206,scr1982,avaConv,onshore_a
70AL,1,h0081,0.26754817422881294,scr1982,avaConv,onshore_a
70AL,1,h0082,0.3857298918596178,scr1982,avaConv,onshore_a
70AL,1,h0083,0.39807128449743834,scr1982,avaConv,onshore_a
70AL,1,h0084,0.5501400429330431,scr1982,avaConv,onshore_a
70AL,1,h0085,0.30838755047113936,scr1982,avaConv,onshore_a
70AL,1,h0086,0.3304147826781274,scr1982,avaConv,onshore_a
70AL,1,h0087,0.2342368505752927,scr1982,avaConv,onshore_a
70AL,1,h0088,0.40908425985283214,scr1982,avaConv,onshore_a
70AL,1,h0089,0.4449153816131798,scr1982,avaConv,onshore_a
70AL,1,h0090,0.41020206965926387,scr1982,avaConv,onshore_a
70AL,1,h0091,0.19393203236770545,scr1982,avaConv,onshore_a
70AL,1,h0092,0.3036574024865872,scr1982,avaConv,onshore_a
70AL,1,h0093,0.5213400646609051,scr1982,avaConv,onshore_a
70AL,1,h0094,0.5322268424310971,scr1982,avaConv,onshore_a
70AL,1,h0095,0.4679341390442566,scr1982,avaConv,onshore_a
70AL,1,h0096,0.2839069778580589,scr1982,avaConv,onshore_a
49AT,1,h0073,0.0376971152613818,scr1982,avaConv,onshore_a
49AT,1,h0074,0.04252919686289217,scr1982,avaConv,onshore_a
49AT,1,h0075,0.08082538812885663,scr1982,avaConv,onshore_a
49AT,1,h0076,0.06579500106995845,scr1982,avaConv,onshore_a
49AT,1,h0077,0.07841873329598582,scr1982,avaConv,onshore_a
49AT,1,h0078,0.027520461656406457,scr1982,avaConv,onshore_a
49AT,1,h0079,0.03513543942470383,scr1982,avaConv,onshore_a
49AT,1,h0080,0.03236934556565782,scr1982,avaConv,onshore_a
49AT,1,h0081,0.07230935422719226,scr1982,avaConv,onshore_a
49AT,1,h0082,0.05215570569162682,scr1982,avaConv,onshore_a
49AT,1,h0083,0.03857107356511429,scr1982,avaConv,onshore_a
49AT,1,h0084,0.03377063958434251,scr1982,avaConv,onshore_a
49AT,1,h0085,0.03652045261289208,scr1982,avaConv,onshore_a
49AT,1,h0086,0.0417307573113182,scr1982,avaConv,onshore_a
49AT,1,h0087,0.00990689770378753,scr1982,avaConv,onshore_a
49AT,1,h0088,0.011184359538394553,scr1982,avaConv,onshore_a
49AT,1,h0089,0.146392094037054,scr1982,avaConv,onshore_a
49AT,1,h0090,0.17138689439473587,scr1982,avaConv,onshore_a
49AT,1,h0091,0.18964956130928493,scr1982,avaConv,onshore_a
49AT,1,h0092,0.14930348215769884,scr1982,avaConv,onshore_a
49AT,1,h0093,0.23836080734423595,scr1982,avaConv,onshore_a
49AT,1,h0094,0.22048388330504765,scr1982,avaConv,onshore_a
49AT,1,h0095,0.2212996975078728,scr1982,avaConv,onshore_a
49AT,1,h0096,0.15964828398783323,scr1982,avaConv,onshore_a
50AT,1,h0073,0.023693869888865397,scr1982,avaConv,onshore_a
50AT,1,h0074,0.0703305119898715,scr1982,avaConv,onshore_a
50AT,1,h0075,0.09712793553039357,scr1982,avaConv,onshore_a
50AT,1,h0076,0.09059392275727406,scr1982,avaConv,onshore_a
50AT,1,h0077,0.028696483771377623,scr1982,avaConv,onshore_a
50AT,1,h0078,0.0018267812931565988,scr1982,avaConv,onshore_a
50AT,1,h0079,0.031239921080142147,scr1982,avaConv,onshore_a
50AT,1,h0080,0.1229368911884623,scr1982,avaConv,onshore_a
50AT,1,h0081,0.20674288536900096,scr1982,avaConv,onshore_a
50AT,1,h0082,0.2028427502947733,scr1982,avaConv,onshore_a
50AT,1,h0083,0.10251473881238737,scr1982,avaConv,onshore_a
50AT,1,h0084,0.08149981029786585,scr1982,avaConv,onshore_a
50AT,1,h0085,0.07374445240704955,scr1982,avaConv,onshore_a
50AT,1,h0086,0.06224070763552903,scr1982,avaConv,onshore_a
50AT,1,h0087,0.008492888536876719,scr1982,avaConv,onshore_a
50AT,1,h0088,0.0,scr1982,avaConv,onshore_a
50AT,1,h0089,0.255294760392762,scr1982,avaConv,onshore_a
50AT,1,h0090,0.26302499875845825,scr1982,avaConv,onshore_a
50AT,1,h0091,0.31161939146498724,scr1982,avaConv,onshore_a
50AT,1,h0092,0.36160789826706063,scr1982,avaConv,onshore_a
50AT,1,h0093,0.537989104501921,scr1982,avaConv,onshore_a
50AT,1,h0094,0.4734838919964193,scr1982,avaConv,onshore_a
50AT,1,h0095,0.3829804180091556,scr1982,avaConv,onshore_a
50AT,1,h0096,0.2604997961817562,scr1982,avaConv,onshore_a
51AT,1,h0073,0.04887292220108521,scr1982,avaConv,onshore_a
51AT,1,h0074,0.18336380511436826,scr1982,avaConv,onshore_a
51AT,1,h0075,0.2705494644857614,scr1982,avaConv,onshore_a
51AT,1,h0076,0.26446766488808976,scr1982,avaConv,onshore_a
51AT,1,h0077,0.07569329500416293,scr1982,avaConv,onshore_a
51AT,1,h0078,0.04283736793118084,scr1982,avaConv,onshore_a
51AT,1,h0079,0.04536087126469508,scr1982,avaConv,onshore_a
51AT,1,h0080,0.23845327568112382,scr1982,avaConv,onshore_a
51AT,1,h0081,0.23236194459605275,scr1982,avaConv,onshore_a
51AT,1,h0082,0.2511243947325888,scr1982,avaConv,onshore_a
51AT,1,h0083,0.04722229858633991,scr1982,avaConv,onshore_a
51AT,1,h0084,0.013890536697998819,scr1982,avaConv,onshore_a
51AT,1,h0085,0.0,scr1982,avaConv,onshore_a
51AT,1,h0086,0.004530913506141293,scr1982,avaConv,onshore_a
51AT,1,h0087,0.0075496508743549155,scr1982,avaConv,onshore_a
51AT,1,h0088,0.02157968588754777,scr1982,avaConv,onshore_a
51AT,1,h0089,0.18589879650610905,scr1982,avaConv,onshore_a
51AT,1,h0090,0.19122041841961854,scr1982,avaConv,onshore_a
51AT,1,h0091,0.277107045617553,scr1982,avaConv,onshore_a
51AT,1,h0092,0.2281040243812822,scr1982,avaConv,onshore_a
51AT,1,h0093,0.5242554019789586,scr1982,avaConv,onshore_a
51AT,1,h0094,0.4176361442906699,scr1982,avaConv,onshore_a
51AT,1,h0095,0.5706668160886941,scr1982,avaConv,onshore_a
51AT,1,h0096,0.25901974849667675,scr1982,avaConv,onshore_a
63BA,1,h0073,0.2651802927539941,scr1982,avaConv,onshore_a
63BA,1,h0074,0.1942331404822117,scr1982,avaConv,onshore_a
63BA,1,h0075,0.1701647611219901,scr1982,avaConv,onshore_a
63BA,1,h0076,0.16621987317926445,scr1982,avaConv,onshore_a
63BA,1,h0077,0.0,scr1982,avaConv,onshore_a
63BA,1,h0078,0.2844396434424559,scr1982,avaConv,onshore_a
63BA,1,h0079,0.29251947542877804,scr1982,avaConv,onshore_a
63BA,1,h0080,0.3549246943643075,scr1982,avaConv,onshore_a
63BA,1,h0081,0.16791451813461383,scr1982,avaConv,onshore_a
63BA,1,h0082,0.1614411860302796,scr1982,avaConv,onshore_a
63BA,1,h0083,0.1667851349289013,scr1982,avaConv,onshore_a
63BA,1,h0084,0.20172105688184977,scr1982,avaConv,onshore_a
63BA,1,h0085,0.24047258404362182,scr1982,avaConv,onshore_a
63BA,1,h0086,0.17182065012336228,scr1982,avaConv,onshore_a
63BA,1,h0087,0.1715807977998827,scr1982,avaConv,onshore_a
63BA,1,h0088,0.2372986680881551,scr1982,avaConv,onshore_a
63BA,1,h0089,0.23144768048961917,scr1982,avaConv,onshore_a
63BA,1,h0090,0.2407490440518582,scr1982,avaConv,onshore_a
63BA,1,h0091,0.19061964260904332,scr1982,avaConv,onshore_a
63BA,1,h0092,0.2827607870142666,scr1982,avaConv,onshore_a
63BA,1,h0093,0.4116987447266051,scr1982,avaConv,onshore_a
63BA,1,h0094,0.37468188783863643,scr1982,avaConv,onshore_a
63BA,1,h0095,0.5754101682856202,scr1982,avaConv,onshore_a
63BA,1,h0096,0.4955616992007122,scr1982,avaConv,onshore_a
28BE,1,h0073,0.08747242024424898,scr1982,avaConv,onshore_a
28BE,1,h0074,0.0844354268532709,scr1982,avaConv,onshore_a
28BE,1,h0075,0.26670395698375,scr1982,avaConv,onshore_a
28BE,1,h0076,0.294926540539202,scr1982,avaConv,onshore_a
28BE,1,h0077,0.543044139663236,scr1982,avaConv,onshore_a
28BE,1,h0078,0.3843211682965777,scr1982,avaConv,onshore_a
28BE,1,h0079,0.41764107008014506,scr1982,avaConv,onshore_a
28BE,1,h0080,0.18509929927328186,scr1982,avaConv,onshore_a
28BE,1,h0081,0.12200334276885652,scr1982,avaConv,onshore_a
28BE,1,h0082,0.02561336005880826,scr1982,avaConv,onshore_a
28BE,1,h0083,0.06536861994837533,scr1982,avaConv,onshore_a
28BE,1,h0084,0.05360851097318203,scr1982,avaConv,onshore_a
28BE,1,h0085,0.039675936352707566,scr1982,avaConv,onshore_a
28BE,1,h0086,0.0,scr1982,avaConv,onshore_a
28BE,1,h0087,0.0024601271388634423,scr1982,avaConv,onshore_a
28BE,1,h0088,0.004573302569296843,scr1982,avaConv,onshore_a
28BE,1,h0089,0.09902646540430882,scr1982,avaConv,onshore_a
28BE,1,h0090,0.13339797385078683,scr1982,avaConv,onshore_a
28BE,1,h0091,0.14700439215401395,scr1982,avaConv,onshore_a
28BE,1,h0092,0.14266714761384747,scr1982,avaConv,onshore_a
28BE,1,h0093,0.3939927686875092,scr1982,avaConv,onshore_a
28BE,1,h0094,0.5773339969731849,scr1982,avaConv,onshore_a
28BE,1,h0095,0.8888331021381537,scr1982,avaConv,onshore_a
28BE,1,h0096,0.8988470981596342,scr1982,avaConv,onshore_a
66BG,1,h0073,0.11419937046772372,scr1982,avaConv,onshore_a
66BG,1,h0074,0.036477833910734274,scr1982,avaConv,onshore_a
66BG,1,h0075,0.012283254403625446,scr1982,avaConv,onshore_a
66BG,1,h0076,0.001996767366313093,scr1982,avaConv,onshore_a
66BG,1,h0077,0.001366338644364822,scr1982,avaConv,onshore_a
66BG,1,h0078,0.1396646163375224,scr1982,avaConv,onshore_a
66BG,1,h0079,0.3425220941904569,scr1982,avaConv,onshore_a
66BG,1,h0080,0.3583435863694884,scr1982,avaConv,onshore_a
66BG,1,h0081,0.2319684580422712,scr1982,avaConv,onshore_a
66BG,1,h0082,0.11643577458899444,scr1982,avaConv,onshore_a
66BG,1,h0083,0.12935172874693635,scr1982,avaConv,onshore_a
66BG,1,h0084,0.15529189384708642,scr1982,avaConv,onshore_a
66BG,1,h0085,0.08281155747727285,scr1982,avaConv,onshore_a
66BG,1,h0086,0.06388062736104777,scr1982,avaConv,onshore_a
66BG,1,h0087,0.07312763649939706,scr1982,avaConv,onshore_a
66BG,1,h0088,0.050233442196920434,scr1982,avaConv,onshore_a
66BG,1,h0089,0.047146247049859126,scr1982,avaConv,onshore_a
66BG,1,h0090,0.0,scr1982,avaConv,onshore_a
66BG,1,h0091,0.10030377914258108,scr1982,avaConv,onshore_a
66BG,1,h0092,0.47937767246905394,scr1982,avaConv,onshore_a
66BG,1,h0093,0.6222916995118268,scr1982,avaConv,onshore_a
66BG,1,h0094,0.6363033354820389,scr1982,avaConv,onshore_a
66BG,1,h0095,0.28795559189194847,scr1982,avaConv,onshore_a
66BG,1,h0096,0.3238953662695433,scr1982,avaConv,onshore_a
48CH,1,h0073,0.2977070068556068,scr1982,avaConv,onshore_a
48CH,1,h0074,0.3185277036205973,scr1982,avaConv,onshore_a
48CH,1,h0075,0.49782184547371794,scr1982,avaConv,onshore_a
48CH,1,h0076,0.5324126257993714,scr1982,avaConv,onshore_a
48CH,1,h0077,0.5705183894897852,scr1982,avaConv,onshore_a
48CH,1,h0078,0.2550106396995459,scr1982,avaConv,onshore_a
48CH,1,h0079,0.2555246298875928,scr1982,avaConv,onshore_a
48CH,1,h0080,0.22241205123722788,scr1982,avaConv,onshore_a
48CH,1,h0081,0.39003205849910316,scr1982,avaConv,onshore_a
48CH,1,h0082,0.32308180577957873,scr1982,avaConv,onshore_a
48CH,1,h0083,0.2863446459291478,scr1982,avaConv,onshore_a
48CH,1,h0084,0.09294448390354197,scr1982,avaConv,onshore_a
48CH,1,h0085,0.14079333979862438,scr1982,avaConv,onshore_a
48CH,1,h0086,0.12791369645968512,scr1982,avaConv,onshore_a
48CH,1,h0087,0.14398866716755496,scr1982,avaConv,onshore_a
48CH,1,h0088,0.31732852004020956,scr1982,avaConv,onshore_a
48CH,1,h0089,0.34463868843346557,scr1982,avaConv,onshore_a
48CH,1,h0090,0.3621221785413647,scr1982,avaConv,onshore_a
48CH,1,h0091,0.25624661505335344,scr1982,avaConv,onshore_a
