timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,NL,s2012,wind,avaConv,0.943395319744092
h0002,NL,s2012,wind,avaConv,0.968588241715033
h0003,NL,s2012,wind,avaConv,0.972009193094279
h0004,NL,s2012,wind,avaConv,0.981643377561816
h0005,NL,s2012,wind,avaConv,0.976805749034732
h0006,NL,s2012,wind,avaConv,0.984090105426836
h0007,NL,s2012,wind,avaConv,0.980493298969548
h0008,NL,s2012,wind,avaConv,0.977711005003743
h0009,NL,s2012,wind,avaConv,0.967307718847633
h0010,NL,s2012,wind,avaConv,0.96386259654465
h0011,NL,s2012,wind,avaConv,0.968229851597891
h0012,NL,s2012,wind,avaConv,0.948383035515626
h0013,NL,s2012,wind,avaConv,0.920404843542039
h0014,NL,s2012,wind,avaConv,0.907303058651289
h0015,NL,s2012,wind,avaConv,0.921818824043718
h0016,NL,s2012,wind,avaConv,0.875076352568437
h0017,NL,s2012,wind,avaConv,0.911740835201783
h0018,NL,s2012,wind,avaConv,0.945473927144879
h0019,NL,s2012,wind,avaConv,0.971001747682975
h0020,NL,s2012,wind,avaConv,0.981214630334319
h0021,NL,s2012,wind,avaConv,0.967482808690515
h0022,NL,s2012,wind,avaConv,0.968518862947579
h0023,NL,s2012,wind,avaConv,0.96563421456393
h0024,NL,s2012,wind,avaConv,0.956908606480015
h0025,NL,s2012,wind,avaConv,0.941250369739772
h0026,NL,s2012,wind,avaConv,0.877328295993638
h0027,NL,s2012,wind,avaConv,0.689379637206101
h0028,NL,s2012,wind,avaConv,0.522149164677109
h0029,NL,s2012,wind,avaConv,0.484566754215356
h0030,NL,s2012,wind,avaConv,0.424730408895432
h0031,NL,s2012,wind,avaConv,0.41827446464444
h0032,NL,s2012,wind,avaConv,0.413457822635364
h0033,NL,s2012,wind,avaConv,0.421409344314802
h0034,NL,s2012,wind,avaConv,0.524759602006876
h0035,NL,s2012,wind,avaConv,0.62094270614701
h0036,NL,s2012,wind,avaConv,0.721110907885815
h0037,NL,s2012,wind,avaConv,0.777233579265363
h0038,NL,s2012,wind,avaConv,0.854015798936264
h0039,NL,s2012,wind,avaConv,0.92248288719284
h0040,NL,s2012,wind,avaConv,0.890556401644514
h0041,NL,s2012,wind,avaConv,0.783947575223457
h0042,NL,s2012,wind,avaConv,0.751499893516155
h0043,NL,s2012,wind,avaConv,0.758187665407872
h0044,NL,s2012,wind,avaConv,0.80498759871656
h0045,NL,s2012,wind,avaConv,0.867523886758306
h0046,NL,s2012,wind,avaConv,0.89612657384798
h0047,NL,s2012,wind,avaConv,0.922986699808943
h0048,NL,s2012,wind,avaConv,0.954649092826909
h0049,NL,s2012,wind,avaConv,0.972140582061218
h0050,NL,s2012,wind,avaConv,0.985097128492744
h0051,NL,s2012,wind,avaConv,0.993841027489684
h0052,NL,s2012,wind,avaConv,0.997348103303125
h0053,NL,s2012,wind,avaConv,0.999028251130034
h0054,NL,s2012,wind,avaConv,0.999967143746983
h0055,NL,s2012,wind,avaConv,0.999999952495272
h0056,NL,s2012,wind,avaConv,0.626599262487657
h0057,NL,s2012,wind,avaConv,0.305354514121948
h0058,NL,s2012,wind,avaConv,0.0454955856919198
h0059,NL,s2012,wind,avaConv,0.0
h0060,NL,s2012,wind,avaConv,0.0
h0061,NL,s2012,wind,avaConv,0.0
h0062,NL,s2012,wind,avaConv,0.0
h0063,NL,s2012,wind,avaConv,0.0
h0064,NL,s2012,wind,avaConv,0.312723734657554
h0065,NL,s2012,wind,avaConv,0.423539814174923
h0066,NL,s2012,wind,avaConv,0.550739500518755
h0067,NL,s2012,wind,avaConv,0.840435522423285
h0068,NL,s2012,wind,avaConv,0.764370011026105
h0069,NL,s2012,wind,avaConv,0.839283596803851
h0070,NL,s2012,wind,avaConv,0.849027528096469
h0071,NL,s2012,wind,avaConv,0.848903589345741
h0072,NL,s2012,wind,avaConv,0.853268714279914
