timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2085,dem,33.26879496291062
h0002,AT,electricity,scr2085,dem,29.314435522533447
h0003,AT,electricity,scr2085,dem,25.284659778956723
h0004,AT,electricity,scr2085,dem,21.01853430277561
h0005,AT,electricity,scr2085,dem,18.892001834309827
h0006,AT,electricity,scr2085,dem,21.633456935437444
h0007,AT,electricity,scr2085,dem,27.2595950315485
h0008,AT,electricity,scr2085,dem,32.12327265727748
h0009,AT,electricity,scr2085,dem,32.212027097920995
h0010,AT,electricity,scr2085,dem,26.504082876632296
h0011,AT,electricity,scr2085,dem,24.264405556308294
h0012,AT,electricity,scr2085,dem,24.903677151544127
h0013,AT,electricity,scr2085,dem,24.2639091738813
h0014,AT,electricity,scr2085,dem,20.97243129212623
h0015,AT,electricity,scr2085,dem,19.0168425170186
h0016,AT,electricity,scr2085,dem,18.048023512382805
h0017,AT,electricity,scr2085,dem,16.545388383241626
h0018,AT,electricity,scr2085,dem,17.019292427031655
h0019,AT,electricity,scr2085,dem,16.70239960041146
h0020,AT,electricity,scr2085,dem,19.086056103197134
h0021,AT,electricity,scr2085,dem,19.226670101001893
h0022,AT,electricity,scr2085,dem,19.795337068723192
h0023,AT,electricity,scr2085,dem,23.177030999332533
h0024,AT,electricity,scr2085,dem,22.592145136574786
h0025,AT,electricity,scr2085,dem,20.855702723506887
h0026,AT,electricity,scr2085,dem,12.853889103120125
h0027,AT,electricity,scr2085,dem,7.8050724823670175
h0028,AT,electricity,scr2085,dem,6.144352654610356
h0029,AT,electricity,scr2085,dem,7.769276239569552
h0030,AT,electricity,scr2085,dem,9.302252327936003
h0031,AT,electricity,scr2085,dem,10.769832637685077
h0032,AT,electricity,scr2085,dem,10.295098892133598
h0033,AT,electricity,scr2085,dem,9.195509614260988
h0034,AT,electricity,scr2085,dem,9.534291468729965
h0035,AT,electricity,scr2085,dem,8.921393557987617
h0036,AT,electricity,scr2085,dem,10.010400014070402
h0037,AT,electricity,scr2085,dem,9.911634672162503
h0038,AT,electricity,scr2085,dem,10.372267889609063
h0039,AT,electricity,scr2085,dem,9.528352946175069
h0040,AT,electricity,scr2085,dem,7.7009732470235415
h0041,AT,electricity,scr2085,dem,7.736751442290468
h0042,AT,electricity,scr2085,dem,7.608889751273769
h0043,AT,electricity,scr2085,dem,8.77752913787889
h0044,AT,electricity,scr2085,dem,8.362954504393024
h0045,AT,electricity,scr2085,dem,8.18739169985879
h0046,AT,electricity,scr2085,dem,7.370051362122395
h0047,AT,electricity,scr2085,dem,6.700788684128137
h0048,AT,electricity,scr2085,dem,6.029216769301329
h0049,AT,electricity,scr2085,dem,5.502357632859183
h0050,AT,electricity,scr2085,dem,5.296061531214295
h0051,AT,electricity,scr2085,dem,4.790277103315886
h0052,AT,electricity,scr2085,dem,4.911996070450905
h0053,AT,electricity,scr2085,dem,4.6606033344289
h0054,AT,electricity,scr2085,dem,5.088390338787472
h0055,AT,electricity,scr2085,dem,6.207868091508208
h0056,AT,electricity,scr2085,dem,6.306797384325409
h0057,AT,electricity,scr2085,dem,7.506182932564667
h0058,AT,electricity,scr2085,dem,7.233831405434411
h0059,AT,electricity,scr2085,dem,8.898689330393289
h0060,AT,electricity,scr2085,dem,9.007178833604922
h0061,AT,electricity,scr2085,dem,9.722847031164825
h0062,AT,electricity,scr2085,dem,9.681371757655349
h0063,AT,electricity,scr2085,dem,8.790274256287418
h0064,AT,electricity,scr2085,dem,8.676612316595538
h0065,AT,electricity,scr2085,dem,7.656314462075625
h0066,AT,electricity,scr2085,dem,8.241572062823714
h0067,AT,electricity,scr2085,dem,7.882090309929292
h0068,AT,electricity,scr2085,dem,8.316249386503195
h0069,AT,electricity,scr2085,dem,7.915438707383358
h0070,AT,electricity,scr2085,dem,7.278433238273428
h0071,AT,electricity,scr2085,dem,6.7369332974178
h0072,AT,electricity,scr2085,dem,5.9091145084649
h0073,AT,electricity,scr2085,dem,5.548504162812622
h0074,AT,electricity,scr2085,dem,4.955817554228312
h0075,AT,electricity,scr2085,dem,4.571244512453769
h0076,AT,electricity,scr2085,dem,4.395284232634354
h0077,AT,electricity,scr2085,dem,4.413653326867604
h0078,AT,electricity,scr2085,dem,5.255015476913646
h0079,AT,electricity,scr2085,dem,5.1860059669611305
h0080,AT,electricity,scr2085,dem,6.66289351881225
h0081,AT,electricity,scr2085,dem,6.893469684759
h0082,AT,electricity,scr2085,dem,8.640692858235155
h0083,AT,electricity,scr2085,dem,8.944042506116705
h0084,AT,electricity,scr2085,dem,9.865908449014967
h0085,AT,electricity,scr2085,dem,9.848927406771217
h0086,AT,electricity,scr2085,dem,8.519676583711579
h0087,AT,electricity,scr2085,dem,8.25161717513227
h0088,AT,electricity,scr2085,dem,7.342419380642908
h0089,AT,electricity,scr2085,dem,8.421064225718506
h0090,AT,electricity,scr2085,dem,8.304613363449977
h0091,AT,electricity,scr2085,dem,9.198676186713989
h0092,AT,electricity,scr2085,dem,9.310786944855884
h0093,AT,electricity,scr2085,dem,8.54876599378732
h0094,AT,electricity,scr2085,dem,7.882219164430558
h0095,AT,electricity,scr2085,dem,7.416214050086274
h0096,AT,electricity,scr2085,dem,7.427329313530911
h0001,CH,electricity,scr2085,dem,25.770661327494093
h0002,CH,electricity,scr2085,dem,24.89685893544469
h0003,CH,electricity,scr2085,dem,22.892927794577716
h0004,CH,electricity,scr2085,dem,21.291039783328408
