timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2088,dem,31.511600536710453
h0002,AT,electricity,scr2088,dem,30.487533750279823
h0003,AT,electricity,scr2088,dem,33.19873944429818
h0004,AT,electricity,scr2088,dem,35.90201677678529
h0005,AT,electricity,scr2088,dem,38.296295141717216
h0006,AT,electricity,scr2088,dem,38.37120545058688
h0007,AT,electricity,scr2088,dem,37.43021162107304
h0008,AT,electricity,scr2088,dem,39.2364170512506
h0009,AT,electricity,scr2088,dem,39.134984630072196
h0010,AT,electricity,scr2088,dem,37.2072909600306
h0011,AT,electricity,scr2088,dem,34.04711575238929
h0012,AT,electricity,scr2088,dem,31.849522618449157
h0013,AT,electricity,scr2088,dem,32.51428955112721
h0014,AT,electricity,scr2088,dem,31.053875410927922
h0015,AT,electricity,scr2088,dem,28.228008502509667
h0016,AT,electricity,scr2088,dem,20.264177890440955
h0017,AT,electricity,scr2088,dem,19.595820031375837
h0018,AT,electricity,scr2088,dem,18.061064170265155
h0019,AT,electricity,scr2088,dem,23.671951980484636
h0020,AT,electricity,scr2088,dem,20.047629629827448
h0021,AT,electricity,scr2088,dem,18.086210695392936
h0022,AT,electricity,scr2088,dem,13.460546538063449
h0023,AT,electricity,scr2088,dem,14.099989184213387
h0024,AT,electricity,scr2088,dem,14.686296513117432
h0025,AT,electricity,scr2088,dem,12.820227379090573
h0026,AT,electricity,scr2088,dem,9.0303609374271
h0027,AT,electricity,scr2088,dem,5.6266462395132475
h0028,AT,electricity,scr2088,dem,6.976396433802151
h0029,AT,electricity,scr2088,dem,13.064311334162111
h0030,AT,electricity,scr2088,dem,20.53268411051984
h0031,AT,electricity,scr2088,dem,26.381625765831863
h0032,AT,electricity,scr2088,dem,22.802895826776243
h0033,AT,electricity,scr2088,dem,17.347951583636217
h0034,AT,electricity,scr2088,dem,10.03468488990373
h0035,AT,electricity,scr2088,dem,8.528547268624337
h0036,AT,electricity,scr2088,dem,7.490789453177095
h0037,AT,electricity,scr2088,dem,8.53477941966706
h0038,AT,electricity,scr2088,dem,8.404056123302684
h0039,AT,electricity,scr2088,dem,9.59563747802721
h0040,AT,electricity,scr2088,dem,10.082232087031064
h0041,AT,electricity,scr2088,dem,9.026034364763717
h0042,AT,electricity,scr2088,dem,8.173641024958773
h0043,AT,electricity,scr2088,dem,6.726901084026167
h0044,AT,electricity,scr2088,dem,7.4159180646869665
h0045,AT,electricity,scr2088,dem,7.0780375499995305
h0046,AT,electricity,scr2088,dem,7.368998258124828
h0047,AT,electricity,scr2088,dem,6.691726318857691
h0048,AT,electricity,scr2088,dem,5.942742655974502
h0049,AT,electricity,scr2088,dem,5.417108168054895
h0050,AT,electricity,scr2088,dem,4.920775975641972
h0051,AT,electricity,scr2088,dem,4.874220606905532
h0052,AT,electricity,scr2088,dem,4.5225789123262
h0053,AT,electricity,scr2088,dem,4.835372331826543
h0054,AT,electricity,scr2088,dem,4.965640641458598
h0055,AT,electricity,scr2088,dem,5.906537533786215
h0056,AT,electricity,scr2088,dem,7.067298282974214
h0057,AT,electricity,scr2088,dem,7.018562743068738
h0058,AT,electricity,scr2088,dem,7.567939037649003
h0059,AT,electricity,scr2088,dem,7.119076338298601
h0060,AT,electricity,scr2088,dem,8.511304231247227
h0061,AT,electricity,scr2088,dem,8.467189285653062
h0062,AT,electricity,scr2088,dem,9.020082820331474
h0063,AT,electricity,scr2088,dem,8.8780027153676
h0064,AT,electricity,scr2088,dem,7.786321998276387
h0065,AT,electricity,scr2088,dem,7.73584241216343
h0066,AT,electricity,scr2088,dem,6.895317366286372
h0067,AT,electricity,scr2088,dem,7.7531352694013975
h0068,AT,electricity,scr2088,dem,7.244279325342845
h0069,AT,electricity,scr2088,dem,7.484270420406066
h0070,AT,electricity,scr2088,dem,7.034789698530636
