timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AT,solar,scr2082,avaConv,0.0
h0002,AT,solar,scr2082,avaConv,0.0
h0003,AT,solar,scr2082,avaConv,0.0
h0004,AT,solar,scr2082,avaConv,0.0
h0005,AT,solar,scr2082,avaConv,0.0
h0006,AT,solar,scr2082,avaConv,0.0
h0007,AT,solar,scr2082,avaConv,0.0
h0008,AT,solar,scr2082,avaConv,0.0010391220804028445
h0009,AT,solar,scr2082,avaConv,0.008986930202499546
h0010,AT,solar,scr2082,avaConv,0.02567109848706079
h0011,AT,solar,scr2082,avaConv,0.17677462482738865
h0012,AT,solar,scr2082,avaConv,0.37460111262609685
h0013,AT,solar,scr2082,avaConv,0.39242849713319233
h0014,AT,solar,scr2082,avaConv,0.2840645207533401
h0015,AT,solar,scr2082,avaConv,0.20125070167405779
h0016,AT,solar,scr2082,avaConv,0.16528768885020975
h0017,AT,solar,scr2082,avaConv,0.047085280469265606
h0018,AT,solar,scr2082,avaConv,0.0016391436685729026
h0019,AT,solar,scr2082,avaConv,0.0
h0020,AT,solar,scr2082,avaConv,0.0
h0021,AT,solar,scr2082,avaConv,0.0
h0022,AT,solar,scr2082,avaConv,0.0
h0023,AT,solar,scr2082,avaConv,0.0
h0024,AT,solar,scr2082,avaConv,0.0
h0025,AT,solar,scr2082,avaConv,0.0
h0026,AT,solar,scr2082,avaConv,0.0
h0027,AT,solar,scr2082,avaConv,0.0
h0028,AT,solar,scr2082,avaConv,0.0
h0029,AT,solar,scr2082,avaConv,0.0
h0030,AT,solar,scr2082,avaConv,0.0001491434594044125
h0031,AT,solar,scr2082,avaConv,0.009278618230881743
h0032,AT,solar,scr2082,avaConv,0.05379344765377166
h0033,AT,solar,scr2082,avaConv,0.24160989885964593
h0034,AT,solar,scr2082,avaConv,0.26883737963917154
h0035,AT,solar,scr2082,avaConv,0.3442409886498534
h0036,AT,solar,scr2082,avaConv,0.3421681450825377
h0037,AT,solar,scr2082,avaConv,0.3955376448115295
h0038,AT,solar,scr2082,avaConv,0.5456855765107338
h0039,AT,solar,scr2082,avaConv,0.3134597192636116
h0040,AT,solar,scr2082,avaConv,0.25424004000514533
