timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AT,solar,scr2007,avaConv,0.0
h0002,AT,solar,scr2007,avaConv,0.0
h0003,AT,solar,scr2007,avaConv,0.0
h0004,AT,solar,scr2007,avaConv,0.0
h0005,AT,solar,scr2007,avaConv,0.0
h0006,AT,solar,scr2007,avaConv,0.0
h0007,AT,solar,scr2007,avaConv,0.0
h0008,AT,solar,scr2007,avaConv,0.002466573701781039
h0009,AT,solar,scr2007,avaConv,0.041558841637961814
h0010,AT,solar,scr2007,avaConv,0.09197099807185874
h0011,AT,solar,scr2007,avaConv,0.18872282211849262
h0012,AT,solar,scr2007,avaConv,0.30576737405568677
h0013,AT,solar,scr2007,avaConv,0.5407018843744699
h0014,AT,solar,scr2007,avaConv,0.5488388087798247
h0015,AT,solar,scr2007,avaConv,0.38070096561047573
h0016,AT,solar,scr2007,avaConv,0.1301022861906509
h0017,AT,solar,scr2007,avaConv,0.034399253928380474
h0018,AT,solar,scr2007,avaConv,0.002416675187536419
h0019,AT,solar,scr2007,avaConv,0.0
h0020,AT,solar,scr2007,avaConv,0.0
h0021,AT,solar,scr2007,avaConv,0.0
h0022,AT,solar,scr2007,avaConv,0.0
h0023,AT,solar,scr2007,avaConv,0.0
h0024,AT,solar,scr2007,avaConv,0.0
h0025,AT,solar,scr2007,avaConv,0.0
h0026,AT,solar,scr2007,avaConv,0.0
h0027,AT,solar,scr2007,avaConv,0.0
h0028,AT,solar,scr2007,avaConv,0.0
h0029,AT,solar,scr2007,avaConv,0.0
h0030,AT,solar,scr2007,avaConv,0.0034587295449486862
h0031,AT,solar,scr2007,avaConv,0.030698430636567006
h0032,AT,solar,scr2007,avaConv,0.08437204987986359
h0033,AT,solar,scr2007,avaConv,0.09934508684307183
h0034,AT,solar,scr2007,avaConv,0.17720309693288172
h0035,AT,solar,scr2007,avaConv,0.3132418541229525
h0036,AT,solar,scr2007,avaConv,0.6574344696107546
h0037,AT,solar,scr2007,avaConv,0.5901467399729898
h0038,AT,solar,scr2007,avaConv,0.6032548027119226
h0039,AT,solar,scr2007,avaConv,0.45522035971270464
h0040,AT,solar,scr2007,avaConv,0.367413695988664
h0041,AT,solar,scr2007,avaConv,0.13527036348109217
h0042,AT,solar,scr2007,avaConv,0.016824645997440494
h0043,AT,solar,scr2007,avaConv,0.001268214048074741
h0044,AT,solar,scr2007,avaConv,0.0004397186626804699
h0045,AT,solar,scr2007,avaConv,0.0
h0046,AT,solar,scr2007,avaConv,0.0
h0047,AT,solar,scr2007,avaConv,0.0
h0048,AT,solar,scr2007,avaConv,0.0
