timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2006,dem,55.343491495109994
h0002,AT,electricity,scr2006,dem,53.69434547071661
h0003,AT,electricity,scr2006,dem,47.003925466614675
h0004,AT,electricity,scr2006,dem,43.07448503497928
h0005,AT,electricity,scr2006,dem,39.00207353717787
h0006,AT,electricity,scr2006,dem,41.050331542951675
h0007,AT,electricity,scr2006,dem,40.01377444213803
h0008,AT,electricity,scr2006,dem,40.89904154146478
h0009,AT,electricity,scr2006,dem,41.08286965390219
h0010,AT,electricity,scr2006,dem,39.01256391921539
h0011,AT,electricity,scr2006,dem,36.904340693285285
h0012,AT,electricity,scr2006,dem,33.86653042729467
h0013,AT,electricity,scr2006,dem,30.9367859971493
h0014,AT,electricity,scr2006,dem,28.57229806791072
h0015,AT,electricity,scr2006,dem,26.264957255708907
h0016,AT,electricity,scr2006,dem,25.17877596295887
h0017,AT,electricity,scr2006,dem,24.95897096264251
h0018,AT,electricity,scr2006,dem,26.820197337218993
h0019,AT,electricity,scr2006,dem,28.482691837605955
h0020,AT,electricity,scr2006,dem,26.539577743825095
h0021,AT,electricity,scr2006,dem,25.465581296675428
h0022,AT,electricity,scr2006,dem,25.01457029054424
h0023,AT,electricity,scr2006,dem,25.154839772963392
h0024,AT,electricity,scr2006,dem,27.08394257096226
h0025,AT,electricity,scr2006,dem,24.99915526933739
h0026,AT,electricity,scr2006,dem,22.307468076737997
h0027,AT,electricity,scr2006,dem,16.129888249487976
h0028,AT,electricity,scr2006,dem,12.108497189642925
h0029,AT,electricity,scr2006,dem,9.334125414383692
h0030,AT,electricity,scr2006,dem,7.75700733135721
h0031,AT,electricity,scr2006,dem,8.298337959597125
h0032,AT,electricity,scr2006,dem,12.219851610756757
h0033,AT,electricity,scr2006,dem,11.677701829766649
h0034,AT,electricity,scr2006,dem,13.085508879344633
h0035,AT,electricity,scr2006,dem,10.810995270834606
h0036,AT,electricity,scr2006,dem,11.679215787821892
h0037,AT,electricity,scr2006,dem,12.309145517330911
h0038,AT,electricity,scr2006,dem,13.03909156054394
h0039,AT,electricity,scr2006,dem,14.328473601669087
h0040,AT,electricity,scr2006,dem,12.064970039464589
h0041,AT,electricity,scr2006,dem,10.424034262731254
h0042,AT,electricity,scr2006,dem,8.636100100610136
h0043,AT,electricity,scr2006,dem,9.029888967504364
h0044,AT,electricity,scr2006,dem,8.81306140525542
h0045,AT,electricity,scr2006,dem,8.132832037468315
h0046,AT,electricity,scr2006,dem,7.401770824162979
h0047,AT,electricity,scr2006,dem,6.66502872674243
h0048,AT,electricity,scr2006,dem,6.580386222038693
h0049,AT,electricity,scr2006,dem,5.921102995039603
h0050,AT,electricity,scr2006,dem,5.495283506956357
h0051,AT,electricity,scr2006,dem,5.200913316351793
h0052,AT,electricity,scr2006,dem,4.903161306741154
h0053,AT,electricity,scr2006,dem,4.950409568350679
h0054,AT,electricity,scr2006,dem,4.562093344155113
h0055,AT,electricity,scr2006,dem,7.628218055143481
h0056,AT,electricity,scr2006,dem,8.208268681439735
h0057,AT,electricity,scr2006,dem,9.961795881963543
h0058,AT,electricity,scr2006,dem,8.445416961125012
h0059,AT,electricity,scr2006,dem,9.46170083309668
h0060,AT,electricity,scr2006,dem,9.64490051838535
h0061,AT,electricity,scr2006,dem,8.542098154323934
h0062,AT,electricity,scr2006,dem,8.47066061920306
h0063,AT,electricity,scr2006,dem,7.4658038159126345
h0064,AT,electricity,scr2006,dem,8.471574936588437
h0065,AT,electricity,scr2006,dem,8.169669212579684
h0066,AT,electricity,scr2006,dem,8.792574584299897
h0067,AT,electricity,scr2006,dem,8.58440371496783
h0068,AT,electricity,scr2006,dem,7.845373991706115
h0069,AT,electricity,scr2006,dem,7.47993854588371
h0070,AT,electricity,scr2006,dem,6.628410068041078
h0071,AT,electricity,scr2006,dem,6.6831998953193805
h0072,AT,electricity,scr2006,dem,6.0172339939571735
h0073,AT,electricity,scr2006,dem,5.798109042576746
h0074,AT,electricity,scr2006,dem,5.372969443064493
h0075,AT,electricity,scr2006,dem,4.840940565968178
h0076,AT,electricity,scr2006,dem,4.74110504235222
h0077,AT,electricity,scr2006,dem,4.395039517941774
h0078,AT,electricity,scr2006,dem,5.233139420972539
h0079,AT,electricity,scr2006,dem,5.524612920740857
h0080,AT,electricity,scr2006,dem,7.120423849386183
h0081,AT,electricity,scr2006,dem,8.051446923772879
h0082,AT,electricity,scr2006,dem,9.246565703261602
h0083,AT,electricity,scr2006,dem,9.565197850199175
h0084,AT,electricity,scr2006,dem,8.691317126735713
h0085,AT,electricity,scr2006,dem,8.71779536170897
h0086,AT,electricity,scr2006,dem,7.822456467699633
h0087,AT,electricity,scr2006,dem,8.740132602926742
h0088,AT,electricity,scr2006,dem,8.437581816456474
h0089,AT,electricity,scr2006,dem,9.029846306675093
h0090,AT,electricity,scr2006,dem,9.151427263331035
h0091,AT,electricity,scr2006,dem,9.968464746794337
h0092,AT,electricity,scr2006,dem,10.11876068805146
h0093,AT,electricity,scr2006,dem,9.122850579041035
h0094,AT,electricity,scr2006,dem,7.955582226293533
h0095,AT,electricity,scr2006,dem,7.480636845853725
h0096,AT,electricity,scr2006,dem,11.651893750352983
h0001,CH,electricity,scr2006,dem,38.197774843361096
h0002,CH,electricity,scr2006,dem,39.81863320372702
h0003,CH,electricity,scr2006,dem,36.61748857697107
h0004,CH,electricity,scr2006,dem,34.26687639673592
h0005,CH,electricity,scr2006,dem,31.149920159020056
h0006,CH,electricity,scr2006,dem,32.00949842964986
h0007,CH,electricity,scr2006,dem,31.863073805533418
h0008,CH,electricity,scr2006,dem,33.53915754497136
h0009,CH,electricity,scr2006,dem,34.555795972718165
h0010,CH,electricity,scr2006,dem,35.12369255295159
h0011,CH,electricity,scr2006,dem,32.59426229950211
h0012,CH,electricity,scr2006,dem,29.24970809479944
