timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2012,dem,38.31775255031404
h0002,AT,electricity,scr2012,dem,45.03633278738548
h0003,AT,electricity,scr2012,dem,42.20741596564436
h0004,AT,electricity,scr2012,dem,39.526983676603194
h0005,AT,electricity,scr2012,dem,32.4797880876635
h0006,AT,electricity,scr2012,dem,30.392399769786927
h0007,AT,electricity,scr2012,dem,31.942070386813953
h0008,AT,electricity,scr2012,dem,39.757960208745196
h0009,AT,electricity,scr2012,dem,44.25039129038319
h0010,AT,electricity,scr2012,dem,47.5381669709306
h0011,AT,electricity,scr2012,dem,43.72252098034687
h0012,AT,electricity,scr2012,dem,39.965853416385364
h0013,AT,electricity,scr2012,dem,34.33000801966737
h0014,AT,electricity,scr2012,dem,26.35021124080629
h0015,AT,electricity,scr2012,dem,23.358994379263983
h0016,AT,electricity,scr2012,dem,24.406443481053138
h0017,AT,electricity,scr2012,dem,27.212912633422746
h0018,AT,electricity,scr2012,dem,30.540592921671454
h0019,AT,electricity,scr2012,dem,26.34331791799218
h0020,AT,electricity,scr2012,dem,21.796364824275734
h0021,AT,electricity,scr2012,dem,15.016166487473606
h0022,AT,electricity,scr2012,dem,13.07857593705326
h0023,AT,electricity,scr2012,dem,16.292428970235683
h0024,AT,electricity,scr2012,dem,20.38163875705959
h0025,AT,electricity,scr2012,dem,22.282177245031136
h0026,AT,electricity,scr2012,dem,19.556113186760847
h0027,AT,electricity,scr2012,dem,18.06080536078136
h0028,AT,electricity,scr2012,dem,14.343855935146241
h0029,AT,electricity,scr2012,dem,14.426081106830479
h0030,AT,electricity,scr2012,dem,11.121545465926891
h0031,AT,electricity,scr2012,dem,14.863213891840008
h0032,AT,electricity,scr2012,dem,16.679265653538614
h0033,AT,electricity,scr2012,dem,21.963754386224217
h0034,AT,electricity,scr2012,dem,23.42987141513521
h0035,AT,electricity,scr2012,dem,18.526278556740095
h0036,AT,electricity,scr2012,dem,13.479074606423126
h0037,AT,electricity,scr2012,dem,8.685562746694487
h0038,AT,electricity,scr2012,dem,9.295573362918525
h0039,AT,electricity,scr2012,dem,9.118640375477781
h0040,AT,electricity,scr2012,dem,8.430032926535848
h0041,AT,electricity,scr2012,dem,8.702057083406554
h0042,AT,electricity,scr2012,dem,8.391238614330415
h0043,AT,electricity,scr2012,dem,10.299120563645142
h0044,AT,electricity,scr2012,dem,10.306311189443512
h0045,AT,electricity,scr2012,dem,10.69680676878906
h0046,AT,electricity,scr2012,dem,8.565552891790961
h0047,AT,electricity,scr2012,dem,6.57522767617471
h0048,AT,electricity,scr2012,dem,5.429810394808235
h0049,AT,electricity,scr2012,dem,5.064840908693673
h0050,AT,electricity,scr2012,dem,4.928855681450572
h0051,AT,electricity,scr2012,dem,4.612332775667427
h0052,AT,electricity,scr2012,dem,4.687689163800549
h0053,AT,electricity,scr2012,dem,4.543630149131992
h0054,AT,electricity,scr2012,dem,4.807537137293689
h0055,AT,electricity,scr2012,dem,5.641465217888672
h0056,AT,electricity,scr2012,dem,5.70460126727383
h0057,AT,electricity,scr2012,dem,6.526815091668267
h0058,AT,electricity,scr2012,dem,6.221410990286107
h0059,AT,electricity,scr2012,dem,7.410874545012594
h0060,AT,electricity,scr2012,dem,7.501140184543383
h0061,AT,electricity,scr2012,dem,8.04693528091969
h0062,AT,electricity,scr2012,dem,8.077141782819014
h0063,AT,electricity,scr2012,dem,7.0381776776491085
h0064,AT,electricity,scr2012,dem,6.952287594055104
h0065,AT,electricity,scr2012,dem,6.1605418637439335
h0066,AT,electricity,scr2012,dem,6.9522953436868455
h0067,AT,electricity,scr2012,dem,6.68140605615768
h0068,AT,electricity,scr2012,dem,6.938113466492175
h0069,AT,electricity,scr2012,dem,6.730288564142418
h0070,AT,electricity,scr2012,dem,6.201130175170315
h0071,AT,electricity,scr2012,dem,5.878010798136069
h0072,AT,electricity,scr2012,dem,5.144414622728213
h0073,AT,electricity,scr2012,dem,4.995851911008917
h0074,AT,electricity,scr2012,dem,4.632261390372706
h0075,AT,electricity,scr2012,dem,4.476251992488788
h0076,AT,electricity,scr2012,dem,4.393043389964848
h0077,AT,electricity,scr2012,dem,4.3994887966578204
h0078,AT,electricity,scr2012,dem,4.920360903227644
h0079,AT,electricity,scr2012,dem,5.077240034688829
h0080,AT,electricity,scr2012,dem,6.486264047432899
h0081,AT,electricity,scr2012,dem,6.671814748706259
h0082,AT,electricity,scr2012,dem,7.720298062327369
h0083,AT,electricity,scr2012,dem,7.469460559217754
h0084,AT,electricity,scr2012,dem,8.15776569509774
h0085,AT,electricity,scr2012,dem,8.126880513648981
h0086,AT,electricity,scr2012,dem,7.174896037307682
h0087,AT,electricity,scr2012,dem,7.486622214719586
h0088,AT,electricity,scr2012,dem,6.789149994877842
h0089,AT,electricity,scr2012,dem,7.542822825337621
h0090,AT,electricity,scr2012,dem,6.9482975676127285
h0091,AT,electricity,scr2012,dem,7.67115243800128
h0092,AT,electricity,scr2012,dem,7.799017605275789
h0093,AT,electricity,scr2012,dem,7.57778313344117
h0094,AT,electricity,scr2012,dem,7.210375849428505
h0095,AT,electricity,scr2012,dem,6.504780240950302
h0096,AT,electricity,scr2012,dem,6.8319202866500754
h0001,CH,electricity,scr2012,dem,37.084827078725986
h0002,CH,electricity,scr2012,dem,40.835081410345644
h0003,CH,electricity,scr2012,dem,38.164547909525645
h0004,CH,electricity,scr2012,dem,34.27405296595505
h0005,CH,electricity,scr2012,dem,27.909376655369172
h0006,CH,electricity,scr2012,dem,25.308851596542556
h0007,CH,electricity,scr2012,dem,26.727494981866517
h0008,CH,electricity,scr2012,dem,32.126961831442735
h0009,CH,electricity,scr2012,dem,36.95873008385929
h0010,CH,electricity,scr2012,dem,38.63945482937509
h0011,CH,electricity,scr2012,dem,34.70357188238273
h0012,CH,electricity,scr2012,dem,30.4820754643197
h0013,CH,electricity,scr2012,dem,25.253704947611844
h0014,CH,electricity,scr2012,dem,20.769761136783284
