timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2000,dem,22.95574404098334
h0002,AT,electricity,scr2000,dem,22.68978888478053
h0003,AT,electricity,scr2000,dem,24.872597972039618
h0004,AT,electricity,scr2000,dem,29.80542510522423
h0005,AT,electricity,scr2000,dem,38.47027580042358
h0006,AT,electricity,scr2000,dem,40.29168742676584
h0007,AT,electricity,scr2000,dem,39.99724521457453
h0008,AT,electricity,scr2000,dem,31.495062785603103
h0009,AT,electricity,scr2000,dem,32.474150433856494
h0010,AT,electricity,scr2000,dem,32.76683035207958
h0011,AT,electricity,scr2000,dem,35.961488073458426
h0012,AT,electricity,scr2000,dem,33.84830491210374
h0013,AT,electricity,scr2000,dem,30.173896359774563
h0014,AT,electricity,scr2000,dem,30.204095153435453
h0015,AT,electricity,scr2000,dem,29.34713852679472
h0016,AT,electricity,scr2000,dem,28.28780009904538
h0017,AT,electricity,scr2000,dem,29.032281179059808
h0018,AT,electricity,scr2000,dem,34.16056555284295
h0019,AT,electricity,scr2000,dem,46.3227948379882
h0020,AT,electricity,scr2000,dem,47.96502971390783
h0021,AT,electricity,scr2000,dem,42.11018766839431
h0022,AT,electricity,scr2000,dem,27.975658889490607
h0023,AT,electricity,scr2000,dem,22.121401990010167
h0024,AT,electricity,scr2000,dem,18.204773436625366
h0025,AT,electricity,scr2000,dem,18.82149435537386
h0026,AT,electricity,scr2000,dem,15.427493633162335
h0027,AT,electricity,scr2000,dem,12.195896719742045
h0028,AT,electricity,scr2000,dem,10.752147821872555
h0029,AT,electricity,scr2000,dem,16.96588039241293
h0030,AT,electricity,scr2000,dem,23.484004812122457
h0031,AT,electricity,scr2000,dem,23.050462948972502
h0032,AT,electricity,scr2000,dem,20.979936348661273
h0033,AT,electricity,scr2000,dem,18.680297782173476
h0034,AT,electricity,scr2000,dem,16.97245139123089
h0035,AT,electricity,scr2000,dem,11.605454030844673
h0036,AT,electricity,scr2000,dem,11.889467874674343
h0037,AT,electricity,scr2000,dem,14.85327048629664
h0038,AT,electricity,scr2000,dem,14.251468149738834
h0039,AT,electricity,scr2000,dem,10.683348868764641
h0040,AT,electricity,scr2000,dem,7.663361612619697
h0041,AT,electricity,scr2000,dem,8.279553810479397
h0042,AT,electricity,scr2000,dem,8.379326872841567
h0043,AT,electricity,scr2000,dem,8.826874692907683
