timestep_5,region_4,carrier_1,parameter,value
h0001,01ES,psngRail,mustOut,0.253251989690522
h0002,01ES,psngRail,mustOut,0.326758987954174
h0003,01ES,psngRail,mustOut,0.37108828817392
h0004,01ES,psngRail,mustOut,0.464237250944892
h0005,01ES,psngRail,mustOut,0.53262055002081
h0006,01ES,psngRail,mustOut,0.496919659701625
h0007,01ES,psngRail,mustOut,0.450758700170321
h0008,01ES,psngRail,mustOut,0.487796220062896
h0009,01ES,psngRail,mustOut,0.628992500358379
h0010,01ES,psngRail,mustOut,0.769466789138292
h0011,01ES,psngRail,mustOut,0.821103850278155
h0012,01ES,psngRail,mustOut,0.856798737473935
h0013,01ES,psngRail,mustOut,0.756529864252466
h0014,01ES,psngRail,mustOut,0.617226081553367
h0015,01ES,psngRail,mustOut,0.584039175697975
h0016,01ES,psngRail,mustOut,0.662415148908791
h0017,01ES,psngRail,mustOut,0.756350612660859
h0018,01ES,psngRail,mustOut,0.715529367156238
h0019,01ES,psngRail,mustOut,0.656975315196357
h0020,01ES,psngRail,mustOut,0.508020677071777
h0021,01ES,psngRail,mustOut,0.373794098912444
h0022,01ES,psngRail,mustOut,0.292690837781916
h0023,01ES,psngRail,mustOut,0.299569369618418
h0024,01ES,psngRail,mustOut,0.319121565240155
h0025,01ES,psngRail,mustOut,0.316564923097462
h0026,01ES,psngRail,mustOut,0.303176712885572
h0027,01ES,psngRail,mustOut,0.289755445461204
h0028,01ES,psngRail,mustOut,0.359420108497212
h0029,01ES,psngRail,mustOut,0.472298964732021
h0030,01ES,psngRail,mustOut,0.5843166082882
h0031,01ES,psngRail,mustOut,0.590974141045226
h0032,01ES,psngRail,mustOut,0.544058341776098
h0033,01ES,psngRail,mustOut,0.483584264850117
h0034,01ES,psngRail,mustOut,0.461734426052179
h0035,01ES,psngRail,mustOut,0.47224416645197
h0036,01ES,psngRail,mustOut,0.523017146034382
h0037,01ES,psngRail,mustOut,0.581776928227389
h0038,01ES,psngRail,mustOut,0.653569031224153
h0039,01ES,psngRail,mustOut,0.701203311781305
h0040,01ES,psngRail,mustOut,0.593136069575957
h0041,01ES,psngRail,mustOut,0.46463767339788
h0042,01ES,psngRail,mustOut,0.409577158060251
h0043,01ES,psngRail,mustOut,0.478568811429976
h0044,01ES,psngRail,mustOut,0.554743070542369
h0045,01ES,psngRail,mustOut,0.545597224832003
h0046,01ES,psngRail,mustOut,0.546772696293375
h0047,01ES,psngRail,mustOut,0.449408652689464
h0048,01ES,psngRail,mustOut,0.359396119159585
