timestep_superordinate_expansion,timestep_superordinate_dispatch,region_from,region_to,carrier,exchange,scenario,directed,variable,value,objName
none,30th < 2040,Balt < LT,Balt < LV,none,h2Grid,none,yes,expExc,0.005498962948686707,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,Benelux < LU,none,h2Grid,none,yes,expExc,0.09956466624395759,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,Benelux < NL,none,h2Grid,none,yes,expExc,0.002515593560862255,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,DE_ < DE,none,h2Grid,none,yes,expExc,0.0006267376299209226,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < LU,DE_ < DE,none,h2Grid,none,yes,expExc,0.0006406700984540192,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < NL,DE_ < DE,none,h2Grid,none,yes,expExc,0.0005782304467825303,inter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,DE_ < DE,none,h2Grid,none,yes,expExc,0.0005192131433220754,inter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,East < AT,none,h2Grid,none,yes,expExc,0.0003490619890381068,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,East < AT,none,h2Grid,none,yes,expExc,0.00103671084647433,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,East < CZ,none,h2Grid,none,yes,expExc,0.0007471969085295714,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < CZ,none,h2Grid,none,yes,expExc,0.0012087340651203632,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < HU,none,h2Grid,none,yes,expExc,0.001706720843081978,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,East < HU,none,h2Grid,none,yes,expExc,0.0005157387692157323,inter_all_total32_ext8_highFlex
none,30th < 2040,Balt < LT,East < PL,none,h2Grid,none,yes,expExc,0.0003245634914286039,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,East < PL,none,h2Grid,none,yes,expExc,0.0005418319287573922,inter_all_total32_ext8_highFlex
none,30th < 2040,East < CZ,East < PL,none,h2Grid,none,yes,expExc,0.0009309974827695401,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < SI,none,h2Grid,none,yes,expExc,0.003306507184254824,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,East < SI,none,h2Grid,none,yes,expExc,0.001190559114546927,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,East < SI,none,h2Grid,none,yes,expExc,0.001150341900178264,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < SK,none,h2Grid,none,yes,expExc,0.0012668026370877205,inter_all_total32_ext8_highFlex
none,30th < 2040,East < CZ,East < SK,none,h2Grid,none,yes,expExc,0.0032992189506525923,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,East < SK,none,h2Grid,none,yes,expExc,0.0014691703735269781,inter_all_total32_ext8_highFlex
none,30th < 2040,East < PL,East < SK,none,h2Grid,none,yes,expExc,1.668927149302777,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,FR_ < FR,none,h2Grid,none,yes,expExc,0.00038414241483391496,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < LU,FR_ < FR,none,h2Grid,none,yes,expExc,0.0003561997134137116,inter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,FR_ < FR,none,h2Grid,none,yes,expExc,0.0004764573416123101,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,FR_ < FR,none,h2Grid,none,yes,expExc,0.0003213726830116949,inter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,IT_ < IT,none,h2Grid,none,yes,expExc,0.0004666488603695471,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,IT_ < IT,none,h2Grid,none,yes,expExc,0.00028006082908623543,inter_all_total32_ext8_highFlex
none,30th < 2040,East < SI,IT_ < IT,none,h2Grid,none,yes,expExc,0.000240740199700074,inter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,IT_ < IT,none,h2Grid,none,yes,expExc,0.00039392317995033823,inter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,Iberia < ES,none,h2Grid,none,yes,expExc,0.0002618718768297296,inter_all_total32_ext8_highFlex
none,30th < 2040,Iberia < ES,Iberia < PT,none,h2Grid,none,yes,expExc,0.0012773303037424007,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,Scan < DK,none,h2Grid,none,yes,expExc,0.00017689850200760016,inter_all_total32_ext8_highFlex
none,30th < 2040,Balt < EE,Scan < FI,none,h2Grid,none,yes,expExc,0.00022769647839959958,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < DK,Scan < NO,none,h2Grid,none,yes,expExc,0.000936571882449992,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < FI,Scan < NO,none,h2Grid,none,yes,expExc,0.0011910182349053515,inter_all_total32_ext8_highFlex
none,30th < 2040,East < PL,Scan < SE,none,h2Grid,none,yes,expExc,0.0010537450853770282,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < DK,Scan < SE,none,h2Grid,none,yes,expExc,0.3622194289522258,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < FI,Scan < SE,none,h2Grid,none,yes,expExc,0.0234108096269844,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < NO,Scan < SE,none,h2Grid,none,yes,expExc,0.0009513848118791362,inter_all_total32_ext8_highFlex
none,30th < 2040,IT_ < IT,SouthEast < AL,none,h2Grid,none,yes,expExc,0.0010124802863597019,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,SouthEast < BA,none,h2Grid,none,yes,expExc,0.00025701267062558386,inter_all_total32_ext8_highFlex
none,30th < 2040,IT_ < IT,SouthEast < BA,none,h2Grid,none,yes,expExc,0.0008873556117914892,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < AL,SouthEast < GR,none,h2Grid,none,yes,expExc,0.001023420080646222,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BG,SouthEast < GR,none,h2Grid,none,yes,expExc,0.000544939121343345,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < AL,SouthEast < ME,none,h2Grid,none,yes,expExc,0.013096597364273807,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BA,SouthEast < ME,none,h2Grid,none,yes,expExc,0.0020057001765284546,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < AL,SouthEast < MK,none,h2Grid,none,yes,expExc,0.5081625698641782,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BG,SouthEast < MK,none,h2Grid,none,yes,expExc,0.0010489638108264936,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < GR,SouthEast < MK,none,h2Grid,none,yes,expExc,0.2895135328073754,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,SouthEast < RO,none,h2Grid,none,yes,expExc,0.0002692597670015655,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BG,SouthEast < RO,none,h2Grid,none,yes,expExc,0.0006743233232964909,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,SouthEast < RS,none,h2Grid,none,yes,expExc,0.0002571914082171502,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,SouthEast < RS,none,h2Grid,none,yes,expExc,0.00027589353431986866,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < AL,SouthEast < RS,none,h2Grid,none,yes,expExc,0.001276228189822016,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BA,SouthEast < RS,none,h2Grid,none,yes,expExc,0.0016633154851902474,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BG,SouthEast < RS,none,h2Grid,none,yes,expExc,0.0005239756248351386,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < ME,SouthEast < RS,none,h2Grid,none,yes,expExc,0.0012747208891225165,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < MK,SouthEast < RS,none,h2Grid,none,yes,expExc,0.0010351734254427087,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RO,SouthEast < RS,none,h2Grid,none,yes,expExc,0.004310095139806026,inter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,UkPlus < UK,none,h2Grid,none,yes,expExc,0.00032486328345296753,inter_all_total32_ext8_highFlex
none,30th < 2040,UkPlus < IE,UkPlus < UK,none,h2Grid,none,yes,expExc,0.021630544164510587,inter_all_total32_ext8_highFlex
none,30th < 2040,Balt < LV,Balt < EE,none,h2Grid,none,yes,expExc,0.00254229960960085,inter_all_total32_ext8_highFlex
none,30th < 2040,Balt < LV,Balt < LT,none,h2Grid,none,yes,expExc,0.001292292398046306,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < LU,Benelux < BE,none,h2Grid,none,yes,expExc,0.004219685202184675,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < NL,Benelux < BE,none,h2Grid,none,yes,expExc,1.7232944930527696,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,Benelux < BE,none,h2Grid,none,yes,expExc,0.002023042332077205,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,Benelux < LU,none,h2Grid,none,yes,expExc,0.006144404177180513,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,Benelux < NL,none,h2Grid,none,yes,expExc,0.0008947400958800136,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,CH_ < CH,none,h2Grid,none,yes,expExc,0.0011367025044389835,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,CH_ < CH,none,h2Grid,none,yes,expExc,0.0003093539681012341,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,DE_ < DE,none,h2Grid,none,yes,expExc,0.00042089156573905625,inter_all_total32_ext8_highFlex
none,30th < 2040,East < CZ,DE_ < DE,none,h2Grid,none,yes,expExc,0.00047980575488473705,inter_all_total32_ext8_highFlex
none,30th < 2040,East < CZ,East < AT,none,h2Grid,none,yes,expExc,0.014225200593695383,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,East < AT,none,h2Grid,none,yes,expExc,0.001555352145402575,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,East < HR,none,h2Grid,none,yes,expExc,0.0011396502980469733,inter_all_total32_ext8_highFlex
none,30th < 2040,East < PL,Balt < LT,none,h2Grid,none,yes,expExc,0.00035222910911453725,inter_all_total32_ext8_highFlex
none,30th < 2040,East < PL,DE_ < DE,none,h2Grid,none,yes,expExc,0.0005315167170902481,inter_all_total32_ext8_highFlex
none,30th < 2040,East < PL,East < CZ,none,h2Grid,none,yes,expExc,2.543128262175304,inter_all_total32_ext8_highFlex
none,30th < 2040,East < SI,East < AT,none,h2Grid,none,yes,expExc,0.0011063099235978143,inter_all_total32_ext8_highFlex
none,30th < 2040,East < SI,East < HR,none,h2Grid,none,yes,expExc,0.0015843840601564726,inter_all_total32_ext8_highFlex
none,30th < 2040,East < SI,East < HU,none,h2Grid,none,yes,expExc,0.0005742193546451199,inter_all_total32_ext8_highFlex
none,30th < 2040,East < SK,East < AT,none,h2Grid,none,yes,expExc,0.01300730906053247,inter_all_total32_ext8_highFlex
none,30th < 2040,East < SK,East < CZ,none,h2Grid,none,yes,expExc,0.002429078671698657,inter_all_total32_ext8_highFlex
none,30th < 2040,East < SK,East < HU,none,h2Grid,none,yes,expExc,0.5059685181528439,inter_all_total32_ext8_highFlex
none,30th < 2040,East < SK,East < PL,none,h2Grid,none,yes,expExc,0.0008401758149435923,inter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,Benelux < BE,none,h2Grid,none,yes,expExc,0.0025382998707464926,inter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,Benelux < LU,none,h2Grid,none,yes,expExc,0.008631453020297589,inter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,CH_ < CH,none,h2Grid,none,yes,expExc,5.615325318133898,inter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,DE_ < DE,none,h2Grid,none,yes,expExc,0.0004833208190910069,inter_all_total32_ext8_highFlex
none,30th < 2040,IT_ < IT,CH_ < CH,none,h2Grid,none,yes,expExc,0.0007809462359732097,inter_all_total32_ext8_highFlex
none,30th < 2040,IT_ < IT,East < AT,none,h2Grid,none,yes,expExc,0.0004327412339518988,inter_all_total32_ext8_highFlex
none,30th < 2040,IT_ < IT,East < SI,none,h2Grid,none,yes,expExc,0.0004845253006273229,inter_all_total32_ext8_highFlex
none,30th < 2040,IT_ < IT,FR_ < FR,none,h2Grid,none,yes,expExc,0.0002715376301564938,inter_all_total32_ext8_highFlex
none,30th < 2040,Iberia < ES,FR_ < FR,none,h2Grid,none,yes,expExc,0.0002621053709634348,inter_all_total32_ext8_highFlex
none,30th < 2040,Iberia < PT,Iberia < ES,none,h2Grid,none,yes,expExc,0.0008405163252017415,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < DK,DE_ < DE,none,h2Grid,none,yes,expExc,0.00017909074234329523,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < FI,Balt < EE,none,h2Grid,none,yes,expExc,0.000494425511942398,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < NO,Scan < DK,none,h2Grid,none,yes,expExc,0.0006985163018232746,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < NO,Scan < FI,none,h2Grid,none,yes,expExc,0.0007100253095176505,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < SE,East < PL,none,h2Grid,none,yes,expExc,0.00098460384184582,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < SE,Scan < DK,none,h2Grid,none,yes,expExc,0.003165902859504137,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < SE,Scan < FI,none,h2Grid,none,yes,expExc,0.0011343467400471683,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < SE,Scan < NO,none,h2Grid,none,yes,expExc,0.0007197070521571258,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < AL,IT_ < IT,none,h2Grid,none,yes,expExc,2.5843467829961906,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BA,East < HR,none,h2Grid,none,yes,expExc,0.0006036510415920194,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BA,IT_ < IT,none,h2Grid,none,yes,expExc,0.0009715729783961156,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < GR,SouthEast < AL,none,h2Grid,none,yes,expExc,0.0019806062756271853,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < GR,SouthEast < BG,none,h2Grid,none,yes,expExc,0.0012866509291835962,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < ME,SouthEast < AL,none,h2Grid,none,yes,expExc,0.0011014447212648968,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < ME,SouthEast < BA,none,h2Grid,none,yes,expExc,0.0035876966261881842,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < MK,SouthEast < AL,none,h2Grid,none,yes,expExc,0.0012458572743734983,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < MK,SouthEast < BG,none,h2Grid,none,yes,expExc,0.0007446747648868349,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < MK,SouthEast < GR,none,h2Grid,none,yes,expExc,0.000987818013779396,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RO,East < HU,none,h2Grid,none,yes,expExc,0.0006197370761660018,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RO,SouthEast < BG,none,h2Grid,none,yes,expExc,0.0018873627802974452,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RS,East < HR,none,h2Grid,none,yes,expExc,0.0005845523659970487,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RS,East < HU,none,h2Grid,none,yes,expExc,0.0003879925718918944,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RS,SouthEast < AL,none,h2Grid,none,yes,expExc,0.0006547171334322531,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RS,SouthEast < BA,none,h2Grid,none,yes,expExc,0.0025320234807364194,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RS,SouthEast < BG,none,h2Grid,none,yes,expExc,0.0005505521164593273,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RS,SouthEast < ME,none,h2Grid,none,yes,expExc,0.0016807343002838745,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RS,SouthEast < MK,none,h2Grid,none,yes,expExc,0.0008654142704149906,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < RS,SouthEast < RO,none,h2Grid,none,yes,expExc,0.0007689414028564846,inter_all_total32_ext8_highFlex
none,30th < 2040,UkPlus < UK,FR_ < FR,none,h2Grid,none,yes,expExc,0.0003639975466304537,inter_all_total32_ext8_highFlex
none,30th < 2040,UkPlus < UK,UkPlus < IE,none,h2Grid,none,yes,expExc,0.18818604739049374,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < AL,SouthEast < GR,none,powerGrid < hvac,none,no,expExc,2.650601418222988,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < AL,SouthEast < ME,none,powerGrid < hvac,none,no,expExc,1.999993415617666,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < AL,SouthEast < MK,none,powerGrid < hvac,none,no,expExc,2.999980416425876,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < AL,SouthEast < RS,none,powerGrid < hvac,none,no,expExc,2.9999879317343914,inter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,East < AT,none,powerGrid < hvac,none,no,expExc,3.6013895332018397,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < CZ,none,powerGrid < hvac,none,no,expExc,2.499991867826213,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,East < AT,none,powerGrid < hvac,none,no,expExc,3.100160102565102,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < HU,none,powerGrid < hvac,none,no,expExc,2.999986953747303,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,IT_ < IT,none,powerGrid < hvac,none,no,expExc,1.4999987733194986,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < SI,none,powerGrid < hvac,none,no,expExc,1.9999848722863502,inter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < SK,none,powerGrid < hvac,none,no,expExc,0.9969978390736055,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,SouthEast < BA,none,powerGrid < hvac,none,no,expExc,2.6439970793593432,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BA,SouthEast < ME,none,powerGrid < hvac,none,no,expExc,1.827269468496821,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BA,SouthEast < RS,none,powerGrid < hvac,none,no,expExc,1.8499370147074232,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,DE_ < DE,none,powerGrid < hvac,none,no,expExc,5.405552376217546,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,FR_ < FR,none,powerGrid < hvac,none,no,expExc,6.999997941826091,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,Benelux < LU,none,powerGrid < hvac,none,no,expExc,0.4972792851293551,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,Benelux < NL,none,powerGrid < hvac,none,no,expExc,2.0008898873023004,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BG,SouthEast < GR,none,powerGrid < hvac,none,no,expExc,4.6249744616384705,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BG,SouthEast < MK,none,powerGrid < hvac,none,no,expExc,1.6170914771674425,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BG,SouthEast < RO,none,powerGrid < hvac,none,no,expExc,3.947403322556035,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < BG,SouthEast < RS,none,powerGrid < hvac,none,no,expExc,0.08523779196855095,inter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,DE_ < DE,none,powerGrid < hvac,none,no,expExc,6.099995571757347,inter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,FR_ < FR,none,powerGrid < hvac,none,no,expExc,4.499997180739628,inter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,IT_ < IT,none,powerGrid < hvac,none,no,expExc,1.3999980533319054,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,East < CZ,none,powerGrid < hvac,none,no,expExc,1.6246751358287441,inter_all_total32_ext8_highFlex
none,30th < 2040,East < CZ,East < PL,none,powerGrid < hvac,none,no,expExc,2.9999530644911427,inter_all_total32_ext8_highFlex
none,30th < 2040,East < CZ,East < SK,none,powerGrid < hvac,none,no,expExc,1.9999954696019833,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,Scan < DK,none,powerGrid < hvac,none,no,expExc,2.00005006207337,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,FR_ < FR,none,powerGrid < hvac,none,no,expExc,7.799998466668729,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < LU,DE_ < DE,none,powerGrid < hvac,none,no,expExc,0.0013448803280941579,inter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < NL,DE_ < DE,none,powerGrid < hvac,none,no,expExc,1.001500212729314,inter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,East < PL,none,powerGrid < hvac,none,no,expExc,8.000056597165214,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < DK,Scan < SE,none,powerGrid < hvac,none,no,expExc,2.999023663831542,inter_all_total32_ext8_highFlex
none,30th < 2040,Balt < EE,Balt < LV,none,powerGrid < hvac,none,no,expExc,3.9269252789005726,inter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,Iberia < ES,none,powerGrid < hvac,none,no,expExc,8.999997664093149,inter_all_total32_ext8_highFlex
none,30th < 2040,Iberia < ES,Iberia < PT,none,powerGrid < hvac,none,no,expExc,7.502555234137275,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < FI,Scan < NO,none,powerGrid < hvac,none,no,expExc,4.00842192603234,inter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,IT_ < IT,none,powerGrid < hvac,none,no,expExc,2.9891153532655537,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < GR,SouthEast < MK,none,powerGrid < hvac,none,no,expExc,1.500882827981637,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,East < HU,none,powerGrid < hvac,none,no,expExc,0.0019717760574347455,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,SouthEast < RS,none,powerGrid < hvac,none,no,expExc,2.0999975309295635,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,East < SI,none,powerGrid < hvac,none,no,expExc,2.067959258516232,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,SouthEast < RO,none,powerGrid < hvac,none,no,expExc,2.616997804412549,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,SouthEast < RS,none,powerGrid < hvac,none,no,expExc,2.999997984697132,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,East < SI,none,powerGrid < hvac,none,no,expExc,0.0036256335124557966,inter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,East < SK,none,powerGrid < hvac,none,no,expExc,2.900419339000782,inter_all_total32_ext8_highFlex
none,30th < 2040,UkPlus < IE,UkPlus < UK,none,powerGrid < hvac,none,no,expExc,1.069998259698314,inter_all_total32_ext8_highFlex
none,30th < 2040,East < SI,IT_ < IT,none,powerGrid < hvac,none,no,expExc,1.9999977624695977,inter_all_total32_ext8_highFlex
none,30th < 2040,Balt < LT,Balt < LV,none,powerGrid < hvac,none,no,expExc,5.301277892664026,inter_all_total32_ext8_highFlex
none,30th < 2040,Balt < LT,East < PL,none,powerGrid < hvac,none,no,expExc,3.500037188053053,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < ME,SouthEast < RS,none,powerGrid < hvac,none,no,expExc,1.2304895940863998,inter_all_total32_ext8_highFlex
none,30th < 2040,SouthEast < MK,SouthEast < RS,none,powerGrid < hvac,none,no,expExc,2.999906310526214,inter_all_total32_ext8_highFlex
none,30th < 2040,Scan < NO,Scan < SE,none,powerGrid < hvac,none,no,expExc,2.5843751241605863,inter_all_total32_ext8_highFlex
none,30th < 2040,East < PL,East < SK,none,powerGrid < hvac,none,no,expExc,2.99999759264272,inter_all_total32_ext8_highFlex
