region_1,technology_3,parameter,value
AT,offshore,capaConvUp,0.0
CH,offshore,capaConvUp,0.0
DE,offshore,capaConvUp,83.6
FR,offshore,capaConvUp,133.7
IT,offshore,capaConvUp,77.7
