timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,BE,be,28BE,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,4.987905597541
30th,2040,EU,CZ,cz,39CZ,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.214586722826
30th,2040,EU,CZ,cz,40CZ,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.185279708679
30th,2040,EU,DK,dk_e,72DK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.122292802053
30th,2040,EU,DK,dk_w,38DK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.319803698522
30th,2040,EU,ES,es,01ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.516203433643
30th,2040,EU,ES,es,02ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.607240337718
30th,2040,EU,ES,es,03ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.401712463799
30th,2040,EU,ES,es,04ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.989865334307
30th,2040,EU,ES,es,05ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.320739934111
30th,2040,EU,ES,es,07ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.735394201367
30th,2040,EU,ES,es,08ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.395664310316
30th,2040,EU,ES,es,09ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.565693941405
30th,2040,EU,ES,es,10ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.324843927471
30th,2040,EU,FR,fr,14FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.351092451108
30th,2040,EU,FR,fr,15FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.08493846699
30th,2040,EU,FR,fr,16FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.453105379121
30th,2040,EU,FR,fr,17FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.410868279048
30th,2040,EU,FR,fr,18FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.284310629935
30th,2040,EU,FR,fr,19FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.938007753048
30th,2040,EU,FR,fr,20FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.764996958089
30th,2040,EU,FR,fr,21FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.592123534456
30th,2040,EU,FR,fr,22FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.047475606988
30th,2040,EU,FR,fr,23FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,3.874647570298
30th,2040,EU,FR,fr,24FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.288461760616
30th,2040,EU,FR,fr,25FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.545447466696
30th,2040,EU,FR,fr,26FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.958302359735
30th,2040,EU,FR,fr,27FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.167016199819
30th,2040,EU,GR,gr,68GR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.242943353798
30th,2040,EU,HU,hu,58HU,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.345187923055
30th,2040,EU,IE,ie,96IE,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.624253750223
30th,2040,EU,IT,it_sar,98IT,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.227759393464
30th,2040,EU,IT,it_sic,56IT,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.446408410645
30th,2040,EU,NL,nl,30NL,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,7.126576133062
30th,2040,EU,PL,pl,41PL,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.176820304881
30th,2040,EU,PL,pl,42PL,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.959403940409
30th,2040,EU,PL,pl,43PL,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.518543985523
30th,2040,EU,PL,pl,44PL,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.390563019501
30th,2040,EU,PL,pl,45PL,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.814718197257
30th,2040,EU,PT,pt,12PT,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.601284798904
30th,2040,EU,PT,pt,13PT,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.420089548463
30th,2040,EU,RO,ro,60RO,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.343274269369
30th,2040,EU,RO,ro,61RO,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.6425712369
30th,2040,EU,SE,se_1,86SE,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.039465711452
30th,2040,EU,SE,se_2,87SE,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.191222210238
30th,2040,EU,SE,se_3,88SE,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.919801584952
30th,2040,nonEU,AL,al,70AL,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.578002722671
30th,2040,nonEU,CH,ch,47CH,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.623334861244
30th,2040,nonEU,ME,me,64ME,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.134103992191
30th,2040,nonEU,MK,mk,67MK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.406930114055
30th,2040,nonEU,NO,no_n,84NO,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.071825511122
30th,2040,nonEU,NO,no_s,79NO,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.036411589931
30th,2040,nonEU,NO,no_s,80NO,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.083958510254
30th,2040,nonEU,NO,no_s,82NO,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.325743780031
30th,2040,nonEU,RS,rs,65RS,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.422230873151
30th,2040,nonEU,UK,ni,95UK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.219597679911
30th,2040,nonEU,UK,uk,90UK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.669904248091
30th,2040,nonEU,UK,uk,91UK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.465567131933
30th,2040,nonEU,UK,uk,92UK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,3.234654909013
30th,2040,nonEU,UK,uk,93UK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.850128215043
30th,2040,nonEU,UK,uk,94UK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.225695016774
