timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,AT,at,50AT,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,AT,at,51AT,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,BE,be,28BE,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,01ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,02ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,03ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,04ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,05ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,06ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,07ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,08ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,09ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,10ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,ES,es,11ES,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,ocgt,,ocgtGasChp,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,ocgt,,ocgtGasChp,expConvFix,0.0
