timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,AT,at,50AT,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,AT,at,51AT,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,BE,be,28BE,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,DE,de,31DE,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,DE,de,32DE,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,DE,de,33DE,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,DE,de,34DE,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,DE,de,35DE,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,DE,de,36DE,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,DE,de,37DE,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,01ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,02ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,03ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,04ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,05ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,06ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,07ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,08ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,09ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,10ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,ES,es,11ES,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,ocgt,,ocgtGasChpH2Rdy,expConvFix,0.0
