timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,AT,at,50AT,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,AT,at,51AT,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,BE,be,28BE,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,DE,de,31DE,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,DE,de,32DE,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,DE,de,33DE,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,DE,de,34DE,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,DE,de,35DE,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,DE,de,36DE,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,DE,de,37DE,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,01ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,02ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,03ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,04ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,05ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,06ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,07ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,08ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,09ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,10ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,ES,es,11ES,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,transport,,fcFrtRoadHeavy,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,transport,,fcFrtRoadHeavy,expConvFix,0.0
