timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,AT,at,50AT,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,AT,at,51AT,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,BE,be,28BE,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,DE,de,31DE,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,DE,de,32DE,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,DE,de,33DE,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,DE,de,34DE,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,DE,de,35DE,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,DE,de,36DE,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,DE,de,37DE,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,01ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,02ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,03ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,04ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,05ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,06ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,07ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,08ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,09ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,10ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,ES,es,11ES,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,nuclear,,nuclearPowerFlexChp_SFR,expConvFix,0.0
