timestep_5,region_4,technology_3,parameter,value
h0001,01ES,reservoir,stInflow,0.315663567
h0002,01ES,reservoir,stInflow,0.315663567
h0003,01ES,reservoir,stInflow,0.282683214
h0004,01ES,reservoir,stInflow,0.267216346
h0005,01ES,reservoir,stInflow,0.28237511
h0006,01ES,reservoir,stInflow,0.292858487
h0007,01ES,reservoir,stInflow,0.289064835
h0008,01ES,reservoir,stInflow,0.275297045
h0009,01ES,reservoir,stInflow,0.264968729
h0010,01ES,reservoir,stInflow,0.24634071
h0011,01ES,reservoir,stInflow,0.225255459
h0012,01ES,reservoir,stInflow,0.21241272
h0013,01ES,reservoir,stInflow,0.207107239
h0014,01ES,reservoir,stInflow,0.212013956
h0015,01ES,reservoir,stInflow,0.202787836
h0016,01ES,reservoir,stInflow,0.19506219
h0017,01ES,reservoir,stInflow,0.190652802
h0018,01ES,reservoir,stInflow,0.190064613
h0019,01ES,reservoir,stInflow,0.189852205
h0020,01ES,reservoir,stInflow,0.193091575
h0021,01ES,reservoir,stInflow,0.200026535
h0022,01ES,reservoir,stInflow,0.232046888
h0023,01ES,reservoir,stInflow,0.272887709
h0024,01ES,reservoir,stInflow,0.297893771
h0025,01ES,reservoir,stInflow,0.334603188
h0026,01ES,reservoir,stInflow,0.33744067
h0027,01ES,reservoir,stInflow,0.363506137
h0028,01ES,reservoir,stInflow,0.390628408
h0029,01ES,reservoir,stInflow,0.433194592
h0030,01ES,reservoir,stInflow,0.477787559
h0031,01ES,reservoir,stInflow,0.508825233
h0032,01ES,reservoir,stInflow,0.486052055
h0033,01ES,reservoir,stInflow,0.516129351
h0034,01ES,reservoir,stInflow,0.52776161
h0035,01ES,reservoir,stInflow,0.539498501
h0036,01ES,reservoir,stInflow,0.552663125
h0037,01ES,reservoir,stInflow,0.543906582
h0038,01ES,reservoir,stInflow,0.560477679
h0039,01ES,reservoir,stInflow,0.559563623
h0040,01ES,reservoir,stInflow,0.571433934
h0041,01ES,reservoir,stInflow,0.548035057
h0042,01ES,reservoir,stInflow,0.525025567
