timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AT,wind,scr2008,avaConv,0.6454714914575705
h0002,AT,wind,scr2008,avaConv,0.6809451031375934
h0003,AT,wind,scr2008,avaConv,0.42468402687781354
h0004,AT,wind,scr2008,avaConv,0.2953748928447151
h0005,AT,wind,scr2008,avaConv,0.17050223699184952
h0006,AT,wind,scr2008,avaConv,0.4286644589472025
h0007,AT,wind,scr2008,avaConv,0.4130135807965274
h0008,AT,wind,scr2008,avaConv,0.31036834198499114
h0009,AT,wind,scr2008,avaConv,0.06930705814353597
h0010,AT,wind,scr2008,avaConv,0.03025149484134781
h0011,AT,wind,scr2008,avaConv,0.33970937818664404
h0012,AT,wind,scr2008,avaConv,0.6079078024656038
h0013,AT,wind,scr2008,avaConv,0.8381239036455539
h0014,AT,wind,scr2008,avaConv,0.8512616811398415
h0015,AT,wind,scr2008,avaConv,0.6518351305942635
h0016,AT,wind,scr2008,avaConv,0.5066711313086967
h0017,AT,wind,scr2008,avaConv,0.18080881790457945
h0018,AT,wind,scr2008,avaConv,0.30868707737412626
h0019,AT,wind,scr2008,avaConv,0.38119862372752467
h0020,AT,wind,scr2008,avaConv,0.3946477765974377
h0021,AT,wind,scr2008,avaConv,0.17913954695517953
h0022,AT,wind,scr2008,avaConv,0.06355464021704023
h0023,AT,wind,scr2008,avaConv,0.004304568632850962
h0024,AT,wind,scr2008,avaConv,0.14715089176763183
h0025,AT,wind,scr2008,avaConv,0.46960405302414737
h0026,AT,wind,scr2008,avaConv,0.7227073844529204
h0027,AT,wind,scr2008,avaConv,0.4141178901493493
h0028,AT,wind,scr2008,avaConv,0.4422935913573148
h0029,AT,wind,scr2008,avaConv,0.3857549483898146
h0030,AT,wind,scr2008,avaConv,0.3887612839679328
h0031,AT,wind,scr2008,avaConv,0.26362950896807613
h0032,AT,wind,scr2008,avaConv,0.1536976313881515
h0033,AT,wind,scr2008,avaConv,0.12281717767624999
h0034,AT,wind,scr2008,avaConv,0.013698077791103507
h0035,AT,wind,scr2008,avaConv,0.01556305981261804
h0036,AT,wind,scr2008,avaConv,0.04764529730042322
