timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2000,dem,22.257803461406464
h0002,AT,electricity,scr2000,dem,21.991510348085836
h0003,AT,electricity,scr2000,dem,24.182743607244248
h0004,AT,electricity,scr2000,dem,29.177934059835525
h0005,AT,electricity,scr2000,dem,38.07386444592097
h0006,AT,electricity,scr2000,dem,39.960725717287694
h0007,AT,electricity,scr2000,dem,39.655340815662036
h0008,AT,electricity,scr2000,dem,30.901329007388966
h0009,AT,electricity,scr2000,dem,31.902634310112212
h0010,AT,electricity,scr2000,dem,32.202322678793976
h0011,AT,electricity,scr2000,dem,35.48398782914455
h0012,AT,electricity,scr2000,dem,33.31112457528076
h0013,AT,electricity,scr2000,dem,29.553259863399976
h0014,AT,electricity,scr2000,dem,29.584033153194973
h0015,AT,electricity,scr2000,dem,28.711526186521013
h0016,AT,electricity,scr2000,dem,27.635166482558777
h0017,AT,electricity,scr2000,dem,28.391352180057563
h0018,AT,electricity,scr2000,dem,33.631687642429796
h0019,AT,electricity,scr2000,dem,46.24488818126489
h0020,AT,electricity,scr2000,dem,47.96502971390783
h0021,AT,electricity,scr2000,dem,41.8498157961663
h0022,AT,electricity,scr2000,dem,27.318486045662624
h0023,AT,electricity,scr2000,dem,21.423067504141514
h0024,AT,electricity,scr2000,dem,17.532678099130226
h0025,AT,electricity,scr2000,dem,18.14197942445661
h0026,AT,electricity,scr2000,dem,14.806030190994035
h0027,AT,electricity,scr2000,dem,11.674362501256462
h0028,AT,electricity,scr2000,dem,10.29243338765716
h0029,AT,electricity,scr2000,dem,16.312760473865474
h0030,AT,electricity,scr2000,dem,22.787313305373075
h0031,AT,electricity,scr2000,dem,22.352690076028754
h0032,AT,electricity,scr2000,dem,20.284315443810705
h0033,AT,electricity,scr2000,dem,18.002366455932304
h0034,AT,electricity,scr2000,dem,16.31921597056333
h0035,AT,electricity,scr2000,dem,11.107775764682705
h0036,AT,electricity,scr2000,dem,11.380076713222259
h0037,AT,electricity,scr2000,dem,14.246089426698196
h0038,AT,electricity,scr2000,dem,13.660784840188144
h0039,AT,electricity,scr2000,dem,10.2268837560141
h0040,AT,electricity,scr2000,dem,7.381613109380645
h0041,AT,electricity,scr2000,dem,7.956531910531005
h0042,AT,electricity,scr2000,dem,8.049920892901119
h0043,AT,electricity,scr2000,dem,8.469803001871863
h0044,AT,electricity,scr2000,dem,8.237825120334652
h0045,AT,electricity,scr2000,dem,8.063172050977144
h0046,AT,electricity,scr2000,dem,7.576643991910053
h0047,AT,electricity,scr2000,dem,7.124820763127241
h0048,AT,electricity,scr2000,dem,6.545783168208828
h0049,AT,electricity,scr2000,dem,5.780878899008341
h0050,AT,electricity,scr2000,dem,5.258753056235712
h0051,AT,electricity,scr2000,dem,5.031886989400095
h0052,AT,electricity,scr2000,dem,4.881619104890851
h0053,AT,electricity,scr2000,dem,4.815794303646573
h0054,AT,electricity,scr2000,dem,4.555445536712864
h0055,AT,electricity,scr2000,dem,5.204760553664503
h0056,AT,electricity,scr2000,dem,5.582499017006128
h0057,AT,electricity,scr2000,dem,6.77996422956811
h0058,AT,electricity,scr2000,dem,7.132381269488315
h0059,AT,electricity,scr2000,dem,7.894140110040681
h0060,AT,electricity,scr2000,dem,8.031949526698096
h0061,AT,electricity,scr2000,dem,7.226123147449266
h0062,AT,electricity,scr2000,dem,7.2175233973592245
h0063,AT,electricity,scr2000,dem,6.503548529190871
h0064,AT,electricity,scr2000,dem,7.199159594093139
h0065,AT,electricity,scr2000,dem,6.934089006479907
h0066,AT,electricity,scr2000,dem,7.375913710235846
h0067,AT,electricity,scr2000,dem,7.223468403794653
h0068,AT,electricity,scr2000,dem,6.657509647338561
h0069,AT,electricity,scr2000,dem,6.387894316872444
h0070,AT,electricity,scr2000,dem,5.80458724216788
h0071,AT,electricity,scr2000,dem,5.876668690886817
h0072,AT,electricity,scr2000,dem,5.445173904121089
h0073,AT,electricity,scr2000,dem,5.304748018381296
h0074,AT,electricity,scr2000,dem,5.044927003690144
h0075,AT,electricity,scr2000,dem,4.722487673935783
h0076,AT,electricity,scr2000,dem,4.658628738984541
h0077,AT,electricity,scr2000,dem,4.436044971767263
h0078,AT,electricity,scr2000,dem,4.940992232301855
h0079,AT,electricity,scr2000,dem,5.126028156920633
h0080,AT,electricity,scr2000,dem,6.196989663989585
h0081,AT,electricity,scr2000,dem,6.851573355136418
h0082,AT,electricity,scr2000,dem,7.716770908850705
h0083,AT,electricity,scr2000,dem,7.966792068329768
h0084,AT,electricity,scr2000,dem,7.3165972638606345
h0085,AT,electricity,scr2000,dem,7.371045255826514
h0086,AT,electricity,scr2000,dem,6.682066398806596
h0087,AT,electricity,scr2000,dem,7.562812316059677
h0088,AT,electricity,scr2000,dem,7.336398619611348
h0089,AT,electricity,scr2000,dem,7.891564116150709
h0090,AT,electricity,scr2000,dem,8.062743940076517
h0091,AT,electricity,scr2000,dem,8.84693051426269
h0092,AT,electricity,scr2000,dem,9.563211183510123
h0093,AT,electricity,scr2000,dem,8.561596246867117
h0094,AT,electricity,scr2000,dem,7.514769760419302
h0095,AT,electricity,scr2000,dem,7.015323017461798
h0096,AT,electricity,scr2000,dem,10.751985033409703
h0097,AT,electricity,scr2000,dem,12.128280768070615
h0098,AT,electricity,scr2000,dem,11.351689166117389
h0099,AT,electricity,scr2000,dem,10.509457554083998
h0100,AT,electricity,scr2000,dem,12.10555262318865
h0101,AT,electricity,scr2000,dem,15.1198628923355
h0102,AT,electricity,scr2000,dem,13.87483895865831
h0103,AT,electricity,scr2000,dem,15.386370662126653
h0104,AT,electricity,scr2000,dem,18.94051166833387
h0105,AT,electricity,scr2000,dem,25.83576392491176
h0106,AT,electricity,scr2000,dem,26.452863321171012
h0107,AT,electricity,scr2000,dem,22.31299389641662
h0108,AT,electricity,scr2000,dem,18.866802426280604
h0109,AT,electricity,scr2000,dem,17.777525783601178
h0110,AT,electricity,scr2000,dem,20.14803385020944
h0001,CH,electricity,scr2000,dem,24.38295623183269
h0002,CH,electricity,scr2000,dem,22.510493105932184
h0003,CH,electricity,scr2000,dem,23.703953502055217
h0004,CH,electricity,scr2000,dem,27.7839550925794
h0005,CH,electricity,scr2000,dem,33.072760349692324
h0006,CH,electricity,scr2000,dem,34.299237679164264
h0007,CH,electricity,scr2000,dem,32.34720121036528
h0008,CH,electricity,scr2000,dem,26.906665652306955
h0009,CH,electricity,scr2000,dem,27.494843889956336
h0010,CH,electricity,scr2000,dem,27.813576853455245
h0011,CH,electricity,scr2000,dem,28.63724620874248
h0012,CH,electricity,scr2000,dem,25.977016875386216
h0013,CH,electricity,scr2000,dem,22.820939175467004
h0014,CH,electricity,scr2000,dem,23.959321129442472
h0015,CH,electricity,scr2000,dem,24.146169204226496
h0016,CH,electricity,scr2000,dem,23.053208189330107
h0017,CH,electricity,scr2000,dem,23.58329159438055
h0018,CH,electricity,scr2000,dem,24.895074077170175
h0019,CH,electricity,scr2000,dem,31.800622952705922
h0020,CH,electricity,scr2000,dem,31.998787703937666
h0021,CH,electricity,scr2000,dem,30.146040858571965
h0022,CH,electricity,scr2000,dem,23.91767265444522
h0023,CH,electricity,scr2000,dem,21.00585340452107
h0024,CH,electricity,scr2000,dem,17.39087061126169
h0025,CH,electricity,scr2000,dem,16.71414731820488
h0026,CH,electricity,scr2000,dem,14.74662488546571
h0027,CH,electricity,scr2000,dem,13.978944383402231
h0028,CH,electricity,scr2000,dem,13.613913060996932
h0029,CH,electricity,scr2000,dem,20.155746819469442
h0030,CH,electricity,scr2000,dem,26.380941192526667
h0031,CH,electricity,scr2000,dem,26.558982309558786
h0032,CH,electricity,scr2000,dem,21.81965406608065
h0033,CH,electricity,scr2000,dem,14.765405150226401
h0034,CH,electricity,scr2000,dem,11.23101073947688
h0035,CH,electricity,scr2000,dem,7.501577063177352
h0036,CH,electricity,scr2000,dem,8.68432708587318
h0037,CH,electricity,scr2000,dem,9.846569917322997
h0038,CH,electricity,scr2000,dem,8.990218574852104
h0039,CH,electricity,scr2000,dem,7.1418178380058475
h0040,CH,electricity,scr2000,dem,5.397885637788439
h0041,CH,electricity,scr2000,dem,5.713014467406543
h0042,CH,electricity,scr2000,dem,6.720972709150766
h0043,CH,electricity,scr2000,dem,7.820417439292992
h0044,CH,electricity,scr2000,dem,7.37659754599424
h0045,CH,electricity,scr2000,dem,7.756637814244867
h0046,CH,electricity,scr2000,dem,7.707257684256197
h0047,CH,electricity,scr2000,dem,7.696849035582423
h0048,CH,electricity,scr2000,dem,5.435218633044739
h0049,CH,electricity,scr2000,dem,3.7024382105490337
h0050,CH,electricity,scr2000,dem,4.978894083324533
h0051,CH,electricity,scr2000,dem,5.210139726057289
h0052,CH,electricity,scr2000,dem,5.278510916456151
h0053,CH,electricity,scr2000,dem,3.2103135530701823
h0054,CH,electricity,scr2000,dem,2.8563269324233147
h0055,CH,electricity,scr2000,dem,2.8114919092262562
h0056,CH,electricity,scr2000,dem,2.8028780809004763
h0057,CH,electricity,scr2000,dem,3.0689483490369907
h0058,CH,electricity,scr2000,dem,3.35956536429311
h0059,CH,electricity,scr2000,dem,3.613033359173516
h0060,CH,electricity,scr2000,dem,3.652345991819121
h0061,CH,electricity,scr2000,dem,3.726058482923814
h0062,CH,electricity,scr2000,dem,3.982797117214601
h0063,CH,electricity,scr2000,dem,3.8172392867558744
h0064,CH,electricity,scr2000,dem,3.5795649622467405
h0065,CH,electricity,scr2000,dem,3.2213741568346537
h0066,CH,electricity,scr2000,dem,3.1954829383750343
h0067,CH,electricity,scr2000,dem,3.0604352575602944
h0068,CH,electricity,scr2000,dem,2.8591824079837327
h0069,CH,electricity,scr2000,dem,2.7471454948362926
h0070,CH,electricity,scr2000,dem,2.6322450308960113
h0071,CH,electricity,scr2000,dem,2.7002037716095444
h0072,CH,electricity,scr2000,dem,2.6821709594118364
h0073,CH,electricity,scr2000,dem,2.79839570793565
h0074,CH,electricity,scr2000,dem,2.982652136307463
h0075,CH,electricity,scr2000,dem,3.02721948021808
h0076,CH,electricity,scr2000,dem,2.998400909103874
h0077,CH,electricity,scr2000,dem,2.7902822831413547
h0078,CH,electricity,scr2000,dem,2.794992959267537
h0079,CH,electricity,scr2000,dem,2.763254849313798
h0080,CH,electricity,scr2000,dem,2.9833087604004835
h0081,CH,electricity,scr2000,dem,3.177458194067185
h0082,CH,electricity,scr2000,dem,3.401634302969357
