timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AT,wind,scr2004,avaConv,0.32537845267137244
h0002,AT,wind,scr2004,avaConv,0.7846083518019545
h0003,AT,wind,scr2004,avaConv,0.7688819700681074
h0004,AT,wind,scr2004,avaConv,0.9634343005663182
h0005,AT,wind,scr2004,avaConv,0.43704822610620825
h0006,AT,wind,scr2004,avaConv,0.6062237831037094
h0007,AT,wind,scr2004,avaConv,0.4795352860586658
h0008,AT,wind,scr2004,avaConv,0.4825485932264638
h0009,AT,wind,scr2004,avaConv,0.2551988559087473
h0010,AT,wind,scr2004,avaConv,0.3728041566354779
h0011,AT,wind,scr2004,avaConv,0.925810100715087
h0012,AT,wind,scr2004,avaConv,0.7272126508323661
h0013,AT,wind,scr2004,avaConv,0.5089057924266679
h0014,AT,wind,scr2004,avaConv,0.11666041903474463
h0015,AT,wind,scr2004,avaConv,0.11723576083660683
h0016,AT,wind,scr2004,avaConv,0.07360907723721086
h0017,AT,wind,scr2004,avaConv,0.07063987556965858
h0018,AT,wind,scr2004,avaConv,0.039908883254031635
h0019,AT,wind,scr2004,avaConv,0.012050208920646281
h0020,AT,wind,scr2004,avaConv,0.0117001434903185
h0021,AT,wind,scr2004,avaConv,0.058172187742741396
h0022,AT,wind,scr2004,avaConv,0.16872649814352322
h0023,AT,wind,scr2004,avaConv,0.48544316224897754
h0024,AT,wind,scr2004,avaConv,0.8427301718745288
h0025,AT,wind,scr2004,avaConv,0.8684911904476592
h0026,AT,wind,scr2004,avaConv,0.4199892017925997
h0027,AT,wind,scr2004,avaConv,0.1163526503130405
h0028,AT,wind,scr2004,avaConv,0.16854599165315926
h0029,AT,wind,scr2004,avaConv,0.5354643414206259
h0030,AT,wind,scr2004,avaConv,0.5509709752200246
h0031,AT,wind,scr2004,avaConv,0.3817655704927527
h0032,AT,wind,scr2004,avaConv,0.1799433265236017
h0033,AT,wind,scr2004,avaConv,0.13464346235217994
h0034,AT,wind,scr2004,avaConv,0.43220570160289423
h0035,AT,wind,scr2004,avaConv,0.38692218690342467
h0036,AT,wind,scr2004,avaConv,0.47404797185849396
h0037,AT,wind,scr2004,avaConv,0.3730633539970894
h0038,AT,wind,scr2004,avaConv,0.28648004078892025
h0039,AT,wind,scr2004,avaConv,0.2368430479307522
h0040,AT,wind,scr2004,avaConv,0.05258906328151983
h0041,AT,wind,scr2004,avaConv,0.04723420007754786
h0042,AT,wind,scr2004,avaConv,0.04123218032828895
h0043,AT,wind,scr2004,avaConv,0.04750455108341334
h0044,AT,wind,scr2004,avaConv,0.07232698722002429
h0045,AT,wind,scr2004,avaConv,0.09983189820652612
h0046,AT,wind,scr2004,avaConv,0.05590066829671975
h0047,AT,wind,scr2004,avaConv,0.1847578481462459
h0048,AT,wind,scr2004,avaConv,0.14785637922981137
h0049,AT,wind,scr2004,avaConv,0.19884599564246552
h0050,AT,wind,scr2004,avaConv,0.034313092041499675
h0051,AT,wind,scr2004,avaConv,0.02369500189660442
h0052,AT,wind,scr2004,avaConv,0.0023622599404024003
h0053,AT,wind,scr2004,avaConv,0.003380888277371584
h0054,AT,wind,scr2004,avaConv,0.0035829414940672945
h0055,AT,wind,scr2004,avaConv,0.007070291158020162
h0056,AT,wind,scr2004,avaConv,0.0412720552724251
h0057,AT,wind,scr2004,avaConv,0.05578609859495706
h0058,AT,wind,scr2004,avaConv,0.0705097389658712
h0059,AT,wind,scr2004,avaConv,0.02868650184818598
h0060,AT,wind,scr2004,avaConv,0.01762520562205794
h0061,AT,wind,scr2004,avaConv,0.001192842076153091
h0062,AT,wind,scr2004,avaConv,0.0
h0063,AT,wind,scr2004,avaConv,0.0020424433901660944
h0064,AT,wind,scr2004,avaConv,0.018051457645568272
h0065,AT,wind,scr2004,avaConv,0.017021178210056408
h0066,AT,wind,scr2004,avaConv,0.03132319412917378
h0067,AT,wind,scr2004,avaConv,0.11041061346482377
h0068,AT,wind,scr2004,avaConv,0.11765093038395041
h0069,AT,wind,scr2004,avaConv,0.15040819780104048
h0070,AT,wind,scr2004,avaConv,0.03584792104436291
h0071,AT,wind,scr2004,avaConv,0.03937379615048119
h0072,AT,wind,scr2004,avaConv,0.017336472703479527
h0073,AT,wind,scr2004,avaConv,0.016484670081096314
h0074,AT,wind,scr2004,avaConv,0.0911516044717227
h0075,AT,wind,scr2004,avaConv,0.11198722178316775
h0076,AT,wind,scr2004,avaConv,0.10858628346201227
h0077,AT,wind,scr2004,avaConv,0.04867344640632511
h0078,AT,wind,scr2004,avaConv,0.04223184894917814
h0079,AT,wind,scr2004,avaConv,0.09140315183461069
h0080,AT,wind,scr2004,avaConv,0.07057746506728073
h0081,AT,wind,scr2004,avaConv,0.054133555431919556
h0082,AT,wind,scr2004,avaConv,0.026336995626493984
h0083,AT,wind,scr2004,avaConv,0.014521777555406892
h0084,AT,wind,scr2004,avaConv,0.012266949533231696
h0085,AT,wind,scr2004,avaConv,0.11428980553659993
h0086,AT,wind,scr2004,avaConv,0.12105022951647999
h0087,AT,wind,scr2004,avaConv,0.12995850231892625
h0088,AT,wind,scr2004,avaConv,0.012639018204216012
h0089,AT,wind,scr2004,avaConv,0.010362065700624767
h0090,AT,wind,scr2004,avaConv,0.05850131977581283
h0091,AT,wind,scr2004,avaConv,0.1869516925320282
h0092,AT,wind,scr2004,avaConv,0.21686298208006513
h0093,AT,wind,scr2004,avaConv,0.1135655891257792
h0094,AT,wind,scr2004,avaConv,0.05834625401105656
h0095,AT,wind,scr2004,avaConv,0.07632674484836313
h0096,AT,wind,scr2004,avaConv,0.23663236606395635
h0097,AT,wind,scr2004,avaConv,0.2732832402053362
h0098,AT,wind,scr2004,avaConv,0.36811221784715603
h0099,AT,wind,scr2004,avaConv,0.20549204161280163
h0100,AT,wind,scr2004,avaConv,0.15359753670686727
h0101,AT,wind,scr2004,avaConv,0.12207182500659308
h0102,AT,wind,scr2004,avaConv,0.09830931075810945
