timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2011,dem,24.248747949174856
h0002,AT,electricity,scr2011,dem,24.89619506086369
h0003,AT,electricity,scr2011,dem,24.912540689519957
h0004,AT,electricity,scr2011,dem,25.380491065074324
h0005,AT,electricity,scr2011,dem,27.241813687741733
h0006,AT,electricity,scr2011,dem,28.963088111505
h0007,AT,electricity,scr2011,dem,32.655615678150305
h0008,AT,electricity,scr2011,dem,39.797404021870875
h0009,AT,electricity,scr2011,dem,49.17519063699545
h0010,AT,electricity,scr2011,dem,55.67970402498722
h0011,AT,electricity,scr2011,dem,54.543200750525756
h0012,AT,electricity,scr2011,dem,50.46297937660011
h0013,AT,electricity,scr2011,dem,46.19358486143423
h0014,AT,electricity,scr2011,dem,43.81897517085171
h0015,AT,electricity,scr2011,dem,42.31575884533796
h0016,AT,electricity,scr2011,dem,43.048375070629824
h0017,AT,electricity,scr2011,dem,44.08383321678172
h0018,AT,electricity,scr2011,dem,43.72925420959782
h0019,AT,electricity,scr2011,dem,40.99217399444352
h0020,AT,electricity,scr2011,dem,38.167327124782496
h0021,AT,electricity,scr2011,dem,39.32757359383099
h0022,AT,electricity,scr2011,dem,35.93570931262103
h0023,AT,electricity,scr2011,dem,30.839866484238293
h0024,AT,electricity,scr2011,dem,22.361675847785712
h0025,AT,electricity,scr2011,dem,20.332161461840954
h0026,AT,electricity,scr2011,dem,23.14064768819354
h0027,AT,electricity,scr2011,dem,25.558970565279125
h0028,AT,electricity,scr2011,dem,26.85682147741496
h0029,AT,electricity,scr2011,dem,29.714838629661884
h0030,AT,electricity,scr2011,dem,32.73574907221499
h0031,AT,electricity,scr2011,dem,31.997984064971895
h0032,AT,electricity,scr2011,dem,22.83676835286687
h0033,AT,electricity,scr2011,dem,16.29716685808865
h0034,AT,electricity,scr2011,dem,13.030437192452162
h0035,AT,electricity,scr2011,dem,14.426138819550284
h0036,AT,electricity,scr2011,dem,13.283937286235645
h0037,AT,electricity,scr2011,dem,12.14120490718725
h0038,AT,electricity,scr2011,dem,10.653996372515456
h0039,AT,electricity,scr2011,dem,11.918010263430688
h0040,AT,electricity,scr2011,dem,15.210089603593547
h0041,AT,electricity,scr2011,dem,16.68644504260302
h0042,AT,electricity,scr2011,dem,14.236682283673451
h0043,AT,electricity,scr2011,dem,9.668892794210771
h0044,AT,electricity,scr2011,dem,7.043087208106956
h0045,AT,electricity,scr2011,dem,6.45963755709016
h0046,AT,electricity,scr2011,dem,6.859063578884033
h0047,AT,electricity,scr2011,dem,6.3961091530302925
h0048,AT,electricity,scr2011,dem,6.2657901909546085
h0049,AT,electricity,scr2011,dem,5.811826540988114
h0050,AT,electricity,scr2011,dem,5.180593911078926
h0051,AT,electricity,scr2011,dem,4.910382937283604
h0052,AT,electricity,scr2011,dem,4.3932911527772
h0053,AT,electricity,scr2011,dem,4.681490365974386
h0054,AT,electricity,scr2011,dem,4.601055071207393
h0055,AT,electricity,scr2011,dem,5.699699660144558
h0056,AT,electricity,scr2011,dem,6.7093768543768615
h0057,AT,electricity,scr2011,dem,7.899633515984624
h0058,AT,electricity,scr2011,dem,8.357499991923326
h0059,AT,electricity,scr2011,dem,7.596106505737197
h0060,AT,electricity,scr2011,dem,7.765846743957779
h0061,AT,electricity,scr2011,dem,7.117480326742507
h0062,AT,electricity,scr2011,dem,8.01910297135192
h0063,AT,electricity,scr2011,dem,7.747018317453497
h0064,AT,electricity,scr2011,dem,8.267598807490295
h0065,AT,electricity,scr2011,dem,8.157204572254255
h0066,AT,electricity,scr2011,dem,7.3792442960900395
h0067,AT,electricity,scr2011,dem,7.221034310592249
h0068,AT,electricity,scr2011,dem,6.434121379114146
h0069,AT,electricity,scr2011,dem,6.8548126035288
h0070,AT,electricity,scr2011,dem,6.328211111566913
h0071,AT,electricity,scr2011,dem,6.48840323325378
h0072,AT,electricity,scr2011,dem,6.028069870389094
h0073,AT,electricity,scr2011,dem,5.456156724699264
h0074,AT,electricity,scr2011,dem,4.9553860958736085
h0075,AT,electricity,scr2011,dem,4.433699030452644
h0076,AT,electricity,scr2011,dem,4.5119486658378385
h0077,AT,electricity,scr2011,dem,4.397544403972215
h0078,AT,electricity,scr2011,dem,5.063387293441254
h0079,AT,electricity,scr2011,dem,5.850867409799992
h0080,AT,electricity,scr2011,dem,7.008372480000273
h0081,AT,electricity,scr2011,dem,7.86035068544215
h0082,AT,electricity,scr2011,dem,7.395668569485391
h0083,AT,electricity,scr2011,dem,7.80346236112255
h0084,AT,electricity,scr2011,dem,7.838037806819617
h0085,AT,electricity,scr2011,dem,8.81429682215615
h0086,AT,electricity,scr2011,dem,8.478150875582113
h0087,AT,electricity,scr2011,dem,8.4143307954915
h0088,AT,electricity,scr2011,dem,8.774956538574532
h0089,AT,electricity,scr2011,dem,9.72228164277742
h0090,AT,electricity,scr2011,dem,9.987932490176117
h0091,AT,electricity,scr2011,dem,9.277587743307476
h0092,AT,electricity,scr2011,dem,10.316101204871046
h0093,AT,electricity,scr2011,dem,10.452082906618438
h0094,AT,electricity,scr2011,dem,10.738162653734177
h0095,AT,electricity,scr2011,dem,8.251462782422365
h0096,AT,electricity,scr2011,dem,9.207661274368673
h0097,AT,electricity,scr2011,dem,9.411276162312529
h0098,AT,electricity,scr2011,dem,10.149053641396774
h0099,AT,electricity,scr2011,dem,10.243595476455658
h0100,AT,electricity,scr2011,dem,10.955595022091766
h0101,AT,electricity,scr2011,dem,11.188083023954986
h0102,AT,electricity,scr2011,dem,10.270491027007228
h0103,AT,electricity,scr2011,dem,11.732185225419377
h0104,AT,electricity,scr2011,dem,14.389910680879883
h0105,AT,electricity,scr2011,dem,16.50869900365346
h0106,AT,electricity,scr2011,dem,17.13963237065269
h0107,AT,electricity,scr2011,dem,19.73887208124261
h0108,AT,electricity,scr2011,dem,22.00006766893808
h0109,AT,electricity,scr2011,dem,22.79339609895522
h0110,AT,electricity,scr2011,dem,24.18990946605237
h0001,CH,electricity,scr2011,dem,22.499750577556902
h0002,CH,electricity,scr2011,dem,22.217171280535098
h0003,CH,electricity,scr2011,dem,22.08259533204553
h0004,CH,electricity,scr2011,dem,22.740114887789957
h0005,CH,electricity,scr2011,dem,25.303279982255816
h0006,CH,electricity,scr2011,dem,27.149925858486213
h0007,CH,electricity,scr2011,dem,29.58829043731494
h0008,CH,electricity,scr2011,dem,33.80817179958158
h0009,CH,electricity,scr2011,dem,38.821128650307465
h0010,CH,electricity,scr2011,dem,41.62586544278311
h0011,CH,electricity,scr2011,dem,40.47779521026941
h0012,CH,electricity,scr2011,dem,38.67579574636433
h0013,CH,electricity,scr2011,dem,35.125849708532215
h0014,CH,electricity,scr2011,dem,31.668375241728263
h0015,CH,electricity,scr2011,dem,29.259627821299297
h0016,CH,electricity,scr2011,dem,29.648854299707608
h0017,CH,electricity,scr2011,dem,31.89910253566446
h0018,CH,electricity,scr2011,dem,33.015150766203654
h0019,CH,electricity,scr2011,dem,32.882248829423645
h0020,CH,electricity,scr2011,dem,31.387517723150005
h0021,CH,electricity,scr2011,dem,31.950608479692214
h0022,CH,electricity,scr2011,dem,29.78107400719601
h0023,CH,electricity,scr2011,dem,26.01366150073801
h0024,CH,electricity,scr2011,dem,19.168173838876
h0025,CH,electricity,scr2011,dem,17.348217966855835
h0026,CH,electricity,scr2011,dem,19.65666731302543
h0027,CH,electricity,scr2011,dem,22.510847229481016
h0028,CH,electricity,scr2011,dem,21.848087232246556
h0029,CH,electricity,scr2011,dem,23.316318622648126
h0030,CH,electricity,scr2011,dem,24.951481516067105
h0031,CH,electricity,scr2011,dem,24.644102781254027
h0032,CH,electricity,scr2011,dem,18.14707616252491
h0033,CH,electricity,scr2011,dem,14.011658137854338
h0034,CH,electricity,scr2011,dem,13.993146783884928
h0035,CH,electricity,scr2011,dem,15.710221732060946
h0036,CH,electricity,scr2011,dem,14.576426947338875
h0037,CH,electricity,scr2011,dem,12.82038045969866
h0038,CH,electricity,scr2011,dem,11.474236795688707
h0039,CH,electricity,scr2011,dem,10.964027695188976
h0040,CH,electricity,scr2011,dem,14.683136812536135
h0041,CH,electricity,scr2011,dem,13.325171899960157
h0042,CH,electricity,scr2011,dem,11.016636608411938
h0043,CH,electricity,scr2011,dem,5.371099435299819
h0044,CH,electricity,scr2011,dem,4.592722282082416
h0045,CH,electricity,scr2011,dem,4.972836819673101
h0046,CH,electricity,scr2011,dem,4.734505208749126
h0047,CH,electricity,scr2011,dem,4.884777636498849
h0048,CH,electricity,scr2011,dem,4.560873393999311
h0049,CH,electricity,scr2011,dem,4.4592741200937365
h0050,CH,electricity,scr2011,dem,3.688733302200447
h0051,CH,electricity,scr2011,dem,3.620729213359569
h0052,CH,electricity,scr2011,dem,3.459948083462911
h0053,CH,electricity,scr2011,dem,3.366796726914818
h0054,CH,electricity,scr2011,dem,3.0784626971733315
h0055,CH,electricity,scr2011,dem,3.126782222266952
h0056,CH,electricity,scr2011,dem,3.3208398844327993
h0057,CH,electricity,scr2011,dem,3.6450843256443193
h0058,CH,electricity,scr2011,dem,3.9300519106692597
h0059,CH,electricity,scr2011,dem,3.7199548067308603
h0060,CH,electricity,scr2011,dem,3.913100980717952
h0061,CH,electricity,scr2011,dem,3.629922093106541
h0062,CH,electricity,scr2011,dem,3.961857281454435
h0063,CH,electricity,scr2011,dem,3.7997686376227104
h0064,CH,electricity,scr2011,dem,4.00174055660535
h0065,CH,electricity,scr2011,dem,3.9032815562630017
h0066,CH,electricity,scr2011,dem,3.6131072113028724
h0067,CH,electricity,scr2011,dem,3.447430121140778
h0068,CH,electricity,scr2011,dem,3.019816274567586
h0069,CH,electricity,scr2011,dem,2.938640045303096
h0070,CH,electricity,scr2011,dem,2.8056889909597773
h0071,CH,electricity,scr2011,dem,4.145442479007629
h0072,CH,electricity,scr2011,dem,4.4216381679643115
h0073,CH,electricity,scr2011,dem,4.365080709552972
h0074,CH,electricity,scr2011,dem,3.5022917493464867
h0075,CH,electricity,scr2011,dem,3.5138952085930386
h0076,CH,electricity,scr2011,dem,3.631595104119125
h0077,CH,electricity,scr2011,dem,3.3049988860037853
h0078,CH,electricity,scr2011,dem,3.1072754182292375
h0079,CH,electricity,scr2011,dem,3.1458600631604856
h0080,CH,electricity,scr2011,dem,3.420123930024346
h0081,CH,electricity,scr2011,dem,3.732517964208583
h0082,CH,electricity,scr2011,dem,3.8199163889814782
h0083,CH,electricity,scr2011,dem,4.380715881233855
h0084,CH,electricity,scr2011,dem,4.822010493625475
h0085,CH,electricity,scr2011,dem,5.046945826345423
h0086,CH,electricity,scr2011,dem,4.686456771774856
h0087,CH,electricity,scr2011,dem,4.822550686845205
h0088,CH,electricity,scr2011,dem,6.397571790669269
h0089,CH,electricity,scr2011,dem,7.446909004327322
h0090,CH,electricity,scr2011,dem,7.302927220507058
h0091,CH,electricity,scr2011,dem,6.3031822634911014
h0092,CH,electricity,scr2011,dem,7.426647878960601
h0093,CH,electricity,scr2011,dem,9.036141474285404
h0094,CH,electricity,scr2011,dem,9.09867763338669
h0095,CH,electricity,scr2011,dem,6.810008321522094
h0096,CH,electricity,scr2011,dem,6.231135627217029
h0097,CH,electricity,scr2011,dem,6.6559907855679405
h0098,CH,electricity,scr2011,dem,8.472080206028071
h0099,CH,electricity,scr2011,dem,9.351023613954371
h0100,CH,electricity,scr2011,dem,11.160691116244983
h0101,CH,electricity,scr2011,dem,10.969965504857614
h0102,CH,electricity,scr2011,dem,10.656234439220139
h0103,CH,electricity,scr2011,dem,10.744274885772429
h0104,CH,electricity,scr2011,dem,12.412228302613157
h0105,CH,electricity,scr2011,dem,13.735473891314545
h0106,CH,electricity,scr2011,dem,14.836616749497816
h0107,CH,electricity,scr2011,dem,18.23128678235789
h0108,CH,electricity,scr2011,dem,19.62411284512413
h0109,CH,electricity,scr2011,dem,20.314557436864554
h0110,CH,electricity,scr2011,dem,20.909021947780808
h0001,DE,electricity,scr2011,dem,124.85241733370863
h0002,DE,electricity,scr2011,dem,130.64956718122738
h0003,DE,electricity,scr2011,dem,130.82926890841784
h0004,DE,electricity,scr2011,dem,134.4637163710259
h0005,DE,electricity,scr2011,dem,146.44115484320963
h0006,DE,electricity,scr2011,dem,153.5622931498025
h0007,DE,electricity,scr2011,dem,178.96941886377994
h0008,DE,electricity,scr2011,dem,208.7190247501095
h0009,DE,electricity,scr2011,dem,255.23549835065182
h0010,DE,electricity,scr2011,dem,288.11814915371815
h0011,DE,electricity,scr2011,dem,285.24658940786225
h0012,DE,electricity,scr2011,dem,274.54921806945316
h0013,DE,electricity,scr2011,dem,246.56333778559915
h0014,DE,electricity,scr2011,dem,240.14546261452415
h0015,DE,electricity,scr2011,dem,225.4367377046052
h0016,DE,electricity,scr2011,dem,226.64439892191794
h0017,DE,electricity,scr2011,dem,227.1918025444359
h0018,DE,electricity,scr2011,dem,227.7293989732319
h0019,DE,electricity,scr2011,dem,224.59266594523925
h0020,DE,electricity,scr2011,dem,213.0955477515844
h0021,DE,electricity,scr2011,dem,212.42951917540876
h0022,DE,electricity,scr2011,dem,186.04631803053357
h0023,DE,electricity,scr2011,dem,162.51692172359785
h0024,DE,electricity,scr2011,dem,126.89946057979876
h0025,DE,electricity,scr2011,dem,120.21622697794025
h0026,DE,electricity,scr2011,dem,127.21855287063997
h0027,DE,electricity,scr2011,dem,130.07966348838357
h0028,DE,electricity,scr2011,dem,131.8970571761404
h0029,DE,electricity,scr2011,dem,141.23352806569483
h0030,DE,electricity,scr2011,dem,164.97991753901974
h0031,DE,electricity,scr2011,dem,166.65826861549982
h0032,DE,electricity,scr2011,dem,141.62598931180773
h0033,DE,electricity,scr2011,dem,116.97489056296406
h0034,DE,electricity,scr2011,dem,106.66738407383804
h0035,DE,electricity,scr2011,dem,112.33994227369128
h0036,DE,electricity,scr2011,dem,102.11735821725414
