timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2014,dem,28.318632423202597
h0002,AT,electricity,scr2014,dem,29.591547116913993
h0003,AT,electricity,scr2014,dem,27.500454619598024
h0004,AT,electricity,scr2014,dem,26.639108624305315
h0005,AT,electricity,scr2014,dem,23.996101111584153
h0006,AT,electricity,scr2014,dem,28.682143945744578
h0007,AT,electricity,scr2014,dem,31.711005467129276
h0008,AT,electricity,scr2014,dem,38.52935713200029
h0009,AT,electricity,scr2014,dem,38.36736660413479
h0010,AT,electricity,scr2014,dem,38.97723774430046
h0011,AT,electricity,scr2014,dem,37.39836253496518
h0012,AT,electricity,scr2014,dem,36.239597949777796
h0013,AT,electricity,scr2014,dem,33.63349224645829
h0014,AT,electricity,scr2014,dem,27.435371217302965
h0015,AT,electricity,scr2014,dem,24.81142640852334
h0016,AT,electricity,scr2014,dem,24.63824387956053
h0017,AT,electricity,scr2014,dem,26.96880836738516
h0018,AT,electricity,scr2014,dem,26.13685287199564
h0019,AT,electricity,scr2014,dem,23.859883825969284
h0020,AT,electricity,scr2014,dem,23.32463816033021
h0021,AT,electricity,scr2014,dem,21.089186758543523
h0022,AT,electricity,scr2014,dem,19.158436834814925
h0023,AT,electricity,scr2014,dem,16.34270164577185
h0024,AT,electricity,scr2014,dem,17.096007759535446
h0025,AT,electricity,scr2014,dem,17.35468305809854
h0026,AT,electricity,scr2014,dem,13.642490899652689
h0027,AT,electricity,scr2014,dem,9.436723424748209
h0028,AT,electricity,scr2014,dem,6.761380340092338
h0029,AT,electricity,scr2014,dem,7.807334895268874
h0030,AT,electricity,scr2014,dem,15.583224820668637
h0031,AT,electricity,scr2014,dem,21.309802703206365
h0032,AT,electricity,scr2014,dem,24.77760866363442
h0033,AT,electricity,scr2014,dem,22.19077583672341
h0034,AT,electricity,scr2014,dem,20.630141120650467
h0035,AT,electricity,scr2014,dem,17.46931680821691
h0036,AT,electricity,scr2014,dem,14.838681739483366
h0037,AT,electricity,scr2014,dem,10.887275530042146
h0038,AT,electricity,scr2014,dem,10.432611679871162
h0039,AT,electricity,scr2014,dem,7.710311089122058
h0040,AT,electricity,scr2014,dem,7.6552733963921975
h0041,AT,electricity,scr2014,dem,7.768754078017495
h0042,AT,electricity,scr2014,dem,8.345543703993126
h0043,AT,electricity,scr2014,dem,8.236710249777328
h0044,AT,electricity,scr2014,dem,7.269356511562484
h0045,AT,electricity,scr2014,dem,7.113581169326137
h0046,AT,electricity,scr2014,dem,6.884983932880674
h0047,AT,electricity,scr2014,dem,7.4197136181225565
h0048,AT,electricity,scr2014,dem,6.946001470477271
h0049,AT,electricity,scr2014,dem,6.430630717797962
h0050,AT,electricity,scr2014,dem,5.788113866839238
h0051,AT,electricity,scr2014,dem,5.112051738902726
h0052,AT,electricity,scr2014,dem,4.878822325695532
h0053,AT,electricity,scr2014,dem,4.394234066045421
h0054,AT,electricity,scr2014,dem,5.0253273386413255
h0055,AT,electricity,scr2014,dem,5.169777819186414
h0056,AT,electricity,scr2014,dem,6.58725557608849
h0057,AT,electricity,scr2014,dem,7.417362136984536
h0058,AT,electricity,scr2014,dem,8.491117125363882
h0059,AT,electricity,scr2014,dem,8.746079014914056
h0060,AT,electricity,scr2014,dem,7.917307248214489
h0061,AT,electricity,scr2014,dem,7.982472879182775
h0062,AT,electricity,scr2014,dem,7.169074724178081
h0063,AT,electricity,scr2014,dem,8.015877664285554
h0064,AT,electricity,scr2014,dem,7.777160571351335
h0065,AT,electricity,scr2014,dem,8.33588100969978
h0066,AT,electricity,scr2014,dem,8.230501678503543
h0067,AT,electricity,scr2014,dem,7.500373154885217
h0068,AT,electricity,scr2014,dem,7.208749855623566
h0069,AT,electricity,scr2014,dem,6.405835571615224
h0070,AT,electricity,scr2014,dem,6.662482069178408
h0071,AT,electricity,scr2014,dem,6.209706472426797
h0072,AT,electricity,scr2014,dem,6.0479726585903695
h0073,AT,electricity,scr2014,dem,5.548959738620018
h0074,AT,electricity,scr2014,dem,5.015970856097364
h0075,AT,electricity,scr2014,dem,4.792214820173511
h0076,AT,electricity,scr2014,dem,4.386375484026875
h0077,AT,electricity,scr2014,dem,4.6121228525011295
h0078,AT,electricity,scr2014,dem,4.6711816876626875
h0079,AT,electricity,scr2014,dem,5.734944902684943
h0080,AT,electricity,scr2014,dem,6.726669785352054
h0081,AT,electricity,scr2014,dem,7.919779661092007
h0082,AT,electricity,scr2014,dem,8.506694181531088
h0083,AT,electricity,scr2014,dem,7.839123049535126
h0084,AT,electricity,scr2014,dem,8.031296106122227
h0085,AT,electricity,scr2014,dem,7.348656953490026
h0086,AT,electricity,scr2014,dem,8.236534034425326
h0087,AT,electricity,scr2014,dem,7.965239819821623
h0088,AT,electricity,scr2014,dem,8.499506986622361
h0089,AT,electricity,scr2014,dem,8.341943259675457
h0090,AT,electricity,scr2014,dem,7.5665625032092585
h0091,AT,electricity,scr2014,dem,7.651495196298744
h0092,AT,electricity,scr2014,dem,7.671176915667233
h0093,AT,electricity,scr2014,dem,8.33921417562674
h0094,AT,electricity,scr2014,dem,7.732569689080442
h0095,AT,electricity,scr2014,dem,7.5212546205399535
h0096,AT,electricity,scr2014,dem,7.992313169884395
h0097,AT,electricity,scr2014,dem,7.658213966877916
h0098,AT,electricity,scr2014,dem,8.19370270217333
h0099,AT,electricity,scr2014,dem,7.083977249775473
h0100,AT,electricity,scr2014,dem,8.71932201607073
h0101,AT,electricity,scr2014,dem,12.58874414234785
h0102,AT,electricity,scr2014,dem,15.884479906843403
h0103,AT,electricity,scr2014,dem,16.085966446534925
h0104,AT,electricity,scr2014,dem,15.876456767502841
h0105,AT,electricity,scr2014,dem,16.83862502325124
h0106,AT,electricity,scr2014,dem,21.184065674670023
h0107,AT,electricity,scr2014,dem,21.64360926148616
h0108,AT,electricity,scr2014,dem,24.22807441576613
h0109,AT,electricity,scr2014,dem,24.55388180097366
h0110,AT,electricity,scr2014,dem,21.199877239970768
h0001,CH,electricity,scr2014,dem,28.045684809693014
h0002,CH,electricity,scr2014,dem,29.42959369186123
h0003,CH,electricity,scr2014,dem,27.83595218812998
h0004,CH,electricity,scr2014,dem,26.119478324643737
h0005,CH,electricity,scr2014,dem,22.42317428805969
h0006,CH,electricity,scr2014,dem,22.756552060874192
h0007,CH,electricity,scr2014,dem,26.41700215231935
h0008,CH,electricity,scr2014,dem,31.604958005193403
h0009,CH,electricity,scr2014,dem,33.468389321359744
h0010,CH,electricity,scr2014,dem,32.791439673287016
h0011,CH,electricity,scr2014,dem,32.593704149131405
h0012,CH,electricity,scr2014,dem,32.21432742758166
h0013,CH,electricity,scr2014,dem,29.935091075849243
h0014,CH,electricity,scr2014,dem,24.585477835971375
h0015,CH,electricity,scr2014,dem,20.401432553362916
h0016,CH,electricity,scr2014,dem,19.51497451925917
h0017,CH,electricity,scr2014,dem,20.401793632430184
h0018,CH,electricity,scr2014,dem,20.77444045521146
h0019,CH,electricity,scr2014,dem,18.76579569126207
h0020,CH,electricity,scr2014,dem,18.363066092917897
h0021,CH,electricity,scr2014,dem,16.884732657434682
h0022,CH,electricity,scr2014,dem,15.749155457747372
h0023,CH,electricity,scr2014,dem,14.422919683555127
h0024,CH,electricity,scr2014,dem,16.128923324462257
h0025,CH,electricity,scr2014,dem,17.393709870932803
h0026,CH,electricity,scr2014,dem,13.674667697669868
h0027,CH,electricity,scr2014,dem,10.544118782208926
h0028,CH,electricity,scr2014,dem,9.798591223757187
h0029,CH,electricity,scr2014,dem,10.8010477091244
h0030,CH,electricity,scr2014,dem,15.76351476225311
h0031,CH,electricity,scr2014,dem,18.434085581058184
h0032,CH,electricity,scr2014,dem,22.48385890921231
h0033,CH,electricity,scr2014,dem,21.538783125802794
h0034,CH,electricity,scr2014,dem,20.873808171705214
h0035,CH,electricity,scr2014,dem,18.90551607784581
h0036,CH,electricity,scr2014,dem,14.923480629981054
h0037,CH,electricity,scr2014,dem,9.15996399596445
h0038,CH,electricity,scr2014,dem,5.833727895303498
h0039,CH,electricity,scr2014,dem,3.565571221381639
h0040,CH,electricity,scr2014,dem,3.666309606577898
h0041,CH,electricity,scr2014,dem,5.3090917233854
h0042,CH,electricity,scr2014,dem,5.387360213019557
h0043,CH,electricity,scr2014,dem,5.172662851173708
h0044,CH,electricity,scr2014,dem,3.2569900748031966
h0045,CH,electricity,scr2014,dem,3.1849363282875545
h0046,CH,electricity,scr2014,dem,5.497524274173781
h0047,CH,electricity,scr2014,dem,6.922077022328543
h0048,CH,electricity,scr2014,dem,8.081666151196742
h0049,CH,electricity,scr2014,dem,6.524033991518336
h0050,CH,electricity,scr2014,dem,5.495138336637443
h0051,CH,electricity,scr2014,dem,4.387159050752832
h0052,CH,electricity,scr2014,dem,3.450805524836372
h0053,CH,electricity,scr2014,dem,3.0744129859064837
h0054,CH,electricity,scr2014,dem,2.9963895144308936
h0055,CH,electricity,scr2014,dem,2.793740057008189
h0056,CH,electricity,scr2014,dem,2.9754019308485518
h0057,CH,electricity,scr2014,dem,3.1995024224722215
h0058,CH,electricity,scr2014,dem,3.5182215816559776
h0059,CH,electricity,scr2014,dem,3.6704119787151286
h0060,CH,electricity,scr2014,dem,3.4558253365161136
h0061,CH,electricity,scr2014,dem,3.4409147629102277
h0062,CH,electricity,scr2014,dem,3.2079235664007797
h0063,CH,electricity,scr2014,dem,3.437108841487354
h0064,CH,electricity,scr2014,dem,3.413775788215946
h0065,CH,electricity,scr2014,dem,3.522337388990534
h0066,CH,electricity,scr2014,dem,3.4014376753172506
h0067,CH,electricity,scr2014,dem,3.0882581206012567
h0068,CH,electricity,scr2014,dem,2.9171706504028583
h0069,CH,electricity,scr2014,dem,2.6253849593333705
h0070,CH,electricity,scr2014,dem,2.726767262800322
h0071,CH,electricity,scr2014,dem,2.7702783307153327
h0072,CH,electricity,scr2014,dem,2.8070705972651773
h0073,CH,electricity,scr2014,dem,2.7678875477501594
h0074,CH,electricity,scr2014,dem,2.7754100868731584
h0075,CH,electricity,scr2014,dem,2.9420421264097776
