timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,BE,electricity,scr1983,dem,9.724349980208876
h0002,BE,electricity,scr1983,dem,9.358439856009307
h0003,BE,electricity,scr1983,dem,9.038318166614118
h0004,BE,electricity,scr1983,dem,8.461214610431945
h0005,BE,electricity,scr1983,dem,8.08106718367536
h0006,BE,electricity,scr1983,dem,7.99469395514148
h0007,BE,electricity,scr1983,dem,8.360528255648646
h0008,BE,electricity,scr1983,dem,9.108112889400406
h0009,BE,electricity,scr1983,dem,9.915673828856564
h0010,BE,electricity,scr1983,dem,10.451799653281455
h0011,BE,electricity,scr1983,dem,10.63429036153684
h0012,BE,electricity,scr1983,dem,10.659491256782031
h0013,BE,electricity,scr1983,dem,10.544576519112232
h0014,BE,electricity,scr1983,dem,10.458104843244197
h0015,BE,electricity,scr1983,dem,10.365602737592956
h0016,BE,electricity,scr1983,dem,10.340063731723388
h0017,BE,electricity,scr1983,dem,10.307264259742734
h0018,BE,electricity,scr1983,dem,10.543383418529332
h0019,BE,electricity,scr1983,dem,10.938381629480471
h0020,BE,electricity,scr1983,dem,11.219297111057784
h0021,BE,electricity,scr1983,dem,11.058513716146265
h0022,BE,electricity,scr1983,dem,10.622056328621023
h0023,BE,electricity,scr1983,dem,10.436604339620253
h0024,BE,electricity,scr1983,dem,10.451549469288725
h0025,BE,electricity,scr1983,dem,11.035384583169607
h0026,BE,electricity,scr1983,dem,11.22648721460657
h0027,BE,electricity,scr1983,dem,11.186851602705309
h0028,BE,electricity,scr1983,dem,10.576156701544596
h0029,BE,electricity,scr1983,dem,10.173203278735272
h0030,BE,electricity,scr1983,dem,10.083563081660017
h0031,BE,electricity,scr1983,dem,10.474391004562104
h0032,BE,electricity,scr1983,dem,11.267421244294852
h0033,BE,electricity,scr1983,dem,12.120771882166787
h0034,BE,electricity,scr1983,dem,12.685041713622823
h0035,BE,electricity,scr1983,dem,12.881588617038325
h0036,BE,electricity,scr1983,dem,12.917118787639284
h0037,BE,electricity,scr1983,dem,12.80729429162415
h0038,BE,electricity,scr1983,dem,12.723221816528406
h0039,BE,electricity,scr1983,dem,12.626960409337688
h0040,BE,electricity,scr1983,dem,12.59922757239127
h0041,BE,electricity,scr1983,dem,12.564633199657552
h0042,BE,electricity,scr1983,dem,12.812830296721321
h0043,BE,electricity,scr1983,dem,13.224731334631649
h0044,BE,electricity,scr1983,dem,13.509806909121115
h0045,BE,electricity,scr1983,dem,13.329339241247283
h0046,BE,electricity,scr1983,dem,12.859762181226484
h0047,BE,electricity,scr1983,dem,12.659083200249542
h0048,BE,electricity,scr1983,dem,12.673249022779618
h0049,BE,electricity,scr1983,dem,12.247395868831566
h0050,BE,electricity,scr1983,dem,11.418918196938012
h0051,BE,electricity,scr1983,dem,10.364105943038938
h0052,BE,electricity,scr1983,dem,9.750018913859194
h0053,BE,electricity,scr1983,dem,9.34481921371464
h0054,BE,electricity,scr1983,dem,9.255850996688203
h0055,BE,electricity,scr1983,dem,9.646824252632188
