timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,BE,electricity,scr2003,dem,9.056223749698137
h0002,BE,electricity,scr2003,dem,8.698279942206293
h0003,BE,electricity,scr2003,dem,8.382736544873534
h0004,BE,electricity,scr2003,dem,7.812844506273663
h0005,BE,electricity,scr2003,dem,7.43374277110262
h0006,BE,electricity,scr2003,dem,7.3441969983685444
h0007,BE,electricity,scr2003,dem,7.694885082229543
h0008,BE,electricity,scr2003,dem,8.413968775866742
h0009,BE,electricity,scr2003,dem,9.188182853255595
h0010,BE,electricity,scr2003,dem,9.70095601518785
h0011,BE,electricity,scr2003,dem,9.881068913073113
h0012,BE,electricity,scr2003,dem,9.91348831812488
h0013,BE,electricity,scr2003,dem,9.814336277664559
h0014,BE,electricity,scr2003,dem,9.738734861464824
h0015,BE,electricity,scr2003,dem,9.654205918141146
h0016,BE,electricity,scr2003,dem,9.631958601373322
h0017,BE,electricity,scr2003,dem,9.603331884490226
h0018,BE,electricity,scr2003,dem,9.830444422676718
h0019,BE,electricity,scr2003,dem,10.206983771179742
h0020,BE,electricity,scr2003,dem,10.469035406245691
h0021,BE,electricity,scr2003,dem,10.311108945013649
h0022,BE,electricity,scr2003,dem,9.892201378236932
h0023,BE,electricity,scr2003,dem,9.717545402348886
h0024,BE,electricity,scr2003,dem,9.738969403639583
h0025,BE,electricity,scr2003,dem,10.24049912466459
h0026,BE,electricity,scr2003,dem,10.353993103212723
h0027,BE,electricity,scr2003,dem,10.233338362351164
h0028,BE,electricity,scr2003,dem,9.625259413009147
h0029,BE,electricity,scr2003,dem,9.222507406396181
h0030,BE,electricity,scr2003,dem,9.13379582062115
h0031,BE,electricity,scr2003,dem,9.522344746633877
h0032,BE,electricity,scr2003,dem,10.30516626885403
h0033,BE,electricity,scr2003,dem,11.143188167144745
h0034,BE,electricity,scr2003,dem,11.694626115520952
h0035,BE,electricity,scr2003,dem,11.893026117406125
h0036,BE,electricity,scr2003,dem,11.93923571192427
h0037,BE,electricity,scr2003,dem,11.84655780472694
h0038,BE,electricity,scr2003,dem,11.773262341855306
h0039,BE,electricity,scr2003,dem,11.681480838598064
h0040,BE,electricity,scr2003,dem,11.653905580322887
h0041,BE,electricity,scr2003,dem,11.621555040125802
h0042,BE,electricity,scr2003,dem,11.864444451062
h0043,BE,electricity,scr2003,dem,12.26242248345179
h0044,BE,electricity,scr2003,dem,12.528013848498205
h0045,BE,electricity,scr2003,dem,12.340503958852542
h0046,BE,electricity,scr2003,dem,11.872572031171691
h0047,BE,electricity,scr2003,dem,11.672547163087678
h0048,BE,electricity,scr2003,dem,11.687311109947908
h0049,BE,electricity,scr2003,dem,11.682024273290601
h0050,BE,electricity,scr2003,dem,11.280694753179388
h0051,BE,electricity,scr2003,dem,10.64595822621893
h0052,BE,electricity,scr2003,dem,10.040508201075694
h0053,BE,electricity,scr2003,dem,9.639836184486326
h0054,BE,electricity,scr2003,dem,9.551291313435728
h0055,BE,electricity,scr2003,dem,9.93954801271853
h0056,BE,electricity,scr2003,dem,10.72203975050923
h0057,BE,electricity,scr2003,dem,11.559513557357487
h0058,BE,electricity,scr2003,dem,12.1103857988161
h0059,BE,electricity,scr2003,dem,12.305651135671447
h0060,BE,electricity,scr2003,dem,12.3465322562496
h0061,BE,electricity,scr2003,dem,12.247596572021289
h0062,BE,electricity,scr2003,dem,12.170579911987927
h0063,BE,electricity,scr2003,dem,12.077907646594854
h0064,BE,electricity,scr2003,dem,12.05067855919088
h0065,BE,electricity,scr2003,dem,12.017620785670985
h0066,BE,electricity,scr2003,dem,12.260346796593396
h0067,BE,electricity,scr2003,dem,12.65938457759157
h0068,BE,electricity,scr2003,dem,12.929569748878519
h0069,BE,electricity,scr2003,dem,12.747143513514947
h0070,BE,electricity,scr2003,dem,12.284211958666715
h0071,BE,electricity,scr2003,dem,12.085984775959396
h0072,BE,electricity,scr2003,dem,12.100412401823586
h0073,BE,electricity,scr2003,dem,12.412299024830867
h0074,BE,electricity,scr2003,dem,12.334067292775773
