timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,BE,wind,scr1996,avaConv,0.04609276743020599
h0002,BE,wind,scr1996,avaConv,0.044499534511162134
h0003,BE,wind,scr1996,avaConv,0.04394150263309656
h0004,BE,wind,scr1996,avaConv,0.043467817464747587
h0005,BE,wind,scr1996,avaConv,0.04482780556082769
h0006,BE,wind,scr1996,avaConv,0.0474324916721118
h0007,BE,wind,scr1996,avaConv,0.05469868520089018
h0008,BE,wind,scr1996,avaConv,0.0671609506197114
h0009,BE,wind,scr1996,avaConv,0.07918087840797282
h0010,BE,wind,scr1996,avaConv,0.08484329953240485
h0011,BE,wind,scr1996,avaConv,0.07059966540913648
h0012,BE,wind,scr1996,avaConv,0.052410904807128365
h0013,BE,wind,scr1996,avaConv,0.03533801255750877
h0014,BE,wind,scr1996,avaConv,0.03315170662548004
h0015,BE,wind,scr1996,avaConv,0.037726069709718126
h0016,BE,wind,scr1996,avaConv,0.049314949286590026
h0017,BE,wind,scr1996,avaConv,0.06891357193796566
h0018,BE,wind,scr1996,avaConv,0.093881562450316
h0019,BE,wind,scr1996,avaConv,0.11431255491236209
h0020,BE,wind,scr1996,avaConv,0.12478365896119285
h0021,BE,wind,scr1996,avaConv,0.12336658318601615
h0022,BE,wind,scr1996,avaConv,0.11766153404270795
h0023,BE,wind,scr1996,avaConv,0.1135403705594523
h0024,BE,wind,scr1996,avaConv,0.11364982383583082
h0025,BE,wind,scr1996,avaConv,0.11607070789036401
h0026,BE,wind,scr1996,avaConv,0.11624060932548348
h0027,BE,wind,scr1996,avaConv,0.11653453551287897
h0028,BE,wind,scr1996,avaConv,0.11374016246298456
h0029,BE,wind,scr1996,avaConv,0.10799226310061649
h0030,BE,wind,scr1996,avaConv,0.09532187891840645
h0031,BE,wind,scr1996,avaConv,0.08034191885573415
h0032,BE,wind,scr1996,avaConv,0.06605858624139896
h0033,BE,wind,scr1996,avaConv,0.05355498265508478
h0034,BE,wind,scr1996,avaConv,0.04305744153774366
h0035,BE,wind,scr1996,avaConv,0.02838958531621297
h0036,BE,wind,scr1996,avaConv,0.015880003693501277
h0037,BE,wind,scr1996,avaConv,0.00567893935136007
h0038,BE,wind,scr1996,avaConv,0.0034972597924206594
h0039,BE,wind,scr1996,avaConv,0.0030375918150630974
h0040,BE,wind,scr1996,avaConv,0.003888623668893647
h0041,BE,wind,scr1996,avaConv,0.006847755159939447
h0042,BE,wind,scr1996,avaConv,0.009740379834142545
h0043,BE,wind,scr1996,avaConv,0.01008574665164008
h0044,BE,wind,scr1996,avaConv,0.006683014448826669
h0045,BE,wind,scr1996,avaConv,0.0027817127231216598
h0046,BE,wind,scr1996,avaConv,0.0005772088891583923
h0047,BE,wind,scr1996,avaConv,0.0
h0048,BE,wind,scr1996,avaConv,0.0
h0049,BE,wind,scr1996,avaConv,0.0
h0050,BE,wind,scr1996,avaConv,0.0
h0051,BE,wind,scr1996,avaConv,0.0
h0052,BE,wind,scr1996,avaConv,0.0
h0053,BE,wind,scr1996,avaConv,0.00013626355267558923
h0054,BE,wind,scr1996,avaConv,0.00018184737550901712
h0055,BE,wind,scr1996,avaConv,0.0001889284060228643
h0056,BE,wind,scr1996,avaConv,0.0007965566299572178
h0057,BE,wind,scr1996,avaConv,0.0027378800249785846
h0058,BE,wind,scr1996,avaConv,0.004231772271570783
h0059,BE,wind,scr1996,avaConv,0.0041418790587543376
h0060,BE,wind,scr1996,avaConv,0.0027545017199905016
h0061,BE,wind,scr1996,avaConv,0.0017752812701011564
h0062,BE,wind,scr1996,avaConv,0.0016921900633662564
h0063,BE,wind,scr1996,avaConv,0.0020000735555101125
h0064,BE,wind,scr1996,avaConv,0.0035553283745014264
h0065,BE,wind,scr1996,avaConv,0.009978169911615382
h0066,BE,wind,scr1996,avaConv,0.022161912393102834
h0067,BE,wind,scr1996,avaConv,0.033624952573785366
h0068,BE,wind,scr1996,avaConv,0.042628985003949904
h0069,BE,wind,scr1996,avaConv,0.05702791012256408
h0070,BE,wind,scr1996,avaConv,0.0880432572547941
h0071,BE,wind,scr1996,avaConv,0.11479165778645863
h0072,BE,wind,scr1996,avaConv,0.13194748617011962
h0073,BE,wind,scr1996,avaConv,0.13017854218195227
h0074,BE,wind,scr1996,avaConv,0.1319289332838184
h0075,BE,wind,scr1996,avaConv,0.14129644254871102
h0076,BE,wind,scr1996,avaConv,0.17323745566282062
h0077,BE,wind,scr1996,avaConv,0.22164492948819048
h0078,BE,wind,scr1996,avaConv,0.26582565184128676
h0079,BE,wind,scr1996,avaConv,0.2929734240898046
h0080,BE,wind,scr1996,avaConv,0.30855969598172195
h0081,BE,wind,scr1996,avaConv,0.32055051683079794
h0082,BE,wind,scr1996,avaConv,0.32940453667796965
h0083,BE,wind,scr1996,avaConv,0.30146656407494815
h0084,BE,wind,scr1996,avaConv,0.26817491944806526
h0085,BE,wind,scr1996,avaConv,0.23180083557098974
h0086,BE,wind,scr1996,avaConv,0.23705254321264832
h0087,BE,wind,scr1996,avaConv,0.2765619145197116
h0088,BE,wind,scr1996,avaConv,0.35145515554370854
h0089,BE,wind,scr1996,avaConv,0.4430147611148439
h0090,BE,wind,scr1996,avaConv,0.5284016148125199
h0091,BE,wind,scr1996,avaConv,0.5909563276403974
h0092,BE,wind,scr1996,avaConv,0.6279306173743481
h0093,BE,wind,scr1996,avaConv,0.6383789168547502
h0094,BE,wind,scr1996,avaConv,0.6348403666305251
h0095,BE,wind,scr1996,avaConv,0.600420801350079
h0096,BE,wind,scr1996,avaConv,0.5683760463059968
h0097,BE,wind,scr1996,avaConv,0.5407201363393559
h0098,BE,wind,scr1996,avaConv,0.5370436325085598
h0099,BE,wind,scr1996,avaConv,0.516792404930166
h0100,BE,wind,scr1996,avaConv,0.47921643508145517
h0101,BE,wind,scr1996,avaConv,0.4318423306609624
h0102,BE,wind,scr1996,avaConv,0.3986067929790104
h0103,BE,wind,scr1996,avaConv,0.3825066516839272
h0104,BE,wind,scr1996,avaConv,0.38081109066359226
h0105,BE,wind,scr1996,avaConv,0.3880651912048519
h0106,BE,wind,scr1996,avaConv,0.4019394422123552
h0107,BE,wind,scr1996,avaConv,0.4161741822723837
h0108,BE,wind,scr1996,avaConv,0.4128618384619048
h0109,BE,wind,scr1996,avaConv,0.3782427483194975
h0110,BE,wind,scr1996,avaConv,0.33452704668061817
h0111,BE,wind,scr1996,avaConv,0.3113297478884483
h0112,BE,wind,scr1996,avaConv,0.32825282435648473
h0113,BE,wind,scr1996,avaConv,0.3745095254421216
h0114,BE,wind,scr1996,avaConv,0.42100914088353986
h0115,BE,wind,scr1996,avaConv,0.454096462097546
h0116,BE,wind,scr1996,avaConv,0.45814153148749037
h0117,BE,wind,scr1996,avaConv,0.44781105277562944
h0118,BE,wind,scr1996,avaConv,0.43051996152792094
h0119,BE,wind,scr1996,avaConv,0.41111364466150474
h0120,BE,wind,scr1996,avaConv,0.3996352228602175
h0121,BE,wind,scr1996,avaConv,0.3920672028467718
h0122,BE,wind,scr1996,avaConv,0.38883539422910246
h0123,BE,wind,scr1996,avaConv,0.3744612146495411
h0124,BE,wind,scr1996,avaConv,0.35570391058287376
h0125,BE,wind,scr1996,avaConv,0.34284388693433526
h0126,BE,wind,scr1996,avaConv,0.33217683309449064
h0127,BE,wind,scr1996,avaConv,0.3190833427050636
h0128,BE,wind,scr1996,avaConv,0.30203263199961417
h0129,BE,wind,scr1996,avaConv,0.2873173246006279
h0130,BE,wind,scr1996,avaConv,0.2804937349073551
h0131,BE,wind,scr1996,avaConv,0.25238132285856596
h0132,BE,wind,scr1996,avaConv,0.23703335158870453
h0133,BE,wind,scr1996,avaConv,0.22720092063486785
h0134,BE,wind,scr1996,avaConv,0.24724918529687798
h0135,BE,wind,scr1996,avaConv,0.2583360056130407
h0136,BE,wind,scr1996,avaConv,0.27527533404787885
h0137,BE,wind,scr1996,avaConv,0.31201226376528046
h0138,BE,wind,scr1996,avaConv,0.3838651172295021
h0139,BE,wind,scr1996,avaConv,0.467703555724511
h0140,BE,wind,scr1996,avaConv,0.5373616861504917
h0141,BE,wind,scr1996,avaConv,0.5839123485448254
h0142,BE,wind,scr1996,avaConv,0.6136129367831706
h0143,BE,wind,scr1996,avaConv,0.618256534674404
h0144,BE,wind,scr1996,avaConv,0.6093062449422518
h0145,BE,wind,scr1996,avaConv,0.5903586206541447
h0146,BE,wind,scr1996,avaConv,0.5934107758650595
h0147,BE,wind,scr1996,avaConv,0.6001340731522017
h0148,BE,wind,scr1996,avaConv,0.6122651197855661
h0149,BE,wind,scr1996,avaConv,0.6295697133181267
h0150,BE,wind,scr1996,avaConv,0.6519658043349752
h0151,BE,wind,scr1996,avaConv,0.6709638679226487
h0152,BE,wind,scr1996,avaConv,0.6826621322128069
h0153,BE,wind,scr1996,avaConv,0.6858999782681899
h0154,BE,wind,scr1996,avaConv,0.6907148598342194
h0155,BE,wind,scr1996,avaConv,0.6707219811508635
h0156,BE,wind,scr1996,avaConv,0.6508265300229218
h0157,BE,wind,scr1996,avaConv,0.6291790506308013
h0158,BE,wind,scr1996,avaConv,0.6231715530888005
