timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,BE,wind,scr1998,avaConv,0.1322725964636655
h0002,BE,wind,scr1998,avaConv,0.13211920698786186
h0003,BE,wind,scr1998,avaConv,0.12739704958889478
h0004,BE,wind,scr1998,avaConv,0.1223367082231095
h0005,BE,wind,scr1998,avaConv,0.1284528084548723
h0006,BE,wind,scr1998,avaConv,0.15843914856271557
h0007,BE,wind,scr1998,avaConv,0.20736167005242517
h0008,BE,wind,scr1998,avaConv,0.262798685628154
h0009,BE,wind,scr1998,avaConv,0.313308346638718
h0010,BE,wind,scr1998,avaConv,0.35944430146819395
h0011,BE,wind,scr1998,avaConv,0.4115275708198572
h0012,BE,wind,scr1998,avaConv,0.4822675546389931
h0013,BE,wind,scr1998,avaConv,0.5654689060503904
h0014,BE,wind,scr1998,avaConv,0.6347059095410577
h0015,BE,wind,scr1998,avaConv,0.6701812460186041
h0016,BE,wind,scr1998,avaConv,0.674455656604621
h0017,BE,wind,scr1998,avaConv,0.6826895752133909
h0018,BE,wind,scr1998,avaConv,0.710960201440378
h0019,BE,wind,scr1998,avaConv,0.7592759360437489
h0020,BE,wind,scr1998,avaConv,0.806455047341107
h0021,BE,wind,scr1998,avaConv,0.8434994107762382
h0022,BE,wind,scr1998,avaConv,0.8692504970078159
h0023,BE,wind,scr1998,avaConv,0.8854639636303145
h0024,BE,wind,scr1998,avaConv,0.8932685287262323
h0025,BE,wind,scr1998,avaConv,0.8969927820272087
h0026,BE,wind,scr1998,avaConv,0.8972068698966107
h0027,BE,wind,scr1998,avaConv,0.8944963223698613
h0028,BE,wind,scr1998,avaConv,0.8859708213452423
h0029,BE,wind,scr1998,avaConv,0.8712228529487795
h0030,BE,wind,scr1998,avaConv,0.8570667309474219
h0031,BE,wind,scr1998,avaConv,0.8474673227512971
h0032,BE,wind,scr1998,avaConv,0.8401939697734431
h0033,BE,wind,scr1998,avaConv,0.8367684661240522
h0034,BE,wind,scr1998,avaConv,0.842632807209435
h0035,BE,wind,scr1998,avaConv,0.8479108946580609
h0036,BE,wind,scr1998,avaConv,0.8560344550248625
h0037,BE,wind,scr1998,avaConv,0.8634138436121633
h0038,BE,wind,scr1998,avaConv,0.8755595982249005
h0039,BE,wind,scr1998,avaConv,0.8799543622146444
h0040,BE,wind,scr1998,avaConv,0.8751502687447554
h0041,BE,wind,scr1998,avaConv,0.8645959496900978
h0042,BE,wind,scr1998,avaConv,0.8555047468076925
h0043,BE,wind,scr1998,avaConv,0.8500044619800612
h0044,BE,wind,scr1998,avaConv,0.8573032618201323
h0045,BE,wind,scr1998,avaConv,0.8698750973702901
h0046,BE,wind,scr1998,avaConv,0.8745552547196199
h0047,BE,wind,scr1998,avaConv,0.8569105890684907
h0048,BE,wind,scr1998,avaConv,0.8222535476959231
h0049,BE,wind,scr1998,avaConv,0.7861208699360797
h0050,BE,wind,scr1998,avaConv,0.7596513401065241
h0051,BE,wind,scr1998,avaConv,0.7458470792181453
h0052,BE,wind,scr1998,avaConv,0.7437888751434713
h0053,BE,wind,scr1998,avaConv,0.7555126982130398
h0054,BE,wind,scr1998,avaConv,0.7767474804450333
h0055,BE,wind,scr1998,avaConv,0.8045620199690497
h0056,BE,wind,scr1998,avaConv,0.8351371137241372
h0057,BE,wind,scr1998,avaConv,0.8640697967687723
h0058,BE,wind,scr1998,avaConv,0.884508754002724
h0059,BE,wind,scr1998,avaConv,0.8947967508282095
h0060,BE,wind,scr1998,avaConv,0.8977377414647535
h0061,BE,wind,scr1998,avaConv,0.8983859483047789
h0062,BE,wind,scr1998,avaConv,0.8986093768291041
h0063,BE,wind,scr1998,avaConv,0.8986549007520206
h0064,BE,wind,scr1998,avaConv,0.8986992674987264
h0065,BE,wind,scr1998,avaConv,0.8986402481536033
h0066,BE,wind,scr1998,avaConv,0.8981646816652115
h0067,BE,wind,scr1998,avaConv,0.8970869206213303
h0068,BE,wind,scr1998,avaConv,0.8956195413955022
h0069,BE,wind,scr1998,avaConv,0.8941271894553829
h0070,BE,wind,scr1998,avaConv,0.8929721952612419
h0071,BE,wind,scr1998,avaConv,0.8917095295123464
h0072,BE,wind,scr1998,avaConv,0.8897331281307582
h0073,BE,wind,scr1998,avaConv,0.8850240299155585
h0074,BE,wind,scr1998,avaConv,0.8789153269757016
h0075,BE,wind,scr1998,avaConv,0.8742555393876241
h0076,BE,wind,scr1998,avaConv,0.871499566279211
h0077,BE,wind,scr1998,avaConv,0.8684251489350737
h0078,BE,wind,scr1998,avaConv,0.8587864888846248
h0079,BE,wind,scr1998,avaConv,0.8349051845658075
h0080,BE,wind,scr1998,avaConv,0.8122011331164676
h0081,BE,wind,scr1998,avaConv,0.8005011757822171
h0082,BE,wind,scr1998,avaConv,0.8091367413791513
h0083,BE,wind,scr1998,avaConv,0.8193943516002572
h0084,BE,wind,scr1998,avaConv,0.8393804894732735
h0085,BE,wind,scr1998,avaConv,0.8583829697985816
h0086,BE,wind,scr1998,avaConv,0.8785862678483813
h0087,BE,wind,scr1998,avaConv,0.8868901387521931
h0088,BE,wind,scr1998,avaConv,0.8892752554926847
h0089,BE,wind,scr1998,avaConv,0.8902283080819507
h0090,BE,wind,scr1998,avaConv,0.8903629712593955
h0091,BE,wind,scr1998,avaConv,0.8933530711214326
h0092,BE,wind,scr1998,avaConv,0.8965213878540924
h0093,BE,wind,scr1998,avaConv,0.8981071133970806
h0094,BE,wind,scr1998,avaConv,0.8987161762192671
h0095,BE,wind,scr1998,avaConv,0.8988333489076118
