timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,BE,solar,scr2003,avaConv,0.0
h0002,BE,solar,scr2003,avaConv,0.0
h0003,BE,solar,scr2003,avaConv,0.0
h0004,BE,solar,scr2003,avaConv,0.0
h0005,BE,solar,scr2003,avaConv,0.0
h0006,BE,solar,scr2003,avaConv,0.0
h0007,BE,solar,scr2003,avaConv,0.0
h0008,BE,solar,scr2003,avaConv,0.0
h0009,BE,solar,scr2003,avaConv,0.0
h0010,BE,solar,scr2003,avaConv,0.004038786990487828
h0011,BE,solar,scr2003,avaConv,0.008743323758485912
h0012,BE,solar,scr2003,avaConv,0.01126205743473163
h0013,BE,solar,scr2003,avaConv,0.009427943912506183
h0014,BE,solar,scr2003,avaConv,0.007438648725353578
h0015,BE,solar,scr2003,avaConv,0.005621068627253071
h0016,BE,solar,scr2003,avaConv,0.0031824129062310576
h0017,BE,solar,scr2003,avaConv,0.0005780198369457467
h0018,BE,solar,scr2003,avaConv,0.0
h0019,BE,solar,scr2003,avaConv,0.0
h0020,BE,solar,scr2003,avaConv,0.0
h0021,BE,solar,scr2003,avaConv,0.0
h0022,BE,solar,scr2003,avaConv,0.0
h0023,BE,solar,scr2003,avaConv,0.0
h0024,BE,solar,scr2003,avaConv,0.0
h0025,BE,solar,scr2003,avaConv,0.0
h0026,BE,solar,scr2003,avaConv,0.0
h0027,BE,solar,scr2003,avaConv,0.0
h0028,BE,solar,scr2003,avaConv,0.0
h0029,BE,solar,scr2003,avaConv,0.0
h0030,BE,solar,scr2003,avaConv,0.0
h0031,BE,solar,scr2003,avaConv,0.0
h0032,BE,solar,scr2003,avaConv,0.0
h0033,BE,solar,scr2003,avaConv,0.0
h0034,BE,solar,scr2003,avaConv,0.0
h0035,BE,solar,scr2003,avaConv,0.003312121610782356
h0036,BE,solar,scr2003,avaConv,0.02033979468276031
h0037,BE,solar,scr2003,avaConv,0.051462369859299556
h0038,BE,solar,scr2003,avaConv,0.07008512408022534
h0039,BE,solar,scr2003,avaConv,0.05941289620114041
h0040,BE,solar,scr2003,avaConv,0.02803908141820884
