timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,BE,electricity,scr1998,dem,9.070662663728324
h0002,BE,electricity,scr1998,dem,8.712077441432697
h0003,BE,electricity,scr1998,dem,8.397015349001183
h0004,BE,electricity,scr1998,dem,7.828162120398236
h0005,BE,electricity,scr1998,dem,7.451038585852703
h0006,BE,electricity,scr1998,dem,7.36197961756708
h0007,BE,electricity,scr1998,dem,7.711616794677724
h0008,BE,electricity,scr1998,dem,8.428880731307864
h0009,BE,electricity,scr1998,dem,9.203124817755658
h0010,BE,electricity,scr1998,dem,9.717198757602855
h0011,BE,electricity,scr1998,dem,9.89772837856761
h0012,BE,electricity,scr1998,dem,9.92989236801509
h0013,BE,electricity,scr1998,dem,9.829896076364502
h0014,BE,electricity,scr1998,dem,9.753726161891986
h0015,BE,electricity,scr1998,dem,9.66881966396727
h0016,BE,electricity,scr1998,dem,9.646122239302887
h0017,BE,electricity,scr1998,dem,9.617691619470015
h0018,BE,electricity,scr1998,dem,9.845530460430545
h0019,BE,electricity,scr1998,dem,10.223736826491802
h0020,BE,electricity,scr1998,dem,10.487115183186361
h0021,BE,electricity,scr1998,dem,10.329062246715555
h0022,BE,electricity,scr1998,dem,9.908925309867122
h0023,BE,electricity,scr1998,dem,9.73369963105365
h0024,BE,electricity,scr1998,dem,9.754717300354226
h0025,BE,electricity,scr1998,dem,10.363182853959241
h0026,BE,electricity,scr1998,dem,10.584380106253398
h0027,BE,electricity,scr1998,dem,10.571873406578735
h0028,BE,electricity,scr1998,dem,9.96316711616901
h0029,BE,electricity,scr1998,dem,9.560735008555632
h0030,BE,electricity,scr1998,dem,9.471898586041323
h0031,BE,electricity,scr1998,dem,9.861256018012853
h0032,BE,electricity,scr1998,dem,10.647376468906113
h0033,BE,electricity,scr1998,dem,11.490618235554553
h0034,BE,electricity,scr1998,dem,12.04654104584105
h0035,BE,electricity,scr1998,dem,12.244340535983916
h0036,BE,electricity,scr1998,dem,12.286720127596837
h0037,BE,electricity,scr1998,dem,12.18819520512848
h0038,BE,electricity,scr1998,dem,12.11110236235979
h0039,BE,electricity,scr1998,dem,12.017464513107768
h0040,BE,electricity,scr1998,dem,11.98968140882333
h0041,BE,electricity,scr1998,dem,11.956496053033646
h0042,BE,electricity,scr1998,dem,12.201382341325225
h0043,BE,electricity,scr1998,dem,12.604390505337289
h0044,BE,electricity,scr1998,dem,12.876646191593565
h0045,BE,electricity,scr1998,dem,12.691651791328841
h0046,BE,electricity,scr1998,dem,12.223005465944382
