timestep_2,region_4,technology_3,parameter,value,source,see heatInputs
2040,25FR,eBoilerProLow,capaConvResi,0.00235,,
2045,25FR,eBoilerProLow,capaConvResi,0.00117,,
2020,25FR,gasEngineProLow,capaConvResi,0.0684,,
2025,25FR,gasEngineProLow,capaConvResi,0.057,,
2030,25FR,gasEngineProLow,capaConvResi,0.0456,,
2035,25FR,gasEngineProLow,capaConvResi,0.0342,,
2040,25FR,gasEngineProLow,capaConvResi,0.0228,,
2045,25FR,gasEngineProLow,capaConvResi,0.0114,,
2020,25FR,oilBoilerProLow,capaConvResi,0.03228,,
2025,25FR,oilBoilerProLow,capaConvResi,0.0269,,
2030,25FR,oilBoilerProLow,capaConvResi,0.02152,,
2035,25FR,oilBoilerProLow,capaConvResi,0.01614,,
2040,25FR,oilBoilerProLow,capaConvResi,0.01076,,
2045,25FR,oilBoilerProLow,capaConvResi,0.00538,,
2020,25FR,hardcoalPlantProLowStock,capaConvResi,0.01968,,
2025,25FR,hardcoalPlantProLowStock,capaConvResi,0.0164,,
2030,25FR,hardcoalPlantProLowStock,capaConvResi,0.01312,,
2035,25FR,hardcoalPlantProLowStock,capaConvResi,0.00984,,
2040,25FR,hardcoalPlantProLowStock,capaConvResi,0.00656,,
2045,25FR,hardcoalPlantProLowStock,capaConvResi,0.00328,,
2020,25FR,oilPlantProLowStock,capaConvResi,0.00953,,
2025,25FR,oilPlantProLowStock,capaConvResi,0.00794,,
2030,25FR,oilPlantProLowStock,capaConvResi,0.00635,,
2035,25FR,oilPlantProLowStock,capaConvResi,0.00476,,
2040,25FR,oilPlantProLowStock,capaConvResi,0.00317,,
2045,25FR,oilPlantProLowStock,capaConvResi,0.00158,,
2020,25FR,bioBoilerProMed,capaConvResi,0.05431,,
2025,25FR,bioBoilerProMed,capaConvResi,0.04525,,
2030,25FR,bioBoilerProMed,capaConvResi,0.0362,,
2035,25FR,bioBoilerProMed,capaConvResi,0.02715,,
2040,25FR,bioBoilerProMed,capaConvResi,0.0181,,
2045,25FR,bioBoilerProMed,capaConvResi,0.00905,,
2020,25FR,bioGasEngineProMed,capaConvResi,0.08059,,
2025,25FR,bioGasEngineProMed,capaConvResi,0.06716,,
2030,25FR,bioGasEngineProMed,capaConvResi,0.05373,,
2035,25FR,bioGasEngineProMed,capaConvResi,0.04029,,
2040,25FR,bioGasEngineProMed,capaConvResi,0.02686,,
2045,25FR,bioGasEngineProMed,capaConvResi,0.01343,,
2020,25FR,ccgtGasBackProMed,capaConvResi,0.21192,,
2025,25FR,ccgtGasBackProMed,capaConvResi,0.1766,,
2030,25FR,ccgtGasBackProMed,capaConvResi,0.14128,,
2035,25FR,ccgtGasBackProMed,capaConvResi,0.10596,,
2040,25FR,ccgtGasBackProMed,capaConvResi,0.07064,,
2045,25FR,ccgtGasBackProMed,capaConvResi,0.03532,,
2020,25FR,coalBoilerProMed,capaConvResi,0.0463,,
2025,25FR,coalBoilerProMed,capaConvResi,0.03858,,
2030,25FR,coalBoilerProMed,capaConvResi,0.03086,,
2035,25FR,coalBoilerProMed,capaConvResi,0.02315,,
2040,25FR,coalBoilerProMed,capaConvResi,0.01543,,
2045,25FR,coalBoilerProMed,capaConvResi,0.00771,,
2020,25FR,eBoilerProMed,capaConvResi,0.01816,,
2025,25FR,eBoilerProMed,capaConvResi,0.01514,,
2030,25FR,eBoilerProMed,capaConvResi,0.01211,,
2035,25FR,eBoilerProMed,capaConvResi,0.00908,,
2040,25FR,eBoilerProMed,capaConvResi,0.00605,,
2045,25FR,eBoilerProMed,capaConvResi,0.00302,,
2020,25FR,gasBoilerProMed,capaConvResi,0.14925,,
2025,25FR,gasBoilerProMed,capaConvResi,0.12438,,
2030,25FR,gasBoilerProMed,capaConvResi,0.0995,,
2035,25FR,gasBoilerProMed,capaConvResi,0.07462,,
2040,25FR,gasBoilerProMed,capaConvResi,0.04975,,
2045,25FR,gasBoilerProMed,capaConvResi,0.02487,,
2020,25FR,gasEngineProMed,capaConvResi,0.07404,,
2025,25FR,gasEngineProMed,capaConvResi,0.0617,,
2030,25FR,gasEngineProMed,capaConvResi,0.04936,,
2035,25FR,gasEngineProMed,capaConvResi,0.03702,,
2040,25FR,gasEngineProMed,capaConvResi,0.02468,,
2045,25FR,gasEngineProMed,capaConvResi,0.01234,,
2020,25FR,oilBoilerProMed,capaConvResi,0.09707,,
2025,25FR,oilBoilerProMed,capaConvResi,0.08089,,
2030,25FR,oilBoilerProMed,capaConvResi,0.06471,,
2035,25FR,oilBoilerProMed,capaConvResi,0.04853,,
2040,25FR,oilBoilerProMed,capaConvResi,0.03235,,
2045,25FR,oilBoilerProMed,capaConvResi,0.01617,,
2020,25FR,hardcoalPlantProMedStock,capaConvResi,0.06602,,
2025,25FR,hardcoalPlantProMedStock,capaConvResi,0.05502,,
2030,25FR,hardcoalPlantProMedStock,capaConvResi,0.04401,,
2035,25FR,hardcoalPlantProMedStock,capaConvResi,0.03301,,
2040,25FR,hardcoalPlantProMedStock,capaConvResi,0.022,,
2045,25FR,hardcoalPlantProMedStock,capaConvResi,0.011,,
2020,25FR,oilPlantProMedStock,capaConvResi,0.01988,,
2025,25FR,oilPlantProMedStock,capaConvResi,0.01656,,
2030,25FR,oilPlantProMedStock,capaConvResi,0.01325,,
2035,25FR,oilPlantProMedStock,capaConvResi,0.00994,,
2040,25FR,oilPlantProMedStock,capaConvResi,0.00662,,
2045,25FR,oilPlantProMedStock,capaConvResi,0.00331,,
2020,25FR,districtHeatSpace,capaConvResi,0.96116,,
2025,25FR,districtHeatSpace,capaConvResi,0.69249,,
2030,25FR,districtHeatSpace,capaConvResi,0.45903,,
2035,25FR,districtHeatSpace,capaConvResi,0.27802,,
2040,25FR,districtHeatSpace,capaConvResi,0.12501,,
2020,25FR,bioBoilerSpaceStock,capaConvResi,3.40966,,
2025,25FR,bioBoilerSpaceStock,capaConvResi,2.45658,,
2030,25FR,bioBoilerSpaceStock,capaConvResi,1.62837,,
2035,25FR,bioBoilerSpaceStock,capaConvResi,0.98626,,
2040,25FR,bioBoilerSpaceStock,capaConvResi,0.44347,,
2020,25FR,gasBoilerSpaceStock,capaConvResi,9.04114,,
2025,25FR,gasBoilerSpaceStock,capaConvResi,6.51393,,
2030,25FR,gasBoilerSpaceStock,capaConvResi,4.31783,,
2035,25FR,gasBoilerSpaceStock,capaConvResi,2.61519,,
2040,25FR,gasBoilerSpaceStock,capaConvResi,1.17591,,
2020,25FR,oilLiquidBoilerSpaceStock,capaConvResi,3.91858,,
2025,25FR,oilLiquidBoilerSpaceStock,capaConvResi,2.82324,,
2030,25FR,oilLiquidBoilerSpaceStock,capaConvResi,1.87142,,
2035,25FR,oilLiquidBoilerSpaceStock,capaConvResi,1.13346,,
2040,25FR,oilLiquidBoilerSpaceStock,capaConvResi,0.50966,,
2020,25FR,resistiveHeatSpaceStock,capaConvResi,3.21227,,
2025,25FR,resistiveHeatSpaceStock,capaConvResi,2.31437,,
2030,25FR,resistiveHeatSpaceStock,capaConvResi,1.5341,,
2035,25FR,resistiveHeatSpaceStock,capaConvResi,0.92916,,
2040,25FR,resistiveHeatSpaceStock,capaConvResi,0.41779,,
2020,25FR,coalBoilerSpaceStock,capaConvResi,0.07647,,
2025,25FR,coalBoilerSpaceStock,capaConvResi,0.0551,,
2030,25FR,coalBoilerSpaceStock,capaConvResi,0.03652,,
2035,25FR,coalBoilerSpaceStock,capaConvResi,0.02212,,
2040,25FR,coalBoilerSpaceStock,capaConvResi,0.00994,,
2020,25FR,heatpumpAirSpace,capaConvResi,0.26824,,
2025,25FR,heatpumpAirSpace,capaConvResi,0.19326,,
2030,25FR,heatpumpAirSpace,capaConvResi,0.1281,,
2035,25FR,heatpumpAirSpace,capaConvResi,0.07759,,
2040,25FR,heatpumpAirSpace,capaConvResi,0.03488,,
2020,26FR,coalBoilerProHigh,capaConvResi,0.28297,,
2025,26FR,coalBoilerProHigh,capaConvResi,0.2358,,
2030,26FR,coalBoilerProHigh,capaConvResi,0.18864,,
2035,26FR,coalBoilerProHigh,capaConvResi,0.14148,,
2040,26FR,coalBoilerProHigh,capaConvResi,0.09432,,
2045,26FR,coalBoilerProHigh,capaConvResi,0.04716,,
2020,26FR,eBoilerProHigh,capaConvResi,0.03072,,
2025,26FR,eBoilerProHigh,capaConvResi,0.0256,,
2030,26FR,eBoilerProHigh,capaConvResi,0.02048,,
2035,26FR,eBoilerProHigh,capaConvResi,0.01536,,
2040,26FR,eBoilerProHigh,capaConvResi,0.01024,,
2045,26FR,eBoilerProHigh,capaConvResi,0.00512,,
2020,26FR,gasBoilerProHigh,capaConvResi,0.27278,,
2025,26FR,gasBoilerProHigh,capaConvResi,0.22731,,
2030,26FR,gasBoilerProHigh,capaConvResi,0.18185,,
2035,26FR,gasBoilerProHigh,capaConvResi,0.13639,,
2040,26FR,gasBoilerProHigh,capaConvResi,0.09092,,
2045,26FR,gasBoilerProHigh,capaConvResi,0.04546,,
2020,26FR,oilBoilerProHigh,capaConvResi,0.17348,,
2025,26FR,oilBoilerProHigh,capaConvResi,0.14457,,
2030,26FR,oilBoilerProHigh,capaConvResi,0.11565,,
2035,26FR,oilBoilerProHigh,capaConvResi,0.08674,,
2040,26FR,oilBoilerProHigh,capaConvResi,0.05782,,
2045,26FR,oilBoilerProHigh,capaConvResi,0.02891,,
2020,26FR,bioBoilerProLow,capaConvResi,0.01881,,
2025,26FR,bioBoilerProLow,capaConvResi,0.01567,,
2030,26FR,bioBoilerProLow,capaConvResi,0.01254,,
2035,26FR,bioBoilerProLow,capaConvResi,0.0094,,
2040,26FR,bioBoilerProLow,capaConvResi,0.00627,,
2045,26FR,bioBoilerProLow,capaConvResi,0.00313,,
2020,26FR,ccgtGasBackProLow,capaConvResi,0.21694,,
2025,26FR,ccgtGasBackProLow,capaConvResi,0.18078,,
2030,26FR,ccgtGasBackProLow,capaConvResi,0.14462,,
2035,26FR,ccgtGasBackProLow,capaConvResi,0.10847,,
2040,26FR,ccgtGasBackProLow,capaConvResi,0.07231,,
2045,26FR,ccgtGasBackProLow,capaConvResi,0.03615,,
2020,26FR,coalBoilerProLow,capaConvResi,0.01529,,
2025,26FR,coalBoilerProLow,capaConvResi,0.01274,,
2030,26FR,coalBoilerProLow,capaConvResi,0.01019,,
2035,26FR,coalBoilerProLow,capaConvResi,0.00764,,
2040,26FR,coalBoilerProLow,capaConvResi,0.00509,,
2045,26FR,coalBoilerProLow,capaConvResi,0.00254,,
2020,26FR,districtHeatPro,capaConvResi,0.02394,,
2025,26FR,districtHeatPro,capaConvResi,0.01995,,
2030,26FR,districtHeatPro,capaConvResi,0.01596,,
2035,26FR,districtHeatPro,capaConvResi,0.01197,,
2040,26FR,districtHeatPro,capaConvResi,0.00798,,
2045,26FR,districtHeatPro,capaConvResi,0.00399,,
2020,26FR,gasBoilerProLow,capaConvResi,0.13919,,
2025,26FR,gasBoilerProLow,capaConvResi,0.11599,,
2030,26FR,gasBoilerProLow,capaConvResi,0.09279,,
2035,26FR,gasBoilerProLow,capaConvResi,0.06959,,
2040,26FR,gasBoilerProLow,capaConvResi,0.04639,,
2045,26FR,gasBoilerProLow,capaConvResi,0.02319,,
2020,26FR,eBoilerProLow,capaConvResi,0.00784,,
2025,26FR,eBoilerProLow,capaConvResi,0.00653,,
2030,26FR,eBoilerProLow,capaConvResi,0.00522,,
2035,26FR,eBoilerProLow,capaConvResi,0.00392,,
2040,26FR,eBoilerProLow,capaConvResi,0.00261,,
2045,26FR,eBoilerProLow,capaConvResi,0.0013,,
2020,26FR,gasEngineProLow,capaConvResi,0.07579,,
2025,26FR,gasEngineProLow,capaConvResi,0.06316,,
2030,26FR,gasEngineProLow,capaConvResi,0.05053,,
2035,26FR,gasEngineProLow,capaConvResi,0.03789,,
2040,26FR,gasEngineProLow,capaConvResi,0.02526,,
2045,26FR,gasEngineProLow,capaConvResi,0.01263,,
2020,26FR,oilBoilerProLow,capaConvResi,0.03577,,
2025,26FR,oilBoilerProLow,capaConvResi,0.02981,,
2030,26FR,oilBoilerProLow,capaConvResi,0.02385,,
2035,26FR,oilBoilerProLow,capaConvResi,0.01788,,
2040,26FR,oilBoilerProLow,capaConvResi,0.01192,,
2045,26FR,oilBoilerProLow,capaConvResi,0.00596,,
2020,26FR,hardcoalPlantProLowStock,capaConvResi,0.02181,,
2025,26FR,hardcoalPlantProLowStock,capaConvResi,0.01817,,
2030,26FR,hardcoalPlantProLowStock,capaConvResi,0.01454,,
2035,26FR,hardcoalPlantProLowStock,capaConvResi,0.0109,,
2040,26FR,hardcoalPlantProLowStock,capaConvResi,0.00727,,
2045,26FR,hardcoalPlantProLowStock,capaConvResi,0.00363,,
2020,26FR,oilPlantProLowStock,capaConvResi,0.01056,,
2025,26FR,oilPlantProLowStock,capaConvResi,0.0088,,
2030,26FR,oilPlantProLowStock,capaConvResi,0.00704,,
2035,26FR,oilPlantProLowStock,capaConvResi,0.00528,,
2040,26FR,oilPlantProLowStock,capaConvResi,0.00352,,
2045,26FR,oilPlantProLowStock,capaConvResi,0.00176,,
2020,26FR,bioBoilerProMed,capaConvResi,0.05464,,
2025,26FR,bioBoilerProMed,capaConvResi,0.04553,,
2030,26FR,bioBoilerProMed,capaConvResi,0.03642,,
2035,26FR,bioBoilerProMed,capaConvResi,0.02732,,
2040,26FR,bioBoilerProMed,capaConvResi,0.01821,,
2045,26FR,bioBoilerProMed,capaConvResi,0.0091,,
2020,26FR,bioGasEngineProMed,capaConvResi,0.08108,,
2025,26FR,bioGasEngineProMed,capaConvResi,0.06757,,
2030,26FR,bioGasEngineProMed,capaConvResi,0.05405,,
2035,26FR,bioGasEngineProMed,capaConvResi,0.04054,,
2040,26FR,bioGasEngineProMed,capaConvResi,0.02702,,
2045,26FR,bioGasEngineProMed,capaConvResi,0.01351,,
2020,26FR,ccgtGasBackProMed,capaConvResi,0.21322,,
2025,26FR,ccgtGasBackProMed,capaConvResi,0.17768,,
2030,26FR,ccgtGasBackProMed,capaConvResi,0.14214,,
2035,26FR,ccgtGasBackProMed,capaConvResi,0.10661,,
2040,26FR,ccgtGasBackProMed,capaConvResi,0.07107,,
2045,26FR,ccgtGasBackProMed,capaConvResi,0.03553,,
2020,26FR,coalBoilerProMed,capaConvResi,0.04658,,
2025,26FR,coalBoilerProMed,capaConvResi,0.03882,,
2030,26FR,coalBoilerProMed,capaConvResi,0.03105,,
2035,26FR,coalBoilerProMed,capaConvResi,0.02329,,
2040,26FR,coalBoilerProMed,capaConvResi,0.01552,,
2045,26FR,coalBoilerProMed,capaConvResi,0.00776,,
2020,26FR,eBoilerProMed,capaConvResi,0.01828,,
2025,26FR,eBoilerProMed,capaConvResi,0.01523,,
2030,26FR,eBoilerProMed,capaConvResi,0.01218,,
2035,26FR,eBoilerProMed,capaConvResi,0.00914,,
2040,26FR,eBoilerProMed,capaConvResi,0.00609,,
2045,26FR,eBoilerProMed,capaConvResi,0.00304,,
2020,26FR,gasBoilerProMed,capaConvResi,0.15017,,
2025,26FR,gasBoilerProMed,capaConvResi,0.12514,,
2030,26FR,gasBoilerProMed,capaConvResi,0.10011,,
2035,26FR,gasBoilerProMed,capaConvResi,0.07508,,
2040,26FR,gasBoilerProMed,capaConvResi,0.05005,,
2045,26FR,gasBoilerProMed,capaConvResi,0.02502,,
2020,26FR,gasEngineProMed,capaConvResi,0.07449,,
2025,26FR,gasEngineProMed,capaConvResi,0.06208,,
2030,26FR,gasEngineProMed,capaConvResi,0.04966,,
2035,26FR,gasEngineProMed,capaConvResi,0.03724,,
2040,26FR,gasEngineProMed,capaConvResi,0.02483,,
2045,26FR,gasEngineProMed,capaConvResi,0.01241,,
2020,26FR,oilBoilerProMed,capaConvResi,0.09767,,
2025,26FR,oilBoilerProMed,capaConvResi,0.08139,,
2030,26FR,oilBoilerProMed,capaConvResi,0.06511,,
2035,26FR,oilBoilerProMed,capaConvResi,0.04883,,
2040,26FR,oilBoilerProMed,capaConvResi,0.03255,,
2045,26FR,oilBoilerProMed,capaConvResi,0.01627,,
2020,26FR,hardcoalPlantProMedStock,capaConvResi,0.06643,,
2025,26FR,hardcoalPlantProMedStock,capaConvResi,0.05535,,
2030,26FR,hardcoalPlantProMedStock,capaConvResi,0.04428,,
2035,26FR,hardcoalPlantProMedStock,capaConvResi,0.03321,,
2040,26FR,hardcoalPlantProMedStock,capaConvResi,0.02214,,
2045,26FR,hardcoalPlantProMedStock,capaConvResi,0.01107,,
2020,26FR,oilPlantProMedStock,capaConvResi,0.02,,
2025,26FR,oilPlantProMedStock,capaConvResi,0.01666,,
2030,26FR,oilPlantProMedStock,capaConvResi,0.01333,,
2035,26FR,oilPlantProMedStock,capaConvResi,0.01,,
2040,26FR,oilPlantProMedStock,capaConvResi,0.00666,,
2045,26FR,oilPlantProMedStock,capaConvResi,0.00333,,
2020,26FR,districtHeatSpace,capaConvResi,1.30483,,
2025,26FR,districtHeatSpace,capaConvResi,0.9401,,
2030,26FR,districtHeatSpace,capaConvResi,0.62315,,
2035,26FR,districtHeatSpace,capaConvResi,0.37742,,
2040,26FR,districtHeatSpace,capaConvResi,0.16971,,
2020,26FR,bioBoilerSpaceStock,capaConvResi,4.62878,,
2025,26FR,bioBoilerSpaceStock,capaConvResi,3.33492,,
2030,26FR,bioBoilerSpaceStock,capaConvResi,2.21059,,
2035,26FR,bioBoilerSpaceStock,capaConvResi,1.33889,,
2040,26FR,bioBoilerSpaceStock,capaConvResi,0.60203,,
2020,26FR,gasBoilerSpaceStock,capaConvResi,12.27379,,
2025,26FR,gasBoilerSpaceStock,capaConvResi,8.84298,,
2030,26FR,gasBoilerSpaceStock,capaConvResi,5.86167,,
2035,26FR,gasBoilerSpaceStock,capaConvResi,3.55025,,
2040,26FR,gasBoilerSpaceStock,capaConvResi,1.59636,,
2020,26FR,oilLiquidBoilerSpaceStock,capaConvResi,5.31966,,
2025,26FR,oilLiquidBoilerSpaceStock,capaConvResi,3.83269,,
2030,26FR,oilLiquidBoilerSpaceStock,capaConvResi,2.54054,,
2035,26FR,oilLiquidBoilerSpaceStock,capaConvResi,1.53873,,
2040,26FR,oilLiquidBoilerSpaceStock,capaConvResi,0.69189,,
2020,26FR,resistiveHeatSpaceStock,capaConvResi,4.36082,,
2025,26FR,resistiveHeatSpaceStock,capaConvResi,3.14187,,
2030,26FR,resistiveHeatSpaceStock,capaConvResi,2.08262,,
2035,26FR,resistiveHeatSpaceStock,capaConvResi,1.26139,,
2040,26FR,resistiveHeatSpaceStock,capaConvResi,0.56718,,
2020,26FR,coalBoilerSpaceStock,capaConvResi,0.10382,,
2025,26FR,coalBoilerSpaceStock,capaConvResi,0.0748,,
2030,26FR,coalBoilerSpaceStock,capaConvResi,0.04958,,
2035,26FR,coalBoilerSpaceStock,capaConvResi,0.03003,,
2040,26FR,coalBoilerSpaceStock,capaConvResi,0.0135,,
2020,26FR,heatpumpAirSpace,capaConvResi,0.365,,
2025,26FR,heatpumpAirSpace,capaConvResi,0.26297,,
2030,26FR,heatpumpAirSpace,capaConvResi,0.17431,,
2035,26FR,heatpumpAirSpace,capaConvResi,0.10558,,
2040,26FR,heatpumpAirSpace,capaConvResi,0.04747,,
2020,27FR,coalBoilerProHigh,capaConvResi,0.04946,,
2025,27FR,coalBoilerProHigh,capaConvResi,0.04122,,
2030,27FR,coalBoilerProHigh,capaConvResi,0.03297,,
2035,27FR,coalBoilerProHigh,capaConvResi,0.02473,,
2040,27FR,coalBoilerProHigh,capaConvResi,0.01648,,
2045,27FR,coalBoilerProHigh,capaConvResi,0.00824,,
2020,27FR,eBoilerProHigh,capaConvResi,0.00537,,
2025,27FR,eBoilerProHigh,capaConvResi,0.00447,,
2030,27FR,eBoilerProHigh,capaConvResi,0.00358,,
2035,27FR,eBoilerProHigh,capaConvResi,0.00268,,
2040,27FR,eBoilerProHigh,capaConvResi,0.00179,,
2045,27FR,eBoilerProHigh,capaConvResi,0.00089,,
2020,27FR,gasBoilerProHigh,capaConvResi,0.04768,,
2025,27FR,gasBoilerProHigh,capaConvResi,0.03973,,
2030,27FR,gasBoilerProHigh,capaConvResi,0.03179,,
2035,27FR,gasBoilerProHigh,capaConvResi,0.02384,,
2040,27FR,gasBoilerProHigh,capaConvResi,0.01589,,
2045,27FR,gasBoilerProHigh,capaConvResi,0.00794,,
2020,27FR,oilBoilerProHigh,capaConvResi,0.03032,,
2025,27FR,oilBoilerProHigh,capaConvResi,0.02527,,
2030,27FR,oilBoilerProHigh,capaConvResi,0.02021,,
2035,27FR,oilBoilerProHigh,capaConvResi,0.01516,,
2040,27FR,oilBoilerProHigh,capaConvResi,0.0101,,
2045,27FR,oilBoilerProHigh,capaConvResi,0.00505,,
2020,27FR,bioBoilerProLow,capaConvResi,0.00416,,
2025,27FR,bioBoilerProLow,capaConvResi,0.00347,,
2030,27FR,bioBoilerProLow,capaConvResi,0.00277,,
2035,27FR,bioBoilerProLow,capaConvResi,0.00208,,
2040,27FR,bioBoilerProLow,capaConvResi,0.00138,,
2045,27FR,bioBoilerProLow,capaConvResi,0.00069,,
2020,27FR,ccgtGasBackProLow,capaConvResi,0.04805,,
2025,27FR,ccgtGasBackProLow,capaConvResi,0.04004,,
2030,27FR,ccgtGasBackProLow,capaConvResi,0.03203,,
2035,27FR,ccgtGasBackProLow,capaConvResi,0.02402,,
2040,27FR,ccgtGasBackProLow,capaConvResi,0.01601,,
2045,27FR,ccgtGasBackProLow,capaConvResi,0.008,,
2020,27FR,coalBoilerProLow,capaConvResi,0.00338,,
2025,27FR,coalBoilerProLow,capaConvResi,0.00282,,
2030,27FR,coalBoilerProLow,capaConvResi,0.00225,,
2035,27FR,coalBoilerProLow,capaConvResi,0.00169,,
2040,27FR,coalBoilerProLow,capaConvResi,0.00112,,
2045,27FR,coalBoilerProLow,capaConvResi,0.00056,,
2020,27FR,districtHeatPro,capaConvResi,0.0053,,
2025,27FR,districtHeatPro,capaConvResi,0.00441,,
2030,27FR,districtHeatPro,capaConvResi,0.00353,,
2035,27FR,districtHeatPro,capaConvResi,0.00265,,
2040,27FR,districtHeatPro,capaConvResi,0.00176,,
2045,27FR,districtHeatPro,capaConvResi,0.00088,,
2020,27FR,gasBoilerProLow,capaConvResi,0.03083,,
2025,27FR,gasBoilerProLow,capaConvResi,0.02569,,
2030,27FR,gasBoilerProLow,capaConvResi,0.02055,,
2035,27FR,gasBoilerProLow,capaConvResi,0.01541,,
2040,27FR,gasBoilerProLow,capaConvResi,0.01027,,
2045,27FR,gasBoilerProLow,capaConvResi,0.00513,,
2020,27FR,eBoilerProLow,capaConvResi,0.00173,,
2025,27FR,eBoilerProLow,capaConvResi,0.00144,,
2030,27FR,eBoilerProLow,capaConvResi,0.00115,,
2035,27FR,eBoilerProLow,capaConvResi,0.00086,,
2040,27FR,eBoilerProLow,capaConvResi,0.00057,,
2045,27FR,eBoilerProLow,capaConvResi,0.00028,,
2020,27FR,gasEngineProLow,capaConvResi,0.01678,,
2025,27FR,gasEngineProLow,capaConvResi,0.01399,,
2030,27FR,gasEngineProLow,capaConvResi,0.01119,,
2035,27FR,gasEngineProLow,capaConvResi,0.00839,,
2040,27FR,gasEngineProLow,capaConvResi,0.00559,,
2045,27FR,gasEngineProLow,capaConvResi,0.00279,,
2020,27FR,oilBoilerProLow,capaConvResi,0.00792,,
2025,27FR,oilBoilerProLow,capaConvResi,0.0066,,
2030,27FR,oilBoilerProLow,capaConvResi,0.00528,,
2035,27FR,oilBoilerProLow,capaConvResi,0.00396,,
2040,27FR,oilBoilerProLow,capaConvResi,0.00264,,
2045,27FR,oilBoilerProLow,capaConvResi,0.00132,,
2020,27FR,hardcoalPlantProLowStock,capaConvResi,0.00483,,
2025,27FR,hardcoalPlantProLowStock,capaConvResi,0.00402,,
2030,27FR,hardcoalPlantProLowStock,capaConvResi,0.00322,,
2035,27FR,hardcoalPlantProLowStock,capaConvResi,0.00241,,
2040,27FR,hardcoalPlantProLowStock,capaConvResi,0.00161,,
2045,27FR,hardcoalPlantProLowStock,capaConvResi,0.0008,,
2020,27FR,oilPlantProLowStock,capaConvResi,0.00233,,
2025,27FR,oilPlantProLowStock,capaConvResi,0.00194,,
2030,27FR,oilPlantProLowStock,capaConvResi,0.00155,,
2035,27FR,oilPlantProLowStock,capaConvResi,0.00116,,
2040,27FR,oilPlantProLowStock,capaConvResi,0.00077,,
2045,27FR,oilPlantProLowStock,capaConvResi,0.00038,,
2020,27FR,bioBoilerProMed,capaConvResi,0.00977,,
2025,27FR,bioBoilerProMed,capaConvResi,0.00814,,
2030,27FR,bioBoilerProMed,capaConvResi,0.00651,,
2035,27FR,bioBoilerProMed,capaConvResi,0.00488,,
2040,27FR,bioBoilerProMed,capaConvResi,0.00325,,
2045,27FR,bioBoilerProMed,capaConvResi,0.00162,,
2020,27FR,bioGasEngineProMed,capaConvResi,0.0145,,
2025,27FR,bioGasEngineProMed,capaConvResi,0.01208,,
2030,27FR,bioGasEngineProMed,capaConvResi,0.00966,,
2035,27FR,bioGasEngineProMed,capaConvResi,0.00725,,
2040,27FR,bioGasEngineProMed,capaConvResi,0.00483,,
2045,27FR,bioGasEngineProMed,capaConvResi,0.00241,,
2020,27FR,ccgtGasBackProMed,capaConvResi,0.03813,,
2025,27FR,ccgtGasBackProMed,capaConvResi,0.03178,,
2030,27FR,ccgtGasBackProMed,capaConvResi,0.02542,,
2035,27FR,ccgtGasBackProMed,capaConvResi,0.01906,,
2040,27FR,ccgtGasBackProMed,capaConvResi,0.01271,,
2045,27FR,ccgtGasBackProMed,capaConvResi,0.00635,,
2020,27FR,coalBoilerProMed,capaConvResi,0.00833,,
2025,27FR,coalBoilerProMed,capaConvResi,0.00694,,
2030,27FR,coalBoilerProMed,capaConvResi,0.00555,,
2035,27FR,coalBoilerProMed,capaConvResi,0.00416,,
2040,27FR,coalBoilerProMed,capaConvResi,0.00277,,
2045,27FR,coalBoilerProMed,capaConvResi,0.00138,,
2020,27FR,eBoilerProMed,capaConvResi,0.00326,,
2025,27FR,eBoilerProMed,capaConvResi,0.00272,,
2030,27FR,eBoilerProMed,capaConvResi,0.00217,,
2035,27FR,eBoilerProMed,capaConvResi,0.00163,,
2040,27FR,eBoilerProMed,capaConvResi,0.00108,,
2045,27FR,eBoilerProMed,capaConvResi,0.00054,,
2020,27FR,gasBoilerProMed,capaConvResi,0.02686,,
2025,27FR,gasBoilerProMed,capaConvResi,0.02238,,
2030,27FR,gasBoilerProMed,capaConvResi,0.0179,,
2035,27FR,gasBoilerProMed,capaConvResi,0.01343,,
2040,27FR,gasBoilerProMed,capaConvResi,0.00895,,
2045,27FR,gasBoilerProMed,capaConvResi,0.00447,,
2020,27FR,gasEngineProMed,capaConvResi,0.01332,,
2025,27FR,gasEngineProMed,capaConvResi,0.0111,,
2030,27FR,gasEngineProMed,capaConvResi,0.00888,,
2035,27FR,gasEngineProMed,capaConvResi,0.00666,,
2040,27FR,gasEngineProMed,capaConvResi,0.00444,,
2045,27FR,gasEngineProMed,capaConvResi,0.00222,,
2020,27FR,oilBoilerProMed,capaConvResi,0.01747,,
2025,27FR,oilBoilerProMed,capaConvResi,0.01455,,
2030,27FR,oilBoilerProMed,capaConvResi,0.01164,,
2035,27FR,oilBoilerProMed,capaConvResi,0.00873,,
2040,27FR,oilBoilerProMed,capaConvResi,0.00582,,
2045,27FR,oilBoilerProMed,capaConvResi,0.00291,,
2020,27FR,hardcoalPlantProMedStock,capaConvResi,0.01188,,
2025,27FR,hardcoalPlantProMedStock,capaConvResi,0.0099,,
2030,27FR,hardcoalPlantProMedStock,capaConvResi,0.00792,,
2035,27FR,hardcoalPlantProMedStock,capaConvResi,0.00594,,
2040,27FR,hardcoalPlantProMedStock,capaConvResi,0.00396,,
2045,27FR,hardcoalPlantProMedStock,capaConvResi,0.00198,,
