timestep_2,region_4,technology_3,parameter,value,source
2040,08ES,bioBoilerProLowStock,capaConvResi,0.03223,
2045,08ES,bioBoilerProLowStock,capaConvResi,0.01612,
2020,08ES,ccgtGasBackProLowStock,capaConvResi,0.00417,
2025,08ES,ccgtGasBackProLowStock,capaConvResi,0.00348,
2030,08ES,ccgtGasBackProLowStock,capaConvResi,0.00278,
2035,08ES,ccgtGasBackProLowStock,capaConvResi,0.00209,
2040,08ES,ccgtGasBackProLowStock,capaConvResi,0.00139,
2045,08ES,ccgtGasBackProLowStock,capaConvResi,0.0007,
2020,08ES,gasBoilerProLowStock,capaConvResi,0.04968,
2025,08ES,gasBoilerProLowStock,capaConvResi,0.0414,
2030,08ES,gasBoilerProLowStock,capaConvResi,0.03312,
2035,08ES,gasBoilerProLowStock,capaConvResi,0.02484,
2040,08ES,gasBoilerProLowStock,capaConvResi,0.01656,
2045,08ES,gasBoilerProLowStock,capaConvResi,0.00828,
2020,08ES,eBoilerProLow,capaConvResi,0.00315,
2025,08ES,eBoilerProLow,capaConvResi,0.00263,
2030,08ES,eBoilerProLow,capaConvResi,0.0021,
2035,08ES,eBoilerProLow,capaConvResi,0.00158,
2040,08ES,eBoilerProLow,capaConvResi,0.00105,
2045,08ES,eBoilerProLow,capaConvResi,0.00053,
2020,08ES,gasEngineProLowStock,capaConvResi,0.11432,
2025,08ES,gasEngineProLowStock,capaConvResi,0.09526,
2030,08ES,gasEngineProLowStock,capaConvResi,0.07621,
2035,08ES,gasEngineProLowStock,capaConvResi,0.05716,
2040,08ES,gasEngineProLowStock,capaConvResi,0.03811,
2045,08ES,gasEngineProLowStock,capaConvResi,0.01906,
2020,08ES,oilBoilerProLowStock,capaConvResi,0.0133,
2025,08ES,oilBoilerProLowStock,capaConvResi,0.01108,
2030,08ES,oilBoilerProLowStock,capaConvResi,0.00887,
2035,08ES,oilBoilerProLowStock,capaConvResi,0.00665,
2040,08ES,oilBoilerProLowStock,capaConvResi,0.00444,
2045,08ES,oilBoilerProLowStock,capaConvResi,0.00222,
2020,08ES,oilPlantProLowStock,capaConvResi,0.01257,
2025,08ES,oilPlantProLowStock,capaConvResi,0.01048,
2030,08ES,oilPlantProLowStock,capaConvResi,0.00838,
2035,08ES,oilPlantProLowStock,capaConvResi,0.00629,
2040,08ES,oilPlantProLowStock,capaConvResi,0.00419,
2045,08ES,oilPlantProLowStock,capaConvResi,0.0021,
2020,08ES,bioBoilerProMedStock,capaConvResi,0.00357,
2025,08ES,bioBoilerProMedStock,capaConvResi,0.00297,
2030,08ES,bioBoilerProMedStock,capaConvResi,0.00238,
2035,08ES,bioBoilerProMedStock,capaConvResi,0.00179,
2040,08ES,bioBoilerProMedStock,capaConvResi,0.00119,
2045,08ES,bioBoilerProMedStock,capaConvResi,0.0006,
2020,08ES,bioGasEngineProMedStock,capaConvResi,0.05543,
2025,08ES,bioGasEngineProMedStock,capaConvResi,0.0462,
2030,08ES,bioGasEngineProMedStock,capaConvResi,0.03696,
2035,08ES,bioGasEngineProMedStock,capaConvResi,0.02772,
2040,08ES,bioGasEngineProMedStock,capaConvResi,0.01848,
2045,08ES,bioGasEngineProMedStock,capaConvResi,0.00924,
2020,08ES,ccgtGasBackProMedStock,capaConvResi,0.00638,
2025,08ES,ccgtGasBackProMedStock,capaConvResi,0.00532,
2030,08ES,ccgtGasBackProMedStock,capaConvResi,0.00426,
2035,08ES,ccgtGasBackProMedStock,capaConvResi,0.00319,
2040,08ES,ccgtGasBackProMedStock,capaConvResi,0.00213,
2045,08ES,ccgtGasBackProMedStock,capaConvResi,0.00107,
2020,08ES,coalBoilerProMedStock,capaConvResi,0.00982,
2025,08ES,coalBoilerProMedStock,capaConvResi,0.00819,
2030,08ES,coalBoilerProMedStock,capaConvResi,0.00655,
2035,08ES,coalBoilerProMedStock,capaConvResi,0.00491,
2040,08ES,coalBoilerProMedStock,capaConvResi,0.00328,
2045,08ES,coalBoilerProMedStock,capaConvResi,0.00164,
2020,08ES,eBoilerProMed,capaConvResi,0.00791,
2025,08ES,eBoilerProMed,capaConvResi,0.0066,
2030,08ES,eBoilerProMed,capaConvResi,0.00528,
2035,08ES,eBoilerProMed,capaConvResi,0.00396,
2040,08ES,eBoilerProMed,capaConvResi,0.00264,
2045,08ES,eBoilerProMed,capaConvResi,0.00132,
2020,08ES,gasBoilerProMedStock,capaConvResi,0.08293,
2025,08ES,gasBoilerProMedStock,capaConvResi,0.06911,
2030,08ES,gasBoilerProMedStock,capaConvResi,0.05529,
2035,08ES,gasBoilerProMedStock,capaConvResi,0.04147,
2040,08ES,gasBoilerProMedStock,capaConvResi,0.02765,
2045,08ES,gasBoilerProMedStock,capaConvResi,0.01383,
2020,08ES,gasEngineProMedStock,capaConvResi,0.17871,
2025,08ES,gasEngineProMedStock,capaConvResi,0.14892,
2030,08ES,gasEngineProMedStock,capaConvResi,0.11914,
2035,08ES,gasEngineProMedStock,capaConvResi,0.08936,
2040,08ES,gasEngineProMedStock,capaConvResi,0.05957,
2045,08ES,gasEngineProMedStock,capaConvResi,0.02979,
2020,08ES,oilBoilerProMedStock,capaConvResi,0.04067,
2025,08ES,oilBoilerProMedStock,capaConvResi,0.03389,
2030,08ES,oilBoilerProMedStock,capaConvResi,0.02711,
2035,08ES,oilBoilerProMedStock,capaConvResi,0.02034,
2040,08ES,oilBoilerProMedStock,capaConvResi,0.01356,
2045,08ES,oilBoilerProMedStock,capaConvResi,0.00678,
2020,08ES,hardcoalPlantProMedStock,capaConvResi,0.00972,
2025,08ES,hardcoalPlantProMedStock,capaConvResi,0.0081,
2030,08ES,hardcoalPlantProMedStock,capaConvResi,0.00648,
2035,08ES,hardcoalPlantProMedStock,capaConvResi,0.00486,
2040,08ES,hardcoalPlantProMedStock,capaConvResi,0.00324,
2045,08ES,hardcoalPlantProMedStock,capaConvResi,0.00162,
2020,08ES,oilPlantProMedStock,capaConvResi,0.01776,
2025,08ES,oilPlantProMedStock,capaConvResi,0.0148,
2030,08ES,oilPlantProMedStock,capaConvResi,0.01184,
2035,08ES,oilPlantProMedStock,capaConvResi,0.00888,
2040,08ES,oilPlantProMedStock,capaConvResi,0.00592,
2045,08ES,oilPlantProMedStock,capaConvResi,0.00296,
2020,08ES,districtHeatSpace,capaConvResi,0.02284,
2025,08ES,districtHeatSpace,capaConvResi,0.01322,
2030,08ES,districtHeatSpace,capaConvResi,0.00877,
2035,08ES,districtHeatSpace,capaConvResi,0.00531,
2040,08ES,districtHeatSpace,capaConvResi,0.00239,
2020,08ES,bioBoilerSpaceStock,capaConvResi,0.79057,
2025,08ES,bioBoilerSpaceStock,capaConvResi,0.45752,
2030,08ES,bioBoilerSpaceStock,capaConvResi,0.30327,
2035,08ES,bioBoilerSpaceStock,capaConvResi,0.18369,
2040,08ES,bioBoilerSpaceStock,capaConvResi,0.0826,
2020,08ES,gasBoilerSpaceStock,capaConvResi,2.12332,
2025,08ES,gasBoilerSpaceStock,capaConvResi,1.22881,
2030,08ES,gasBoilerSpaceStock,capaConvResi,0.81453,
2035,08ES,gasBoilerSpaceStock,capaConvResi,0.49334,
2040,08ES,gasBoilerSpaceStock,capaConvResi,0.22183,
2020,08ES,oilLiquidBoilerSpaceStock,capaConvResi,2.26185,
2025,08ES,oilLiquidBoilerSpaceStock,capaConvResi,1.30898,
2030,08ES,oilLiquidBoilerSpaceStock,capaConvResi,0.86767,
2035,08ES,oilLiquidBoilerSpaceStock,capaConvResi,0.52553,
2040,08ES,oilLiquidBoilerSpaceStock,capaConvResi,0.23631,
2020,08ES,resistiveHeatSpaceStock,capaConvResi,0.11246,
2025,08ES,resistiveHeatSpaceStock,capaConvResi,0.06509,
2030,08ES,resistiveHeatSpaceStock,capaConvResi,0.04314,
2035,08ES,resistiveHeatSpaceStock,capaConvResi,0.02613,
2040,08ES,resistiveHeatSpaceStock,capaConvResi,0.01175,
2020,08ES,coalBoilerSpaceStock,capaConvResi,0.0498,
2025,08ES,coalBoilerSpaceStock,capaConvResi,0.02882,
2030,08ES,coalBoilerSpaceStock,capaConvResi,0.01911,
2035,08ES,coalBoilerSpaceStock,capaConvResi,0.01157,
2040,08ES,coalBoilerSpaceStock,capaConvResi,0.00521,
2020,09ES,coalBoilerProHighStock,capaConvResi,0.09423,
2025,09ES,coalBoilerProHighStock,capaConvResi,0.07853,
2030,09ES,coalBoilerProHighStock,capaConvResi,0.06282,
2035,09ES,coalBoilerProHighStock,capaConvResi,0.04712,
2040,09ES,coalBoilerProHighStock,capaConvResi,0.03141,
2045,09ES,coalBoilerProHighStock,capaConvResi,0.01571,
2020,09ES,eBoilerProHigh,capaConvResi,0.02848,
2025,09ES,eBoilerProHigh,capaConvResi,0.02373,
2030,09ES,eBoilerProHigh,capaConvResi,0.01899,
2035,09ES,eBoilerProHigh,capaConvResi,0.01424,
2040,09ES,eBoilerProHigh,capaConvResi,0.0095,
2045,09ES,eBoilerProHigh,capaConvResi,0.00475,
2020,09ES,gasBoilerProHighStock,capaConvResi,0.43137,
2025,09ES,gasBoilerProHighStock,capaConvResi,0.35947,
2030,09ES,gasBoilerProHighStock,capaConvResi,0.28758,
2035,09ES,gasBoilerProHighStock,capaConvResi,0.21569,
2040,09ES,gasBoilerProHighStock,capaConvResi,0.14379,
2045,09ES,gasBoilerProHighStock,capaConvResi,0.0719,
2020,09ES,oilBoilerProHighStock,capaConvResi,0.13289,
2025,09ES,oilBoilerProHighStock,capaConvResi,0.11074,
2030,09ES,oilBoilerProHighStock,capaConvResi,0.0886,
2035,09ES,oilBoilerProHighStock,capaConvResi,0.06645,
2040,09ES,oilBoilerProHighStock,capaConvResi,0.0443,
2045,09ES,oilBoilerProHighStock,capaConvResi,0.02215,
2020,09ES,bioBoilerProLowStock,capaConvResi,0.15821,
2025,09ES,bioBoilerProLowStock,capaConvResi,0.13185,
2030,09ES,bioBoilerProLowStock,capaConvResi,0.10548,
2035,09ES,bioBoilerProLowStock,capaConvResi,0.07911,
2040,09ES,bioBoilerProLowStock,capaConvResi,0.05274,
2045,09ES,bioBoilerProLowStock,capaConvResi,0.02637,
2020,09ES,ccgtGasBackProLowStock,capaConvResi,0.00682,
2025,09ES,ccgtGasBackProLowStock,capaConvResi,0.00569,
2030,09ES,ccgtGasBackProLowStock,capaConvResi,0.00455,
2035,09ES,ccgtGasBackProLowStock,capaConvResi,0.00341,
2040,09ES,ccgtGasBackProLowStock,capaConvResi,0.00228,
2045,09ES,ccgtGasBackProLowStock,capaConvResi,0.00114,
2020,09ES,districtHeatPro,capaConvResi,0.00226,
2025,09ES,districtHeatPro,capaConvResi,0.00188,
2030,09ES,districtHeatPro,capaConvResi,0.00151,
2035,09ES,districtHeatPro,capaConvResi,0.00113,
2040,09ES,districtHeatPro,capaConvResi,0.00076,
2045,09ES,districtHeatPro,capaConvResi,0.00038,
2020,09ES,gasBoilerProLowStock,capaConvResi,0.08131,
2025,09ES,gasBoilerProLowStock,capaConvResi,0.06776,
2030,09ES,gasBoilerProLowStock,capaConvResi,0.05421,
2035,09ES,gasBoilerProLowStock,capaConvResi,0.04066,
2040,09ES,gasBoilerProLowStock,capaConvResi,0.02711,
2045,09ES,gasBoilerProLowStock,capaConvResi,0.01356,
2020,09ES,eBoilerProLow,capaConvResi,0.00515,
2025,09ES,eBoilerProLow,capaConvResi,0.0043,
2030,09ES,eBoilerProLow,capaConvResi,0.00344,
2035,09ES,eBoilerProLow,capaConvResi,0.00258,
2040,09ES,eBoilerProLow,capaConvResi,0.00172,
2045,09ES,eBoilerProLow,capaConvResi,0.00086,
2020,09ES,gasEngineProLowStock,capaConvResi,0.1871,
2025,09ES,gasEngineProLowStock,capaConvResi,0.15592,
2030,09ES,gasEngineProLowStock,capaConvResi,0.12474,
2035,09ES,gasEngineProLowStock,capaConvResi,0.09355,
2040,09ES,gasEngineProLowStock,capaConvResi,0.06237,
2045,09ES,gasEngineProLowStock,capaConvResi,0.03119,
2020,09ES,oilBoilerProLowStock,capaConvResi,0.02177,
2025,09ES,oilBoilerProLowStock,capaConvResi,0.01814,
2030,09ES,oilBoilerProLowStock,capaConvResi,0.01451,
2035,09ES,oilBoilerProLowStock,capaConvResi,0.01089,
2040,09ES,oilBoilerProLowStock,capaConvResi,0.00726,
2045,09ES,oilBoilerProLowStock,capaConvResi,0.00363,
2020,09ES,hardcoalPlantProLowStock,capaConvResi,0.00238,
2025,09ES,hardcoalPlantProLowStock,capaConvResi,0.00198,
2030,09ES,hardcoalPlantProLowStock,capaConvResi,0.00159,
2035,09ES,hardcoalPlantProLowStock,capaConvResi,0.00119,
2040,09ES,hardcoalPlantProLowStock,capaConvResi,0.0008,
2045,09ES,hardcoalPlantProLowStock,capaConvResi,0.0004,
2020,09ES,oilPlantProLowStock,capaConvResi,0.02058,
2025,09ES,oilPlantProLowStock,capaConvResi,0.01715,
2030,09ES,oilPlantProLowStock,capaConvResi,0.01372,
2035,09ES,oilPlantProLowStock,capaConvResi,0.01029,
2040,09ES,oilPlantProLowStock,capaConvResi,0.00686,
2045,09ES,oilPlantProLowStock,capaConvResi,0.00343,
2020,09ES,bioBoilerProMedStock,capaConvResi,0.0057,
2025,09ES,bioBoilerProMedStock,capaConvResi,0.00475,
2030,09ES,bioBoilerProMedStock,capaConvResi,0.0038,
2035,09ES,bioBoilerProMedStock,capaConvResi,0.00285,
2040,09ES,bioBoilerProMedStock,capaConvResi,0.0019,
2045,09ES,bioBoilerProMedStock,capaConvResi,0.00095,
2020,09ES,bioGasEngineProMedStock,capaConvResi,0.08868,
2025,09ES,bioGasEngineProMedStock,capaConvResi,0.0739,
2030,09ES,bioGasEngineProMedStock,capaConvResi,0.05912,
2035,09ES,bioGasEngineProMedStock,capaConvResi,0.04434,
2040,09ES,bioGasEngineProMedStock,capaConvResi,0.02956,
2045,09ES,bioGasEngineProMedStock,capaConvResi,0.01478,
2020,09ES,ccgtGasBackProMedStock,capaConvResi,0.01021,
2025,09ES,ccgtGasBackProMedStock,capaConvResi,0.00851,
2030,09ES,ccgtGasBackProMedStock,capaConvResi,0.00681,
2035,09ES,ccgtGasBackProMedStock,capaConvResi,0.00511,
2040,09ES,ccgtGasBackProMedStock,capaConvResi,0.00341,
2045,09ES,ccgtGasBackProMedStock,capaConvResi,0.00171,
2020,09ES,coalBoilerProMedStock,capaConvResi,0.01571,
2025,09ES,coalBoilerProMedStock,capaConvResi,0.01309,
2030,09ES,coalBoilerProMedStock,capaConvResi,0.01048,
2035,09ES,coalBoilerProMedStock,capaConvResi,0.00786,
2040,09ES,coalBoilerProMedStock,capaConvResi,0.00524,
2045,09ES,coalBoilerProMedStock,capaConvResi,0.00262,
2020,09ES,eBoilerProMed,capaConvResi,0.01266,
2025,09ES,eBoilerProMed,capaConvResi,0.01055,
2030,09ES,eBoilerProMed,capaConvResi,0.00844,
2035,09ES,eBoilerProMed,capaConvResi,0.00633,
2040,09ES,eBoilerProMed,capaConvResi,0.00422,
2045,09ES,eBoilerProMed,capaConvResi,0.00211,
2020,09ES,gasBoilerProMedStock,capaConvResi,0.13266,
2025,09ES,gasBoilerProMedStock,capaConvResi,0.11055,
2030,09ES,gasBoilerProMedStock,capaConvResi,0.08844,
2035,09ES,gasBoilerProMedStock,capaConvResi,0.06633,
2040,09ES,gasBoilerProMedStock,capaConvResi,0.04422,
2045,09ES,gasBoilerProMedStock,capaConvResi,0.02211,
2020,09ES,gasEngineProMedStock,capaConvResi,0.28589,
2025,09ES,gasEngineProMedStock,capaConvResi,0.23824,
2030,09ES,gasEngineProMedStock,capaConvResi,0.1906,
2035,09ES,gasEngineProMedStock,capaConvResi,0.14295,
2040,09ES,gasEngineProMedStock,capaConvResi,0.0953,
2045,09ES,gasEngineProMedStock,capaConvResi,0.04765,
2020,09ES,oilBoilerProMedStock,capaConvResi,0.06506,
2025,09ES,oilBoilerProMedStock,capaConvResi,0.05422,
2030,09ES,oilBoilerProMedStock,capaConvResi,0.04337,
2035,09ES,oilBoilerProMedStock,capaConvResi,0.03253,
2040,09ES,oilBoilerProMedStock,capaConvResi,0.02169,
2045,09ES,oilBoilerProMedStock,capaConvResi,0.01085,
2020,09ES,hardcoalPlantProMedStock,capaConvResi,0.01554,
2025,09ES,hardcoalPlantProMedStock,capaConvResi,0.01295,
2030,09ES,hardcoalPlantProMedStock,capaConvResi,0.01036,
2035,09ES,hardcoalPlantProMedStock,capaConvResi,0.00777,
2040,09ES,hardcoalPlantProMedStock,capaConvResi,0.00518,
2045,09ES,hardcoalPlantProMedStock,capaConvResi,0.00259,
2020,09ES,oilPlantProMedStock,capaConvResi,0.02841,
2025,09ES,oilPlantProMedStock,capaConvResi,0.02367,
2030,09ES,oilPlantProMedStock,capaConvResi,0.01894,
2035,09ES,oilPlantProMedStock,capaConvResi,0.01421,
2040,09ES,oilPlantProMedStock,capaConvResi,0.00947,
2045,09ES,oilPlantProMedStock,capaConvResi,0.00474,
2020,09ES,districtHeatSpace,capaConvResi,0.04055,
2025,09ES,districtHeatSpace,capaConvResi,0.02347,
2030,09ES,districtHeatSpace,capaConvResi,0.01556,
2035,09ES,districtHeatSpace,capaConvResi,0.00943,
2040,09ES,districtHeatSpace,capaConvResi,0.00424,
2020,09ES,bioBoilerSpaceStock,capaConvResi,1.40365,
2025,09ES,bioBoilerSpaceStock,capaConvResi,0.81232,
2030,09ES,bioBoilerSpaceStock,capaConvResi,0.53846,
2035,09ES,bioBoilerSpaceStock,capaConvResi,0.32613,
2040,09ES,bioBoilerSpaceStock,capaConvResi,0.14665,
2020,09ES,gasBoilerSpaceStock,capaConvResi,3.76996,
2025,09ES,gasBoilerSpaceStock,capaConvResi,2.18175,
2030,09ES,gasBoilerSpaceStock,capaConvResi,1.4462,
2035,09ES,gasBoilerSpaceStock,capaConvResi,0.87593,
2040,09ES,gasBoilerSpaceStock,capaConvResi,0.39386,
2020,09ES,oilLiquidBoilerSpaceStock,capaConvResi,4.01593,
2025,09ES,oilLiquidBoilerSpaceStock,capaConvResi,2.3241,
2030,09ES,oilLiquidBoilerSpaceStock,capaConvResi,1.54056,
2035,09ES,oilLiquidBoilerSpaceStock,capaConvResi,0.93308,
2040,09ES,oilLiquidBoilerSpaceStock,capaConvResi,0.41956,
2020,09ES,resistiveHeatSpaceStock,capaConvResi,0.19967,
2025,09ES,resistiveHeatSpaceStock,capaConvResi,0.11556,
2030,09ES,resistiveHeatSpaceStock,capaConvResi,0.0766,
2035,09ES,resistiveHeatSpaceStock,capaConvResi,0.0464,
2040,09ES,resistiveHeatSpaceStock,capaConvResi,0.02086,
2020,09ES,coalBoilerSpaceStock,capaConvResi,0.08841,
2025,09ES,coalBoilerSpaceStock,capaConvResi,0.05117,
2030,09ES,coalBoilerSpaceStock,capaConvResi,0.03392,
2035,09ES,coalBoilerSpaceStock,capaConvResi,0.02055,
2040,09ES,coalBoilerSpaceStock,capaConvResi,0.00924,
2020,10ES,coalBoilerProHighStock,capaConvResi,0.05412,
2025,10ES,coalBoilerProHighStock,capaConvResi,0.0451,
2030,10ES,coalBoilerProHighStock,capaConvResi,0.03608,
2035,10ES,coalBoilerProHighStock,capaConvResi,0.02706,
2040,10ES,coalBoilerProHighStock,capaConvResi,0.01804,
2045,10ES,coalBoilerProHighStock,capaConvResi,0.00902,
2020,10ES,eBoilerProHigh,capaConvResi,0.01636,
2025,10ES,eBoilerProHigh,capaConvResi,0.01363,
2030,10ES,eBoilerProHigh,capaConvResi,0.01091,
2035,10ES,eBoilerProHigh,capaConvResi,0.00818,
2040,10ES,eBoilerProHigh,capaConvResi,0.00546,
2045,10ES,eBoilerProHigh,capaConvResi,0.00273,
2020,10ES,gasBoilerProHighStock,capaConvResi,0.24774,
2025,10ES,gasBoilerProHighStock,capaConvResi,0.20645,
2030,10ES,gasBoilerProHighStock,capaConvResi,0.16516,
2035,10ES,gasBoilerProHighStock,capaConvResi,0.12387,
2040,10ES,gasBoilerProHighStock,capaConvResi,0.08258,
2045,10ES,gasBoilerProHighStock,capaConvResi,0.04129,
2020,10ES,oilBoilerProHighStock,capaConvResi,0.07632,
2025,10ES,oilBoilerProHighStock,capaConvResi,0.0636,
2030,10ES,oilBoilerProHighStock,capaConvResi,0.05088,
2035,10ES,oilBoilerProHighStock,capaConvResi,0.03816,
2040,10ES,oilBoilerProHighStock,capaConvResi,0.02544,
2045,10ES,oilBoilerProHighStock,capaConvResi,0.01272,
2020,10ES,bioBoilerProLowStock,capaConvResi,0.09087,
2025,10ES,bioBoilerProLowStock,capaConvResi,0.07572,
2030,10ES,bioBoilerProLowStock,capaConvResi,0.06058,
2035,10ES,bioBoilerProLowStock,capaConvResi,0.04544,
2040,10ES,bioBoilerProLowStock,capaConvResi,0.03029,
2045,10ES,bioBoilerProLowStock,capaConvResi,0.01515,
2020,10ES,ccgtGasBackProLowStock,capaConvResi,0.00392,
2025,10ES,ccgtGasBackProLowStock,capaConvResi,0.00327,
2030,10ES,ccgtGasBackProLowStock,capaConvResi,0.00261,
2035,10ES,ccgtGasBackProLowStock,capaConvResi,0.00196,
2040,10ES,ccgtGasBackProLowStock,capaConvResi,0.00131,
2045,10ES,ccgtGasBackProLowStock,capaConvResi,0.00066,
2020,10ES,gasBoilerProLowStock,capaConvResi,0.0467,
2025,10ES,gasBoilerProLowStock,capaConvResi,0.03892,
2030,10ES,gasBoilerProLowStock,capaConvResi,0.03114,
2035,10ES,gasBoilerProLowStock,capaConvResi,0.02335,
2040,10ES,gasBoilerProLowStock,capaConvResi,0.01557,
2045,10ES,gasBoilerProLowStock,capaConvResi,0.00779,
2020,10ES,eBoilerProLow,capaConvResi,0.00296,
2025,10ES,eBoilerProLow,capaConvResi,0.00247,
2030,10ES,eBoilerProLow,capaConvResi,0.00198,
2035,10ES,eBoilerProLow,capaConvResi,0.00148,
2040,10ES,eBoilerProLow,capaConvResi,0.00099,
2045,10ES,eBoilerProLow,capaConvResi,0.0005,
2020,10ES,gasEngineProLowStock,capaConvResi,0.10746,
2025,10ES,gasEngineProLowStock,capaConvResi,0.08955,
2030,10ES,gasEngineProLowStock,capaConvResi,0.07164,
2035,10ES,gasEngineProLowStock,capaConvResi,0.05373,
2040,10ES,gasEngineProLowStock,capaConvResi,0.03582,
2045,10ES,gasEngineProLowStock,capaConvResi,0.01791,
2020,10ES,oilBoilerProLowStock,capaConvResi,0.0125,
2025,10ES,oilBoilerProLowStock,capaConvResi,0.01042,
2030,10ES,oilBoilerProLowStock,capaConvResi,0.00834,
2035,10ES,oilBoilerProLowStock,capaConvResi,0.00625,
2040,10ES,oilBoilerProLowStock,capaConvResi,0.00417,
2045,10ES,oilBoilerProLowStock,capaConvResi,0.00209,
2020,10ES,oilPlantProLowStock,capaConvResi,0.01182,
2025,10ES,oilPlantProLowStock,capaConvResi,0.00985,
2030,10ES,oilPlantProLowStock,capaConvResi,0.00788,
2035,10ES,oilPlantProLowStock,capaConvResi,0.00591,
2040,10ES,oilPlantProLowStock,capaConvResi,0.00394,
2045,10ES,oilPlantProLowStock,capaConvResi,0.00197,
2020,10ES,bioBoilerProMedStock,capaConvResi,0.00328,
2025,10ES,bioBoilerProMedStock,capaConvResi,0.00273,
2030,10ES,bioBoilerProMedStock,capaConvResi,0.00219,
2035,10ES,bioBoilerProMedStock,capaConvResi,0.00164,
2040,10ES,bioBoilerProMedStock,capaConvResi,0.0011,
2045,10ES,bioBoilerProMedStock,capaConvResi,0.00055,
2020,10ES,bioGasEngineProMedStock,capaConvResi,0.05093,
2025,10ES,bioGasEngineProMedStock,capaConvResi,0.04244,
2030,10ES,bioGasEngineProMedStock,capaConvResi,0.03396,
2035,10ES,bioGasEngineProMedStock,capaConvResi,0.02547,
2040,10ES,bioGasEngineProMedStock,capaConvResi,0.01698,
2045,10ES,bioGasEngineProMedStock,capaConvResi,0.00849,
2020,10ES,ccgtGasBackProMedStock,capaConvResi,0.00587,
2025,10ES,ccgtGasBackProMedStock,capaConvResi,0.00489,
2030,10ES,ccgtGasBackProMedStock,capaConvResi,0.00391,
2035,10ES,ccgtGasBackProMedStock,capaConvResi,0.00294,
2040,10ES,ccgtGasBackProMedStock,capaConvResi,0.00196,
2045,10ES,ccgtGasBackProMedStock,capaConvResi,0.00098,
2020,10ES,coalBoilerProMedStock,capaConvResi,0.00903,
2025,10ES,coalBoilerProMedStock,capaConvResi,0.00752,
2030,10ES,coalBoilerProMedStock,capaConvResi,0.00602,
2035,10ES,coalBoilerProMedStock,capaConvResi,0.00452,
2040,10ES,coalBoilerProMedStock,capaConvResi,0.00301,
2045,10ES,coalBoilerProMedStock,capaConvResi,0.00151,
2020,10ES,eBoilerProMed,capaConvResi,0.00727,
2025,10ES,eBoilerProMed,capaConvResi,0.00606,
2030,10ES,eBoilerProMed,capaConvResi,0.00485,
2035,10ES,eBoilerProMed,capaConvResi,0.00364,
2040,10ES,eBoilerProMed,capaConvResi,0.00243,
2045,10ES,eBoilerProMed,capaConvResi,0.00122,
2020,10ES,gasBoilerProMedStock,capaConvResi,0.07619,
2025,10ES,gasBoilerProMedStock,capaConvResi,0.06349,
2030,10ES,gasBoilerProMedStock,capaConvResi,0.0508,
2035,10ES,gasBoilerProMedStock,capaConvResi,0.0381,
2040,10ES,gasBoilerProMedStock,capaConvResi,0.0254,
2045,10ES,gasBoilerProMedStock,capaConvResi,0.0127,
2020,10ES,gasEngineProMedStock,capaConvResi,0.16419,
2025,10ES,gasEngineProMedStock,capaConvResi,0.13683,
2030,10ES,gasEngineProMedStock,capaConvResi,0.10946,
2035,10ES,gasEngineProMedStock,capaConvResi,0.0821,
2040,10ES,gasEngineProMedStock,capaConvResi,0.05473,
2045,10ES,gasEngineProMedStock,capaConvResi,0.02737,
2020,10ES,oilBoilerProMedStock,capaConvResi,0.03737,
2025,10ES,oilBoilerProMedStock,capaConvResi,0.03114,
2030,10ES,oilBoilerProMedStock,capaConvResi,0.02491,
2035,10ES,oilBoilerProMedStock,capaConvResi,0.01869,
2040,10ES,oilBoilerProMedStock,capaConvResi,0.01246,
2045,10ES,oilBoilerProMedStock,capaConvResi,0.00623,
2020,10ES,hardcoalPlantProMedStock,capaConvResi,0.00893,
2025,10ES,hardcoalPlantProMedStock,capaConvResi,0.00744,
2030,10ES,hardcoalPlantProMedStock,capaConvResi,0.00595,
2035,10ES,hardcoalPlantProMedStock,capaConvResi,0.00447,
2040,10ES,hardcoalPlantProMedStock,capaConvResi,0.00298,
2045,10ES,hardcoalPlantProMedStock,capaConvResi,0.00149,
2020,10ES,oilPlantProMedStock,capaConvResi,0.01632,
2025,10ES,oilPlantProMedStock,capaConvResi,0.0136,
2030,10ES,oilPlantProMedStock,capaConvResi,0.01088,
2035,10ES,oilPlantProMedStock,capaConvResi,0.00816,
2040,10ES,oilPlantProMedStock,capaConvResi,0.00544,
2045,10ES,oilPlantProMedStock,capaConvResi,0.00272,
2020,10ES,districtHeatSpace,capaConvResi,0.02483,
2025,10ES,districtHeatSpace,capaConvResi,0.01437,
2030,10ES,districtHeatSpace,capaConvResi,0.00953,
2035,10ES,districtHeatSpace,capaConvResi,0.00577,
2040,10ES,districtHeatSpace,capaConvResi,0.0026,
2020,10ES,bioBoilerSpaceStock,capaConvResi,0.85927,
2025,10ES,bioBoilerSpaceStock,capaConvResi,0.49728,
2030,10ES,bioBoilerSpaceStock,capaConvResi,0.32963,
2035,10ES,bioBoilerSpaceStock,capaConvResi,0.19965,
2040,10ES,bioBoilerSpaceStock,capaConvResi,0.08977,
2020,10ES,gasBoilerSpaceStock,capaConvResi,2.30784,
2025,10ES,gasBoilerSpaceStock,capaConvResi,1.3356,
2030,10ES,gasBoilerSpaceStock,capaConvResi,0.88532,
2035,10ES,gasBoilerSpaceStock,capaConvResi,0.53621,
2040,10ES,gasBoilerSpaceStock,capaConvResi,0.24111,
