technology_3,region_2,timestep_2,parameter,value,source
gasBoilerSpace,GR,2025,lifeConv,23.1053,
gasBoilerSpace,GR,2030,lifeConv,23.1053,
gasBoilerSpace,GR,2035,lifeConv,23.1053,
gasBoilerSpace,GR,2040,lifeConv,23.1053,
gasBoilerSpace,GR,2045,lifeConv,23.1053,
gasBoilerSpace,GR,2050,lifeConv,23.1053,
gasBoilerSpace,GR,,effConv,1.0039,
gasBoilerSpace,GR,2025,costExpConv,144.6552,
gasBoilerSpace,GR,2030,costExpConv,142.2249,
gasBoilerSpace,GR,2035,costExpConv,139.6251,
gasBoilerSpace,GR,2040,costExpConv,136.9769,
gasBoilerSpace,GR,2045,costExpConv,133.774,
gasBoilerSpace,GR,2050,costExpConv,130.5712,
gasBoilerSpace,GR,2025,costOprConv,6.0728,
gasBoilerSpace,GR,2030,costOprConv,6.0706,
gasBoilerSpace,GR,2035,costOprConv,5.9435,
gasBoilerSpace,GR,2040,costOprConv,5.8147,
gasBoilerSpace,GR,2045,costOprConv,5.3425,
gasBoilerSpace,GR,2050,costOprConv,4.8703,
districtHeatSpace,GR,2025,lifeConv,25,
districtHeatSpace,GR,2030,lifeConv,25,
districtHeatSpace,GR,2035,lifeConv,25,
districtHeatSpace,GR,2040,lifeConv,25,
districtHeatSpace,GR,2045,lifeConv,25,
districtHeatSpace,GR,2050,lifeConv,25,
districtHeatSpace,GR,,effConv,0.9,
districtHeatSpace,GR,2025,costExpConv,89.6852,
districtHeatSpace,GR,2030,costExpConv,87.4134,
districtHeatSpace,GR,2035,costExpConv,85.0493,
districtHeatSpace,GR,2040,costExpConv,82.6737,
districtHeatSpace,GR,2045,costExpConv,80.4508,
districtHeatSpace,GR,2050,costExpConv,78.2278,
districtHeatSpace,GR,2025,costOprConv,1.5116,
districtHeatSpace,GR,2030,costOprConv,1.5388,
districtHeatSpace,GR,2035,costOprConv,1.5129,
districtHeatSpace,GR,2040,costOprConv,1.4867,
districtHeatSpace,GR,2045,costOprConv,1.4599,
districtHeatSpace,GR,2050,costOprConv,1.433,
bioBoilerSpace,GR,2025,lifeConv,20,
bioBoilerSpace,GR,2030,lifeConv,20,
bioBoilerSpace,GR,2035,lifeConv,20,
bioBoilerSpace,GR,2040,lifeConv,20,
bioBoilerSpace,GR,2045,lifeConv,20,
bioBoilerSpace,GR,2050,lifeConv,20,
bioBoilerSpace,GR,,effConv,0.8856,
bioBoilerSpace,GR,2025,costExpConv,271.5937,
bioBoilerSpace,GR,2030,costExpConv,272.3107,
bioBoilerSpace,GR,2035,costExpConv,267.4272,
bioBoilerSpace,GR,2040,costExpConv,262.4568,
bioBoilerSpace,GR,2045,costExpConv,274.4786,
bioBoilerSpace,GR,2050,costExpConv,286.5005,
bioBoilerSpace,GR,2025,costOprConv,13.918,
bioBoilerSpace,GR,2030,costOprConv,14.1082,
bioBoilerSpace,GR,2035,costOprConv,13.9455,
bioBoilerSpace,GR,2040,costOprConv,13.7791,
bioBoilerSpace,GR,2045,costOprConv,14.9356,
bioBoilerSpace,GR,2050,costOprConv,16.0921,
heatpumpAirSpace,GR,2025,lifeConv,18.4842,
heatpumpAirSpace,GR,2030,lifeConv,18.4842,
heatpumpAirSpace,GR,2035,lifeConv,18.4842,
heatpumpAirSpace,GR,2040,lifeConv,18.4842,
heatpumpAirSpace,GR,2045,lifeConv,18.4842,
heatpumpAirSpace,GR,2050,lifeConv,18.4842,
heatpumpAirSpace,GR,2025,costExpConv,2949.1398,
heatpumpAirSpace,GR,2030,costExpConv,2788.762,
heatpumpAirSpace,GR,2035,costExpConv,2726.2555,
heatpumpAirSpace,GR,2040,costExpConv,2664.1406,
heatpumpAirSpace,GR,2045,costExpConv,2580.2191,
heatpumpAirSpace,GR,2050,costExpConv,2496.2976,
heatpumpAirSpace,GR,2025,costOprConv,61.6191,
heatpumpAirSpace,GR,2030,costOprConv,63.737,
heatpumpAirSpace,GR,2035,costOprConv,64.4237,
heatpumpAirSpace,GR,2040,costOprConv,65.1003,
heatpumpAirSpace,GR,2045,costOprConv,65.4099,
heatpumpAirSpace,GR,2050,costOprConv,65.7195,
heatpumpGroundSpace,GR,2025,lifeConv,20,
heatpumpGroundSpace,GR,2030,lifeConv,20,
heatpumpGroundSpace,GR,2035,lifeConv,20,
heatpumpGroundSpace,GR,2040,lifeConv,20,
heatpumpGroundSpace,GR,2045,lifeConv,20,
heatpumpGroundSpace,GR,2050,lifeConv,20,
heatpumpGroundSpace,GR,2025,costExpConv,3847.4685,
heatpumpGroundSpace,GR,2030,costExpConv,3714.8382,
heatpumpGroundSpace,GR,2035,costExpConv,3681.0962,
heatpumpGroundSpace,GR,2040,costExpConv,3647.643,
heatpumpGroundSpace,GR,2045,costExpConv,3561.6544,
heatpumpGroundSpace,GR,2050,costExpConv,3475.6659,
heatpumpGroundSpace,GR,2025,costOprConv,53.5171,
heatpumpGroundSpace,GR,2030,costOprConv,54.2724,
heatpumpGroundSpace,GR,2035,costOprConv,54.6362,
heatpumpGroundSpace,GR,2040,costOprConv,54.9848,
heatpumpGroundSpace,GR,2045,costOprConv,54.6059,
heatpumpGroundSpace,GR,2050,costOprConv,54.2271,
solarThermalResi_b,GR,2025,lifeConv,25,
solarThermalResi_b,GR,2030,lifeConv,30,
solarThermalResi_b,GR,2035,lifeConv,30,
solarThermalResi_b,GR,2040,lifeConv,30,
solarThermalResi_b,GR,2045,lifeConv,30,
solarThermalResi_b,GR,2050,lifeConv,30,
solarThermalResi_b,GR,2025,costExpConv,1602.811,
solarThermalResi_b,GR,2030,costExpConv,1534.8081,
solarThermalResi_b,GR,2035,costExpConv,1496.9498,
solarThermalResi_b,GR,2040,costExpConv,1460.5132,
solarThermalResi_b,GR,2045,costExpConv,1424.3361,
solarThermalResi_b,GR,2050,costExpConv,1388.159,
solarThermalResi_b,GR,2025,costOprConv,10.5656,
solarThermalResi_b,GR,2030,costOprConv,10.6763,
solarThermalResi_b,GR,2035,costOprConv,10.4857,
solarThermalResi_b,GR,2040,costOprConv,10.3056,
solarThermalResi_b,GR,2045,costOprConv,10.0383,
solarThermalResi_b,GR,2050,costOprConv,9.7709,
resistiveHeatSpace,GR,2025,lifeConv,30,
resistiveHeatSpace,GR,2030,lifeConv,30,
resistiveHeatSpace,GR,2035,lifeConv,30,
resistiveHeatSpace,GR,2040,lifeConv,30,
resistiveHeatSpace,GR,2045,lifeConv,30,
resistiveHeatSpace,GR,2050,lifeConv,30,
resistiveHeatSpace,GR,,effConv,1,
resistiveHeatSpace,GR,2025,costExpConv,746.8125,
resistiveHeatSpace,GR,2030,costExpConv,728.328,
resistiveHeatSpace,GR,2035,costExpConv,710.5241,
resistiveHeatSpace,GR,2040,costExpConv,692.7201,
resistiveHeatSpace,GR,2045,costExpConv,675.7866,
resistiveHeatSpace,GR,2050,costExpConv,658.8531,
resistiveHeatSpace,GR,2025,costOprConv,3.2141,
resistiveHeatSpace,GR,2030,costOprConv,3.0839,
resistiveHeatSpace,GR,2035,costOprConv,3.0169,
resistiveHeatSpace,GR,2040,costOprConv,2.9499,
resistiveHeatSpace,GR,2045,costOprConv,2.8828,
resistiveHeatSpace,GR,2050,costOprConv,2.8158,
gasBoilerSpace,HR,2025,lifeConv,23.7477,
gasBoilerSpace,HR,2030,lifeConv,23.7477,
gasBoilerSpace,HR,2035,lifeConv,23.7477,
gasBoilerSpace,HR,2040,lifeConv,23.7477,
gasBoilerSpace,HR,2045,lifeConv,23.7477,
gasBoilerSpace,HR,2050,lifeConv,23.7477,
gasBoilerSpace,HR,,effConv,1.008,
gasBoilerSpace,HR,2025,costExpConv,125.8711,
gasBoilerSpace,HR,2030,costExpConv,123.5754,
gasBoilerSpace,HR,2035,costExpConv,121.4023,
gasBoilerSpace,HR,2040,costExpConv,119.126,
gasBoilerSpace,HR,2045,costExpConv,116.3693,
gasBoilerSpace,HR,2050,costExpConv,113.6126,
gasBoilerSpace,HR,2025,costOprConv,4.8321,
gasBoilerSpace,HR,2030,costOprConv,4.8231,
gasBoilerSpace,HR,2035,costOprConv,4.7288,
gasBoilerSpace,HR,2040,costOprConv,4.6308,
gasBoilerSpace,HR,2045,costOprConv,4.0373,
gasBoilerSpace,HR,2050,costOprConv,3.4438,
districtHeatSpace,HR,2025,lifeConv,25,
districtHeatSpace,HR,2030,lifeConv,25,
districtHeatSpace,HR,2035,lifeConv,25,
districtHeatSpace,HR,2040,lifeConv,25,
districtHeatSpace,HR,2045,lifeConv,25,
districtHeatSpace,HR,2050,lifeConv,25,
districtHeatSpace,HR,,effConv,0.9,
districtHeatSpace,HR,2025,costExpConv,73.8819,
districtHeatSpace,HR,2030,costExpConv,72.0276,
districtHeatSpace,HR,2035,costExpConv,70.1696,
districtHeatSpace,HR,2040,costExpConv,68.2805,
districtHeatSpace,HR,2045,costExpConv,66.4893,
districtHeatSpace,HR,2050,costExpConv,64.6981,
districtHeatSpace,HR,2025,costOprConv,1.1435,
districtHeatSpace,HR,2030,costOprConv,1.1585,
districtHeatSpace,HR,2035,costOprConv,1.1374,
districtHeatSpace,HR,2040,costOprConv,1.1159,
districtHeatSpace,HR,2045,costOprConv,1.0943,
districtHeatSpace,HR,2050,costOprConv,1.0727,
bioBoilerSpace,HR,2025,lifeConv,20,
bioBoilerSpace,HR,2030,lifeConv,20,
bioBoilerSpace,HR,2035,lifeConv,20,
bioBoilerSpace,HR,2040,lifeConv,20,
bioBoilerSpace,HR,2045,lifeConv,20,
bioBoilerSpace,HR,2050,lifeConv,20,
bioBoilerSpace,HR,,effConv,0.8873,
bioBoilerSpace,HR,2025,costExpConv,253.7889,
bioBoilerSpace,HR,2030,costExpConv,254.7738,
bioBoilerSpace,HR,2035,costExpConv,249.8479,
bioBoilerSpace,HR,2040,costExpConv,244.7569,
bioBoilerSpace,HR,2045,costExpConv,249.7687,
bioBoilerSpace,HR,2050,costExpConv,254.7806,
bioBoilerSpace,HR,2025,costOprConv,10.6636,
bioBoilerSpace,HR,2030,costOprConv,10.8267,
bioBoilerSpace,HR,2035,costOprConv,10.6979,
bioBoilerSpace,HR,2040,costOprConv,10.5634,
bioBoilerSpace,HR,2045,costOprConv,11.2032,
bioBoilerSpace,HR,2050,costOprConv,11.8429,
heatpumpAirSpace,HR,2025,lifeConv,18.9981,
heatpumpAirSpace,HR,2030,lifeConv,18.9981,
heatpumpAirSpace,HR,2035,lifeConv,18.9981,
heatpumpAirSpace,HR,2040,lifeConv,18.9981,
heatpumpAirSpace,HR,2045,lifeConv,18.9981,
heatpumpAirSpace,HR,2050,lifeConv,18.9981,
heatpumpAirSpace,HR,2025,costExpConv,2565.7381,
heatpumpAirSpace,HR,2030,costExpConv,2413.1489,
heatpumpAirSpace,HR,2035,costExpConv,2354.6545,
heatpumpAirSpace,HR,2040,costExpConv,2296.5625,
heatpumpAirSpace,HR,2045,costExpConv,2220.1034,
heatpumpAirSpace,HR,2050,costExpConv,2143.6442,
heatpumpAirSpace,HR,2025,costOprConv,52.9459,
heatpumpAirSpace,HR,2030,costOprConv,54.8,
heatpumpAirSpace,HR,2035,costOprConv,55.4599,
heatpumpAirSpace,HR,2040,costOprConv,56.1032,
heatpumpAirSpace,HR,2045,costOprConv,56.4606,
heatpumpAirSpace,HR,2050,costOprConv,56.818,
heatpumpGroundSpace,HR,2025,lifeConv,20,
heatpumpGroundSpace,HR,2030,lifeConv,20,
heatpumpGroundSpace,HR,2035,lifeConv,20,
heatpumpGroundSpace,HR,2040,lifeConv,20,
heatpumpGroundSpace,HR,2045,lifeConv,20,
heatpumpGroundSpace,HR,2050,lifeConv,20,
heatpumpGroundSpace,HR,2025,costExpConv,3191.1263,
heatpumpGroundSpace,HR,2030,costExpConv,3069.1791,
heatpumpGroundSpace,HR,2035,costExpConv,3036.607,
heatpumpGroundSpace,HR,2040,costExpConv,3004.322,
heatpumpGroundSpace,HR,2045,costExpConv,2931.9715,
heatpumpGroundSpace,HR,2050,costExpConv,2859.621,
heatpumpGroundSpace,HR,2025,costOprConv,44.1516,
heatpumpGroundSpace,HR,2030,costOprConv,44.8296,
heatpumpGroundSpace,HR,2035,costOprConv,45.1726,
heatpumpGroundSpace,HR,2040,costOprConv,45.4933,
heatpumpGroundSpace,HR,2045,costOprConv,45.2888,
heatpumpGroundSpace,HR,2050,costOprConv,45.0843,
solarThermalResi_b,HR,2025,lifeConv,25,
solarThermalResi_b,HR,2030,lifeConv,30,
solarThermalResi_b,HR,2035,lifeConv,30,
solarThermalResi_b,HR,2040,lifeConv,30,
solarThermalResi_b,HR,2045,lifeConv,30,
solarThermalResi_b,HR,2050,lifeConv,30,
solarThermalResi_b,HR,2025,costExpConv,1641.8725,
solarThermalResi_b,HR,2030,costExpConv,1570.0721,
solarThermalResi_b,HR,2035,costExpConv,1529.99,
solarThermalResi_b,HR,2040,costExpConv,1492.8256,
solarThermalResi_b,HR,2045,costExpConv,1455.8129,
solarThermalResi_b,HR,2050,costExpConv,1418.8003,
solarThermalResi_b,HR,2025,costOprConv,10.1775,
solarThermalResi_b,HR,2030,costOprConv,10.3478,
solarThermalResi_b,HR,2035,costOprConv,10.1667,
solarThermalResi_b,HR,2040,costOprConv,10.0054,
solarThermalResi_b,HR,2045,costOprConv,9.7519,
solarThermalResi_b,HR,2050,costOprConv,9.4983,
resistiveHeatSpace,HR,2025,lifeConv,30,
resistiveHeatSpace,HR,2030,lifeConv,30,
resistiveHeatSpace,HR,2035,lifeConv,30,
resistiveHeatSpace,HR,2040,lifeConv,30,
resistiveHeatSpace,HR,2045,lifeConv,30,
resistiveHeatSpace,HR,2050,lifeConv,30,
resistiveHeatSpace,HR,,effConv,1,
resistiveHeatSpace,HR,2025,costExpConv,720.3353,
resistiveHeatSpace,HR,2030,costExpConv,702.5061,
resistiveHeatSpace,HR,2035,costExpConv,685.3333,
resistiveHeatSpace,HR,2040,costExpConv,668.1606,
resistiveHeatSpace,HR,2045,costExpConv,651.8275,
resistiveHeatSpace,HR,2050,costExpConv,635.4944,
resistiveHeatSpace,HR,2025,costOprConv,2.2241,
resistiveHeatSpace,HR,2030,costOprConv,2.1359,
resistiveHeatSpace,HR,2035,costOprConv,2.0894,
resistiveHeatSpace,HR,2040,costOprConv,2.043,
resistiveHeatSpace,HR,2045,costOprConv,1.9966,
resistiveHeatSpace,HR,2050,costOprConv,1.9502,
gasBoilerSpace,HU,2025,lifeConv,22.9125,
gasBoilerSpace,HU,2030,lifeConv,22.9125,
gasBoilerSpace,HU,2035,lifeConv,22.9125,
gasBoilerSpace,HU,2040,lifeConv,22.9125,
gasBoilerSpace,HU,2045,lifeConv,22.9125,
gasBoilerSpace,HU,2050,lifeConv,22.9125,
gasBoilerSpace,HU,,effConv,1.0027,
gasBoilerSpace,HU,2025,costExpConv,152.9125,
gasBoilerSpace,HU,2030,costExpConv,150.3679,
gasBoilerSpace,HU,2035,costExpConv,147.623,
gasBoilerSpace,HU,2040,costExpConv,144.8028,
gasBoilerSpace,HU,2045,costExpConv,141.3965,
gasBoilerSpace,HU,2050,costExpConv,137.9902,
gasBoilerSpace,HU,2025,costOprConv,6.5366,
gasBoilerSpace,HU,2030,costOprConv,6.5356,
gasBoilerSpace,HU,2035,costOprConv,6.3988,
gasBoilerSpace,HU,2040,costOprConv,6.2592,
gasBoilerSpace,HU,2045,costOprConv,5.7916,
gasBoilerSpace,HU,2050,costOprConv,5.3239,
districtHeatSpace,HU,2025,lifeConv,25,
districtHeatSpace,HU,2030,lifeConv,25,
districtHeatSpace,HU,2035,lifeConv,25,
districtHeatSpace,HU,2040,lifeConv,25,
districtHeatSpace,HU,2045,lifeConv,25,
districtHeatSpace,HU,2050,lifeConv,25,
districtHeatSpace,HU,,effConv,0.9,
districtHeatSpace,HU,2025,costExpConv,95.1325,
districtHeatSpace,HU,2030,costExpConv,92.7234,
districtHeatSpace,HU,2035,costExpConv,90.2196,
districtHeatSpace,HU,2040,costExpConv,87.6998,
districtHeatSpace,HU,2045,costExpConv,85.3372,
districtHeatSpace,HU,2050,costExpConv,82.9746,
districtHeatSpace,HU,2025,costOprConv,1.6363,
districtHeatSpace,HU,2030,costOprConv,1.6647,
districtHeatSpace,HU,2035,costOprConv,1.6367,
districtHeatSpace,HU,2040,costOprConv,1.6082,
districtHeatSpace,HU,2045,costOprConv,1.5789,
districtHeatSpace,HU,2050,costOprConv,1.5497,
bioBoilerSpace,HU,2025,lifeConv,20,
bioBoilerSpace,HU,2030,lifeConv,20,
bioBoilerSpace,HU,2035,lifeConv,20,
bioBoilerSpace,HU,2040,lifeConv,20,
bioBoilerSpace,HU,2045,lifeConv,20,
bioBoilerSpace,HU,2050,lifeConv,20,
bioBoilerSpace,HU,,effConv,0.8841,
bioBoilerSpace,HU,2025,costExpConv,281.299,
bioBoilerSpace,HU,2030,costExpConv,281.8818,
bioBoilerSpace,HU,2035,costExpConv,276.9971,
bioBoilerSpace,HU,2040,costExpConv,271.9715,
bioBoilerSpace,HU,2045,costExpConv,285.2408,
bioBoilerSpace,HU,2050,costExpConv,298.51,
bioBoilerSpace,HU,2025,costOprConv,15.0657,
bioBoilerSpace,HU,2030,costOprConv,15.259,
bioBoilerSpace,HU,2035,costOprConv,15.0867,
bioBoilerSpace,HU,2040,costOprConv,14.9081,
bioBoilerSpace,HU,2045,costOprConv,16.1569,
bioBoilerSpace,HU,2050,costOprConv,17.4056,
heatpumpAirSpace,HU,2025,lifeConv,18.33,
heatpumpAirSpace,HU,2030,lifeConv,18.33,
heatpumpAirSpace,HU,2035,lifeConv,18.33,
heatpumpAirSpace,HU,2040,lifeConv,18.33,
heatpumpAirSpace,HU,2045,lifeConv,18.33,
heatpumpAirSpace,HU,2050,lifeConv,18.33,
heatpumpAirSpace,HU,2025,costExpConv,3048.2026,
heatpumpAirSpace,HU,2030,costExpConv,2886.6049,
heatpumpAirSpace,HU,2035,costExpConv,2823.4557,
heatpumpAirSpace,HU,2040,costExpConv,2761.0387,
heatpumpAirSpace,HU,2045,costExpConv,2675.4665,
heatpumpAirSpace,HU,2050,costExpConv,2589.8942,
heatpumpAirSpace,HU,2025,costOprConv,64.6992,
heatpumpAirSpace,HU,2030,costOprConv,66.888,
heatpumpAirSpace,HU,2035,costOprConv,67.5913,
heatpumpAirSpace,HU,2040,costOprConv,68.2773,
heatpumpAirSpace,HU,2045,costOprConv,68.5579,
heatpumpAirSpace,HU,2050,costOprConv,68.8384,
heatpumpGroundSpace,HU,2025,lifeConv,20,
heatpumpGroundSpace,HU,2030,lifeConv,20,
heatpumpGroundSpace,HU,2035,lifeConv,20,
heatpumpGroundSpace,HU,2040,lifeConv,20,
heatpumpGroundSpace,HU,2045,lifeConv,20,
heatpumpGroundSpace,HU,2050,lifeConv,20,
heatpumpGroundSpace,HU,2025,costExpConv,4033.0138,
heatpumpGroundSpace,HU,2030,costExpConv,3897.7727,
heatpumpGroundSpace,HU,2035,costExpConv,3863.7133,
heatpumpGroundSpace,HU,2040,costExpConv,3830.1963,
heatpumpGroundSpace,HU,2045,costExpConv,3742.6937,
heatpumpGroundSpace,HU,2050,costExpConv,3655.1911,
heatpumpGroundSpace,HU,2025,costOprConv,56.9881,
heatpumpGroundSpace,HU,2030,costOprConv,57.7763,
heatpumpGroundSpace,HU,2035,costOprConv,58.1621,
heatpumpGroundSpace,HU,2040,costOprConv,58.5212,
heatpumpGroundSpace,HU,2045,costOprConv,58.1275,
heatpumpGroundSpace,HU,2050,costOprConv,57.7338,
solarThermalResi_b,HU,2025,lifeConv,25,
solarThermalResi_b,HU,2030,lifeConv,30,
solarThermalResi_b,HU,2035,lifeConv,30,
solarThermalResi_b,HU,2040,lifeConv,30,
solarThermalResi_b,HU,2045,lifeConv,30,
solarThermalResi_b,HU,2050,lifeConv,30,
solarThermalResi_b,HU,2025,costExpConv,1514.6393,
solarThermalResi_b,HU,2030,costExpConv,1450.8869,
solarThermalResi_b,HU,2035,costExpConv,1414.1937,
solarThermalResi_b,HU,2040,costExpConv,1379.7475,
solarThermalResi_b,HU,2045,costExpConv,1345.5805,
solarThermalResi_b,HU,2050,costExpConv,1311.4135,
solarThermalResi_b,HU,2025,costOprConv,10.1616,
solarThermalResi_b,HU,2030,costOprConv,10.2568,
solarThermalResi_b,HU,2035,costOprConv,10.0629,
solarThermalResi_b,HU,2040,costOprConv,9.8861,
solarThermalResi_b,HU,2045,costOprConv,9.6296,
solarThermalResi_b,HU,2050,costOprConv,9.3731,
resistiveHeatSpace,HU,2025,lifeConv,30,
resistiveHeatSpace,HU,2030,lifeConv,30,
resistiveHeatSpace,HU,2035,lifeConv,30,
resistiveHeatSpace,HU,2040,lifeConv,30,
resistiveHeatSpace,HU,2045,lifeConv,30,
resistiveHeatSpace,HU,2050,lifeConv,30,
resistiveHeatSpace,HU,,effConv,1,
resistiveHeatSpace,HU,2025,costExpConv,754.7593,
resistiveHeatSpace,HU,2030,costExpConv,736.0781,
resistiveHeatSpace,HU,2035,costExpConv,718.0847,
resistiveHeatSpace,HU,2040,costExpConv,700.0913,
resistiveHeatSpace,HU,2045,costExpConv,682.9776,
resistiveHeatSpace,HU,2050,costExpConv,665.8639,
resistiveHeatSpace,HU,2025,costOprConv,3.5113,
resistiveHeatSpace,HU,2030,costOprConv,3.3685,
resistiveHeatSpace,HU,2035,costOprConv,3.2953,
resistiveHeatSpace,HU,2040,costOprConv,3.222,
resistiveHeatSpace,HU,2045,costOprConv,3.1488,
resistiveHeatSpace,HU,2050,costOprConv,3.0756,
gasBoilerSpace,IE,2025,lifeConv,22.8404,
gasBoilerSpace,IE,2030,lifeConv,22.8404,
gasBoilerSpace,IE,2035,lifeConv,22.8404,
gasBoilerSpace,IE,2040,lifeConv,22.8404,
gasBoilerSpace,IE,2045,lifeConv,22.8404,
gasBoilerSpace,IE,2050,lifeConv,22.8404,
gasBoilerSpace,IE,,effConv,1.0022,
gasBoilerSpace,IE,2025,costExpConv,163.9818,
gasBoilerSpace,IE,2030,costExpConv,161.1691,
gasBoilerSpace,IE,2035,costExpConv,158.2095,
gasBoilerSpace,IE,2040,costExpConv,155.1436,
gasBoilerSpace,IE,2045,costExpConv,151.4521,
gasBoilerSpace,IE,2050,costExpConv,147.7607,
gasBoilerSpace,IE,2025,costOprConv,6.9885,
gasBoilerSpace,IE,2030,costOprConv,6.9854,
gasBoilerSpace,IE,2035,costOprConv,6.8413,
gasBoilerSpace,IE,2040,costOprConv,6.6934,
gasBoilerSpace,IE,2045,costOprConv,6.1316,
gasBoilerSpace,IE,2050,costOprConv,5.5699,
districtHeatSpace,IE,2025,lifeConv,25,
districtHeatSpace,IE,2030,lifeConv,25,
districtHeatSpace,IE,2035,lifeConv,25,
districtHeatSpace,IE,2040,lifeConv,25,
districtHeatSpace,IE,2045,lifeConv,25,
districtHeatSpace,IE,2050,lifeConv,25,
districtHeatSpace,IE,,effConv,0.9,
districtHeatSpace,IE,2025,costExpConv,98.7293,
districtHeatSpace,IE,2030,costExpConv,96.2578,
districtHeatSpace,IE,2035,costExpConv,93.7615,
districtHeatSpace,IE,2040,costExpConv,91.2437,
districtHeatSpace,IE,2045,costExpConv,88.8242,
districtHeatSpace,IE,2050,costExpConv,86.4047,
districtHeatSpace,IE,2025,costOprConv,1.7332,
districtHeatSpace,IE,2030,costOprConv,1.75,
districtHeatSpace,IE,2035,costOprConv,1.7179,
districtHeatSpace,IE,2040,costOprConv,1.6853,
districtHeatSpace,IE,2045,costOprConv,1.6505,
districtHeatSpace,IE,2050,costOprConv,1.6157,
bioBoilerSpace,IE,2025,lifeConv,20,
bioBoilerSpace,IE,2030,lifeConv,20,
bioBoilerSpace,IE,2035,lifeConv,20,
bioBoilerSpace,IE,2040,lifeConv,20,
bioBoilerSpace,IE,2045,lifeConv,20,
bioBoilerSpace,IE,2050,lifeConv,20,
bioBoilerSpace,IE,,effConv,0.8788,
bioBoilerSpace,IE,2025,costExpConv,300.0546,
bioBoilerSpace,IE,2030,costExpConv,300.2532,
bioBoilerSpace,IE,2035,costExpConv,295.1247,
bioBoilerSpace,IE,2040,costExpConv,289.7941,
bioBoilerSpace,IE,2045,costExpConv,299.4398,
bioBoilerSpace,IE,2050,costExpConv,309.0856,
bioBoilerSpace,IE,2025,costOprConv,16.2014,
bioBoilerSpace,IE,2030,costOprConv,16.366,
bioBoilerSpace,IE,2035,costOprConv,16.1829,
bioBoilerSpace,IE,2040,costOprConv,15.9905,
bioBoilerSpace,IE,2045,costOprConv,16.9644,
bioBoilerSpace,IE,2050,costOprConv,17.9383,
heatpumpAirSpace,IE,2025,lifeConv,18.2723,
heatpumpAirSpace,IE,2030,lifeConv,18.2723,
heatpumpAirSpace,IE,2035,lifeConv,18.2723,
heatpumpAirSpace,IE,2040,lifeConv,18.2723,
heatpumpAirSpace,IE,2045,lifeConv,18.2723,
heatpumpAirSpace,IE,2050,lifeConv,18.2723,
heatpumpAirSpace,IE,2025,costExpConv,2995.3237,
heatpumpAirSpace,IE,2030,costExpConv,2841.7916,
heatpumpAirSpace,IE,2035,costExpConv,2782.7615,
heatpumpAirSpace,IE,2040,costExpConv,2724.8348,
heatpumpAirSpace,IE,2045,costExpConv,2642.6329,
heatpumpAirSpace,IE,2050,costExpConv,2560.431,
heatpumpAirSpace,IE,2025,costOprConv,67.7285,
heatpumpAirSpace,IE,2030,costOprConv,69.9321,
heatpumpAirSpace,IE,2035,costOprConv,70.6433,
heatpumpAirSpace,IE,2040,costOprConv,71.329,
heatpumpAirSpace,IE,2045,costOprConv,71.5464,
heatpumpAirSpace,IE,2050,costOprConv,71.7638,
heatpumpGroundSpace,IE,2025,lifeConv,20,
heatpumpGroundSpace,IE,2030,lifeConv,20,
heatpumpGroundSpace,IE,2035,lifeConv,20,
heatpumpGroundSpace,IE,2040,lifeConv,20,
heatpumpGroundSpace,IE,2045,lifeConv,20,
heatpumpGroundSpace,IE,2050,lifeConv,20,
heatpumpGroundSpace,IE,2025,costExpConv,4039.0706,
heatpumpGroundSpace,IE,2030,costExpConv,3905.7382,
heatpumpGroundSpace,IE,2035,costExpConv,3872.6193,
heatpumpGroundSpace,IE,2040,costExpConv,3840.3192,
heatpumpGroundSpace,IE,2045,costExpConv,3763.2456,
heatpumpGroundSpace,IE,2050,costExpConv,3686.172,
heatpumpGroundSpace,IE,2025,costOprConv,61.1353,
heatpumpGroundSpace,IE,2030,costOprConv,61.9781,
heatpumpGroundSpace,IE,2035,costOprConv,62.3914,
heatpumpGroundSpace,IE,2040,costOprConv,62.7653,
heatpumpGroundSpace,IE,2045,costOprConv,62.5267,
heatpumpGroundSpace,IE,2050,costOprConv,62.2882,
solarThermalResi_b,IE,2025,lifeConv,25,
solarThermalResi_b,IE,2030,lifeConv,30,
solarThermalResi_b,IE,2035,lifeConv,30,
solarThermalResi_b,IE,2040,lifeConv,30,
solarThermalResi_b,IE,2045,lifeConv,30,
solarThermalResi_b,IE,2050,lifeConv,30,
solarThermalResi_b,IE,2025,costExpConv,1239.3157,
solarThermalResi_b,IE,2030,costExpConv,1186.3696,
solarThermalResi_b,IE,2035,costExpConv,1155.0438,
solarThermalResi_b,IE,2040,costExpConv,1126.9073,
solarThermalResi_b,IE,2045,costExpConv,1098.995,
solarThermalResi_b,IE,2050,costExpConv,1071.0828,
solarThermalResi_b,IE,2025,costOprConv,8.1881,
solarThermalResi_b,IE,2030,costOprConv,8.2952,
solarThermalResi_b,IE,2035,costOprConv,8.1299,
solarThermalResi_b,IE,2040,costOprConv,7.9893,
solarThermalResi_b,IE,2045,costOprConv,7.7895,
solarThermalResi_b,IE,2050,costOprConv,7.5896,
resistiveHeatSpace,IE,2025,lifeConv,30,
resistiveHeatSpace,IE,2030,lifeConv,30,
resistiveHeatSpace,IE,2035,lifeConv,30,
resistiveHeatSpace,IE,2040,lifeConv,30,
resistiveHeatSpace,IE,2045,lifeConv,30,
