timestep_2,region_3,technology_3,parameter,value,source
2020,04ES,gasEngineProMed,capaConvResi,0.57,
2020,04ES,oilLiquidBoilerProMed,capaConvResi,0.11,
2020,04ES,oilPlantProMedStock,capaConvResi,0.087,
2020,04ES,bioBoilerSpaceStock,capaConvResi,1.238,
2020,04ES,gasBoilerSpaceStock,capaConvResi,2.482,
2020,04ES,oilLiquidBoilerSpaceStock,capaConvResi,1.81,
2020,04ES,resistiveHeatSpaceStock,capaConvResi,0.735,
2020,05ES,gasBoilerProHigh,capaConvResi,0.182,
2020,05ES,oilLiquidBoilerProHigh,capaConvResi,0.101,
2020,05ES,gasEngineProLow,capaConvResi,0.134,
2020,05ES,bioEngineProMed,capaConvResi,0.072,
2020,05ES,gasEngineProMed,capaConvResi,0.234,
2020,05ES,bioBoilerSpaceStock,capaConvResi,0.53,
2020,05ES,gasBoilerSpaceStock,capaConvResi,1.063,
2020,05ES,oilLiquidBoilerSpaceStock,capaConvResi,0.775,
2020,05ES,resistiveHeatSpaceStock,capaConvResi,0.315,
2020,06ES,coalBoilerProHigh,capaConvResi,0.225,
2020,06ES,eBoilerProHigh,capaConvResi,0.144,
2020,06ES,gasBoilerProHigh,capaConvResi,0.978,
2020,06ES,oilLiquidBoilerProHigh,capaConvResi,0.542,
2020,06ES,bioBoilerProLow,capaConvResi,0.08,
2020,06ES,gasBoilerProLow,capaConvResi,0.171,
2020,06ES,gasEngineProLow,capaConvResi,0.902,
2020,06ES,oilLiquidBoilerProLow,capaConvResi,0.09,
2020,06ES,oilPlantProLowStock,capaConvResi,0.118,
2020,06ES,bioBoilerProMed,capaConvResi,0.117,
2020,06ES,bioEngineProMed,capaConvResi,0.525,
2020,06ES,ccgtGasChpProMed,capaConvResi,0.057,
2020,06ES,eBoilerProMed,capaConvResi,0.065,
2020,06ES,gasBoilerProMed,capaConvResi,0.315,
2020,06ES,gasEngineProMed,capaConvResi,1.7,
2020,06ES,oilLiquidBoilerProMed,capaConvResi,0.33,
2020,06ES,hardcoalPlantProMedStock,capaConvResi,0.139,
2020,06ES,oilPlantProMedStock,capaConvResi,0.261,
2020,06ES,districtHeatSpace,capaConvResi,0.06,
2020,06ES,bioBoilerSpaceStock,capaConvResi,2.782,
2020,06ES,gasBoilerSpaceStock,capaConvResi,5.58,
2020,06ES,oilLiquidBoilerSpaceStock,capaConvResi,4.07,
2020,06ES,resistiveHeatSpaceStock,capaConvResi,1.653,
2020,06ES,coalBoilerSpaceStock,capaConvResi,0.089,
2020,07ES,coalBoilerProHigh,capaConvResi,0.096,
2020,07ES,eBoilerProHigh,capaConvResi,0.061,
2020,07ES,gasBoilerProHigh,capaConvResi,0.416,
2020,07ES,oilLiquidBoilerProHigh,capaConvResi,0.23,
2020,07ES,gasBoilerProLow,capaConvResi,0.075,
2020,07ES,gasEngineProLow,capaConvResi,0.394,
2020,07ES,oilPlantProLowStock,capaConvResi,0.051,
2020,07ES,bioEngineProMed,capaConvResi,0.212,
2020,07ES,gasBoilerProMed,capaConvResi,0.127,
2020,07ES,gasEngineProMed,capaConvResi,0.687,
2020,07ES,oilLiquidBoilerProMed,capaConvResi,0.133,
2020,07ES,hardcoalPlantProMedStock,capaConvResi,0.056,
2020,07ES,oilPlantProMedStock,capaConvResi,0.105,
2020,07ES,districtHeatSpace,capaConvResi,0.056,
2020,07ES,bioBoilerSpaceStock,capaConvResi,2.624,
2020,07ES,gasBoilerSpaceStock,capaConvResi,5.262,
2020,07ES,oilLiquidBoilerSpaceStock,capaConvResi,3.838,
2020,07ES,resistiveHeatSpaceStock,capaConvResi,1.559,
2020,07ES,coalBoilerSpaceStock,capaConvResi,0.084,
2020,08ES,coalBoilerProHigh,capaConvResi,0.052,
2020,08ES,gasBoilerProHigh,capaConvResi,0.224,
2020,08ES,oilLiquidBoilerProHigh,capaConvResi,0.124,
2020,08ES,gasEngineProLow,capaConvResi,0.133,
2020,08ES,bioEngineProMed,capaConvResi,0.064,
2020,08ES,gasEngineProMed,capaConvResi,0.207,
2020,08ES,bioBoilerSpaceStock,capaConvResi,0.946,
2020,08ES,gasBoilerSpaceStock,capaConvResi,1.897,
2020,08ES,oilLiquidBoilerSpaceStock,capaConvResi,1.384,
2020,08ES,resistiveHeatSpaceStock,capaConvResi,0.562,
2020,09ES,coalBoilerProHigh,capaConvResi,0.074,
2020,09ES,gasBoilerProHigh,capaConvResi,0.32,
2020,09ES,oilLiquidBoilerProHigh,capaConvResi,0.177,
2020,09ES,gasEngineProLow,capaConvResi,0.217,
2020,09ES,bioEngineProMed,capaConvResi,0.103,
2020,09ES,gasBoilerProMed,capaConvResi,0.062,
2020,09ES,gasEngineProMed,capaConvResi,0.332,
2020,09ES,oilLiquidBoilerProMed,capaConvResi,0.064,
2020,09ES,oilPlantProMedStock,capaConvResi,0.051,
2020,09ES,bioBoilerSpaceStock,capaConvResi,1.679,
2020,09ES,gasBoilerSpaceStock,capaConvResi,3.368,
2020,09ES,oilLiquidBoilerSpaceStock,capaConvResi,2.457,
2020,09ES,resistiveHeatSpaceStock,capaConvResi,0.998,
2020,09ES,coalBoilerSpaceStock,capaConvResi,0.054,
2020,10ES,gasBoilerProHigh,capaConvResi,0.184,
2020,10ES,oilLiquidBoilerProHigh,capaConvResi,0.102,
2020,10ES,gasEngineProLow,capaConvResi,0.125,
2020,10ES,bioEngineProMed,capaConvResi,0.059,
2020,10ES,gasEngineProMed,capaConvResi,0.191,
2020,10ES,bioBoilerSpaceStock,capaConvResi,1.028,
2020,10ES,gasBoilerSpaceStock,capaConvResi,2.062,
2020,10ES,oilLiquidBoilerSpaceStock,capaConvResi,1.504,
2020,10ES,resistiveHeatSpaceStock,capaConvResi,0.611,
2020,11ES,coalBoilerProHigh,capaConvResi,0.292,
2020,11ES,eBoilerProHigh,capaConvResi,0.186,
2020,11ES,gasBoilerProHigh,capaConvResi,1.267,
2020,11ES,oilLiquidBoilerProHigh,capaConvResi,0.703,
2020,11ES,bioBoilerProLow,capaConvResi,0.057,
2020,11ES,gasBoilerProLow,capaConvResi,0.121,
2020,11ES,gasEngineProLow,capaConvResi,0.641,
2020,11ES,oilLiquidBoilerProLow,capaConvResi,0.064,
2020,11ES,oilPlantProLowStock,capaConvResi,0.084,
2020,11ES,bioBoilerProMed,capaConvResi,0.08,
2020,11ES,bioEngineProMed,capaConvResi,0.359,
2020,11ES,gasBoilerProMed,capaConvResi,0.216,
2020,11ES,gasEngineProMed,capaConvResi,1.164,
2020,11ES,oilLiquidBoilerProMed,capaConvResi,0.225,
2020,11ES,hardcoalPlantProMedStock,capaConvResi,0.095,
2020,11ES,oilPlantProMedStock,capaConvResi,0.178,
2020,11ES,districtHeatSpace,capaConvResi,0.058,
2020,11ES,bioBoilerSpaceStock,capaConvResi,2.721,
2020,11ES,gasBoilerSpaceStock,capaConvResi,5.457,
2020,11ES,oilLiquidBoilerSpaceStock,capaConvResi,3.98,
2020,11ES,resistiveHeatSpaceStock,capaConvResi,1.617,
2020,11ES,coalBoilerSpaceStock,capaConvResi,0.087,
2020,12PT,bioBoilerProHigh,capaConvResi,0.082,
2020,12PT,coalBoilerProHigh,capaConvResi,0.054,
2020,12PT,eBoilerProHigh,capaConvResi,0.093,
2020,12PT,gasBoilerProHigh,capaConvResi,0.444,
2020,12PT,oilLiquidBoilerProHigh,capaConvResi,0.332,
2020,12PT,bioBoilerProLow,capaConvResi,0.059,
2020,12PT,districtHeatPro,capaConvResi,0.276,
2020,12PT,gasBoilerProLow,capaConvResi,0.134,
2020,12PT,gasEngineProLow,capaConvResi,0.159,
2020,12PT,oilLiquidBoilerProLow,capaConvResi,0.076,
2020,12PT,bioBoilerProMed,capaConvResi,0.527,
2020,12PT,bioEngineProMed,capaConvResi,0.571,
2020,12PT,gasBoilerProMed,capaConvResi,0.158,
2020,12PT,gasEngineProMed,capaConvResi,0.188,
2020,12PT,oilLiquidBoilerProMed,capaConvResi,0.239,
2020,12PT,oilPlantProMedStock,capaConvResi,0.088,
2020,12PT,districtHeatSpace,capaConvResi,0.111,
2020,12PT,bioBoilerSpaceStock,capaConvResi,1.653,
2020,12PT,gasBoilerSpaceStock,capaConvResi,2.232,
2020,12PT,oilLiquidBoilerSpaceStock,capaConvResi,1.455,
2020,12PT,resistiveHeatSpaceStock,capaConvResi,0.822,
2020,13PT,bioBoilerProHigh,capaConvResi,0.052,
2020,13PT,eBoilerProHigh,capaConvResi,0.059,
2020,13PT,gasBoilerProHigh,capaConvResi,0.284,
2020,13PT,oilLiquidBoilerProHigh,capaConvResi,0.212,
2020,13PT,districtHeatPro,capaConvResi,0.184,
2020,13PT,gasBoilerProLow,capaConvResi,0.089,
2020,13PT,gasEngineProLow,capaConvResi,0.106,
2020,13PT,oilLiquidBoilerProLow,capaConvResi,0.051,
2020,13PT,bioBoilerProMed,capaConvResi,0.278,
2020,13PT,bioEngineProMed,capaConvResi,0.302,
2020,13PT,gasBoilerProMed,capaConvResi,0.084,
2020,13PT,gasEngineProMed,capaConvResi,0.099,
2020,13PT,oilLiquidBoilerProMed,capaConvResi,0.126,
2020,13PT,districtHeatSpace,capaConvResi,0.09,
2020,13PT,bioBoilerSpaceStock,capaConvResi,1.336,
2020,13PT,gasBoilerSpaceStock,capaConvResi,1.804,
2020,13PT,oilLiquidBoilerSpaceStock,capaConvResi,1.176,
2020,13PT,resistiveHeatSpaceStock,capaConvResi,0.665,
2020,14FR,coalBoilerProHigh,capaConvResi,0.152,
2020,14FR,gasBoilerProHigh,capaConvResi,0.151,
2020,14FR,oilLiquidBoilerProHigh,capaConvResi,0.091,
2020,14FR,ccgtGasChpProLow,capaConvResi,0.221,
2020,14FR,gasBoilerProLow,capaConvResi,0.133,
2020,14FR,gasEngineProLow,capaConvResi,0.07,
2020,14FR,bioEngineProMed,capaConvResi,0.068,
2020,14FR,ccgtGasChpProMed,capaConvResi,0.2,
2020,14FR,gasBoilerProMed,capaConvResi,0.121,
2020,14FR,gasEngineProMed,capaConvResi,0.063,
2020,14FR,oilLiquidBoilerProMed,capaConvResi,0.088,
2020,14FR,hardcoalPlantProMedStock,capaConvResi,0.061,
2020,14FR,districtHeatSpace,capaConvResi,0.852,
2020,14FR,bioBoilerSpaceStock,capaConvResi,3.022,
2020,14FR,gasBoilerSpaceStock,capaConvResi,7.919,
2020,14FR,oilLiquidBoilerSpaceStock,capaConvResi,3.472,
2020,14FR,resistiveHeatSpaceStock,capaConvResi,2.847,
2020,14FR,coalBoilerSpaceStock,capaConvResi,0.068,
2020,14FR,heatpumpAirSpace,capaConvResi,0.226,
2020,15FR,ccgtGasChpProLow,capaConvResi,0.087,
2020,15FR,gasBoilerProLow,capaConvResi,0.052,
2020,15FR,ccgtGasChpProMed,capaConvResi,0.071,
2020,15FR,districtHeatSpace,capaConvResi,0.501,
2020,15FR,bioBoilerSpaceStock,capaConvResi,1.775,
2020,15FR,gasBoilerSpaceStock,capaConvResi,4.651,
2020,15FR,oilLiquidBoilerSpaceStock,capaConvResi,2.039,
2020,15FR,resistiveHeatSpaceStock,capaConvResi,1.672,
2020,15FR,heatpumpAirSpace,capaConvResi,0.133,
2020,16FR,coalBoilerProHigh,capaConvResi,0.196,
2020,16FR,gasBoilerProHigh,capaConvResi,0.195,
2020,16FR,oilLiquidBoilerProHigh,capaConvResi,0.117,
2020,16FR,ccgtGasChpProLow,capaConvResi,0.181,
2020,16FR,gasBoilerProLow,capaConvResi,0.109,
2020,16FR,gasEngineProLow,capaConvResi,0.057,
2020,16FR,bioEngineProMed,capaConvResi,0.055,
2020,16FR,ccgtGasChpProMed,capaConvResi,0.162,
2020,16FR,gasBoilerProMed,capaConvResi,0.097,
2020,16FR,gasEngineProMed,capaConvResi,0.051,
2020,16FR,oilLiquidBoilerProMed,capaConvResi,0.071,
2020,16FR,districtHeatSpace,capaConvResi,0.818,
2020,16FR,bioBoilerSpaceStock,capaConvResi,2.902,
2020,16FR,gasBoilerSpaceStock,capaConvResi,7.603,
2020,16FR,oilLiquidBoilerSpaceStock,capaConvResi,3.334,
2020,16FR,resistiveHeatSpaceStock,capaConvResi,2.734,
2020,16FR,coalBoilerSpaceStock,capaConvResi,0.065,
2020,16FR,heatpumpAirSpace,capaConvResi,0.217,
2020,17FR,coalBoilerProHigh,capaConvResi,0.178,
2020,17FR,gasBoilerProHigh,capaConvResi,0.176,
2020,17FR,oilLiquidBoilerProHigh,capaConvResi,0.106,
2020,17FR,ccgtGasChpProLow,capaConvResi,0.218,
2020,17FR,gasBoilerProLow,capaConvResi,0.132,
2020,17FR,gasEngineProLow,capaConvResi,0.069,
2020,17FR,bioEngineProMed,capaConvResi,0.064,
2020,17FR,ccgtGasChpProMed,capaConvResi,0.189,
2020,17FR,gasBoilerProMed,capaConvResi,0.114,
2020,17FR,gasEngineProMed,capaConvResi,0.06,
2020,17FR,oilLiquidBoilerProMed,capaConvResi,0.083,
2020,17FR,hardcoalPlantProMedStock,capaConvResi,0.057,
2020,17FR,districtHeatSpace,capaConvResi,0.746,
2020,17FR,bioBoilerSpaceStock,capaConvResi,2.646,
2020,17FR,gasBoilerSpaceStock,capaConvResi,6.934,
2020,17FR,oilLiquidBoilerSpaceStock,capaConvResi,3.041,
2020,17FR,resistiveHeatSpaceStock,capaConvResi,2.493,
2020,17FR,coalBoilerSpaceStock,capaConvResi,0.059,
2020,17FR,heatpumpAirSpace,capaConvResi,0.198,
2020,18FR,coalBoilerProHigh,capaConvResi,0.123,
2020,18FR,gasBoilerProHigh,capaConvResi,0.122,
2020,18FR,oilLiquidBoilerProHigh,capaConvResi,0.074,
2020,18FR,ccgtGasChpProLow,capaConvResi,0.096,
2020,18FR,gasBoilerProLow,capaConvResi,0.058,
2020,18FR,ccgtGasChpProMed,capaConvResi,0.093,
2020,18FR,gasBoilerProMed,capaConvResi,0.056,
2020,18FR,districtHeatSpace,capaConvResi,0.637,
2020,18FR,bioBoilerSpaceStock,capaConvResi,2.26,
2020,18FR,gasBoilerSpaceStock,capaConvResi,5.921,
2020,18FR,oilLiquidBoilerSpaceStock,capaConvResi,2.596,
2020,18FR,resistiveHeatSpaceStock,capaConvResi,2.129,
2020,18FR,coalBoilerSpaceStock,capaConvResi,0.051,
2020,18FR,heatpumpAirSpace,capaConvResi,0.169,
2020,19FR,coalBoilerProHigh,capaConvResi,0.405,
2020,19FR,gasBoilerProHigh,capaConvResi,0.402,
2020,19FR,oilLiquidBoilerProHigh,capaConvResi,0.243,
2020,19FR,ccgtGasChpProLow,capaConvResi,0.127,
2020,19FR,gasBoilerProLow,capaConvResi,0.077,
2020,19FR,bioEngineProMed,capaConvResi,0.053,
2020,19FR,ccgtGasChpProMed,capaConvResi,0.158,
2020,19FR,gasBoilerProMed,capaConvResi,0.095,
2020,19FR,oilLiquidBoilerProMed,capaConvResi,0.07,
2020,19FR,districtHeatSpace,capaConvResi,0.603,
2020,19FR,bioBoilerSpaceStock,capaConvResi,2.139,
2020,19FR,gasBoilerSpaceStock,capaConvResi,5.605,
2020,19FR,oilLiquidBoilerSpaceStock,capaConvResi,2.458,
2020,19FR,resistiveHeatSpaceStock,capaConvResi,2.015,
2020,19FR,heatpumpAirSpace,capaConvResi,0.16,
2020,20FR,coalBoilerProHigh,capaConvResi,0.33,
2020,20FR,gasBoilerProHigh,capaConvResi,0.328,
2020,20FR,oilLiquidBoilerProHigh,capaConvResi,0.198,
2020,20FR,ccgtGasChpProLow,capaConvResi,0.107,
2020,20FR,gasBoilerProLow,capaConvResi,0.064,
2020,20FR,ccgtGasChpProMed,capaConvResi,0.128,
2020,20FR,gasBoilerProMed,capaConvResi,0.077,
2020,20FR,oilLiquidBoilerProMed,capaConvResi,0.057,
2020,20FR,districtHeatSpace,capaConvResi,0.604,
2020,20FR,bioBoilerSpaceStock,capaConvResi,2.141,
2020,20FR,gasBoilerSpaceStock,capaConvResi,5.609,
2020,20FR,oilLiquidBoilerSpaceStock,capaConvResi,2.459,
2020,20FR,resistiveHeatSpaceStock,capaConvResi,2.017,
2020,20FR,heatpumpAirSpace,capaConvResi,0.16,
2020,21FR,coalBoilerProHigh,capaConvResi,0.256,
2020,21FR,gasBoilerProHigh,capaConvResi,0.254,
2020,21FR,oilLiquidBoilerProHigh,capaConvResi,0.153,
2020,21FR,ccgtGasChpProLow,capaConvResi,0.345,
2020,21FR,gasBoilerProLow,capaConvResi,0.208,
2020,21FR,gasEngineProLow,capaConvResi,0.109,
2020,21FR,oilLiquidBoilerProLow,capaConvResi,0.055,
2020,21FR,bioBoilerProMed,capaConvResi,0.061,
2020,21FR,bioEngineProMed,capaConvResi,0.092,
2020,21FR,ccgtGasChpProMed,capaConvResi,0.272,
2020,21FR,coalBoilerProMed,capaConvResi,0.055,
2020,21FR,gasBoilerProMed,capaConvResi,0.164,
2020,21FR,gasEngineProMed,capaConvResi,0.086,
2020,21FR,oilLiquidBoilerProMed,capaConvResi,0.12,
2020,21FR,hardcoalPlantProMedStock,capaConvResi,0.082,
2020,21FR,districtHeatSpace,capaConvResi,0.822,
2020,21FR,bioBoilerSpaceStock,capaConvResi,2.914,
2020,21FR,gasBoilerSpaceStock,capaConvResi,7.636,
2020,21FR,oilLiquidBoilerSpaceStock,capaConvResi,3.348,
2020,21FR,resistiveHeatSpaceStock,capaConvResi,2.746,
2020,21FR,coalBoilerSpaceStock,capaConvResi,0.065,
2020,21FR,heatpumpAirSpace,capaConvResi,0.218,
2020,22FR,districtHeatSpace,capaConvResi,0.355,
2020,22FR,bioBoilerSpaceStock,capaConvResi,1.258,
2020,22FR,gasBoilerSpaceStock,capaConvResi,3.297,
2020,22FR,oilLiquidBoilerSpaceStock,capaConvResi,1.446,
2020,22FR,resistiveHeatSpaceStock,capaConvResi,1.186,
2020,22FR,heatpumpAirSpace,capaConvResi,0.094,
2020,23FR,bioBoilerProHigh,capaConvResi,0.08,
2020,23FR,coalBoilerProHigh,capaConvResi,1.715,
2020,23FR,eBoilerProHigh,capaConvResi,0.21,
2020,23FR,gasBoilerProHigh,capaConvResi,1.705,
2020,23FR,oilLiquidBoilerProHigh,capaConvResi,1.029,
2020,23FR,bioBoilerProLow,capaConvResi,0.12,
2020,23FR,ccgtGasChpProLow,capaConvResi,1.222,
2020,23FR,coalBoilerProLow,capaConvResi,0.08,
2020,23FR,districtHeatPro,capaConvResi,0.123,
2020,23FR,gasBoilerProLow,capaConvResi,0.737,
2020,23FR,gasEngineProLow,capaConvResi,0.387,
2020,23FR,oilLiquidBoilerProLow,capaConvResi,0.196,
2020,23FR,hardcoalPlantProLowStock,capaConvResi,0.119,
2020,23FR,oilPlantProLowStock,capaConvResi,0.102,
2020,23FR,bioBoilerProMed,capaConvResi,0.281,
2020,23FR,bioEngineProMed,capaConvResi,0.425,
2020,23FR,ccgtGasChpProMed,capaConvResi,1.258,
2020,23FR,coalBoilerProMed,capaConvResi,0.256,
2020,23FR,eBoilerProMed,capaConvResi,0.098,
2020,23FR,gasBoilerProMed,capaConvResi,0.76,
2020,23FR,gasEngineProMed,capaConvResi,0.398,
2020,23FR,oilLiquidBoilerProMed,capaConvResi,0.556,
2020,23FR,hardcoalPlantProMedStock,capaConvResi,0.38,
2020,23FR,oilPlantProMedStock,capaConvResi,0.203,
2020,23FR,districtHeatSpace,capaConvResi,2.003,
2020,23FR,bioBoilerSpaceStock,capaConvResi,7.103,
2020,23FR,gasBoilerSpaceStock,capaConvResi,18.612,
2020,23FR,oilLiquidBoilerSpaceStock,capaConvResi,8.161,
2020,23FR,resistiveHeatSpaceStock,capaConvResi,6.692,
2020,23FR,coalBoilerSpaceStock,capaConvResi,0.159,
2020,23FR,heatpumpAirSpace,capaConvResi,0.532,
2020,24FR,coalBoilerProHigh,capaConvResi,0.124,
2020,24FR,gasBoilerProHigh,capaConvResi,0.124,
2020,24FR,oilLiquidBoilerProHigh,capaConvResi,0.075,
2020,24FR,ccgtGasChpProLow,capaConvResi,0.071,
2020,24FR,ccgtGasChpProMed,capaConvResi,0.062,
2020,24FR,districtHeatSpace,capaConvResi,0.348,
2020,24FR,bioBoilerSpaceStock,capaConvResi,1.235,
2020,24FR,gasBoilerSpaceStock,capaConvResi,3.237,
2020,24FR,oilLiquidBoilerSpaceStock,capaConvResi,1.419,
2020,24FR,resistiveHeatSpaceStock,capaConvResi,1.164,
2020,24FR,heatpumpAirSpace,capaConvResi,0.093,
2020,25FR,coalBoilerProHigh,capaConvResi,0.236,
2020,25FR,gasBoilerProHigh,capaConvResi,0.234,
2020,25FR,oilLiquidBoilerProHigh,capaConvResi,0.141,
2020,25FR,ccgtGasChpProLow,capaConvResi,0.215,
2020,25FR,gasBoilerProLow,capaConvResi,0.13,
2020,25FR,gasEngineProLow,capaConvResi,0.068,
2020,25FR,bioBoilerProMed,capaConvResi,0.052,
2020,25FR,bioEngineProMed,capaConvResi,0.079,
2020,25FR,ccgtGasChpProMed,capaConvResi,0.233,
2020,25FR,gasBoilerProMed,capaConvResi,0.141,
2020,25FR,gasEngineProMed,capaConvResi,0.074,
2020,25FR,oilLiquidBoilerProMed,capaConvResi,0.103,
2020,25FR,hardcoalPlantProMedStock,capaConvResi,0.07,
2020,25FR,districtHeatSpace,capaConvResi,0.961,
2020,25FR,bioBoilerSpaceStock,capaConvResi,3.409,
2020,25FR,gasBoilerSpaceStock,capaConvResi,8.932,
2020,25FR,oilLiquidBoilerSpaceStock,capaConvResi,3.916,
2020,25FR,resistiveHeatSpaceStock,capaConvResi,3.212,
2020,25FR,coalBoilerSpaceStock,capaConvResi,0.077,
2020,25FR,heatpumpAirSpace,capaConvResi,0.255,
2020,26FR,coalBoilerProHigh,capaConvResi,0.414,
2020,26FR,eBoilerProHigh,capaConvResi,0.051,
2020,26FR,gasBoilerProHigh,capaConvResi,0.411,
2020,26FR,oilLiquidBoilerProHigh,capaConvResi,0.248,
2020,26FR,ccgtGasChpProLow,capaConvResi,0.239,
2020,26FR,gasBoilerProLow,capaConvResi,0.144,
2020,26FR,gasEngineProLow,capaConvResi,0.076,
2020,26FR,bioBoilerProMed,capaConvResi,0.052,
2020,26FR,bioEngineProMed,capaConvResi,0.079,
2020,26FR,ccgtGasChpProMed,capaConvResi,0.235,
2020,26FR,gasBoilerProMed,capaConvResi,0.142,
2020,26FR,gasEngineProMed,capaConvResi,0.074,
2020,26FR,oilLiquidBoilerProMed,capaConvResi,0.104,
2020,26FR,hardcoalPlantProMedStock,capaConvResi,0.071,
2020,26FR,districtHeatSpace,capaConvResi,1.305,
2020,26FR,bioBoilerSpaceStock,capaConvResi,4.628,
2020,26FR,gasBoilerSpaceStock,capaConvResi,12.126,
2020,26FR,oilLiquidBoilerSpaceStock,capaConvResi,5.317,
2020,26FR,resistiveHeatSpaceStock,capaConvResi,4.36,
2020,26FR,coalBoilerSpaceStock,capaConvResi,0.104,
2020,26FR,heatpumpAirSpace,capaConvResi,0.347,
2020,27FR,coalBoilerProHigh,capaConvResi,0.072,
2020,27FR,gasBoilerProHigh,capaConvResi,0.072,
2020,27FR,ccgtGasChpProLow,capaConvResi,0.053,
2020,27FR,districtHeatSpace,capaConvResi,0.156,
2020,27FR,bioBoilerSpaceStock,capaConvResi,0.552,
2020,27FR,gasBoilerSpaceStock,capaConvResi,1.447,
2020,27FR,oilLiquidBoilerSpaceStock,capaConvResi,0.635,
2020,27FR,resistiveHeatSpaceStock,capaConvResi,0.52,
2020,28BE,bioBoilerProHigh,capaConvResi,0.118,
2020,28BE,coalBoilerProHigh,capaConvResi,1.567,
2020,28BE,eBoilerProHigh,capaConvResi,0.225,
2020,28BE,gasBoilerProHigh,capaConvResi,2.502,
2020,28BE,oilLiquidBoilerProHigh,capaConvResi,0.819,
2020,28BE,bioBoilerProLow,capaConvResi,0.139,
2020,28BE,districtHeatPro,capaConvResi,0.677,
2020,28BE,gasBoilerProLow,capaConvResi,0.548,
2020,28BE,gasEngineProLow,capaConvResi,1.319,
2020,28BE,oilLiquidBoilerProLow,capaConvResi,0.079,
2020,28BE,oilPlantProLowStock,capaConvResi,0.085,
2020,28BE,bioBoilerProMed,capaConvResi,0.3,
2020,28BE,bioEngineProMed,capaConvResi,0.691,
2020,28BE,ccgtGasChpProMed,capaConvResi,0.069,
2020,28BE,coalBoilerProMed,capaConvResi,0.206,
2020,28BE,eBoilerProMed,capaConvResi,0.08,
2020,28BE,gasBoilerProMed,capaConvResi,0.607,
2020,28BE,gasEngineProMed,capaConvResi,1.516,
2020,28BE,oilLiquidBoilerProMed,capaConvResi,0.366,
2020,28BE,hardcoalPlantProMedStock,capaConvResi,0.449,
2020,28BE,oilPlantProMedStock,capaConvResi,0.243,
2020,28BE,districtHeatSpace,capaConvResi,0.733,
2020,28BE,bioBoilerSpaceStock,capaConvResi,3.139,
2020,28BE,gasBoilerSpaceStock,capaConvResi,26.794,
2020,28BE,oilLiquidBoilerSpaceStock,capaConvResi,18.274,
2020,28BE,resistiveHeatSpaceStock,capaConvResi,4.168,
2020,28BE,coalBoilerSpaceStock,capaConvResi,0.453,
2020,29LU,coalBoilerProHigh,capaConvResi,0.058,
2020,29LU,eBoilerProHigh,capaConvResi,0.144,
2020,29LU,gasBoilerProHigh,capaConvResi,0.161,
