region_4,technology_3,carrier_1,parameter,value,source
04ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
04ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
04ES,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
04ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
04ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
04ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
04ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
04ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
04ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
04ES,solarThermalSpace,electricity,ratioConvOutFix,1,
05ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
05ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
05ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
05ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
05ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
05ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
05ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
05ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
05ES,solarThermalSpace,electricity,ratioConvOutFix,1,
06ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
06ES,solarThermalPro,electricity,ratioConvOutFix,1,
06ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
06ES,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
06ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
06ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
06ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
06ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
06ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
06ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
06ES,solarThermalSpace,electricity,ratioConvOutFix,1,
07ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
07ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
07ES,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
07ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
07ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
07ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
07ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
07ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
07ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
07ES,solarThermalSpace,electricity,ratioConvOutFix,1,
08ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
08ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
08ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
08ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
08ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
08ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
08ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
08ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
08ES,solarThermalSpace,electricity,ratioConvOutFix,1,
09ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
09ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
09ES,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
09ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
09ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
09ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
09ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
09ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
09ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
09ES,solarThermalSpace,electricity,ratioConvOutFix,1,
10ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
10ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
10ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
10ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
10ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
10ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
10ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
10ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
10ES,solarThermalSpace,electricity,ratioConvOutFix,1,
11ES,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
11ES,solarThermalPro,electricity,ratioConvOutFix,1,
11ES,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
11ES,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
11ES,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
11ES,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
11ES,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
11ES,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
11ES,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
11ES,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
11ES,solarThermalSpace,electricity,ratioConvOutFix,1,
12PT,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
12PT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
12PT,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
12PT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
12PT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
12PT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
12PT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
12PT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
12PT,solarThermalSpace,electricity,ratioConvOutFix,1,
13PT,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
13PT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
13PT,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
13PT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
13PT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
13PT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
13PT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
13PT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
13PT,solarThermalSpace,electricity,ratioConvOutFix,1,
14FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
14FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
14FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
14FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
14FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
14FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
14FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
14FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
14FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
14FR,solarThermalSpace,electricity,ratioConvOutFix,1,
15FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
15FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
15FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
15FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
15FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
15FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
15FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
15FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
15FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
15FR,solarThermalSpace,electricity,ratioConvOutFix,1,
16FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
16FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
16FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
16FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
16FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
16FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
16FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
16FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
16FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
16FR,solarThermalSpace,electricity,ratioConvOutFix,1,
17FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
17FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
17FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
17FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
17FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
17FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
17FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
17FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
17FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
17FR,solarThermalSpace,electricity,ratioConvOutFix,1,
18FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
18FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
18FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
18FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
18FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
18FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
18FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
18FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
18FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
18FR,solarThermalSpace,electricity,ratioConvOutFix,1,
19FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
19FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
19FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
19FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
19FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
19FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
19FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
19FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
19FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
19FR,solarThermalSpace,electricity,ratioConvOutFix,1,
20FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
20FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
20FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
20FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
20FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
20FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
20FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
20FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
20FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
20FR,solarThermalSpace,electricity,ratioConvOutFix,1,
21FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
21FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
21FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
21FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
21FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
21FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
21FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
21FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
21FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
21FR,solarThermalSpace,electricity,ratioConvOutFix,1,
22FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
22FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
22FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
22FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
22FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
22FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
22FR,solarThermalSpace,electricity,ratioConvOutFix,1,
23FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
23FR,solarThermalPro,electricity,ratioConvOutFix,1,
23FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
23FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
23FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
23FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
23FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
23FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
23FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
23FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
23FR,solarThermalSpace,electricity,ratioConvOutFix,1,
24FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
24FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
24FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
24FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
24FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
24FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
24FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
24FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
24FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
24FR,solarThermalSpace,electricity,ratioConvOutFix,1,
25FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
25FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
25FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
25FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
25FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
25FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
25FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
25FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
25FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
25FR,solarThermalSpace,electricity,ratioConvOutFix,1,
26FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
26FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
26FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
26FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
26FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
26FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
26FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
26FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
26FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
26FR,solarThermalSpace,electricity,ratioConvOutFix,1,
27FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
27FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
27FR,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
27FR,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
27FR,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
27FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
27FR,gasEngineProMedStock,electricity,ratioConvOutFix,0.47636096,
27FR,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
27FR,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
27FR,solarThermalSpace,electricity,ratioConvOutFix,1,
28BE,solarThermalPro,electricity,ratioConvOutFix,1,
28BE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
28BE,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
28BE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
28BE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
28BE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
28BE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
28BE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
28BE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
28BE,solarThermalSpace,electricity,ratioConvOutFix,1,
29LU,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
29LU,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
30NL,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
30NL,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
30NL,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
30NL,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
30NL,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
30NL,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
30NL,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
30NL,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
30NL,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
30NL,solarThermalSpace,electricity,ratioConvOutFix,1,
31DE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
31DE,solarThermalPro,electricity,ratioConvOutFix,1,
31DE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
31DE,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
31DE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
31DE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
31DE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
31DE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
31DE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
31DE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
31DE,solarThermalSpace,electricity,ratioConvOutFix,1,
32DE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
32DE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
32DE,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
32DE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
32DE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
32DE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
32DE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
32DE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
32DE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
32DE,solarThermalSpace,electricity,ratioConvOutFix,1,
33DE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
33DE,solarThermalPro,electricity,ratioConvOutFix,1,
33DE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
33DE,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
33DE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
33DE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
33DE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
33DE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
33DE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
33DE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
33DE,solarThermalSpace,electricity,ratioConvOutFix,1,
34DE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
34DE,solarThermalPro,electricity,ratioConvOutFix,1,
34DE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
34DE,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
34DE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
34DE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
34DE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
34DE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
34DE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
34DE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
34DE,solarThermalSpace,electricity,ratioConvOutFix,1,
35DE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
35DE,solarThermalPro,electricity,ratioConvOutFix,1,
35DE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
35DE,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
35DE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
35DE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
35DE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
35DE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
35DE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
35DE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
35DE,solarThermalSpace,electricity,ratioConvOutFix,1,
36DE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
36DE,solarThermalPro,electricity,ratioConvOutFix,1,
36DE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
36DE,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
36DE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
36DE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
36DE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
36DE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
36DE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
36DE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
36DE,solarThermalSpace,electricity,ratioConvOutFix,1,
37DE,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
37DE,solarThermalPro,electricity,ratioConvOutFix,1,
37DE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
37DE,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
37DE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
37DE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
37DE,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
37DE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
37DE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
37DE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
37DE,solarThermalSpace,electricity,ratioConvOutFix,1,
38DK,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
38DK,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
38DK,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
38DK,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
38DK,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
38DK,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
38DK,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
38DK,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
38DK,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
38DK,solarThermalSpace,electricity,ratioConvOutFix,1,
39CZ,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
39CZ,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
39CZ,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
39CZ,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
39CZ,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
39CZ,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
39CZ,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
39CZ,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
39CZ,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
39CZ,solarThermalSpace,electricity,ratioConvOutFix,1,
40CZ,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
40CZ,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
40CZ,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
40CZ,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
40CZ,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
40CZ,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
40CZ,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
40CZ,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
40CZ,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
40CZ,solarThermalSpace,electricity,ratioConvOutFix,1,
41PL,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
41PL,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
41PL,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
41PL,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
41PL,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
41PL,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
41PL,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
41PL,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
41PL,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
41PL,solarThermalSpace,electricity,ratioConvOutFix,1,
42PL,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
42PL,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
42PL,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
42PL,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
42PL,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
42PL,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
42PL,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
42PL,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
