timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,LU,s2010,solar,avaConv,0.0
h0002,LU,s2010,solar,avaConv,0.0
h0003,LU,s2010,solar,avaConv,0.0
h0004,LU,s2010,solar,avaConv,0.0
h0005,LU,s2010,solar,avaConv,0.0
h0006,LU,s2010,solar,avaConv,0.0
h0007,LU,s2010,solar,avaConv,0.0
h0008,LU,s2010,solar,avaConv,0.00177714833098043
h0009,LU,s2010,solar,avaConv,0.0324048574756238
h0010,LU,s2010,solar,avaConv,0.0754270044592129
h0011,LU,s2010,solar,avaConv,0.0952659693164947
h0012,LU,s2010,solar,avaConv,0.0849687706800181
h0013,LU,s2010,solar,avaConv,0.0702939322780599
h0014,LU,s2010,solar,avaConv,0.0519700504082606
h0015,LU,s2010,solar,avaConv,0.027869797269807
h0016,LU,s2010,solar,avaConv,0.00331043856251023
h0017,LU,s2010,solar,avaConv,0.0
h0018,LU,s2010,solar,avaConv,0.0
h0019,LU,s2010,solar,avaConv,0.0
h0020,LU,s2010,solar,avaConv,0.0
h0021,LU,s2010,solar,avaConv,0.0
h0022,LU,s2010,solar,avaConv,0.0
h0023,LU,s2010,solar,avaConv,0.0
h0024,LU,s2010,solar,avaConv,0.0
h0025,LU,s2010,solar,avaConv,0.0
h0026,LU,s2010,solar,avaConv,0.0
h0027,LU,s2010,solar,avaConv,0.0
h0028,LU,s2010,solar,avaConv,0.0
h0029,LU,s2010,solar,avaConv,0.0
h0030,LU,s2010,solar,avaConv,0.0
h0031,LU,s2010,solar,avaConv,0.0
h0032,LU,s2010,solar,avaConv,0.00232575644400352
h0033,LU,s2010,solar,avaConv,0.0518435963760406
h0034,LU,s2010,solar,avaConv,0.121547032445823
h0035,LU,s2010,solar,avaConv,0.185690652839483
h0036,LU,s2010,solar,avaConv,0.217270762126161
h0037,LU,s2010,solar,avaConv,0.207541751892582
h0038,LU,s2010,solar,avaConv,0.117949396316388
h0039,LU,s2010,solar,avaConv,0.0478972467244603
h0040,LU,s2010,solar,avaConv,0.00460093490777323
h0041,LU,s2010,solar,avaConv,0.0
h0042,LU,s2010,solar,avaConv,0.0
h0043,LU,s2010,solar,avaConv,0.0
h0044,LU,s2010,solar,avaConv,0.0
h0045,LU,s2010,solar,avaConv,0.0
h0046,LU,s2010,solar,avaConv,0.0
h0047,LU,s2010,solar,avaConv,0.0
h0048,LU,s2010,solar,avaConv,0.0
h0049,LU,s2010,solar,avaConv,0.0
h0050,LU,s2010,solar,avaConv,0.0
h0051,LU,s2010,solar,avaConv,0.0
h0052,LU,s2010,solar,avaConv,0.0
h0053,LU,s2010,solar,avaConv,0.0
h0054,LU,s2010,solar,avaConv,0.0
h0055,LU,s2010,solar,avaConv,0.0
h0056,LU,s2010,solar,avaConv,0.000931201127165583
h0057,LU,s2010,solar,avaConv,0.0181795762750083
h0058,LU,s2010,solar,avaConv,0.0381361486226623
h0059,LU,s2010,solar,avaConv,0.0830617915996485
h0060,LU,s2010,solar,avaConv,0.13379233583006
h0061,LU,s2010,solar,avaConv,0.193718030688768
h0062,LU,s2010,solar,avaConv,0.14969223822622
h0063,LU,s2010,solar,avaConv,0.0833004687746166
h0064,LU,s2010,solar,avaConv,0.00967999753553655
h0065,LU,s2010,solar,avaConv,0.0
h0066,LU,s2010,solar,avaConv,0.0
h0067,LU,s2010,solar,avaConv,0.0
h0068,LU,s2010,solar,avaConv,0.0
h0069,LU,s2010,solar,avaConv,0.0
h0070,LU,s2010,solar,avaConv,0.0
h0071,LU,s2010,solar,avaConv,0.0
h0072,LU,s2010,solar,avaConv,0.0
h0073,LU,s2010,solar,avaConv,0.0
h0074,LU,s2010,solar,avaConv,0.0
h0075,LU,s2010,solar,avaConv,0.0
h0076,LU,s2010,solar,avaConv,0.0
h0077,LU,s2010,solar,avaConv,0.0
h0078,LU,s2010,solar,avaConv,0.0
h0079,LU,s2010,solar,avaConv,0.0
h0080,LU,s2010,solar,avaConv,0.00345459458734643
h0081,LU,s2010,solar,avaConv,0.060709604677593
h0082,LU,s2010,solar,avaConv,0.132642371023771
h0083,LU,s2010,solar,avaConv,0.24082397566621
h0084,LU,s2010,solar,avaConv,0.271657954334032
h0085,LU,s2010,solar,avaConv,0.254635489713765
h0086,LU,s2010,solar,avaConv,0.195525317014973
h0087,LU,s2010,solar,avaConv,0.0989006055972028
h0088,LU,s2010,solar,avaConv,0.0109487475656589
h0089,LU,s2010,solar,avaConv,0.0
h0090,LU,s2010,solar,avaConv,0.0
h0091,LU,s2010,solar,avaConv,0.0
h0092,LU,s2010,solar,avaConv,0.0
h0093,LU,s2010,solar,avaConv,0.0
h0094,LU,s2010,solar,avaConv,0.0
h0095,LU,s2010,solar,avaConv,0.0
h0096,LU,s2010,solar,avaConv,0.0
h0097,LU,s2010,solar,avaConv,0.0
h0098,LU,s2010,solar,avaConv,0.0
h0099,LU,s2010,solar,avaConv,0.0
h0100,LU,s2010,solar,avaConv,0.0
