timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,BE,s1998,electricity,dem,9.76591494943736
h0002,BE,s1998,electricity,dem,9.40295341097583
h0003,BE,s1998,electricity,dem,9.1908558835033
h0004,BE,s1998,electricity,dem,9.17307703734945
h0005,BE,s1998,electricity,dem,9.48329956482198
h0006,BE,s1998,electricity,dem,10.3020839054813
h0007,BE,s1998,electricity,dem,10.9810179714154
h0008,BE,s1998,electricity,dem,11.3775481911956
h0009,BE,s1998,electricity,dem,11.6289643999868
h0010,BE,s1998,electricity,dem,11.7485193450418
h0011,BE,s1998,electricity,dem,11.862005608778
h0012,BE,s1998,electricity,dem,11.6943297846022
h0013,BE,s1998,electricity,dem,11.6016374769099
h0014,BE,s1998,electricity,dem,11.4454561582286
h0015,BE,s1998,electricity,dem,11.3983160483385
h0016,BE,s1998,electricity,dem,11.4514795098769
h0017,BE,s1998,electricity,dem,11.921435553833
h0018,BE,s1998,electricity,dem,12.1489602791077
h0019,BE,s1998,electricity,dem,11.7834973670198
h0020,BE,s1998,electricity,dem,11.2605303340527
h0021,BE,s1998,electricity,dem,10.7326690703165
h0022,BE,s1998,electricity,dem,10.8445042351516
h0023,BE,s1998,electricity,dem,10.8069520373494
h0024,BE,s1998,electricity,dem,10.2299039604264
h0025,BE,s1998,electricity,dem,9.41655844513736
h0026,BE,s1998,electricity,dem,9.05359690667583
h0027,BE,s1998,electricity,dem,8.8414993792033
h0028,BE,s1998,electricity,dem,8.82372053304945
h0029,BE,s1998,electricity,dem,9.13394306052198
h0030,BE,s1998,electricity,dem,9.95272740118132
h0031,BE,s1998,electricity,dem,10.6316614671154
h0032,BE,s1998,electricity,dem,11.0281916868956
h0033,BE,s1998,electricity,dem,11.2796078956868
h0034,BE,s1998,electricity,dem,11.3991628407418
h0035,BE,s1998,electricity,dem,11.512649104478
h0036,BE,s1998,electricity,dem,11.3449732803022
h0037,BE,s1998,electricity,dem,11.2522809726099
h0038,BE,s1998,electricity,dem,11.0960996539286
h0039,BE,s1998,electricity,dem,11.0489595440385
h0040,BE,s1998,electricity,dem,11.1021230055769
h0041,BE,s1998,electricity,dem,11.572079049533
h0042,BE,s1998,electricity,dem,11.7996037748077
h0043,BE,s1998,electricity,dem,11.4341408627198
h0044,BE,s1998,electricity,dem,10.9111738297527
h0045,BE,s1998,electricity,dem,10.3833125660165
h0046,BE,s1998,electricity,dem,10.4951477308516
h0047,BE,s1998,electricity,dem,10.4575955330494
h0048,BE,s1998,electricity,dem,9.88054745612637
h0049,BE,s1998,electricity,dem,8.40795643660736
h0050,BE,s1998,electricity,dem,8.04499489814583
h0051,BE,s1998,electricity,dem,7.8328973706733
h0052,BE,s1998,electricity,dem,7.81511852451945
h0053,BE,s1998,electricity,dem,8.12534105199198
h0054,BE,s1998,electricity,dem,8.94412539265132
h0055,BE,s1998,electricity,dem,9.62305945858538
h0056,BE,s1998,electricity,dem,10.0195896783656
h0057,BE,s1998,electricity,dem,10.2710058871568
h0058,BE,s1998,electricity,dem,10.3905608322118
