timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,NL,s2010,solar,avaConv,0.0
h0002,NL,s2010,solar,avaConv,0.0
h0003,NL,s2010,solar,avaConv,0.0
h0004,NL,s2010,solar,avaConv,0.0
h0005,NL,s2010,solar,avaConv,0.0
h0006,NL,s2010,solar,avaConv,0.0
h0007,NL,s2010,solar,avaConv,0.0
h0008,NL,s2010,solar,avaConv,0.000114957979715708
h0009,NL,s2010,solar,avaConv,0.0334175465462973
h0010,NL,s2010,solar,avaConv,0.104760935939454
h0011,NL,s2010,solar,avaConv,0.172464442030893
h0012,NL,s2010,solar,avaConv,0.199438609496772
h0013,NL,s2010,solar,avaConv,0.184668640637423
h0014,NL,s2010,solar,avaConv,0.136708249120374
h0015,NL,s2010,solar,avaConv,0.0628003197974857
h0016,NL,s2010,solar,avaConv,0.00392433988716598
h0017,NL,s2010,solar,avaConv,0.0
h0018,NL,s2010,solar,avaConv,0.0
h0019,NL,s2010,solar,avaConv,0.0
h0020,NL,s2010,solar,avaConv,0.0
h0021,NL,s2010,solar,avaConv,0.0
h0022,NL,s2010,solar,avaConv,0.0
h0023,NL,s2010,solar,avaConv,0.0
h0024,NL,s2010,solar,avaConv,0.0
h0025,NL,s2010,solar,avaConv,0.0
h0026,NL,s2010,solar,avaConv,0.0
h0027,NL,s2010,solar,avaConv,0.0
h0028,NL,s2010,solar,avaConv,0.0
h0029,NL,s2010,solar,avaConv,0.0
h0030,NL,s2010,solar,avaConv,0.0
h0031,NL,s2010,solar,avaConv,0.0
h0032,NL,s2010,solar,avaConv,2.56513801059577e-5
h0033,NL,s2010,solar,avaConv,0.0119226036179453
h0034,NL,s2010,solar,avaConv,0.0409026362170027
h0035,NL,s2010,solar,avaConv,0.0729318185509005
h0036,NL,s2010,solar,avaConv,0.0916830488441069
h0037,NL,s2010,solar,avaConv,0.0887611077002702
h0038,NL,s2010,solar,avaConv,0.0637656216200667
h0039,NL,s2010,solar,avaConv,0.0277448572208022
h0040,NL,s2010,solar,avaConv,0.00195394280905861
h0041,NL,s2010,solar,avaConv,0.0
h0042,NL,s2010,solar,avaConv,0.0
h0043,NL,s2010,solar,avaConv,0.0
h0044,NL,s2010,solar,avaConv,0.0
h0045,NL,s2010,solar,avaConv,0.0
h0046,NL,s2010,solar,avaConv,0.0
h0047,NL,s2010,solar,avaConv,0.0
h0048,NL,s2010,solar,avaConv,0.0
h0049,NL,s2010,solar,avaConv,0.0
h0050,NL,s2010,solar,avaConv,0.0
h0051,NL,s2010,solar,avaConv,0.0
h0052,NL,s2010,solar,avaConv,0.0
h0053,NL,s2010,solar,avaConv,0.0
h0054,NL,s2010,solar,avaConv,0.0
h0055,NL,s2010,solar,avaConv,0.0
h0056,NL,s2010,solar,avaConv,0.000141591775517529
h0057,NL,s2010,solar,avaConv,0.0271176295197658
h0058,NL,s2010,solar,avaConv,0.0837449339396107
h0059,NL,s2010,solar,avaConv,0.138363525948075
h0060,NL,s2010,solar,avaConv,0.164708280921355
h0061,NL,s2010,solar,avaConv,0.152412815872114
h0062,NL,s2010,solar,avaConv,0.108455256240511
h0063,NL,s2010,solar,avaConv,0.0479163411005053
h0064,NL,s2010,solar,avaConv,0.00291425005175241
h0065,NL,s2010,solar,avaConv,0.0
h0066,NL,s2010,solar,avaConv,0.0
h0067,NL,s2010,solar,avaConv,0.0
h0068,NL,s2010,solar,avaConv,0.0
h0069,NL,s2010,solar,avaConv,0.0
h0070,NL,s2010,solar,avaConv,0.0
h0071,NL,s2010,solar,avaConv,0.0
h0072,NL,s2010,solar,avaConv,0.0
h0073,NL,s2010,solar,avaConv,0.0
h0074,NL,s2010,solar,avaConv,0.0
h0075,NL,s2010,solar,avaConv,0.0
h0076,NL,s2010,solar,avaConv,0.0
h0077,NL,s2010,solar,avaConv,0.0
h0078,NL,s2010,solar,avaConv,0.0
h0079,NL,s2010,solar,avaConv,0.0
h0080,NL,s2010,solar,avaConv,0.000106305993356122
h0081,NL,s2010,solar,avaConv,0.0234496675520899
h0082,NL,s2010,solar,avaConv,0.0681354701062404
h0083,NL,s2010,solar,avaConv,0.096612443668135
h0084,NL,s2010,solar,avaConv,0.104004332746913
h0085,NL,s2010,solar,avaConv,0.0885635137546583
h0086,NL,s2010,solar,avaConv,0.0547641275624067
h0087,NL,s2010,solar,avaConv,0.0215553194878217
h0088,NL,s2010,solar,avaConv,0.00110289643130043
h0089,NL,s2010,solar,avaConv,0.0
h0090,NL,s2010,solar,avaConv,0.0
h0091,NL,s2010,solar,avaConv,0.0
h0092,NL,s2010,solar,avaConv,0.0
h0093,NL,s2010,solar,avaConv,0.0
h0094,NL,s2010,solar,avaConv,0.0
h0095,NL,s2010,solar,avaConv,0.0
h0096,NL,s2010,solar,avaConv,0.0
h0097,NL,s2010,solar,avaConv,0.0
h0098,NL,s2010,solar,avaConv,0.0
h0099,NL,s2010,solar,avaConv,0.0
h0100,NL,s2010,solar,avaConv,0.0
h0101,NL,s2010,solar,avaConv,0.0
h0102,NL,s2010,solar,avaConv,0.0
h0103,NL,s2010,solar,avaConv,0.0
h0104,NL,s2010,solar,avaConv,0.000100388643851027
h0105,NL,s2010,solar,avaConv,0.017613905299809
h0106,NL,s2010,solar,avaConv,0.05418138877165
h0107,NL,s2010,solar,avaConv,0.0845378916334607
h0108,NL,s2010,solar,avaConv,0.101764890736647
h0109,NL,s2010,solar,avaConv,0.096619606944527
h0110,NL,s2010,solar,avaConv,0.0711088857314868
h0111,NL,s2010,solar,avaConv,0.0328988147022484
h0112,NL,s2010,solar,avaConv,0.0026420078189356
h0113,NL,s2010,solar,avaConv,0.0
h0114,NL,s2010,solar,avaConv,0.0
h0115,NL,s2010,solar,avaConv,0.0
h0116,NL,s2010,solar,avaConv,0.0
h0117,NL,s2010,solar,avaConv,0.0
h0118,NL,s2010,solar,avaConv,0.0
h0119,NL,s2010,solar,avaConv,0.0
h0120,NL,s2010,solar,avaConv,0.0
h0121,NL,s2010,solar,avaConv,0.0
h0122,NL,s2010,solar,avaConv,0.0
h0123,NL,s2010,solar,avaConv,0.0
h0124,NL,s2010,solar,avaConv,0.0
h0125,NL,s2010,solar,avaConv,0.0
h0126,NL,s2010,solar,avaConv,0.0
h0127,NL,s2010,solar,avaConv,0.0
h0128,NL,s2010,solar,avaConv,0.000206889377522363
h0129,NL,s2010,solar,avaConv,0.0260166412832246
h0130,NL,s2010,solar,avaConv,0.0825950556366551
h0131,NL,s2010,solar,avaConv,0.134637571657988
h0132,NL,s2010,solar,avaConv,0.153712351785287
h0133,NL,s2010,solar,avaConv,0.141935629534636
h0134,NL,s2010,solar,avaConv,0.100056679276128
h0135,NL,s2010,solar,avaConv,0.0435617030513923
h0136,NL,s2010,solar,avaConv,0.00325082813892385
h0137,NL,s2010,solar,avaConv,0.0
h0138,NL,s2010,solar,avaConv,0.0
h0139,NL,s2010,solar,avaConv,0.0
h0140,NL,s2010,solar,avaConv,0.0
h0141,NL,s2010,solar,avaConv,0.0
h0142,NL,s2010,solar,avaConv,0.0
h0143,NL,s2010,solar,avaConv,0.0
h0144,NL,s2010,solar,avaConv,0.0
h0145,NL,s2010,solar,avaConv,0.0
h0146,NL,s2010,solar,avaConv,0.0
h0147,NL,s2010,solar,avaConv,0.0
h0148,NL,s2010,solar,avaConv,0.0
h0149,NL,s2010,solar,avaConv,0.0
h0150,NL,s2010,solar,avaConv,0.0
h0151,NL,s2010,solar,avaConv,0.0
h0152,NL,s2010,solar,avaConv,0.000257588137110548
h0153,NL,s2010,solar,avaConv,0.0269137416497248
h0154,NL,s2010,solar,avaConv,0.0869247124922999
h0155,NL,s2010,solar,avaConv,0.14960078419877
h0156,NL,s2010,solar,avaConv,0.18389010234116
h0157,NL,s2010,solar,avaConv,0.173827208183071
h0158,NL,s2010,solar,avaConv,0.126747196013466
h0159,NL,s2010,solar,avaConv,0.0580794465973304
h0160,NL,s2010,solar,avaConv,0.00451819536797066
h0161,NL,s2010,solar,avaConv,0.0
h0162,NL,s2010,solar,avaConv,0.0
h0163,NL,s2010,solar,avaConv,0.0
h0164,NL,s2010,solar,avaConv,0.0
h0165,NL,s2010,solar,avaConv,0.0
h0166,NL,s2010,solar,avaConv,0.0
h0167,NL,s2010,solar,avaConv,0.0
h0168,NL,s2010,solar,avaConv,0.0
h0169,NL,s2010,solar,avaConv,0.0
h0170,NL,s2010,solar,avaConv,0.0
h0171,NL,s2010,solar,avaConv,0.0
h0172,NL,s2010,solar,avaConv,0.0
h0173,NL,s2010,solar,avaConv,0.0
h0174,NL,s2010,solar,avaConv,0.0
h0175,NL,s2010,solar,avaConv,0.0
h0176,NL,s2010,solar,avaConv,0.000338669895667181
h0177,NL,s2010,solar,avaConv,0.0305921691781889
h0178,NL,s2010,solar,avaConv,0.0945177202463369
h0179,NL,s2010,solar,avaConv,0.15110771036901
h0180,NL,s2010,solar,avaConv,0.181848178844759
h0181,NL,s2010,solar,avaConv,0.181293908525363
h0182,NL,s2010,solar,avaConv,0.139529736841112
h0183,NL,s2010,solar,avaConv,0.0648826705749183
h0184,NL,s2010,solar,avaConv,0.00552436809768788
h0185,NL,s2010,solar,avaConv,0.0
h0186,NL,s2010,solar,avaConv,0.0
