timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,NL,s1980,solar,avaConv,0.0
h0002,NL,s1980,solar,avaConv,0.0
h0003,NL,s1980,solar,avaConv,0.0
h0004,NL,s1980,solar,avaConv,0.0
h0005,NL,s1980,solar,avaConv,0.0
h0006,NL,s1980,solar,avaConv,0.0
h0007,NL,s1980,solar,avaConv,0.0
h0008,NL,s1980,solar,avaConv,1.27519117506775e-5
h0009,NL,s1980,solar,avaConv,0.00913145296997208
h0010,NL,s1980,solar,avaConv,0.0320277132018566
h0011,NL,s1980,solar,avaConv,0.0575841465936109
h0012,NL,s1980,solar,avaConv,0.0685649903868631
h0013,NL,s1980,solar,avaConv,0.0671487058667995
h0014,NL,s1980,solar,avaConv,0.0522223015387804
h0015,NL,s1980,solar,avaConv,0.0255246448674953
h0016,NL,s1980,solar,avaConv,0.00138462266782768
h0017,NL,s1980,solar,avaConv,0.0
h0018,NL,s1980,solar,avaConv,0.0
h0019,NL,s1980,solar,avaConv,0.0
h0020,NL,s1980,solar,avaConv,0.0
h0021,NL,s1980,solar,avaConv,0.0
h0022,NL,s1980,solar,avaConv,0.0
h0023,NL,s1980,solar,avaConv,0.0
h0024,NL,s1980,solar,avaConv,0.0
h0025,NL,s1980,solar,avaConv,0.0
h0026,NL,s1980,solar,avaConv,0.0
h0027,NL,s1980,solar,avaConv,0.0
h0028,NL,s1980,solar,avaConv,0.0
h0029,NL,s1980,solar,avaConv,0.0
h0030,NL,s1980,solar,avaConv,0.0
h0031,NL,s1980,solar,avaConv,0.0
h0032,NL,s1980,solar,avaConv,3.05516809449437e-5
h0033,NL,s1980,solar,avaConv,0.0143306931123824
h0034,NL,s1980,solar,avaConv,0.0454950334704869
h0035,NL,s1980,solar,avaConv,0.0693188266264876
h0036,NL,s1980,solar,avaConv,0.0778656454009999
h0037,NL,s1980,solar,avaConv,0.0644279652152549
h0038,NL,s1980,solar,avaConv,0.0425817133858586
h0039,NL,s1980,solar,avaConv,0.0183108101607609
h0040,NL,s1980,solar,avaConv,0.000960639630503542
